Tim Quartz Clear,,
Tim Quartz Clear 1,"Date : 21/07/2021, 16:20:17",
Wavelength (nm),ABS,%T
638,0.251,56.1
639,0.251,56.2
640,0.25,56.2
641,0.25,56.2
642,0.25,56.3
643,0.249,56.3
644,0.249,56.3
645,0.249,56.4
646,0.248,56.5
647,0.248,56.5
648,0.248,56.5
649,0.247,56.6
650,0.247,56.7
651,0.247,56.7
652,0.246,56.7
653,0.246,56.7
654,0.246,56.7
655,0.246,56.7
656,0.246,56.7
657,0.245,56.9
658,0.244,57
659,0.242,57.3
660,0.241,57.3
661,0.244,57
662,0.247,56.6
663,0.248,56.5
664,0.248,56.5
665,0.247,56.6
666,0.246,56.8
667,0.245,56.8
668,0.245,56.9
669,0.244,57.1
670,0.243,57.1
671,0.243,57.1
672,0.244,57
673,0.244,57
674,0.244,57
675,0.244,57
676,0.244,57
677,0.243,57.1
678,0.242,57.2
679,0.241,57.4
680,0.24,57.5
681,0.24,57.5
682,0.241,57.4
683,0.243,57.2
684,0.243,57.1
685,0.244,57.1
686,0.244,57.1
687,0.244,57.1
688,0.243,57.2
689,0.243,57.2
690,0.242,57.3
691,0.242,57.3
692,0.242,57.3
693,0.242,57.3
694,0.241,57.4
695,0.24,57.5
696,0.24,57.6
697,0.237,57.9
698,0.236,58.1
699,0.234,58.3
700,0.234,58.3
701,0.239,57.6
702,0.244,57.1
703,0.244,57
704,0.243,57.2
705,0.242,57.3
706,0.242,57.3
707,0.241,57.5
708,0.24,57.5
709,0.24,57.6
710,0.239,57.7
711,0.239,57.7
712,0.239,57.7
713,0.239,57.7
714,0.239,57.7
715,0.239,57.7
716,0.239,57.7
717,0.24,57.6
718,0.24,57.5
719,0.242,57.3
720,0.242,57.2
721,0.242,57.2
722,0.242,57.2
723,0.242,57.2
724,0.241,57.3
725,0.241,57.5
726,0.238,57.8
727,0.236,58
728,0.234,58.3
729,0.233,58.5
730,0.232,58.6
731,0.232,58.7
732,0.23,58.8
733,0.23,58.8
734,0.23,58.8
735,0.232,58.7
736,0.232,58.7
737,0.233,58.5
738,0.235,58.3
739,0.235,58.3
740,0.235,58.2
741,0.234,58.4
742,0.233,58.5
743,0.234,58.4
744,0.234,58.4
745,0.234,58.4
746,0.234,58.4
747,0.234,58.4
748,0.234,58.4
749,0.233,58.4
750,0.233,58.5
751,0.233,58.5
752,0.233,58.5
753,0.233,58.5
754,0.233,58.5
755,0.233,58.5
756,0.233,58.5
757,0.233,58.4
758,0.233,58.5
759,0.233,58.5
760,0.233,58.5
761,0.233,58.5
762,0.232,58.6
763,0.231,58.8
764,0.227,59.3
765,0.224,59.7
766,0.224,59.6
767,0.231,58.8
768,0.232,58.6
769,0.232,58.5
770,0.233,58.5
771,0.232,58.6
772,0.233,58.5
773,0.233,58.5
774,0.233,58.5
775,0.233,58.5
776,0.233,58.5
777,0.231,58.7
778,0.231,58.7
779,0.231,58.8
780,0.23,58.8
781,0.23,58.9
782,0.23,58.9
783,0.23,58.9
784,0.23,58.9
785,0.23,58.9
786,0.231,58.7
787,0.232,58.6
788,0.237,58
789,0.239,57.7
790,0.242,57.3
791,0.244,57
792,0.245,56.8
793,0.246,56.8
794,0.245,56.8
795,0.242,57.3
796,0.238,57.9
797,0.232,58.6
798,0.228,59.1
799,0.225,59.5
800,0.224,59.7
801,0.223,59.8
802,0.222,60
803,0.222,60
804,0.221,60.2
805,0.22,60.3
806,0.219,60.4
807,0.217,60.6
808,0.218,60.6
809,0.218,60.6
810,0.218,60.6
811,0.217,60.6
812,0.217,60.6
813,0.218,60.6
814,0.218,60.6
815,0.218,60.6
816,0.218,60.6
817,0.218,60.6
818,0.217,60.7
819,0.216,60.8
820,0.215,60.9
821,0.212,61.4
822,0.206,62.3
823,0.196,63.7
824,0.19,64.6
825,0.19,64.6
826,0.209,61.8
827,0.23,58.9
828,0.233,58.5
829,0.222,60
830,0.218,60.5
831,0.226,59.4
832,0.237,58
833,0.239,57.7
834,0.229,59.1
835,0.215,61
836,0.208,62
837,0.211,61.5
838,0.223,59.8
839,0.234,58.4
840,0.233,58.4
841,0.23,58.9
842,0.223,59.8
843,0.222,60
844,0.224,59.7
845,0.227,59.3
846,0.227,59.3
847,0.226,59.4
848,0.224,59.7
849,0.224,59.7
850,0.224,59.8
851,0.221,60.1
852,0.221,60.2
853,0.22,60.2
854,0.22,60.2
855,0.22,60.2
856,0.22,60.2
857,0.219,60.3
858,0.218,60.5
859,0.219,60.4
860,0.217,60.7
861,0.217,60.7
862,0.217,60.7
863,0.217,60.7
864,0.217,60.7
865,0.216,60.9
866,0.215,60.9
867,0.214,61.1
868,0.213,61.2
869,0.213,61.2
870,0.213,61.3
871,0.212,61.4
872,0.211,61.5
873,0.211,61.5
874,0.209,61.8
875,0.21,61.7
876,0.209,61.7
877,0.209,61.7
878,0.209,61.8
879,0.208,61.9
880,0.205,62.4
881,0.198,63.4
882,0.188,64.9
883,0.172,67.3
884,0.167,68
885,0.178,66.4
886,0.21,61.7
887,0.234,58.4
888,0.241,57.3
889,0.237,57.9
890,0.231,58.8
891,0.227,59.4
892,0.222,60
893,0.22,60.3
894,0.216,60.8
895,0.21,61.7
896,0.201,63
897,0.193,64.2
898,0.195,63.9
899,0.21,61.7
900,0.224,59.7
901,0.23,58.8
902,0.229,59.1
903,0.224,59.7
904,0.215,61
905,0.2,63.2
906,0.194,64
907,0.194,64
908,0.207,62.1
909,0.228,59.1
910,0.238,57.8
911,0.234,58.3
912,0.226,59.5
913,0.219,60.5
914,0.212,61.4
915,0.207,62
916,0.198,63.3
917,0.186,65.2
918,0.185,65.4
919,0.188,64.8
920,0.209,61.8
921,0.23,58.8
922,0.238,57.8
923,0.234,58.4
924,0.227,59.3
925,0.222,59.9
926,0.222,60
927,0.217,60.6
928,0.217,60.7
929,0.216,60.8
930,0.215,61
931,0.213,61.2
932,0.211,61.5
933,0.211,61.5
934,0.211,61.6
935,0.21,61.6
936,0.209,61.8
937,0.206,62.2
938,0.202,62.9
939,0.196,63.7
940,0.197,63.6
941,0.197,63.5
942,0.203,62.7
943,0.209,61.8
944,0.211,61.6
945,0.211,61.6
946,0.209,61.8
947,0.207,62.2
948,0.206,62.2
949,0.206,62.2
950,0.215,61
951,0.226,59.5
952,0.227,59.2
953,0.229,59.1
954,0.235,58.2
955,0.243,57.2
956,0.248,56.4
957,0.252,56
958,0.252,56
959,0.252,56
960,0.251,56.1
961,0.249,56.3
962,0.248,56.5
963,0.247,56.6
964,0.247,56.6
965,0.247,56.7
966,0.246,56.8
967,0.245,56.9
968,0.244,57
969,0.242,57.3
970,0.239,57.6
971,0.239,57.6
972,0.239,57.6
973,0.242,57.3
974,0.242,57.2
975,0.245,56.9
976,0.245,56.9
977,0.245,56.9
978,0.243,57.2
979,0.238,57.8
980,0.223,59.8
981,0.206,62.2
982,0.203,62.7
983,0.21,61.6
984,0.248,56.5
985,0.276,53
986,0.288,51.5
987,0.282,52.2
988,0.268,53.9
989,0.261,54.8
990,0.254,55.8
991,0.247,56.7
992,0.242,57.3
993,0.234,58.4
994,0.213,61.2
995,0.2,63.2
996,0.2,63.1
997,0.229,59
998,0.266,54.2
999,0.284,52
"1,000.00",0.282,52.2
"1,001.00",0.273,53.4
"1,002.00",0.26,54.9
"1,003.00",0.254,55.7
"1,004.00",0.25,56.2
"1,005.00",0.247,56.6
"1,006.00",0.247,56.7
"1,007.00",0.247,56.7
"1,008.00",0.247,56.6
"1,009.00",0.247,56.6
"1,010.00",0.245,56.9
"1,011.00",0.245,56.9
"1,012.00",0.241,57.4
"1,013.00",0.239,57.7
"1,014.00",0.238,57.8
"1,015.00",0.241,57.4
"1,016.00",0.247,56.6
"1,017.00",0.25,56.2
"1,018.00",0.251,56
"1,019.00",0.252,56
"1,020.00",0.252,56
"1,021.00",0.252,56
"1,022.00",0.252,56
"1,023.00",0.252,55.9
"1,024.00",0.252,55.9
"1,025.00",0.253,55.9
"1,026.00",0.253,55.8
"1,027.00",0.254,55.8
"1,028.00",0.254,55.7
"1,029.00",0.255,55.6
"1,030.00",0.256,55.4
"1,031.00",0.257,55.4
"1,032.00",0.257,55.3
"1,033.00",0.258,55.3
"1,034.00",0.258,55.3
"1,035.00",0.258,55.2
"1,036.00",0.258,55.2
"1,037.00",0.259,55.1
"1,038.00",0.26,55
"1,039.00",0.26,54.9
"1,040.00",0.262,54.7
"1,041.00",0.266,54.2
"1,042.00",0.271,53.6
"1,043.00",0.271,53.6
"1,044.00",0.271,53.6
"1,045.00",0.271,53.5
"1,046.00",0.274,53.2
"1,047.00",0.276,52.9
"1,048.00",0.276,53
"1,049.00",0.276,53
"1,050.00",0.275,53.1
"1,051.00",0.276,53
"1,052.00",0.277,52.8
"1,053.00",0.277,52.9
"1,054.00",0.277,52.9
"1,055.00",0.277,52.8
"1,056.00",0.279,52.6
"1,057.00",0.28,52.5
"1,058.00",0.282,52.3
"1,059.00",0.282,52.3
"1,060.00",0.283,52.2
"1,061.00",0.283,52.1
"1,062.00",0.289,51.4
"1,063.00",0.294,50.8
"1,064.00",0.296,50.5
"1,065.00",0.299,50.3
"1,066.00",0.301,50
"1,067.00",0.301,50
"1,068.00",0.301,50
"1,069.00",0.301,50
"1,070.00",0.302,49.9
"1,071.00",0.302,49.9
"1,072.00",0.303,49.8
"1,073.00",0.305,49.5
"1,074.00",0.306,49.4
"1,075.00",0.308,49.2
"1,076.00",0.309,49.1
"1,077.00",0.309,49.1
"1,078.00",0.311,48.8
"1,079.00",0.313,48.7
"1,080.00",0.319,48
"1,081.00",0.322,47.6
"1,082.00",0.322,47.6
"1,083.00",0.324,47.4
"1,084.00",0.324,47.4
"1,085.00",0.323,47.5
"1,086.00",0.312,48.7
"1,087.00",0.312,48.7
"1,088.00",0.322,47.7
"1,089.00",0.335,46.2
"1,090.00",0.335,46.2
"1,091.00",0.335,46.2
"1,092.00",0.334,46.4
"1,093.00",0.334,46.3
"1,094.00",0.335,46.2
"1,095.00",0.336,46.1
"1,096.00",0.345,45.2
"1,097.00",0.348,44.8
"1,098.00",0.351,44.5
"1,099.00",0.358,43.8
"1,100.00",0.183,65.6
,,
,,
Tim Quartz Clear,,
Tim Quartz Clear 3,"Date : 21/07/2021, 16:23:33",
Wavelength (nm),ABS,%T
190,1.163,6.9
191,1.173,6.7
192,1.187,6.5
193,1.196,6.4
194,1.2,6.3
195,1.201,6.3
196,1.205,6.2
197,1.207,6.2
198,1.211,6.1
199,1.212,6.1
200,1.211,6.2
201,1.208,6.2
202,1.202,6.3
203,1.193,6.4
204,1.184,6.6
205,1.169,6.8
206,1.151,7.1
207,1.128,7.4
208,1.101,7.9
209,1.07,8.5
210,1.037,9.2
211,1.006,9.9
212,0.972,10.7
213,0.938,11.5
214,0.909,12.3
215,0.89,12.9
216,0.868,13.5
217,0.845,14.3
218,0.819,15.2
219,0.799,15.9
220,0.776,16.7
221,0.757,17.5
222,0.739,18.2
223,0.716,19.2
224,0.7,19.9
225,0.687,20.6
226,0.676,21.1
227,0.666,21.6
228,0.66,21.9
229,0.658,22
230,0.655,22.1
231,0.655,22.1
232,0.655,22.1
233,0.655,22.1
234,0.655,22.1
235,0.655,22.1
236,0.655,22.1
237,0.656,22.1
238,0.657,22.1
239,0.655,22.1
240,0.653,22.2
241,0.649,22.4
242,0.646,22.6
243,0.642,22.8
244,0.639,22.9
245,0.629,23.5
246,0.614,24.3
247,0.601,25.1
248,0.593,25.5
249,0.584,26.1
250,0.574,26.6
251,0.562,27.4
252,0.547,28.3
253,0.532,29.4
254,0.52,30.2
255,0.51,30.9
256,0.499,31.7
257,0.488,32.5
258,0.476,33.4
259,0.463,34.5
260,0.456,35
261,0.449,35.5
262,0.443,36.1
263,0.439,36.4
264,0.435,36.8
265,0.429,37.2
266,0.424,37.6
267,0.42,38
268,0.416,38.3
269,0.414,38.5
270,0.412,38.7
271,0.411,38.8
272,0.409,39
273,0.407,39.2
274,0.407,39.2
275,0.408,39.1
276,0.408,39.1
277,0.407,39.2
278,0.406,39.3
279,0.404,39.4
280,0.404,39.4
281,0.404,39.4
282,0.404,39.5
283,0.402,39.7
284,0.399,39.9
285,0.399,39.9
286,0.398,40
287,0.394,40.3
288,0.392,40.6
289,0.39,40.8
290,0.385,41.2
291,0.382,41.5
292,0.379,41.8
293,0.378,41.9
294,0.374,42.3
295,0.371,42.6
296,0.37,42.7
297,0.367,42.9
298,0.366,43
299,0.366,43
300,0.366,43.1
301,0.365,43.2
302,0.364,43.2
303,0.362,43.4
304,0.361,43.6
305,0.359,43.7
306,0.358,43.9
307,0.356,44
308,0.353,44.4
309,0.352,44.5
310,0.351,44.6
311,0.35,44.6
312,0.35,44.7
313,0.349,44.7
314,0.347,45
315,0.345,45.2
316,0.345,45.2
317,0.345,45.2
318,0.345,45.2
319,0.345,45.2
320,0.343,45.3
321,0.343,45.4
322,0.341,45.6
323,0.337,46
324,0.337,46.1
325,0.337,46
326,0.338,45.9
327,0.339,45.8
328,0.34,45.7
329,0.339,45.8
330,0.338,45.9
331,0.336,46.1
332,0.335,46.3
333,0.334,46.3
334,0.334,46.3
335,0.334,46.3
336,0.335,46.3
337,0.333,46.4
338,0.333,46.5
339,0.332,46.5
340,0.332,46.6
341,0.331,46.7
342,0.329,46.9
343,0.328,47
344,0.328,47
345,0.331,46.7
346,0.333,46.5
347,0.333,46.5
348,0.332,46.6
349,0.331,46.7
350,0.331,46.7
351,0.33,46.8
352,0.329,46.9
353,0.329,46.9
354,0.329,46.9
355,0.329,46.9
356,0.329,46.9
357,0.329,46.9
358,0.33,46.8
359,0.329,46.9
360,0.329,46.9
361,0.33,46.7
362,0.336,46.2
363,0.341,45.7
364,0.341,45.7
365,0.341,45.6
366,0.34,45.7
367,0.34,45.7
368,0.34,45.7
369,0.339,45.8
370,0.337,46
371,0.337,46
372,0.337,46
373,0.337,46
374,0.337,46.1
375,0.337,46
376,0.337,46
377,0.337,46
378,0.339,45.9
379,0.344,45.3
380,0.344,45.3
381,0.343,45.4
382,0.341,45.6
383,0.342,45.5
384,0.342,45.4
385,0.343,45.4
386,0.343,45.4
387,0.343,45.4
388,0.343,45.3
389,0.345,45.1
390,0.335,46.2
391,0.33,46.8
392,0.329,46.9
393,0.329,46.9
394,0.328,47
395,0.329,46.9
396,0.329,46.9
397,0.329,46.9
398,0.328,47
399,0.326,47.2
400,0.325,47.3
401,0.324,47.4
402,0.324,47.4
403,0.323,47.5
404,0.323,47.5
405,0.323,47.5
406,0.325,47.3
407,0.325,47.3
408,0.325,47.3
409,0.322,47.6
410,0.321,47.7
411,0.321,47.7
412,0.322,47.7
413,0.319,48
414,0.318,48.1
415,0.318,48.1
416,0.318,48.1
417,0.317,48.2
418,0.316,48.3
419,0.313,48.6
420,0.312,48.7
421,0.311,48.9
422,0.312,48.8
423,0.312,48.7
424,0.312,48.7
425,0.312,48.7
426,0.313,48.6
427,0.313,48.6
428,0.313,48.7
429,0.313,48.6
430,0.313,48.7
431,0.312,48.7
432,0.312,48.7
433,0.312,48.7
434,0.312,48.8
435,0.311,48.8
436,0.311,48.9
437,0.31,48.9
438,0.308,49.2
439,0.308,49.2
440,0.307,49.3
441,0.305,49.5
442,0.305,49.5
443,0.306,49.5
444,0.306,49.4
445,0.306,49.4
446,0.305,49.5
447,0.305,49.6
448,0.304,49.6
449,0.304,49.6
450,0.305,49.5
451,0.305,49.5
452,0.305,49.5
453,0.305,49.6
454,0.305,49.6
455,0.306,49.5
456,0.305,49.5
457,0.304,49.6
458,0.304,49.6
459,0.3,50.1
460,0.299,50.2
461,0.3,50.1
462,0.304,49.7
463,0.305,49.5
464,0.305,49.6
465,0.305,49.6
466,0.303,49.8
467,0.303,49.8
468,0.303,49.8
469,0.303,49.8
470,0.303,49.8
471,0.303,49.8
472,0.303,49.8
473,0.301,49.9
474,0.301,50
475,0.301,50
476,0.301,50
477,0.3,50.1
478,0.3,50.1
479,0.298,50.3
480,0.298,50.3
481,0.296,50.5
482,0.292,51.1
483,0.287,51.6
484,0.284,52
485,0.29,51.2
486,0.297,50.4
487,0.296,50.6
488,0.293,51
489,0.295,50.7
490,0.296,50.6
491,0.293,50.9
492,0.292,51.1
493,0.298,50.3
494,0.303,49.8
495,0.302,49.9
496,0.299,50.3
497,0.298,50.4
498,0.299,50.2
499,0.3,50.1
500,0.3,50.1
501,0.3,50.1
502,0.3,50.2
503,0.298,50.4
504,0.297,50.5
505,0.296,50.5
506,0.296,50.6
507,0.294,50.8
508,0.294,50.9
509,0.292,51
510,0.292,51.1
511,0.291,51.2
512,0.291,51.2
513,0.291,51.2
514,0.291,51.1
515,0.29,51.3
516,0.289,51.4
517,0.287,51.7
518,0.287,51.7
519,0.29,51.3
520,0.292,51
521,0.292,51
522,0.291,51.1
523,0.289,51.4
524,0.287,51.7
525,0.283,52.1
526,0.282,52.2
527,0.28,52.5
528,0.279,52.6
529,0.289,51.4
530,0.294,50.8
531,0.293,51
532,0.288,51.5
533,0.288,51.5
534,0.293,51
535,0.291,51.1
536,0.29,51.3
537,0.29,51.3
538,0.289,51.4
539,0.286,51.7
540,0.283,52.1
541,0.282,52.2
542,0.289,51.5
543,0.292,51
544,0.293,50.9
545,0.293,50.9
546,0.291,51.2
547,0.291,51.1
548,0.294,50.9
549,0.294,50.8
550,0.293,51
551,0.291,51.2
552,0.289,51.4
553,0.289,51.4
554,0.29,51.3
555,0.29,51.3
556,0.289,51.5
557,0.288,51.5
558,0.288,51.5
559,0.287,51.7
560,0.272,53.4
561,0.264,54.5
562,0.262,54.7
563,0.261,54.8
564,0.26,54.9
565,0.258,55.2
566,0.259,55.1
567,0.261,54.9
568,0.26,54.9
569,0.26,55
570,0.259,55.1
571,0.258,55.2
572,0.257,55.3
573,0.259,55.1
574,0.259,55.1
575,0.259,55.1
576,0.259,55.1
577,0.261,54.8
578,0.261,54.8
579,0.261,54.8
580,0.261,54.8
581,0.261,54.8
582,0.261,54.9
583,0.26,55
584,0.26,55
585,0.259,55.1
586,0.259,55.1
587,0.258,55.2
588,0.257,55.4
589,0.256,55.5
590,0.256,55.5
591,0.256,55.4
592,0.257,55.4
593,0.256,55.4
594,0.256,55.5
595,0.253,55.8
596,0.253,55.8
597,0.254,55.7
598,0.257,55.4
599,0.258,55.1
600,0.258,55.3
601,0.256,55.4
602,0.253,55.8
603,0.251,56.1
604,0.251,56.1
605,0.252,56
606,0.254,55.7
607,0.256,55.5
608,0.255,55.6
609,0.253,55.8
610,0.253,55.8
611,0.256,55.5
612,0.256,55.4
613,0.256,55.4
614,0.256,55.4
615,0.256,55.5
616,0.254,55.7
617,0.254,55.7
618,0.254,55.8
619,0.254,55.8
620,0.253,55.8
621,0.253,55.8
622,0.253,55.9
623,0.252,56
624,0.25,56.2
625,0.25,56.3
626,0.249,56.4
627,0.249,56.4
628,0.249,56.3
629,0.251,56.1
630,0.251,56
631,0.251,56
632,0.251,56.1
633,0.25,56.2
634,0.25,56.3
635,0.25,56.3
636,0.25,56.2
637,0.25,56.2
638,0.25,56.2
639,0.25,56.2
640,0.25,56.2
641,0.25,56.3
642,0.25,56.3
643,0.249,56.3
644,0.249,56.4
645,0.248,56.5
646,0.248,56.5
647,0.247,56.6
648,0.247,56.6
649,0.247,56.6
650,0.247,56.7
651,0.246,56.7
652,0.246,56.7
653,0.246,56.8
654,0.246,56.8
655,0.246,56.8
656,0.246,56.8
657,0.244,57
658,0.242,57.2
659,0.241,57.4
660,0.241,57.4
661,0.244,57
662,0.247,56.7
663,0.247,56.6
664,0.247,56.6
665,0.247,56.7
666,0.246,56.7
667,0.245,56.9
668,0.244,57
669,0.243,57.1
670,0.243,57.2
671,0.243,57.1
672,0.243,57.1
673,0.244,57.1
674,0.244,57.1
675,0.244,57.1
676,0.243,57.1
677,0.243,57.2
678,0.242,57.3
679,0.241,57.4
680,0.24,57.5
681,0.24,57.6
682,0.24,57.5
683,0.242,57.2
684,0.243,57.2
685,0.243,57.1
686,0.243,57.1
687,0.243,57.2
688,0.242,57.3
689,0.241,57.4
690,0.241,57.4
691,0.241,57.4
692,0.241,57.4
693,0.241,57.4
694,0.241,57.4
695,0.24,57.5
696,0.238,57.8
697,0.236,58.1
698,0.234,58.4
699,0.233,58.5
700,0.233,58.5
701,0.238,57.9
702,0.242,57.3
703,0.243,57.2
704,0.242,57.3
705,0.242,57.3
706,0.24,57.5
707,0.24,57.6
708,0.24,57.6
709,0.239,57.6
710,0.239,57.7
711,0.239,57.7
712,0.239,57.7
713,0.239,57.7
714,0.239,57.7
715,0.238,57.7
716,0.239,57.7
717,0.239,57.7
718,0.24,57.6
719,0.242,57.3
720,0.242,57.2
721,0.242,57.2
722,0.242,57.3
723,0.242,57.3
724,0.241,57.5
725,0.24,57.6
726,0.238,57.8
727,0.236,58
728,0.235,58.3
729,0.233,58.5
730,0.233,58.5
731,0.231,58.7
732,0.231,58.7
733,0.23,58.9
734,0.23,58.8
735,0.231,58.8
736,0.233,58.5
737,0.234,58.4
738,0.234,58.3
739,0.234,58.4
740,0.234,58.4
741,0.233,58.4
742,0.233,58.5
743,0.233,58.4
744,0.233,58.4
745,0.233,58.4
746,0.233,58.4
747,0.233,58.4
748,0.233,58.5
749,0.233,58.5
750,0.233,58.5
751,0.232,58.5
752,0.233,58.5
753,0.233,58.5
754,0.233,58.5
755,0.231,58.7
756,0.232,58.7
757,0.232,58.6
758,0.232,58.6
759,0.232,58.6
760,0.232,58.6
761,0.232,58.7
762,0.232,58.7
763,0.23,58.8
764,0.227,59.3
765,0.223,59.8
766,0.223,59.8
767,0.231,58.7
768,0.234,58.4
769,0.235,58.2
770,0.236,58.1
771,0.232,58.6
772,0.232,58.6
773,0.232,58.6
774,0.233,58.5
775,0.232,58.6
776,0.231,58.7
777,0.23,58.9
778,0.23,58.9
779,0.23,58.9
780,0.23,58.9
781,0.229,59
782,0.229,59
783,0.227,59.4
784,0.227,59.3
785,0.226,59.4
786,0.227,59.3
787,0.229,59
788,0.235,58.2
789,0.238,57.7
790,0.242,57.3
791,0.244,57.1
792,0.245,56.8
793,0.246,56.8
794,0.245,56.9
795,0.242,57.3
796,0.237,57.9
797,0.232,58.6
798,0.229,59
799,0.225,59.5
800,0.224,59.8
801,0.223,59.8
802,0.222,60
803,0.221,60.2
804,0.22,60.3
805,0.219,60.4
806,0.218,60.6
807,0.218,60.6
808,0.217,60.6
809,0.218,60.6
810,0.218,60.6
811,0.217,60.7
812,0.217,60.7
813,0.217,60.7
814,0.216,60.8
815,0.218,60.6
816,0.217,60.7
817,0.216,60.8
818,0.216,60.8
819,0.216,60.8
820,0.216,60.9
821,0.212,61.3
822,0.206,62.2
823,0.196,63.7
824,0.191,64.4
825,0.191,64.4
826,0.208,61.9
827,0.228,59.1
828,0.233,58.5
829,0.221,60.1
830,0.217,60.7
831,0.225,59.6
832,0.236,58
833,0.239,57.7
834,0.226,59.5
835,0.214,61.1
836,0.208,62
837,0.212,61.4
838,0.224,59.7
839,0.233,58.4
840,0.236,58
841,0.233,58.5
842,0.225,59.6
843,0.222,60
844,0.223,59.9
845,0.224,59.8
846,0.224,59.7
847,0.223,59.8
848,0.223,59.8
849,0.223,59.8
850,0.223,59.8
851,0.222,60
852,0.221,60.1
853,0.221,60.1
854,0.221,60.2
855,0.221,60.2
856,0.221,60.2
857,0.217,60.6
858,0.217,60.6
859,0.218,60.5
860,0.216,60.9
861,0.215,61
862,0.215,61
863,0.215,61
864,0.215,61
865,0.215,61
866,0.214,61
867,0.214,61
868,0.214,61.1
869,0.214,61.1
870,0.214,61.1
871,0.213,61.2
872,0.213,61.3
873,0.212,61.4
874,0.209,61.7
875,0.209,61.8
876,0.209,61.8
877,0.209,61.8
878,0.209,61.8
879,0.207,62
880,0.205,62.3
881,0.198,63.4
882,0.185,65.3
883,0.181,66
884,0.176,66.6
885,0.186,65.2
886,0.215,61
887,0.237,58
888,0.244,57.1
889,0.237,57.9
890,0.229,59
891,0.226,59.5
892,0.222,60
893,0.22,60.2
894,0.216,60.7
895,0.213,61.3
896,0.207,62.1
897,0.197,63.5
898,0.198,63.4
899,0.212,61.4
900,0.225,59.5
901,0.23,58.9
902,0.228,59.1
903,0.222,59.9
904,0.215,61
905,0.201,62.9
906,0.194,64
907,0.193,64.1
908,0.203,62.6
909,0.227,59.3
910,0.237,58
911,0.231,58.7
912,0.224,59.7
913,0.218,60.6
914,0.213,61.3
915,0.207,62.1
916,0.196,63.7
917,0.186,65.2
918,0.185,65.4
919,0.188,64.9
920,0.208,61.9
921,0.23,58.9
922,0.238,57.9
923,0.234,58.4
924,0.227,59.3
925,0.224,59.7
926,0.222,59.9
927,0.22,60.2
928,0.219,60.4
929,0.217,60.7
930,0.217,60.7
931,0.213,61.2
932,0.213,61.3
933,0.211,61.5
934,0.21,61.6
935,0.21,61.6
936,0.21,61.7
937,0.206,62.2
938,0.2,63.1
939,0.198,63.4
940,0.197,63.6
941,0.198,63.4
942,0.204,62.6
943,0.207,62.1
944,0.209,61.8
945,0.209,61.8
946,0.207,62.1
947,0.206,62.2
948,0.205,62.3
949,0.206,62.3
950,0.215,60.9
951,0.225,59.5
952,0.227,59.3
953,0.231,58.8
954,0.236,58
955,0.243,57.1
956,0.249,56.3
957,0.251,56.1
958,0.252,56
959,0.252,56
960,0.25,56.2
961,0.249,56.3
962,0.249,56.3
963,0.249,56.4
964,0.248,56.6
965,0.247,56.6
966,0.246,56.8
967,0.244,57
968,0.244,57
969,0.241,57.4
970,0.238,57.8
971,0.239,57.7
972,0.239,57.7
973,0.244,57.1
974,0.244,57
975,0.245,56.9
976,0.245,56.9
977,0.245,56.8
978,0.243,57.1
979,0.238,57.8
980,0.223,59.8
981,0.202,62.8
982,0.198,63.4
983,0.204,62.6
984,0.243,57.2
985,0.271,53.5
986,0.286,51.8
987,0.28,52.5
988,0.267,54.1
989,0.26,55
990,0.253,55.9
991,0.246,56.7
992,0.241,57.4
993,0.235,58.2
994,0.211,61.5
995,0.195,63.9
996,0.196,63.7
997,0.226,59.5
998,0.261,54.8
999,0.279,52.6
"1,000.00",0.281,52.3
"1,001.00",0.271,53.6
"1,002.00",0.264,54.5
"1,003.00",0.255,55.6
"1,004.00",0.251,56.1
"1,005.00",0.247,56.6
"1,006.00",0.247,56.6
"1,007.00",0.247,56.6
"1,008.00",0.247,56.6
"1,009.00",0.247,56.6
"1,010.00",0.242,57.3
"1,011.00",0.241,57.4
"1,012.00",0.239,57.7
"1,013.00",0.236,58
"1,014.00",0.236,58
"1,015.00",0.238,57.8
"1,016.00",0.242,57.2
"1,017.00",0.25,56.2
"1,018.00",0.251,56.1
"1,019.00",0.251,56.1
"1,020.00",0.252,56
"1,021.00",0.252,55.9
"1,022.00",0.252,55.9
"1,023.00",0.255,55.7
"1,024.00",0.254,55.7
"1,025.00",0.255,55.6
"1,026.00",0.254,55.7
"1,027.00",0.255,55.6
"1,028.00",0.255,55.6
"1,029.00",0.255,55.6
"1,030.00",0.256,55.5
"1,031.00",0.256,55.4
"1,032.00",0.256,55.4
"1,033.00",0.257,55.4
"1,034.00",0.257,55.4
"1,035.00",0.256,55.4
"1,036.00",0.256,55.4
"1,037.00",0.257,55.4
"1,038.00",0.257,55.3
"1,039.00",0.261,54.9
"1,040.00",0.261,54.8
"1,041.00",0.266,54.2
"1,042.00",0.267,54.1
"1,043.00",0.268,53.9
"1,044.00",0.269,53.8
"1,045.00",0.269,53.8
"1,046.00",0.27,53.8
"1,047.00",0.275,53
"1,048.00",0.276,53
"1,049.00",0.276,53
"1,050.00",0.275,53.1
"1,051.00",0.275,53.1
"1,052.00",0.275,53.1
"1,053.00",0.275,53.1
"1,054.00",0.274,53.2
"1,055.00",0.275,53.1
"1,056.00",0.279,52.6
"1,057.00",0.28,52.5
"1,058.00",0.281,52.4
"1,059.00",0.281,52.4
