Tim Quartz Clear,,
Tim Quartz Clear 1,"Date : 21/07/2021, 16:20:17",
Wavelength (nm),ABS,%T
505.00,0.723,18.9
506.00,0.723,18.9
507.00,0.722,19
508.00,0.721,19
509.00,0.721,19
510.00,0.72,19
511.00,0.72,19
512.00,0.721,19
513.00,0.722,19
514.00,0.722,19
515.00,0.722,19
516.00,0.721,19
517.00,0.719,19.1
518.00,0.72,19.1
519.00,0.724,18.9
520.00,0.726,18.8
521.00,0.725,18.8
522.00,0.724,18.9
523.00,0.723,18.9
524.00,0.719,19.1
525.00,0.718,19.1
526.00,0.718,19.1
527.00,0.717,19.2
528.00,0.718,19.1
529.00,0.728,18.7
530.00,0.732,18.5
531.00,0.728,18.7
532.00,0.724,18.9
533.00,0.725,18.8
534.00,0.729,18.6
535.00,0.73,18.6
536.00,0.728,18.7
537.00,0.728,18.7
538.00,0.727,18.8
539.00,0.722,19
540.00,0.718,19.1
541.00,0.718,19.1
542.00,0.726,18.8
543.00,0.729,18.7
544.00,0.729,18.6
545.00,0.729,18.7
546.00,0.727,18.8
547.00,0.727,18.8
548.00,0.727,18.7
549.00,0.727,18.7
550.00,0.726,18.8
551.00,0.724,18.9
552.00,0.723,18.9
553.00,0.723,18.9
554.00,0.723,18.9
555.00,0.723,18.9
556.00,0.723,18.9
557.00,0.722,19
558.00,0.72,19
559.00,0.719,19.1
560.00,0.712,19.4
561.00,0.707,19.6
562.00,0.707,19.6
563.00,0.705,19.7
564.00,0.703,19.8
565.00,0.7,20
566.00,0.7,20
567.00,0.701,19.9
568.00,0.701,19.9
569.00,0.699,20
570.00,0.697,20.1
571.00,0.696,20.2
572.00,0.694,20.2
573.00,0.696,20.2
574.00,0.695,20.2
575.00,0.695,20.2
576.00,0.695,20.2
577.00,0.695,20.2
578.00,0.694,20.2
579.00,0.693,20.3
580.00,0.69,20.4
581.00,0.689,20.5
582.00,0.688,20.5
583.00,0.687,20.6
584.00,0.684,20.7
585.00,0.683,20.8
586.00,0.681,20.8
587.00,0.68,20.9
588.00,0.678,21
589.00,0.677,21
590.00,0.676,21.1
591.00,0.675,21.1
592.00,0.673,21.2
593.00,0.67,21.4
594.00,0.666,21.6
595.00,0.665,21.7
596.00,0.663,21.7
597.00,0.663,21.7
598.00,0.663,21.7
599.00,0.664,21.7
600.00,0.662,21.8
601.00,0.657,22
602.00,0.653,22.2
603.00,0.648,22.5
604.00,0.647,22.5
605.00,0.647,22.5
606.00,0.648,22.5
607.00,0.648,22.5
608.00,0.645,22.7
609.00,0.641,22.9
610.00,0.641,22.9
611.00,0.641,22.8
612.00,0.641,22.8
613.00,0.64,22.9
614.00,0.637,23.1
615.00,0.634,23.2
616.00,0.632,23.3
617.00,0.63,23.5
618.00,0.627,23.6
619.00,0.624,23.7
620.00,0.622,23.9
621.00,0.62,24
622.00,0.617,24.1
623.00,0.615,24.3
624.00,0.611,24.5
625.00,0.608,24.7
626.00,0.605,24.8
627.00,0.605,24.8
628.00,0.605,24.8
629.00,0.604,24.9
630.00,0.601,25
631.00,0.6,25.1
632.00,0.597,25.3
633.00,0.593,25.5
634.00,0.59,25.7
635.00,0.59,25.7
636.00,0.588,25.8
637.00,0.586,25.9
638.00,0.583,26.1
639.00,0.582,26.2
640.00,0.579,26.3
641.00,0.577,26.5
642.00,0.574,26.7
643.00,0.572,26.8
644.00,0.569,26.9
645.00,0.567,27.1
646.00,0.565,27.2
647.00,0.564,27.3
648.00,0.561,27.5
649.00,0.557,27.7
650.00,0.554,27.9
651.00,0.551,28.1
652.00,0.55,28.2
653.00,0.548,28.3
654.00,0.546,28.4
655.00,0.544,28.5
656.00,0.541,28.8
657.00,0.537,29.1
658.00,0.533,29.3
659.00,0.529,29.6
660.00,0.528,29.7
661.00,0.528,29.7
662.00,0.529,29.6
663.00,0.528,29.7
664.00,0.526,29.8
665.00,0.523,30
666.00,0.519,30.3
667.00,0.516,30.5
668.00,0.513,30.7
669.00,0.51,30.9
670.00,0.508,31
671.00,0.508,31.1
672.00,0.507,31.1
673.00,0.504,31.4
674.00,0.5,31.6
675.00,0.499,31.7
676.00,0.496,31.9
677.00,0.492,32.2
678.00,0.488,32.5
679.00,0.485,32.7
680.00,0.482,32.9
681.00,0.482,33
682.00,0.481,33
683.00,0.481,33
684.00,0.48,33.1
685.00,0.477,33.3
686.00,0.475,33.5
687.00,0.473,33.7
688.00,0.471,33.8
689.00,0.468,34
690.00,0.466,34.2
691.00,0.463,34.4
692.00,0.461,34.6
693.00,0.458,34.9
694.00,0.457,34.9
695.00,0.454,35.2
696.00,0.45,35.5
697.00,0.445,35.9
698.00,0.44,36.3
699.00,0.438,36.4
700.00,0.439,36.4
701.00,0.442,36.2
702.00,0.444,36
703.00,0.444,36
704.00,0.441,36.2
705.00,0.437,36.5
706.00,0.434,36.8
707.00,0.432,37
708.00,0.428,37.3
709.00,0.425,37.6
710.00,0.424,37.6
711.00,0.423,37.7
712.00,0.42,38
713.00,0.42,38.1
714.00,0.418,38.2
715.00,0.415,38.4
716.00,0.413,38.6
717.00,0.413,38.7
718.00,0.414,38.6
719.00,0.414,38.6
720.00,0.414,38.6
721.00,0.412,38.7
722.00,0.411,38.8
723.00,0.408,39.1
724.00,0.406,39.2
725.00,0.405,39.4
726.00,0.403,39.6
727.00,0.4,39.8
728.00,0.396,40.2
729.00,0.394,40.3
730.00,0.392,40.5
731.00,0.389,40.8
732.00,0.386,41.1
733.00,0.384,41.3
734.00,0.383,41.4
735.00,0.382,41.5
736.00,0.381,41.6
737.00,0.381,41.6
738.00,0.378,41.9
739.00,0.376,42
740.00,0.374,42.3
741.00,0.37,42.6
742.00,0.369,42.8
743.00,0.369,42.8
744.00,0.366,43
745.00,0.365,43.1
746.00,0.362,43.5
747.00,0.361,43.6
748.00,0.36,43.7
749.00,0.358,43.8
750.00,0.356,44.1
751.00,0.354,44.2
752.00,0.353,44.3
753.00,0.353,44.3
754.00,0.353,44.4
755.00,0.353,44.4
756.00,0.351,44.6
757.00,0.35,44.6
758.00,0.345,45.2
759.00,0.344,45.3
760.00,0.344,45.3
761.00,0.341,45.6
762.00,0.341,45.6
763.00,0.338,45.9
764.00,0.332,46.5
765.00,0.329,46.9
766.00,0.329,46.9
767.00,0.333,46.5
768.00,0.334,46.3
769.00,0.335,46.3
770.00,0.335,46.2
771.00,0.332,46.6
772.00,0.332,46.6
773.00,0.331,46.7
774.00,0.331,46.7
775.00,0.329,46.9
776.00,0.325,47.3
777.00,0.325,47.3
778.00,0.325,47.3
779.00,0.323,47.6
780.00,0.322,47.6
781.00,0.321,47.8
782.00,0.319,48
783.00,0.318,48.1
784.00,0.311,48.9
785.00,0.31,49
786.00,0.31,49
787.00,0.31,48.9
788.00,0.316,48.3
789.00,0.317,48.2
790.00,0.317,48.2
791.00,0.322,47.6
792.00,0.324,47.4
793.00,0.324,47.4
794.00,0.323,47.5
795.00,0.32,47.9
796.00,0.314,48.5
797.00,0.308,49.2
798.00,0.303,49.8
799.00,0.3,50.2
800.00,0.296,50.6
801.00,0.292,51.1
802.00,0.29,51.3
803.00,0.287,51.6
804.00,0.284,52
805.00,0.283,52.2
806.00,0.282,52.3
807.00,0.279,52.6
808.00,0.278,52.7
809.00,0.277,52.9
810.00,0.276,52.9
811.00,0.276,52.9
812.00,0.276,52.9
813.00,0.276,53
814.00,0.276,53
815.00,0.274,53.2
816.00,0.274,53.2
817.00,0.274,53.2
818.00,0.271,53.6
819.00,0.266,54.2
820.00,0.265,54.3
821.00,0.258,55.2
822.00,0.25,56.2
823.00,0.237,57.9
824.00,0.231,58.7
825.00,0.237,58
826.00,0.251,56.2
827.00,0.273,53.3
828.00,0.276,52.9
829.00,0.266,54.2
830.00,0.264,54.5
831.00,0.276,53
832.00,0.284,52
833.00,0.279,52.6
834.00,0.266,54.2
835.00,0.251,56.1
836.00,0.247,56.6
837.00,0.256,55.5
838.00,0.27,53.7
839.00,0.279,52.6
840.00,0.278,52.7
841.00,0.271,53.5
842.00,0.262,54.7
843.00,0.259,55
844.00,0.259,55
845.00,0.261,54.8
846.00,0.261,54.9
847.00,0.261,54.8
848.00,0.261,54.9
849.00,0.26,54.9
850.00,0.26,54.9
851.00,0.258,55.2
852.00,0.255,55.6
853.00,0.255,55.6
854.00,0.252,56
855.00,0.248,56.4
856.00,0.249,56.4
857.00,0.249,56.4
858.00,0.249,56.3
859.00,0.252,56
860.00,0.253,55.9
861.00,0.252,55.9
862.00,0.252,56
863.00,0.248,56.5
864.00,0.24,57.5
865.00,0.239,57.7
866.00,0.24,57.6
867.00,0.24,57.6
868.00,0.24,57.6
869.00,0.24,57.6
870.00,0.239,57.6
871.00,0.239,57.7
872.00,0.239,57.7
873.00,0.238,57.9
874.00,0.237,57.9
875.00,0.236,58.1
876.00,0.236,58.1
877.00,0.235,58.2
878.00,0.233,58.5
879.00,0.231,58.8
880.00,0.225,59.5
881.00,0.219,60.5
882.00,0.209,61.8
883.00,0.194,64
884.00,0.194,64
885.00,0.215,61
886.00,0.245,56.9
887.00,0.266,54.2
888.00,0.267,54.1
889.00,0.26,54.9
890.00,0.252,56
891.00,0.247,56.6
892.00,0.243,57.2
893.00,0.239,57.6
894.00,0.236,58
895.00,0.23,58.9
896.00,0.217,60.6
897.00,0.217,60.7
898.00,0.218,60.5
899.00,0.232,58.6
900.00,0.246,56.8
901.00,0.248,56.5
902.00,0.245,56.9
903.00,0.24,57.6
904.00,0.23,58.9
905.00,0.209,61.8
906.00,0.203,62.6
907.00,0.204,62.5
908.00,0.228,59.2
909.00,0.248,56.5
910.00,0.253,55.8
911.00,0.246,56.7
912.00,0.241,57.4
913.00,0.233,58.4
914.00,0.227,59.3
915.00,0.221,60.1
916.00,0.212,61.4
917.00,0.201,62.9
918.00,0.199,63.3
919.00,0.207,62.1
920.00,0.231,58.7
921.00,0.25,56.2
922.00,0.253,55.8
923.00,0.246,56.8
924.00,0.24,57.6
925.00,0.237,58
926.00,0.236,58
927.00,0.233,58.5
928.00,0.231,58.8
929.00,0.23,58.9
930.00,0.227,59.2
931.00,0.226,59.5
932.00,0.223,59.9
933.00,0.222,59.9
934.00,0.222,60
935.00,0.222,60
936.00,0.222,60
937.00,0.216,60.8
938.00,0.211,61.5
939.00,0.207,62.1
940.00,0.205,62.4
941.00,0.207,62.1
942.00,0.215,61
943.00,0.217,60.7
944.00,0.22,60.3
945.00,0.22,60.3
946.00,0.218,60.6
947.00,0.217,60.7
948.00,0.217,60.6
949.00,0.217,60.6
950.00,0.235,58.2
951.00,0.252,55.9
952.00,0.257,55.3
953.00,0.258,55.3
954.00,0.266,54.2
955.00,0.276,52.9
956.00,0.283,52.1
957.00,0.286,51.7
958.00,0.289,51.4
959.00,0.29,51.3
960.00,0.29,51.2
961.00,0.291,51.2
962.00,0.291,51.2
963.00,0.292,51.1
964.00,0.292,51
965.00,0.293,50.9
966.00,0.295,50.7
967.00,0.298,50.4
968.00,0.299,50.3
969.00,0.306,49.5
970.00,0.309,49.1
971.00,0.314,48.5
972.00,0.317,48.2
973.00,0.316,48.3
974.00,0.311,48.8
975.00,0.311,48.9
976.00,0.31,48.9
977.00,0.31,49
978.00,0.307,49.3
979.00,0.299,50.2
980.00,0.277,52.8
981.00,0.257,55.3
982.00,0.233,58.5
983.00,0.243,57.1
984.00,0.285,51.9
985.00,0.31,49
986.00,0.317,48.2
987.00,0.319,48
988.00,0.319,48
989.00,0.317,48.2
990.00,0.308,49.3
991.00,0.297,50.4
992.00,0.293,50.9
993.00,0.278,52.7
994.00,0.246,56.7
995.00,0.23,58.9
996.00,0.23,58.9
997.00,0.26,55
998.00,0.287,51.7
999.00,0.293,50.9
"1,000.00",0.3,50.2
"1,001.00",0.3,50.2
"1,002.00",0.299,50.2
"1,003.00",0.295,50.7
"1,004.00",0.293,51
"1,005.00",0.29,51.3
"1,006.00",0.29,51.3
"1,007.00",0.29,51.3
"1,008.00",0.29,51.3
"1,009.00",0.29,51.3
"1,010.00",0.29,51.3
"1,011.00",0.288,51.5
"1,012.00",0.284,52
"1,013.00",0.278,52.7
"1,014.00",0.275,53
"1,015.00",0.277,52.8
"1,016.00",0.286,51.7
"1,017.00",0.291,51.1
"1,018.00",0.296,50.6
"1,019.00",0.299,50.3
"1,020.00",0.302,49.9
"1,021.00",0.305,49.5
"1,022.00",0.306,49.5
"1,023.00",0.307,49.3
"1,024.00",0.31,49
"1,025.00",0.315,48.4
"1,026.00",0.318,48.1
"1,027.00",0.318,48.1
"1,028.00",0.319,48
"1,029.00",0.325,47.3
"1,030.00",0.327,47.1
"1,031.00",0.327,47.1
"1,032.00",0.327,47.1
"1,033.00",0.327,47.1
"1,034.00",0.331,46.7
"1,035.00",0.333,46.4
"1,036.00",0.336,46.1
"1,037.00",0.342,45.5
"1,038.00",0.346,45.1
"1,039.00",0.353,44.4
"1,040.00",0.359,43.8
"1,041.00",0.36,43.6
"1,042.00",0.362,43.4
"1,043.00",0.365,43.1
"1,044.00",0.366,43.1
"1,045.00",0.367,42.9
"1,046.00",0.372,42.5
"1,047.00",0.372,42.4
"1,048.00",0.376,42.1
"1,049.00",0.377,42
"1,050.00",0.377,42
"1,051.00",0.377,42
"1,052.00",0.378,41.9
"1,053.00",0.379,41.8
"1,054.00",0.382,41.5
"1,055.00",0.392,40.6
"1,056.00",0.396,40.2
"1,057.00",0.406,39.3
"1,058.00",0.424,37.7
"1,059.00",0.442,36.2
"1,060.00",0.454,35.2
"1,061.00",0.463,34.5
"1,062.00",0.47,33.9
"1,063.00",0.476,33.4
"1,064.00",0.472,33.7
"1,065.00",0.471,33.8
"1,066.00",0.472,33.7
"1,067.00",0.472,33.8
"1,068.00",0.472,33.7
"1,069.00",0.474,33.6
"1,070.00",0.48,33.1
"1,071.00",0.488,32.5
"1,072.00",0.492,32.2
"1,073.00",0.494,32.1
"1,074.00",0.494,32.1
"1,075.00",0.501,31.5
"1,076.00",0.502,31.5
"1,077.00",0.504,31.4
"1,078.00",0.515,30.6
"1,079.00",0.514,30.6
"1,080.00",0.513,30.7
"1,081.00",0.519,30.3
"1,082.00",0.521,30.2
"1,083.00",0.526,29.8
"1,084.00",0.525,29.8
"1,085.00",0.525,29.9
"1,086.00",0.51,30.9
"1,087.00",0.512,30.8
"1,088.00",0.522,30.1
"1,089.00",0.535,29.1
"1,090.00",0.562,27.4
"1,091.00",0.564,27.3
"1,092.00",0.565,27.2
"1,093.00",0.564,27.3
"1,094.00",0.563,27.3
"1,095.00",0.563,27.4
"1,096.00",0.572,26.8
"1,097.00",0.574,26.7
"1,098.00",0.575,26.6
"1,099.00",0.597,25.3
"1,100.00",0.21,61.7
,,
,,
Tim Quartz Dark,,
Tim Quartz Dark 2,"Date : 21/07/2021, 15:52:07",
Wavelength (nm),ABS,%T
190.00,1.723,1.9
191.00,1.723,1.9
192.00,1.725,1.9
193.00,1.726,1.9
194.00,1.735,1.8
195.00,1.735,1.8
196.00,1.735,1.8
197.00,1.735,1.8
198.00,1.736,1.8
199.00,1.74,1.8
200.00,1.739,1.8
201.00,1.728,1.9
202.00,1.724,1.9
203.00,1.723,1.9
204.00,1.721,1.9
205.00,1.721,1.9
206.00,1.719,1.9
207.00,1.715,1.9
208.00,1.709,2
209.00,1.701,2
210.00,1.695,2
211.00,1.688,2.1
212.00,1.681,2.1
213.00,1.677,2.1
214.00,1.669,2.1
215.00,1.71,1.9
216.00,1.734,1.8
217.00,1.744,1.8
218.00,1.744,1.8
219.00,1.73,1.9
220.00,1.714,1.9
221.00,1.695,2
222.00,1.683,2.1
223.00,1.624,2.4
224.00,1.589,2.6
225.00,1.563,2.7
226.00,1.538,2.9
227.00,1.515,3.1
228.00,1.505,3.1
229.00,1.499,3.2
230.00,1.499,3.2
231.00,1.498,3.2
232.00,1.484,3.3
233.00,1.466,3.4
234.00,1.446,3.6
235.00,1.424,3.8
236.00,1.405,3.9
237.00,1.387,4.1
238.00,1.369,4.3
239.00,1.347,4.5
240.00,1.32,4.8
241.00,1.294,5.1
242.00,1.27,5.4
243.00,1.256,5.5
244.00,1.244,5.7
245.00,1.226,5.9
246.00,1.194,6.4
247.00,1.167,6.8
248.00,1.152,7
249.00,1.142,7.2
250.00,1.13,7.4
251.00,1.11,7.8
252.00,1.085,8.2
253.00,1.066,8.6
254.00,1.049,8.9
255.00,1.037,9.2
256.00,1.02,9.5
257.00,1.003,9.9
258.00,0.986,10.3
259.00,0.97,10.7
260.00,0.958,11
261.00,0.949,11.3
262.00,0.948,11.3
263.00,0.945,11.4
264.00,0.94,11.5
265.00,0.932,11.7
266.00,0.928,11.8
267.00,0.92,12
268.00,0.915,12.2
269.00,0.913,12.2
270.00,0.912,12.2
271.00,0.909,12.3
272.00,0.905,12.4
273.00,0.904,12.5
274.00,0.905,12.5
275.00,0.906,12.4
276.00,0.907,12.4
277.00,0.907,12.4
278.00,0.907,12.4
279.00,0.907,12.4
280.00,0.907,12.4
281.00,0.907,12.4
282.00,0.906,12.4
283.00,0.907,12.4
284.00,0.909,12.3
285.00,0.91,12.3
286.00,0.91,12.3
287.00,0.91,12.3
288.00,0.91,12.3
289.00,0.909,12.3
290.00,0.907,12.4
291.00,0.904,12.5
292.00,0.901,12.6
293.00,0.899,12.6
294.00,0.899,12.6
295.00,0.896,12.7
296.00,0.894,12.8
297.00,0.894,12.8
298.00,0.893,12.8
299.00,0.891,12.8
300.00,0.891,12.9
301.00,0.89,12.9
302.00,0.889,12.9
303.00,0.885,13
304.00,0.882,13.1
305.00,0.88,13.2
306.00,0.876,13.3
307.00,0.872,13.4
308.00,0.866,13.6
309.00,0.861,13.8
310.00,0.857,13.9
311.00,0.855,14
312.00,0.851,14.1
313.00,0.846,14.2
314.00,0.84,14.5
315.00,0.835,14.6
316.00,0.833,14.7
317.00,0.833,14.7
318.00,0.825,15
319.00,0.817,15.2
320.00,0.812,15.4
321.00,0.808,15.6
322.00,0.799,15.9
323.00,0.79,16.2
324.00,0.786,16.4
325.00,0.784,16.4
326.00,0.783,16.5
327.00,0.777,16.7
328.00,0.773,16.9
329.00,0.766,17.2
330.00,0.759,17.4
331.00,0.753,17.7
332.00,0.747,17.9
333.00,0.744,18
334.00,0.741,18.1
335.00,0.738,18.3
336.00,0.734,18.5
337.00,0.729,18.7
338.00,0.725,18.8
339.00,0.722,19
340.00,0.717,19.2
341.00,0.712,19.4
342.00,0.706,19.7
343.00,0.702,19.9
344.00,0.7,19.9
345.00,0.7,19.9
346.00,0.7,19.9
347.00,0.698,20
348.00,0.694,20.3
349.00,0.69,20.4
350.00,0.687,20.6
351.00,0.682,20.8
352.00,0.68,20.9
353.00,0.676,21.1
354.00,0.675,21.2
355.00,0.671,21.3
356.00,0.671,21.3
357.00,0.67,21.4
358.00,0.671,21.3
359.00,0.668,21.5
360.00,0.666,21.6
361.00,0.669,21.4
362.00,0.676,21.1
363.00,0.677,21.1
364.00,0.676,21.1
365.00,0.676,21.1
366.00,0.674,21.2
367.00,0.673,21.2
368.00,0.673,21.2
369.00,0.672,21.3
370.00,0.671,21.3
371.00,0.669,21.4
372.00,0.669,21.4
373.00,0.669,21.4
374.00,0.668,21.5
375.00,0.668,21.5
376.00,0.667,21.5
377.00,0.671,21.4
378.00,0.675,21.1
379.00,0.677,21.1
380.00,0.676,21.1
381.00,0.676,21.1
382.00,0.674,21.2
383.00,0.674,21.2
384.00,0.674,21.2
385.00,0.674,21.2
386.00,0.674,21.2
387.00,0.675,21.1
388.00,0.677,21.1
389.00,0.676,21.1
390.00,0.665,21.6
391.00,0.663,21.7
392.00,0.662,21.8
393.00,0.662,21.8
394.00,0.662,21.8
395.00,0.662,21.8
396.00,0.663,21.7
397.00,0.663,21.7
398.00,0.663,21.7
399.00,0.663,21.7
400.00,0.664,21.7
401.00,0.663,21.7
402.00,0.663,21.7
403.00,0.663,21.7
404.00,0.665,21.6
405.00,0.665,21.6
406.00,0.667,21.5
407.00,0.669,21.4
408.00,0.669,21.4
409.00,0.668,21.5
410.00,0.668,21.5
411.00,0.67,21.4
412.00,0.671,21.3
413.00,0.672,21.3
414.00,0.672,21.3
415.00,0.672,21.3
416.00,0.672,21.3
417.00,0.673,21.2
418.00,0.673,21.2
419.00,0.673,21.2
420.00,0.673,21.2
421.00,0.675,21.2
422.00,0.678,21
423.00,0.679,20.9
424.00,0.679,20.9
425.00,0.681,20.9
426.00,0.684,20.7
427.00,0.686,20.6
428.00,0.687,20.6
429.00,0.687,20.6
430.00,0.688,20.5
431.00,0.688,20.5
432.00,0.689,20.5
433.00,0.689,20.5
434.00,0.689,20.5
435.00,0.69,20.4
436.00,0.692,20.3
437.00,0.693,20.3
438.00,0.694,20.2
439.00,0.694,20.3
440.00,0.694,20.2
441.00,0.694,20.2
442.00,0.695,20.2
443.00,0.697,20.1
444.00,0.698,20
445.00,0.698,20
446.00,0.698,20
447.00,0.698,20
448.00,0.699,20
449.00,0.7,19.9
450.00,0.701,19.9
451.00,0.704,19.8
452.00,0.704,19.8
453.00,0.704,19.8
454.00,0.705,19.7
455.00,0.708,19.6
456.00,0.708,19.6
457.00,0.709,19.6
458.00,0.707,19.6
459.00,0.705,19.7
460.00,0.704,19.7
461.00,0.708,19.6
462.00,0.712,19.4
463.00,0.713,19.3
464.00,0.713,19.3
465.00,0.712,19.4
466.00,0.712,19.4
467.00,0.712,19.4
468.00,0.713,19.4
469.00,0.713,19.4
470.00,0.713,19.4
471.00,0.715,19.3
472.00,0.716,19.3
473.00,0.715,19.3
474.00,0.715,19.3
475.00,0.716,19.2
476.00,0.716,19.2
477.00,0.715,19.3
478.00,0.715,19.3
479.00,0.715,19.3
480.00,0.715,19.3
481.00,0.712,19.4
482.00,0.708,19.6
483.00,0.704,19.8
484.00,0.703,19.8
485.00,0.712,19.4
486.00,0.72,19.1
487.00,0.718,19.1
488.00,0.716,19.2
489.00,0.72,19.1
490.00,0.72,19
491.00,0.717,19.2
492.00,0.717,19.2
493.00,0.725,18.8
494.00,0.728,18.7
495.00,0.728,18.7
496.00,0.726,18.8
497.00,0.726,18.8
498.00,0.726,18.8
499.00,0.728,18.7
500.00,0.729,18.6
501.00,0.729,18.6
502.00,0.729,18.7
503.00,0.727,18.7
504.00,0.726,18.8
505.00,0.726,18.8
506.00,0.726,18.8
507.00,0.725,18.8
508.00,0.724,18.9
509.00,0.724,18.9
510.00,0.724,18.9
511.00,0.724,18.9
512.00,0.724,18.9
513.00,0.725,18.8
514.00,0.725,18.8
515.00,0.725,18.8
516.00,0.724,18.9
517.00,0.722,19
518.00,0.723,18.9
519.00,0.728,18.7
520.00,0.729,18.6
521.00,0.729,18.7
522.00,0.728,18.7
523.00,0.726,18.8
524.00,0.723,18.9
525.00,0.722,19
526.00,0.722,19
527.00,0.72,19
528.00,0.72,19
529.00,0.73,18.6
530.00,0.734,18.4
531.00,0.731,18.6
532.00,0.727,18.7
533.00,0.729,18.7
534.00,0.733,18.5
535.00,0.732,18.5
536.00,0.731,18.6
537.00,0.733,18.5
538.00,0.731,18.6
539.00,0.726,18.8
540.00,0.721,19
541.00,0.721,19
542.00,0.729,18.7
543.00,0.732,18.6
544.00,0.733,18.5
545.00,0.732,18.5
546.00,0.731,18.6
547.00,0.731,18.6
548.00,0.732,18.5
549.00,0.732,18.5
550.00,0.73,18.6
551.00,0.727,18.7
552.00,0.726,18.8
553.00,0.726,18.8
554.00,0.727,18.7
555.00,0.727,18.8
556.00,0.726,18.8
557.00,0.725,18.8
558.00,0.725,18.8
559.00,0.722,19
560.00,0.715,19.3
561.00,0.709,19.5
562.00,0.708,19.6
563.00,0.708,19.6
564.00,0.704,19.7
565.00,0.702,19.8
566.00,0.702,19.9
567.00,0.703,19.8
568.00,0.702,19.8
569.00,0.701,19.9
570.00,0.699,20
571.00,0.696,20.1
572.00,0.696,20.1
573.00,0.697,20.1
574.00,0.697,20.1
575.00,0.697,20.1
576.00,0.697,20.1
577.00,0.697,20.1
578.00,0.697,20.1
579.00,0.696,20.1
580.00,0.693,20.3
581.00,0.692,20.3
582.00,0.69,20.4
583.00,0.689,20.5
584.00,0.687,20.6
585.00,0.685,20.7
586.00,0.684,20.7
587.00,0.681,20.8
588.00,0.68,20.9
589.00,0.678,21
590.00,0.676,21.1
591.00,0.675,21.1
592.00,0.674,21.2
593.00,0.671,21.3
594.00,0.668,21.5
595.00,0.665,21.6
596.00,0.664,21.7
597.00,0.663,21.7
598.00,0.664,21.7
599.00,0.666,21.6
600.00,0.664,21.7
601.00,0.66,21.9
602.00,0.655,22.1
603.00,0.651,22.4
604.00,0.65,22.4
605.00,0.65,22.4
606.00,0.651,22.4
607.00,0.65,22.4
608.00,0.647,22.5
609.00,0.643,22.7
610.00,0.643,22.7
611.00,0.644,22.7
612.00,0.643,22.7
613.00,0.642,22.8
614.00,0.639,23
615.00,0.636,23.1
616.00,0.633,23.3
617.00,0.631,23.4
618.00,0.629,23.5
619.00,0.626,23.7
620.00,0.624,23.8
621.00,0.623,23.8
622.00,0.619,24
623.00,0.617,24.2
624.00,0.614,24.3
625.00,0.611,24.5
626.00,0.607,24.7
627.00,0.607,24.7
628.00,0.607,24.7
629.00,0.606,24.8
630.00,0.603,24.9
631.00,0.601,25.1
632.00,0.598,25.3
633.00,0.594,25.5
634.00,0.592,25.6
635.00,0.591,25.6
636.00,0.59,25.7
637.00,0.588,25.8
638.00,0.585,26
639.00,0.584,26.1
640.00,0.581,26.3
641.00,0.579,26.4
642.00,0.576,26.5
643.00,0.574,26.7
644.00,0.57,26.9
645.00,0.567,27.1
646.00,0.566,27.1
647.00,0.564,27.3
648.00,0.56,27.5
649.00,0.558,27.7
650.00,0.555,27.8
651.00,0.553,28
652.00,0.551,28.1
653.00,0.549,28.2
654.00,0.547,28.4
655.00,0.545,28.5
656.00,0.543,28.7
657.00,0.538,28.9
658.00,0.535,29.2
659.00,0.531,29.4
660.00,0.529,29.6
661.00,0.53,29.5
662.00,0.531,29.5
663.00,0.53,29.5
664.00,0.528,29.7
665.00,0.524,29.9
666.00,0.521,30.1
667.00,0.519,30.3
668.00,0.515,30.5
669.00,0.512,30.7
670.00,0.511,30.9
671.00,0.509,31
672.00,0.507,31.1
673.00,0.504,31.3
674.00,0.503,31.4
675.00,0.5,31.6
676.00,0.497,31.8
677.00,0.494,32.1
678.00,0.49,32.4
679.00,0.487,32.6
680.00,0.483,32.9
681.00,0.483,32.9
682.00,0.483,32.9
683.00,0.482,32.9
684.00,0.482,33
685.00,0.479,33.2
686.00,0.476,33.4
687.00,0.474,33.6
688.00,0.471,33.8
689.00,0.471,33.8
690.00,0.468,34
691.00,0.464,34.3
692.00,0.463,34.4
693.00,0.461,34.6
694.00,0.457,34.9
695.00,0.454,35.1
696.00,0.451,35.4
697.00,0.446,35.8
698.00,0.441,36.2
699.00,0.439,36.4
700.00,0.44,36.3
701.00,0.443,36.1
702.00,0.445,35.9
703.00,0.444,36
704.00,0.441,36.2
705.00,0.438,36.4
706.00,0.436,36.6
707.00,0.432,37
708.00,0.43,37.2
709.00,0.428,37.3
710.00,0.426,37.5
711.00,0.424,37.7
712.00,0.423,37.7
713.00,0.423,37.8
714.00,0.42,38
715.00,0.417,38.3
716.00,0.415,38.4
717.00,0.415,38.4
718.00,0.415,38.4
719.00,0.415,38.4
720.00,0.415,38.5
721.00,0.413,38.6
722.00,0.412,38.7
723.00,0.409,39
724.00,0.408,39.1
725.00,0.406,39.3
726.00,0.404,39.4
727.00,0.401,39.8
728.00,0.397,40.1
729.00,0.395,40.3
730.00,0.393,40.5
731.00,0.39,40.7
732.00,0.387,41.1
733.00,0.384,41.3
734.00,0.384,41.3
735.00,0.383,41.4
736.00,0.383,41.4
737.00,0.382,41.5
738.00,0.379,41.8
739.00,0.377,41.9
740.00,0.373,42.4
741.00,0.372,42.5
742.00,0.371,42.6
