wavelength,blank,S8 Preheat,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
190,89.8,1.925,0.425,0.6,0.557142857,0.591666667,0.584,0.6
191,90,1.8,0.375,0.5,0.485714286,0.495833333,0.5,0.525
192,91.9,1.7,0.3,0.4,0.442857143,0.4375,0.42,0.45
193,92.5,1.625,0.25,0.4,0.371428571,0.3875,0.372,0.3875
194,93.4,1.575,0.2,0.3,0.328571429,0.316666667,0.32,0.3375
195,94.7,1.55,0.2,0.3,0.3,0.304166667,0.304,0.3
196,95.2,1.55,0.2,0.3,0.285714286,0.3,0.292,0.3
197,95.2,1.5,0.2,0.2,0.271428571,0.279166667,0.272,0.2625
198,95.4,1.5,0.2,0.2,0.2,0.229166667,0.236,0.2125
199,95.5,1.5,0.2,0.2,0.2,0.2,0.208,0.2125
200,95.8,1.5,0.175,0.2,0.2,0.2,0.204,0.2
201,96.3,1.575,0.175,0.2,0.2,0.2,0.2,0.2
202,97,1.575,0.15,0.2,0.2,0.2,0.2,0.2
203,97,1.6,0.1,0.2,0.2,0.2,0.2,0.2
204,97.2,1.7,0.1,0.2,0.2,0.2,0.2,0.2
205,97.2,1.8,0.1,0.2,0.2,0.2,0.2,0.2
206,97.4,1.925,0.1,0.2,0.2,0.195833333,0.196,0.2
207,97.4,2.1,0.1,0.2,0.185714286,0.191666667,0.196,0.1875
208,97.4,2.3,0.1,0.1,0.171428571,0.183333333,0.184,0.1875
209,97.3,2.6,0.1,0.1,0.157142857,0.166666667,0.164,0.175
210,97.3,2.925,0.1,0.1,0.142857143,0.166666667,0.152,0.1625
211,97.3,3.275,0.1,0.1,0.114285714,0.154166667,0.132,0.1375
212,97.3,3.675,0.1,0.1,0.1,0.129166667,0.108,0.1
213,97.3,4.15,0.1,0.1,0.1,0.116666667,0.1,0.1
214,97.4,4.65,0.1,0.1,0.1,0.104166667,0.1,0.1
215,97.5,4.8,0.1,0.1,0.1,0.1,0.1,0.1
216,97.6,5.125,0,0,0,0.008333333,0,0
217,98,5.725,0,0,0,0,0,0
218,98,6.35,0,0,0,0,0,0
219,98,7,0,0,0,0,0,0
220,98,7.65,0,0,0,0,0,0
221,98.3,8.35,0,0,0,0,0,0
222,98.5,8.95,0,0,0,0,0,0
223,98.5,9.85,0,0,0,0,0,0
224,98.5,10.45,0.1,0.1,0.1,0.1,0.096,0.1
225,98.6,10.925,0.1,0.1,0.1,0.1,0.1,0.1
226,98.6,11.3,0.1,0.1,0.1,0.1,0.1,0.1
227,98.7,11.55,0.1,0.1,0.1,0.1,0.1,0.1
228,98.9,11.625,0.1,0.1,0.1,0.1,0.1,0.1
229,98.9,11.55,0.1,0.1,0.1,0.1,0.1,0.1
230,99.5,11.4,0.1,0.1,0.1,0.1,0.1,0.1
231,99.5,11.225,0.1,0.1,0.1,0.1,0.1,0.1
232,99.5,11,0.1,0.1,0.1,0.1,0.1,0.1
233,99.4,10.775,0.1,0.1,0.1,0.1,0.1,0.1
234,99.3,10.5,0.1,0.1,0.1,0.1,0.1,0.1
235,99.1,10.2,0.1,0.1,0.1,0.1,0.1,0.1
236,99,9.95,0.1,0.1,0.1,0.1,0.1,0.1
237,98.9,9.7,0.1,0.1,0.1,0.1,0.1,0.1
238,98.8,9.45,0.1,0.1,0.1,0.1,0.1,0.1
239,98.8,9.275,0.1,0.1,0.1,0.1,0.1,0.1
240,98.8,9.15,0.1,0.1,0.1,0.1,0.1,0.1
241,98.9,9.1,0.1,0.1,0.1,0.1,0.1,0.1
242,99.1,9.075,0.1,0.1,0.1,0.1,0.1,0.1
243,99.1,9.075,0.1,0.1,0.1,0.1,0.1,0.1
244,99.1,9.025,0.1,0.1,0.1,0.1,0.1,0.1
245,99.1,9.15,0.1,0.1,0.1,0.1,0.1,0.1
246,99.1,9.525,0.1,0.1,0.1,0.1,0.1,0.1
247,99.3,9.925,0.1,0.1,0.1,0.1,0.1,0.1
248,99.2,10.2,0.1,0.1,0.1,0.1,0.1,0.1
249,99.2,10.525,0.1,0.1,0.1,0.1,0.1,0.1
250,99.5,10.875,0.1,0.1,0.1,0.1,0.1,0.1
251,99.5,11.5,0.1,0.1,0.185714286,0.2,0.2,0.2
252,99.3,12.2,0.1,0.2,0.2,0.2,0.2,0.2
253,99.4,12.875,0.1,0.2,0.2,0.2625,0.3,0.3
254,99.3,13.525,0.1,0.3,0.3,0.3,0.3,0.3
255,99.2,14.175,0.2,0.3,0.385714286,0.4,0.4,0.4
256,99.1,14.85,0.2,0.4,0.428571429,0.5,0.5,0.5
257,99.1,15.65,0.225,0.5,0.585714286,0.6,0.604,0.6875
258,99.1,16.425,0.3,0.6,0.7,0.741666667,0.8,0.8
259,99.1,17.25,0.4,0.8,0.871428571,0.9,0.996,1
260,99.4,18.05,0.45,0.9,1,1.091666667,1.172,1.2
261,99.4,18.5,0.5,1.1,1.2,1.254166667,1.3,1.375
262,99.4,18.7,0.6,1.2,1.314285714,1.404166667,1.5,1.5
263,99.3,18.975,0.7,1.4,1.5,1.566666667,1.656,1.7
264,99.3,19.35,0.8,1.6,1.685714286,1.745833333,1.804,1.8875
265,99.3,19.775,0.9,1.8,1.885714286,1.966666667,2.096,2.1
266,98.9,20.125,1.075,2,2.1,2.229166667,2.3,2.325
267,98.8,20.55,1.2,2.2,2.371428571,2.454166667,2.572,2.6
268,98.6,20.85,1.35,2.4,2.585714286,2.666666667,2.8,2.8
269,98.6,21.05,1.475,2.6,2.785714286,2.870833333,3,3
270,98.6,21.25,1.6,2.8,2.942857143,3.045833333,3.18,3.2
271,98.6,21.55,1.725,3,3.114285714,3.241666667,3.34,3.3875
272,98.6,21.75,1.85,3.2,3.3,3.441666667,3.524,3.5875
273,98.6,21.775,1.95,3.3,3.457142857,3.570833333,3.7,3.7
274,98.5,21.65,2.05,3.4,3.585714286,3.6875,3.8,3.8
275,98.6,21.725,2.15,3.5,3.685714286,3.8,3.9,3.9
276,98.3,21.825,2.25,3.7,3.8,3.9375,4.02,4.0625
277,98.2,21.925,2.35,3.8,3.942857143,4.070833333,4.188,4.1875
278,98.2,22,2.425,3.9,4.071428571,4.1875,4.292,4.3
279,98.2,22,2.5,4,4.171428571,4.270833333,4.376,4.3875
280,98.2,22.025,2.575,4.1,4.242857143,4.354166667,4.464,4.4875
281,98.2,22.1,2.625,4.2,4.328571429,4.454166667,4.572,4.5375
282,98.2,22.325,2.725,4.3,4.4,4.533333333,4.62,4.6125
283,98.1,22.375,2.75,4.4,4.457142857,4.570833333,4.684,4.6875
284,98.1,22.35,2.775,4.4,4.485714286,4.620833333,4.716,4.7125
285,98.3,22.4,2.825,4.4,4.571428571,4.666666667,4.764,4.7875
286,98.5,22.575,2.85,4.5,4.6,4.720833333,4.816,4.8
287,98.5,22.65,2.925,4.5,4.642857143,4.745833333,4.864,4.875
288,98.4,22.65,2.925,4.6,4.685714286,4.7875,4.888,4.8875
289,98.2,22.725,2.95,4.6,4.685714286,4.825,4.908,4.9
290,98.3,22.875,2.975,4.6,4.785714286,4.866666667,4.96,4.9875
291,97.8,23.05,3,4.7,4.8,4.920833333,5.012,5
292,97.7,23.075,3.025,4.7,4.8,4.929166667,5.02,5.025
293,97.6,23.1,3.05,4.7,4.814285714,4.95,5.048,5.075
294,97.7,23.15,3.05,4.8,4.9,5.016666667,5.112,5.1
295,97.6,23.375,3.125,4.8,4.9,5.033333333,5.128,5.125
296,97.6,23.375,3.125,4.8,4.985714286,5.066666667,5.168,5.1875
297,97.8,23.55,3.125,4.9,4.985714286,5.1,5.196,5.1875
298,97.8,23.575,3.15,4.9,5,5.125,5.228,5.2125
299,97.7,23.55,3.175,4.9,5.028571429,5.133333333,5.252,5.225
300,97.5,23.55,3.2,4.9,5.085714286,5.175,5.264,5.275
301,97.5,23.575,3.225,4.9,5.1,5.229166667,5.32,5.3
302,97.5,23.6,3.275,5,5.2,5.308333333,5.4,5.3875
303,97.7,23.775,3.325,5.1,5.242857143,5.3625,5.452,5.4375
304,97.7,23.85,3.375,5.2,5.3,5.433333333,5.528,5.5125
305,97.8,24.025,3.45,5.3,5.4,5.5375,5.624,5.6125
306,97.8,24.25,3.5,5.4,5.5,5.641666667,5.724,5.725
307,97.9,24.525,3.55,5.5,5.614285714,5.754166667,5.864,5.85
308,97.8,24.775,3.65,5.7,5.785714286,5.9,6.008,5.9875
309,97.8,25,3.725,5.8,5.9,6.020833333,6.112,6.1
310,98.1,25.025,3.775,5.9,5.985714286,6.1,6.204,6.1875
311,98.2,25.05,3.85,6,6.085714286,6.204166667,6.308,6.2875
312,98.2,25.175,3.925,6.1,6.2,6.333333333,6.452,6.4375
313,98.3,25.375,4,6.2,6.385714286,6.5,6.604,6.5875
314,98.3,25.675,4.15,6.4,6.585714286,6.7125,6.812,6.8
315,98.3,25.65,4.2,6.6,6.7,6.858333333,6.968,6.9875
316,98.3,25.55,4.3,6.7,6.8,6.958333333,7.06,7.0875
317,98.4,25.6,4.4,6.8,6.971428571,7.1375,7.228,7.2125
318,98.4,25.85,4.55,7.1,7.2,7.370833333,7.48,7.4875
319,98.4,26,4.7,7.3,7.442857143,7.591666667,7.7,7.6875
320,98.2,26.05,4.8,7.4,7.614285714,7.783333333,7.9,7.8875
321,98.1,26.325,4.975,7.7,7.885714286,8.041666667,8.152,8.1625
322,98.1,26.875,5.2,8,8.242857143,8.408333333,8.528,8.4875
323,98.2,27.15,5.375,8.3,8.528571429,8.720833333,8.844,8.8375
324,98.2,27.15,5.475,8.5,8.685714286,8.891666667,9.016,9
325,98.2,27.05,5.6,8.7,8.885714286,9.05,9.188,9.1875
326,98.1,27.025,5.725,8.9,9.085714286,9.241666667,9.368,9.375
327,98.1,27.025,5.9,9.1,9.357142857,9.529166667,9.644,9.625
328,98.2,27.25,6.1,9.4,9.685714286,9.8375,9.956,9.9375
329,98.2,27.525,6.3,9.7,9.985714286,10.15,10.268,10.25
330,98.2,27.825,6.525,10,10.28571429,10.47083333,10.612,10.5875
331,98.2,28.05,6.75,10.3,10.64285714,10.83333333,10.968,10.975
332,98.2,28.175,6.95,10.6,10.94285714,11.12916667,11.276,11.2625
333,98.2,28.2,7.1,10.8,11.18571429,11.35,11.488,11.4875
334,98.2,28.2,7.25,11,11.38571429,11.57916667,11.72,11.6875
335,98.2,28.3,7.45,11.3,11.68571429,11.875,12.02,12
336,98.4,28.475,7.7,11.6,11.98571429,12.22083333,12.36,12.3125
337,98.4,28.725,7.95,11.9,12.37142857,12.55,12.696,12.6625
338,98.5,28.825,8.15,12.2,12.68571429,12.85416667,12.996,12.9625
339,98.4,28.975,8.35,12.5,12.98571429,13.15833333,13.312,13.275
340,98.4,29.2,8.575,12.8,13.28571429,13.52916667,13.656,13.625
341,98.4,29.475,8.85,13.2,13.68571429,13.925,14.048,14.025
342,98.4,29.775,9.15,13.6,14.08571429,14.33333333,14.456,14.4375
343,98.4,29.825,9.35,13.9,14.41428571,14.64583333,14.8,14.775
344,98.4,29.725,9.55,14.1,14.62857143,14.85833333,15.004,14.975
345,98.4,29.525,9.725,14.2,14.78571429,15.02083333,15.124,15.125
346,98.3,29.55,9.85,14.4,15.02857143,15.25,15.356,15.2875
347,98.3,29.775,10.15,14.8,15.38571429,15.5875,15.708,15.625
348,98.2,30.05,10.425,15.2,15.78571429,16.00416667,16.112,16.025
349,98.2,30.25,10.65,15.5,16.12857143,16.3375,16.444,16.3875
350,98.1,30.4,10.9,15.9,16.42857143,16.65416667,16.772,16.7125
351,98.1,30.6,11.15,16.2,16.8,17.025,17.144,17.1
352,98.1,30.7,11.45,16.5,17.12857143,17.36666667,17.476,17.4375
353,98,30.8,11.725,16.8,17.41428571,17.64583333,17.78,17.7
354,98,30.825,11.9,17.1,17.71428571,17.94583333,18.06,17.9875
355,97.9,30.975,12.15,17.3,18.04285714,18.25833333,18.38,18.275
356,97.7,31,12.225,17.4,18.21428571,18.40416667,18.528,18.4875
357,97.9,30.9,12.3,17.5,18.27142857,18.4875,18.592,18.5375
358,97.4,31.05,12.6,17.6,18.5,18.69583333,18.812,18.6875
359,97.4,31.35,12.9,18.1,18.95714286,19.17083333,19.296,19.225
360,97.4,31.225,13,18.3,19.08571429,19.32916667,19.42,19.325
361,97.3,30.975,13,18.3,19.07142857,19.29166667,19.368,19.2875
362,97.3,30.7,13,18.1,19.02857143,19.27083333,19.324,19.2625
363,97.3,30.725,13.15,18.1,19.14285714,19.33333333,19.38,19.2625
364,97.3,30.775,13.45,18.5,19.47142857,19.58333333,19.616,19.4875
365,97.6,30.875,13.725,18.8,19.74285714,19.9125,19.928,19.825
366,97.7,30.95,13.925,19,20,20.15416667,20.18,20.05
367,97.7,31.075,14.15,19.2,20.24285714,20.425,20.448,20.3
368,97.8,31.2,14.375,19.6,20.47142857,20.65,20.644,20.525
369,97.8,31.425,14.65,19.9,20.78571429,20.93333333,20.932,20.8125
370,97.8,31.55,14.825,20.1,21.01428571,21.1625,21.196,21.0625
371,97.8,31.575,14.975,20.2,21.2,21.37083333,21.392,21.2625
372,97.8,31.65,15.2,20.4,21.37142857,21.55416667,21.56,21.425
373,97.8,31.725,15.425,20.7,21.6,21.75833333,21.764,21.625
374,97.7,31.8,15.675,21,21.9,22.05833333,22.068,21.95
375,97.7,31.9,15.825,21.1,22.07142857,22.2,22.22,22.1
376,97.8,31.75,15.825,21.1,22.08571429,22.21666667,22.252,22.1125
377,97.8,31.525,15.825,21.1,22.04285714,22.15,22.156,22.05
378,97.8,31.4,15.85,21.1,22.01428571,22.12916667,22.1,21.975
379,97.7,31.375,15.95,21.1,22.07142857,22.2125,22.152,22
380,97.7,31.375,16.225,21.2,22.27142857,22.38333333,22.324,22.1875
381,97.8,31.5,16.45,21.5,22.51428571,22.61666667,22.584,22.4625
382,97.8,31.55,16.6,21.6,22.72857143,22.8125,22.796,22.65
383,97.9,31.525,16.65,21.7,22.77142857,22.8625,22.832,22.6875
384,97.9,31.525,16.85,21.7,22.82857143,22.87916667,22.844,22.7125
385,97.8,31.45,16.925,21.8,22.87142857,23,22.972,22.825
386,97.8,31.45,17,21.9,22.98571429,23.1125,23.056,22.9
387,97.8,31.45,17.125,22.1,23.05714286,23.2,23.136,22.975
388,97.9,31.475,17.25,22.2,23.32857143,23.42083333,23.332,23.175
389,97.8,31.5,17.55,22.4,23.57142857,23.59583333,23.536,23.375
390,97.8,32.3,18.1,23.3,24.28571429,24.42916667,24.352,24.2
391,97.8,32.625,18.35,23.6,24.55714286,24.69583333,24.656,24.4875
392,97.8,32.7,18.525,23.9,24.67142857,24.8125,24.748,24.5625
393,97.7,32.7,18.625,23.9,24.92857143,25.02083333,24.936,24.725
394,97.7,32.65,18.7,24,24.92857143,25.05416667,24.96,24.8
395,97.8,32.65,18.775,24,24.98571429,25.09583333,24.992,24.8125
396,97.8,32.75,19.075,24.1,25.2,25.2375,25.156,24.9875
397,97.8,32.975,19.25,24.3,25.44285714,25.475,25.38,25.2125
398,98.1,32.975,19.425,24.5,25.58571429,25.66666667,25.56,25.375
399,98.1,32.975,19.525,24.6,25.77142857,25.82916667,25.712,25.525
400,98.1,33.075,19.725,24.7,25.85714286,25.9125,25.788,25.6
401,98.1,33.15,19.9,24.9,26,26.08333333,25.94,25.7875
402,98.1,33.225,20.075,25,26.15714286,26.25833333,26.112,25.95
403,98.1,33.25,20.225,25.2,26.31428571,26.39166667,26.248,26.1
404,98.1,33.225,20.25,25.2,26.34285714,26.42916667,26.296,26.125
405,98,33.225,20.325,25.2,26.34285714,26.425,26.296,26.1125
406,98,33.25,20.4,25.2,26.38571429,26.45,26.312,26.125
407,98,33.25,20.525,25.3,26.51428571,26.55416667,26.416,26.2
408,98,33.325,20.625,25.4,26.6,26.6625,26.516,26.2625
409,98,33.375,20.8,25.5,26.75714286,26.775,26.652,26.4125
410,98.1,33.375,20.9,25.6,26.87142857,26.89583333,26.752,26.525
