Wavelength,PreheatTrans,PostheatTrans,Irrad1Trans,Irrad2Trans,Irrad3Trans,Irrad4Trans,Irrad5Trans,Irrad6Trans,Irrad7Trans,Irrad8Trans,Irrad9Trans,Irrad10Trans,Irrad11Trans,Irrad12Trans,Irrad13Trans,Irrad14Trans,Irrad15Trans
630,49.2,48.33,40.7,40.7,41.05,40.68,38.55,35.4,35.42,33.58,33.58,34.35,35.2,32.65,31.93,32.25,32.9
631,49.28,48.38,40.72,40.72,41.08,40.65,38.55,35.4,35.42,33.58,33.58,34.33,35.2,32.7,31.95,32.25,32.95
632,49.43,48.5,40.72,40.72,41.08,40.65,38.58,35.4,35.42,33.58,33.58,34.33,35.2,32.73,32.03,32.35,33.05
633,49.5,48.63,40.76,40.76,41.1,40.68,38.63,35.325,35.42,33.55,33.55,34.33,35.3,32.78,32.05,32.38,33.08
634,49.53,48.63,40.76,40.76,41.13,40.68,38.6,35.3,35.38,33.53,33.53,34.33,35.3,32.75,32.05,32.4,33.13
635,49.53,48.65,40.76,40.76,41.13,40.65,38.58,35.3,35.36,33.45,33.45,34.3,35.28,32.78,32.05,32.4,33.13
636,49.53,48.65,40.78,40.78,41.13,40.63,38.55,35.25,35.32,33.45,33.45,34.28,35.28,32.78,32.05,32.4,33.15
637,49.6,48.7,40.76,40.76,41.13,40.65,38.55,35.2,35.3,33.43,33.43,34.23,35.28,32.8,32.05,32.4,33.15
638,49.65,48.73,40.76,40.76,41.13,40.63,38.55,35.125,35.28,33.45,33.45,34.23,35.28,32.8,32.08,32.4,33.15
639,49.7,48.8,40.78,40.78,41.13,40.63,38.53,35.1,35.26,33.45,33.45,34.23,35.28,32.85,32.15,32.5,33.2
640,49.85,48.9,40.78,40.78,41.13,40.63,38.58,35.075,35.24,33.4,33.4,34.23,35.33,32.85,32.2,32.53,33.28
641,49.9,48.93,40.82,40.82,41.13,40.65,38.58,35.075,35.24,33.4,33.4,34.23,35.33,32.85,32.23,32.58,33.28
642,50,49.05,40.84,40.84,41.18,40.65,38.58,35.075,35.24,33.4,33.4,34.23,35.4,32.9,32.25,32.63,33.33
643,50.05,49.08,40.88,40.88,41.2,40.68,38.63,35.075,35.24,33.4,33.4,34.23,35.43,32.95,32.28,32.68,33.38
644,50.08,49.15,40.88,40.88,41.2,40.68,38.63,35.075,35.24,33.38,33.38,34.28,35.3,33,32.3,32.73,33.43
645,50.23,49.18,40.92,40.92,41.2,40.7,38.63,35.025,35.22,33.38,33.38,34.25,35.48,33,32.35,32.78,33.43
646,50.25,49.23,40.98,40.98,41.2,40.7,38.63,35.05,35.22,33.38,33.38,34.25,35.53,33.05,32.43,32.8,33.5
647,50.33,49.38,40.98,40.98,41.2,40.75,38.68,35.05,35.24,33.38,33.38,34.25,35.53,33.05,32.45,32.83,33.58
648,50.38,49.4,40.98,40.98,41.2,40.78,38.7,35.025,35.24,33.38,33.38,34.25,35.6,33.08,32.53,32.85,33.65
649,50.45,49.45,41.02,41.02,41.23,40.78,38.73,35.025,35.24,33.38,33.38,34.25,35.63,33.18,32.55,32.93,33.68
650,50.5,49.53,41.04,41.04,41.25,40.78,38.73,35.05,35.24,33.35,33.35,34.3,35.63,33.23,32.58,32.98,33.78
651,50.55,49.55,41.06,41.06,41.28,40.8,38.73,35.05,35.24,33.38,33.38,34.33,35.68,33.25,32.6,33,33.83
652,50.58,49.58,41.06,41.06,41.28,40.8,38.73,35.025,35.24,33.38,33.38,34.33,35.73,33.3,32.68,33.05,33.83
653,50.6,49.6,41.08,41.08,41.28,40.8,38.73,34.975,35.24,33.38,33.38,34.33,35.73,33.3,32.68,33.1,33.9
654,50.65,49.6,41.08,41.08,41.3,40.8,38.75,34.95,35.22,33.38,33.38,34.33,35.78,33.35,32.7,33.2,33.9
655,50.7,49.68,41.1,41.1,41.35,40.8,38.75,34.95,35.24,33.4,33.4,34.38,35.8,33.4,32.78,33.2,33.98
656,50.83,49.83,41.18,41.18,41.4,40.85,38.8,34.95,35.28,33.43,33.43,34.4,35.9,33.5,32.83,33.3,34.08
657,51.05,50.03,41.26,41.26,41.48,40.95,38.98,35.025,35.36,33.48,33.48,34.53,35.98,33.63,32.95,33.4,34.23
658,51.15,50.13,41.3,41.3,41.58,41.08,39.05,35.1,35.46,33.53,33.53,34.63,36.1,33.68,33.03,33.58,34.3
659,51.25,50.2,41.3,41.3,41.58,41.13,39.05,35.1,35.46,33.53,33.53,34.63,36.1,33.73,33.03,33.58,34.33
660,51.13,50.13,41.3,41.3,41.55,41.05,39,35.05,35.42,33.53,33.53,34.63,36.1,33.73,33.03,33.58,34.33
661,51.08,50,41.22,41.22,41.5,40.9,38.95,35,35.36,33.5,33.5,34.55,36.1,33.7,33.03,33.58,34.33
662,50.98,49.93,41.16,41.16,41.45,40.88,38.88,34.925,35.3,33.48,33.48,34.5,36.08,33.7,33.05,33.58,34.33
663,50.95,49.93,41.16,41.16,41.45,40.85,38.85,34.925,35.3,33.48,33.48,34.5,36.08,33.73,33.08,33.58,34.35
664,51,49.98,41.16,41.16,41.48,40.88,38.88,34.925,35.3,33.5,33.5,34.53,36.1,33.8,33.18,33.7,34.43
665,51.1,50.05,41.24,41.24,41.53,40.9,38.9,34.925,35.34,33.55,33.55,34.58,36.15,33.85,33.18,33.75,34.53
666,51.23,50.18,41.26,41.26,41.58,41.03,38.98,35.025,35.38,33.6,33.6,34.63,36.23,33.95,33.28,33.85,34.6
667,51.33,50.23,41.28,41.28,41.63,41.08,39.05,35.05,35.42,33.65,33.65,34.7,36.28,34,33.35,34,34.73
668,51.43,50.38,41.34,41.34,41.68,41.13,39.18,35.125,35.52,33.7,33.7,34.8,36.4,34.13,33.43,34.1,34.78
669,51.45,50.38,41.42,41.42,41.73,41.18,39.18,35.15,35.54,33.7,33.7,34.83,36.45,34.18,33.48,34.13,34.83
670,51.48,50.38,41.42,41.42,41.73,41.18,39.23,35.15,35.6,33.75,33.75,34.85,36.55,34.18,33.53,34.18,34.88
671,51.5,50.43,41.46,41.46,41.73,41.18,39.25,35.175,35.6,33.78,33.78,34.88,36.55,34.2,33.58,34.18,34.9
672,51.55,50.48,41.46,41.46,41.75,41.18,39.3,35.2,35.64,33.8,33.8,34.93,36.6,34.3,33.68,34.25,35
673,51.58,50.5,41.5,41.5,41.78,41.25,39.3,35.25,35.68,33.88,33.88,34.95,36.65,34.35,33.7,34.3,35.05
674,51.6,50.63,41.56,41.56,41.83,41.3,39.4,35.3,35.76,33.98,33.98,35.03,36.73,34.5,33.8,34.38,35.15
675,51.68,50.63,41.58,41.58,41.9,41.33,39.45,35.4,35.82,34,34,35.15,36.78,34.53,33.9,34.43,35.23
676,51.78,50.68,41.64,41.64,41.98,41.43,39.48,35.45,35.86,34.08,34.08,35.2,36.9,34.63,33.98,34.58,35.33
677,51.85,50.75,41.7,41.7,42.08,41.53,39.55,35.5,35.94,34.13,34.13,35.3,37.03,34.75,34.08,34.73,35.45
678,52.1,50.9,41.78,41.78,42.2,41.65,39.7,35.575,36.02,34.25,34.25,35.43,37.08,34.85,34.2,34.83,35.55
679,52.18,51,41.82,41.82,42.3,41.73,39.85,35.65,36.18,34.35,34.35,35.55,37.2,34.95,34.28,34.98,35.65
680,52.23,51.08,41.88,41.88,42.3,41.75,39.85,35.725,36.2,34.38,34.38,35.6,37.28,35,34.33,35.03,35.73
681,52.2,51.1,41.9,41.9,42.3,41.75,39.85,35.75,36.2,34.43,34.43,35.6,37.28,35.03,34.35,35.03,35.78
682,52.15,51.03,41.9,41.9,42.3,41.75,39.85,35.75,36.24,34.43,34.43,35.6,37.33,35.05,34.38,35.03,35.78
683,52.18,50.93,41.9,41.9,42.3,41.73,39.85,35.75,36.24,34.48,34.48,35.63,37.35,35.13,34.45,35.1,35.83
684,52.18,50.93,41.9,41.9,42.33,41.73,39.85,35.8,36.24,34.55,34.55,35.7,37.35,35.2,34.48,35.13,35.88
685,52.2,50.93,41.94,41.94,42.38,41.83,39.93,35.85,36.28,34.63,34.63,35.73,37.43,35.33,34.63,35.23,35.95
686,52.25,51.05,41.96,41.96,42.45,41.93,40.03,35.875,36.42,34.73,34.73,35.88,37.55,35.38,34.7,35.33,36.08
687,52.33,51.1,42.02,42.02,42.55,42,40.08,35.975,36.48,34.78,34.78,35.98,37.58,35.5,34.75,35.5,36.18
688,52.43,51.13,42.04,42.04,42.63,42,40.13,36.05,36.54,34.83,34.83,36.08,37.7,35.55,34.9,35.63,36.28
689,52.48,51.2,42.06,42.06,42.68,42.08,40.23,36.2,36.58,34.9,34.9,36.18,37.8,35.65,34.9,35.7,36.38
690,52.53,51.28,42.16,42.16,42.75,42.13,40.3,36.225,36.74,34.98,34.98,36.23,37.85,35.7,35,35.75,36.45
691,52.58,51.35,42.2,42.2,42.78,42.18,40.33,36.35,36.8,35.03,35.03,36.38,37.95,35.85,35.1,35.85,36.53
692,52.6,51.43,42.28,42.28,42.83,42.23,40.43,36.475,36.88,35.15,35.15,36.33,38.1,35.93,35.23,35.93,36.63
693,52.68,51.45,42.3,42.3,42.98,42.35,40.5,36.55,37.02,35.28,35.28,36.48,38.18,36.03,35.25,36.05,36.73
694,52.75,51.53,42.4,42.4,43.05,42.43,40.6,36.6,37.16,35.43,35.43,36.6,38.25,36.15,35.43,36.13,36.9
695,52.8,51.58,42.44,42.44,43.13,42.58,40.75,36.725,37.26,35.45,35.45,36.73,38.4,36.23,35.58,36.23,36.98
696,52.98,51.78,42.6,42.6,43.3,42.75,40.9,36.925,37.46,35.63,35.63,36.95,38.6,36.4,35.68,36.43,37.13
697,53.13,51.98,42.76,42.76,43.43,42.9,41.15,37.025,37.68,35.75,35.75,37.13,38.8,36.58,35.85,36.63,37.38
698,53.23,52.08,42.9,42.9,43.48,43.08,41.25,37.2,37.76,35.85,35.85,37.25,38.93,36.7,35.93,36.8,37.48
699,53.23,52.08,42.9,42.9,43.48,43.08,41.23,37.25,37.82,35.93,35.93,37.28,38.98,36.78,35.93,36.83,37.53
700,53.15,52.03,42.88,42.88,43.48,43.05,41.25,37.2,37.82,35.93,35.93,37.28,38.98,36.8,35.93,36.83,37.5
701,53.13,51.83,42.88,42.88,43.48,42.98,41.23,37.225,37.8,35.98,35.98,37.28,38.98,36.78,35.98,36.8,37.5
702,53.03,51.73,42.82,42.82,43.48,42.95,41.2,37.225,37.78,36.05,36.05,37.28,38.88,36.85,36.03,36.83,37.53
703,53.03,51.7,42.82,42.82,43.53,42.95,41.2,37.3,37.84,36.15,36.15,37.3,38.95,36.88,36.18,36.9,37.6
704,53.03,51.78,42.84,42.84,43.63,43.03,41.25,37.4,37.9,36.28,36.28,37.35,39.1,37.03,36.25,37,37.65
705,53.1,51.83,42.86,42.86,43.65,43.13,41.35,37.55,38.04,36.33,36.33,37.55,39.2,37.05,36.38,37.15,37.83
706,53.15,51.93,42.96,42.96,43.7,43.18,41.48,37.7,38.18,36.5,36.5,37.65,39.4,37.2,36.48,37.28,37.93
707,53.18,52,43.04,43.04,43.83,43.3,41.6,37.825,38.34,36.58,36.58,37.85,39.45,37.38,36.58,37.4,38
708,53.28,52.1,43.16,43.16,43.9,43.4,41.7,37.95,38.42,36.63,36.63,37.88,39.6,37.45,36.65,37.5,38.13
709,53.3,52.15,43.18,43.18,44,43.48,41.8,38,38.52,36.7,36.7,37.98,39.7,37.58,36.75,37.55,38.28
710,53.33,52.2,43.28,43.28,44.05,43.53,41.88,38.125,38.64,36.88,36.88,38.13,39.75,37.63,36.83,37.68,38.38
711,53.38,52.2,43.32,43.32,44.15,43.65,42,38.2,38.7,36.98,36.98,38.25,39.83,37.7,36.9,37.8,38.48
712,53.4,52.28,43.4,43.4,44.2,43.73,42,38.325,38.78,37.1,37.1,38.325,39.9,37.8,36.93,37.85,38.58
713,53.4,52.3,43.42,43.42,44.3,43.8,42.08,38.4,38.88,37.23,37.23,38.45,39.95,37.9,37.05,37.98,38.68
714,53.53,52.33,43.5,43.5,44.4,43.9,42.18,38.55,39,37.3,37.3,38.55,40.13,38,37.13,38.1,38.7
715,53.55,52.4,43.58,43.58,44.48,43.93,42.28,38.6,39.14,37.4,37.4,38.675,40.2,38.18,37.25,38.23,38.83
716,53.55,52.45,43.6,43.6,44.6,43.98,42.38,38.75,39.22,37.48,37.48,38.7,40.33,38.2,37.35,38.28,38.88
717,53.6,52.48,43.68,43.68,44.6,44.03,42.4,38.8,39.3,37.58,37.58,38.775,40.38,38.3,37.48,38.3,38.9
718,53.63,52.45,43.72,43.72,44.63,44.05,42.45,38.85,39.42,37.6,37.6,38.85,40.4,38.33,37.5,38.38,38.98
719,53.6,52.45,43.74,43.74,44.7,44.08,42.5,38.9,39.44,37.65,37.65,38.875,40.48,38.43,37.53,38.4,39.05
720,53.63,52.45,43.78,43.78,44.78,44.15,42.55,39.05,39.5,37.75,37.75,39,40.58,38.48,37.63,38.58,39.13
721,53.6,52.48,43.86,43.86,44.9,44.23,42.6,39.15,39.6,37.9,37.9,39.125,40.73,38.55,37.73,38.63,39.23
722,53.6,52.58,44.02,44.02,44.93,44.35,42.7,39.225,39.72,38,38,39.2,40.8,38.7,37.83,38.7,39.35
723,53.68,52.68,44.08,44.08,45.03,44.4,42.8,39.375,39.9,38.13,38.13,39.325,40.88,38.78,37.88,38.75,39.38
724,53.7,52.7,44.12,44.12,45.1,44.43,42.93,39.5,39.98,38.23,38.23,39.5,40.93,38.88,37.98,38.8,39.48
725,53.73,52.7,44.22,44.22,45.2,44.58,43.03,39.575,40.06,38.38,38.38,39.6,41.03,38.98,38.1,38.98,39.68
726,53.83,52.9,44.32,44.32,45.3,44.73,43.13,39.725,40.22,38.5,38.5,39.65,41.23,39.05,38.2,39,39.73
727,53.9,52.95,44.4,44.4,45.33,44.78,43.23,39.775,40.38,38.58,38.58,39.825,41.3,39.1,38.3,39.18,39.85
728,53.93,53.03,44.48,44.48,45.43,44.88,43.28,39.85,40.56,38.68,38.68,39.95,41.38,39.2,38.38,39.23,40
729,53.88,53.28,44.6,44.6,45.4,44.93,43.38,39.975,40.72,38.75,38.75,40.05,41.5,39.28,38.45,39.4,40.05
730,53.85,53.4,44.68,44.68,45.48,45,43.4,40.15,40.96,38.83,38.83,40.15,41.63,39.43,38.48,39.5,40.13
731,53.85,53.43,44.78,44.78,45.44,45.1,43.55,40.35,41.14,38.95,38.95,40.3,41.7,39.55,38.55,39.58,40.25
732,53.88,53.48,44.82,44.82,45.68,45.18,43.65,40.425,41.26,39.03,39.03,40.475,41.83,39.68,38.6,39.65,40.38
733,53.88,53.5,44.9,44.9,45.73,45.3,43.85,40.6,41.32,39.15,39.15,40.6,42.08,39.78,38.83,39.8,40.53
734,53.95,53.58,44.9,44.9,45.83,45.35,44,40.675,41.42,39.3,39.3,40.725,42.08,39.9,38.9,39.85,40.63
735,54,53.58,45,45,45.88,45.5,44.08,40.825,41.48,39.45,39.45,40.875,42.18,40.1,38.98,40,40.75
736,54.05,53.58,45.08,45.08,45.98,45.58,44.13,40.875,41.6,39.6,39.6,40.875,42.28,40.23,39.13,40.15,40.88
737,54.1,53.6,45.08,45.08,46,45.68,44.23,41.1,41.72,39.68,39.68,41.075,42.5,40.35,39.33,40.35,40.98
738,54.23,53.6,45.12,45.12,46.13,45.73,44.33,41.25,41.88,39.93,39.93,41.175,42.65,40.63,39.48,40.53,41.15
739,54.5,53.58,45.18,45.18,46.35,45.88,44.45,41.45,41.98,40.05,40.05,41.3,42.73,40.73,39.7,40.65,41.2
740,54.63,53.58,45.22,45.22,46.45,46.03,44.58,41.575,42.02,40.2,40.2,41.4,42.8,40.83,39.8,40.83,41.35
741,54.73,53.58,45.26,45.26,46.55,46.1,44.7,41.675,42.06,40.33,40.33,41.5,42.98,40.95,39.9,41.03,41.45
742,54.78,53.6,45.28,45.28,46.6,46.18,44.78,41.75,42.12,40.38,40.38,41.6,43.08,41.05,39.98,41.05,41.53
743,54.83,53.6,45.3,45.3,46.63,46.2,44.95,41.825,42.22,40.5,40.5,41.875,43.18,41.15,40.08,41.08,41.7
744,54.98,53.7,45.36,45.36,46.78,46.33,45.05,41.975,42.32,40.75,40.75,42.025,43.28,41.28,40.23,41.25,41.85
745,55.08,53.68,45.48,45.48,46.8,46.48,45.15,42.15,42.42,40.93,40.93,42.15,43.33,41.4,40.33,41.43,42
746,55.13,53.7,45.54,45.54,46.88,46.6,45.25,42.375,42.64,40.98,40.98,42.225,43.4,41.58,40.45,41.48,42.05
747,55.18,53.73,45.6,45.6,46.98,46.68,45.35,42.5,42.74,41.08,41.08,42.35,43.55,41.63,40.6,41.63,42.2
748,55.18,53.78,45.66,45.66,47.1,46.73,45.5,42.525,42.9,41.25,41.25,42.5,43.68,41.75,40.7,41.78,42.3
749,55.23,53.83,45.7,45.7,47.25,46.83,45.6,42.675,42.98,41.4,41.4,42.6,43.7,41.85,40.85,41.8,42.43
750,55.23,53.88,45.78,45.78,47.38,47,45.68,42.825,43.12,41.53,41.53,42.775,43.88,41.95,40.93,41.95,42.58
751,55.28,53.9,45.78,45.78,47.38,47.1,45.75,42.95,43.34,41.6,41.6,42.875,43.98,42.2,40.95,42.03,42.68
752,55.35,53.93,45.86,45.86,47.43,47.13,45.83,43.1,43.4,41.68,41.68,42.9,43.98,42.23,41.08,42.08,42.75
753,55.43,54.03,45.96,45.96,47.48,47.2,46,43.2,43.46,41.73,41.73,43,44.05,42.28,41.15,42.23,42.8
754,55.48,54.05,46,46,47.58,47.2,46.05,43.3,43.54,41.83,41.83,43.125,44.15,42.33,41.15,42.33,42.85
755,55.53,54.03,46.08,46.08,47.58,47.18,46.08,43.425,43.6,42.05,42.05,43.175,44.35,42.45,41.25,42.38,42.9
756,55.58,54.08,46.06,46.06,47.63,47.3,46.15,43.525,43.7,42.18,42.18,43.275,44.35,42.5,41.4,42.53,43
757,55.65,54.08,46.14,46.14,47.7,47.33,46.18,43.55,43.86,42.3,42.3,43.375,44.4,42.55,41.45,42.63,43.03
758,55.63,54.08,46.22,46.22,47.98,47.48,46.23,43.625,43.96,42.35,42.35,43.55,44.55,42.7,41.58,42.63,43.05
759,55.65,54.05,46.3,46.3,48,47.55,46.4,43.8,43.98,42.43,42.43,43.75,44.7,42.88,41.68,42.68,43.08
760,55.68,54.15,46.3,46.3,48.03,47.6,46.58,43.925,44.02,42.58,42.58,43.875,44.78,42.95,41.73,42.9,43.18
761,55.73,54.18,46.34,46.34,48.05,47.75,46.78,44.025,44.26,42.7,42.7,44,44.98,43.08,41.93,43.08,43.43
762,55.7,54.18,46.4,46.4,48.1,47.83,46.78,44.225,44.34,42.88,42.88,44.05,44.98,43.08,42,43.35,43.58
763,55.88,54.53,46.54,46.54,48.15,47.93,47,44.425,44.64,42.98,42.98,44.2,45.1,43.25,42.23,43.45,43.73
764,56.15,54.7,46.68,46.68,48.38,48.33,47.2,44.7,45,43.18,43.18,44.475,45.48,43.53,42.3,43.6,43.88
765,56.15,54.68,46.78,46.78,48.48,48.35,47.2,44.875,45.08,43.33,43.33,44.575,45.5,43.58,42.38,43.6,44.03
766,56.13,54.58,46.76,46.76,48.58,48.33,47.2,44.9,45.12,43.38,43.38,44.6,45.5,43.63,42.38,43.6,44.03
767,56.13,54.5,46.78,46.78,48.58,48.33,47.2,44.9,45.1,43.43,43.43,44.6,45.53,43.73,42.45,43.6,44.15
768,56.08,54.45,46.8,46.8,48.63,48.35,47.23,44.95,45.08,43.6,43.6,44.625,45.58,43.75,42.48,43.75,44.18
769,56.1,54.48,46.82,46.82,48.73,48.4,47.3,45,45.06,43.73,43.73,44.75,45.7,43.88,42.55,43.95,44.35
770,56.15,54.53,46.84,46.84,48.75,48.48,47.33,45.025,45.1,43.78,43.78,44.75,45.68,43.9,42.68,44.03,44.43
771,56.13,54.48,47.02,47.02,48.88,48.5,47.45,45.075,45.16,43.8,43.8,44.95,45.78,43.93,42.75,44.08,44.6
772,56.2,54.48,47.02,47.02,48.85,48.5,47.55,45.175,45.34,43.9,43.9,45.05,45.85,43.98,42.9,44.08,44.63
773,56.23,54.5,47.02,47.02,48.85,48.55,47.58,45.3,45.5,44.08,44.08,45.05,46.03,44.08,42.98,44.1,44.63
774,56.23,54.5,47.1,47.1,48.88,48.73,47.65,45.425,45.58,44.25,44.25,45.1,46.1,44.3,43.08,44.1,44.65
775,56.23,54.5,47.12,47.12,49.03,48.8,47.8,45.5,45.66,44.38,44.38,45.55,46.13,44.45,43.13,44.2,44.7
776,56.33,54.5,47.08,47.08,49.08,48.8,47.85,45.6,45.84,44.48,44.48,45.625,46.23,44.5,43.18,44.33,44.88
777,56.58,54.53,47.24,47.24,49.33,48.8,47.95,45.825,45.88,44.58,44.58,45.675,46.28,44.48,43.4,44.6,44.9
778,56.58,54.53,47.42,47.42,49.4,48.93,47.98,46.1,45.94,44.63,44.63,45.725,46.33,44.53,43.43,44.6,45
779,56.6,54.6,47.44,47.44,49.53,48.98,48.3,46.225,46.08,44.65,44.65,45.95,46.4,44.6,43.5,44.68,45.08
780,56.65,54.78,47.5,47.5,49.58,49.1,48.45,46.275,46.16,44.75,44.75,46.075,46.48,44.88,43.5,44.75,45.2
781,56.68,54.75,47.6,47.6,49.63,49.13,48.43,46.325,46.38,44.85,44.85,46.175,46.55,45,43.53,44.9,45.25
782,56.73,54.85,47.6,47.6,49.6,49.15,48.45,46.425,46.44,44.9,44.9,46.15,46.7,45.13,43.53,44.9,45.4
783,56.7,54.85,47.68,47.68,49.55,49.28,48.5,46.525,46.62,45,45,46.325,46.73,45.18,43.58,44.98,45.45
784,56.68,54.88,47.74,47.74,49.68,49.35,48.55,46.675,46.78,45.1,45.1,46.55,46.83,45.3,43.6,45.05,45.53
785,56.75,54.93,47.76,47.76,49.73,49.48,48.58,46.875,46.92,45.3,45.3,46.65,47,45.28,43.78,45.15,45.8
786,56.85,54.95,47.8,47.8,49.88,49.5,48.8,47.05,46.98,45.43,45.43,46.7,47.08,45.53,43.93,45.33,45.93
787,56.9,55.03,48,48,50.08,49.65,48.95,47.275,47,45.53,45.53,46.75,47.38,45.53,44.25,45.35,45.95
788,57.1,55,48.12,48.12,50.25,49.8,49.03,47.375,47.18,45.68,45.68,46.95,47.63,45.8,44.38,45.78,46.03
789,57.28,55.13,48.2,48.2,50.33,49.98,49.18,47.55,47.44,46.08,46.08,47.15,47.7,45.98,44.5,46,46.18
790,57.48,55.15,48.32,48.32,50.5,50.08,49.3,47.65,47.5,46.25,46.25,47.225,47.93,46.25,44.58,46.05,46.2
791,57.58,55.18,48.58,48.58,50.63,50.15,49.45,47.875,47.64,46.48,46.48,47.35,47.98,46.35,44.75,46.18,46.33
792,57.7,55.18,48.62,48.62,50.7,50.2,49.55,47.9,47.82,46.6,46.6,47.35,48,46.43,44.95,46.25,46.38
793,57.73,55.18,48.66,48.66,50.83,50.3,49.58,47.975,47.84,46.7,46.7,47.425,48.05,46.53,45.03,46.3,46.43
794,57.8,55.18,48.78,48.78,50.9,50.33,49.58,48,47.88,46.83,46.83,47.525,48.08,46.6,45.05,46.4,46.43
795,57.78,55.15,48.82,48.82,50.9,50.33,49.63,48.025,47.92,46.85,46.85,47.6,48.13,46.68,45.1,46.45,46.48
796,57.78,55.13,48.82,48.82,50.95,50.33,49.68,48.075,48.04,46.85,46.85,47.7,48.2,46.7,45.1,46.5,46.55
797,57.8,55.18,48.86,48.86,50.98,50.45,49.7,48.25,48.12,46.9,46.9,47.75,48.25,46.7,45.1,46.58,46.65
798,57.73,55.18,48.9,48.9,51.03,50.53,49.73,48.35,48.18,46.93,46.93,47.85,48.38,46.75,45.15,46.7,46.7
799,57.78,55.18,48.96,48.96,51.05,50.6,49.93,48.5,48.42,47.03,47.03,48.075,48.5,46.8,45.23,46.75,46.78
800,57.83,55.2,49.02,49.02,51.13,50.78,50,48.7,48.58,47.15,47.15,48.225,48.68,46.85,45.28,46.83,46.93
801,57.83,55.35,49.12,49.12,51.23,50.9,50.15,48.875,48.78,47.23,47.23,48.325,48.83,47,45.43,47,47.15
802,57.93,55.45,49.24,49.24,51.28,51.05,50.3,49.05,48.96,47.38,47.38,48.475,48.98,47.25,45.63,47.13,47.38
803,58.08,55.63,49.32,49.32,51.5,51.25,50.5,49.25,49.08,47.55,47.55,48.725,49.08,47.33,45.78,47.3,47.58
804,58.18,55.7,49.44,49.44,51.53,51.4,50.73,49.375,49.3,47.68,47.68,48.925,49.3,47.48,45.88,47.55,47.7
805,58.3,55.85,49.56,49.56,51.65,51.6,50.9,49.525,49.4,47.75,47.75,49.025,49.43,47.7,46.08,47.63,47.83
806,58.35,55.93,49.6,49.6,51.83,51.65,50.93,49.7,49.56,47.88,47.88,49.2,49.55,47.75,46.18,47.73,47.98
807,58.53,56.03,49.72,49.72,51.93,51.78,51.05,49.85,49.68,48.1,48.1,49.325,49.68,47.98,46.23,47.9,48.1
808,58.55,56.13,49.76,49.76,52.03,51.9,51.15,49.975,49.8,48.18,48.18,49.525,49.73,48.03,46.35,47.95,48.23
809,58.6,56.15,49.88,49.88,52.03,51.93,51.28,50.05,49.88,48.3,48.3,49.6,49.83,48.2,46.43,48.1,48.3
810,58.68,56.28,49.94,49.94,52.1,51.98,51.28,50.275,49.9,48.35,48.35,49.6,49.9,48.18,46.53,48.15,48.35
811,58.68,56.28,50.04,50.04,52.13,52.03,51.38,50.325,49.96,48.43,48.43,49.75,50,48.2,46.63,48.2,48.48
812,58.75,56.25,50.06,50.06,52.18,52,51.53,50.425,50.04,48.53,48.53,49.875,50.08,48.3,46.68,48.23,48.58
813,58.85,56.25,50.04,50.04,52.3,52.03,51.55,50.5,50.12,48.58,48.58,50.075,50.15,48.4,46.7,48.35,48.65
814,59.05,56.3,50.04,50.04,52.38,52.15,51.58,50.525,50.2,48.6,48.6,50.05,50.18,48.45,46.7,48.35,48.73
815,59.05,56.33,50.12,50.12,52.4,52.25,51.63,50.6,50.3,48.7,48.7,50.1,50.28,48.45,46.8,48.48,48.85
816,59.1,56.38,50.12,50.12,52.45,52.25,51.7,50.7,50.34,48.83,48.83,50.225,50.38,48.53,46.95,48.48,48.98
