Wavelength,PreheatTrans,PostheatTrans,Irrad1Trans,Irrad2Trans,Irrad3Trans,Irrad4Trans,Irrad5Trans,Irrad6Trans,Irrad7Trans,Irrad8Trans,Irrad9Trans,Irrad10Trans,Irrad11Trans,Irrad12Trans,Irrad13Trans,Irrad14Trans,Irrad15Trans
231,11.23,11.13,1.88,1.88,0.38,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
232,11,10.93,2.06,2.06,0.45,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
233,10.78,10.7,2.2,2.2,0.55,0.33,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
234,10.5,10.45,2.38,2.38,0.65,0.4,0.23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
235,10.2,10.18,2.58,2.58,0.75,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
236,9.95,9.93,2.7,2.7,0.88,0.6,0.35,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
237,9.7,9.65,2.86,2.86,0.98,0.68,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
238,9.45,9.38,2.98,2.98,1.15,0.8,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
239,9.28,9.2,3.14,3.14,1.28,0.9,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
240,9.15,9.08,3.28,3.28,1.45,1.05,0.7,0.125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
241,9.1,9.08,3.46,3.46,1.63,1.23,0.83,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
242,9.08,9.08,3.6,3.6,1.8,1.38,0.95,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
243,9.08,9,3.74,3.74,1.95,1.53,1.05,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
244,9.03,8.98,3.88,3.88,2.1,1.65,1.15,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
245,9.15,9.08,4.08,4.08,2.3,1.85,1.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
246,9.53,9.48,4.38,4.38,2.53,2.08,1.5,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
247,9.93,9.93,4.66,4.66,2.83,2.3,1.7,0.5,0.26,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
248,10.2,10.23,4.88,4.88,3.03,2.5,1.85,0.575,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
249,10.53,10.48,5.1,5.1,3.23,2.68,2,0.625,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
250,10.88,10.83,5.34,5.34,3.43,2.85,2.18,0.7,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
251,11.5,11.43,5.68,5.68,3.7,3.1,2.38,0.825,0.48,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1
252,12.2,12.13,6.02,6.02,4,3.38,2.63,0.975,0.56,0.35,0.35,0.2,0.15,0.1,0.1,0.1,0.1
253,12.88,12.88,6.4,6.4,4.28,3.65,2.85,1.125,0.68,0.4,0.4,0.3,0.2,0.18,0.1,0.1,0.1
254,13.53,13.53,6.78,6.78,4.55,3.9,3.05,1.275,0.78,0.5,0.5,0.3,0.2,0.2,0.15,0.1,0.1
255,14.18,14.15,7.1,7.1,4.83,4.15,3.28,1.425,0.88,0.6,0.6,0.4,0.25,0.2,0.2,0.2,0.2
256,14.85,14.83,7.46,7.46,5.13,4.4,3.5,1.6,1.02,0.7,0.7,0.5,0.3,0.28,0.2,0.2,0.2
257,15.65,15.68,7.8,7.8,5.4,4.7,3.75,1.775,1.16,0.8,0.8,0.58,0.4,0.3,0.3,0.2,0.23
258,16.43,16.5,8.2,8.2,5.73,5,4,2,1.36,0.9,0.9,0.7,0.45,0.4,0.3,0.3,0.3
259,17.25,17.35,8.64,8.64,6.05,5.3,4.25,2.2,1.54,1.08,1.08,0.8,0.55,0.48,0.4,0.38,0.4
260,18.05,18.13,9.02,9.02,6.33,5.6,4.53,2.425,1.68,1.2,1.2,0.9,0.65,0.55,0.5,0.4,0.45
261,18.5,18.63,9.2,9.2,6.53,5.78,4.63,2.6,1.84,1.33,1.33,1.03,0.75,0.6,0.55,0.5,0.5
262,18.7,18.78,9.4,9.4,6.68,5.9,4.78,2.725,1.96,1.45,1.45,1.13,0.83,0.7,0.6,0.58,0.6
263,18.98,18.93,9.6,9.6,6.85,5.98,4.88,2.85,2.1,1.55,1.55,1.23,0.93,0.8,0.7,0.65,0.7
264,19.35,19.35,9.8,9.8,7.03,6.15,5.03,2.975,2.22,1.68,1.68,1.35,1.05,0.9,0.8,0.75,0.8
265,19.78,19.83,9.98,9.98,7.15,6.3,5.13,3.15,2.36,1.8,1.8,1.5,1.18,1,0.9,0.88,0.9
266,20.13,20.3,10.18,10.18,7.33,6.45,5.3,3.3,2.54,1.98,1.98,1.65,1.33,1.13,1.05,1,1.08
267,20.55,20.83,10.34,10.34,7.45,6.6,5.43,3.45,2.66,2.08,2.08,1.8,1.48,1.28,1.2,1.13,1.2
268,20.85,21.08,10.42,10.42,7.55,6.73,5.53,3.575,2.8,2.2,2.2,1.9,1.58,1.4,1.3,1.25,1.35
269,21.05,21.33,10.52,10.52,7.63,6.78,5.6,3.675,2.9,2.3,2.3,2.03,1.73,1.5,1.43,1.38,1.48
270,21.25,21.5,10.62,10.62,7.73,6.85,5.63,3.75,3,2.38,2.38,2.13,1.83,1.6,1.53,1.48,1.6
271,21.55,21.75,10.72,10.72,7.83,6.95,5.73,3.85,3.08,2.48,2.48,2.23,1.95,1.7,1.65,1.58,1.73
272,21.75,22.03,10.8,10.8,7.85,6.98,5.78,3.925,3.16,2.58,2.58,2.33,2.08,1.83,1.75,1.73,1.85
273,21.78,22.08,10.76,10.76,7.85,6.98,5.75,3.95,3.24,2.6,2.6,2.4,2.15,1.9,1.85,1.83,1.95
274,21.65,22.08,10.72,10.72,7.83,6.95,5.75,3.975,3.26,2.65,2.65,2.45,2.2,1.95,1.9,1.88,2.05
275,21.73,22.08,10.74,10.74,7.83,6.95,5.75,3.975,3.28,2.7,2.7,2.53,2.28,2.03,1.98,1.98,2.15
276,21.83,22.15,10.74,10.74,7.85,6.95,5.75,4.025,3.34,2.78,2.78,2.58,2.38,2.1,2.08,2.05,2.25
277,21.93,22.35,10.8,10.8,7.88,6.95,5.75,4.05,3.36,2.8,2.8,2.63,2.45,2.2,2.15,2.15,2.35
278,22,22.48,10.78,10.78,7.88,6.95,5.75,4.075,3.42,2.8,2.8,2.7,2.5,2.28,2.23,2.23,2.43
279,22,22.55,10.78,10.78,7.83,6.93,5.7,4.075,3.44,2.85,2.85,2.73,2.58,2.3,2.28,2.28,2.5
280,22.03,22.58,10.8,10.8,7.83,6.93,5.7,4.075,3.44,2.9,2.9,2.75,2.6,2.33,2.35,2.35,2.58
281,22.1,22.78,10.8,10.8,7.83,6.9,5.7,4.075,3.46,2.9,2.9,2.78,2.68,2.4,2.4,2.43,2.63
282,22.33,22.93,10.8,10.8,7.85,6.9,5.7,4.075,3.46,2.9,2.9,2.8,2.73,2.45,2.45,2.48,2.73
283,22.38,22.93,10.8,10.8,7.8,6.88,5.68,4.075,3.46,2.9,2.9,2.83,2.73,2.48,2.45,2.53,2.75
284,22.35,22.93,10.76,10.76,7.78,6.83,5.65,4.075,3.46,2.9,2.9,2.83,2.73,2.48,2.5,2.55,2.78
285,22.4,22.98,10.74,10.74,7.75,6.75,5.63,4.075,3.46,2.9,2.9,2.85,2.75,2.5,2.5,2.58,2.83
286,22.58,23.13,10.74,10.74,7.75,6.75,5.63,4.075,3.46,2.93,2.93,2.9,2.8,2.55,2.58,2.6,2.85
287,22.65,23.23,10.72,10.72,7.73,6.75,5.58,4.05,3.46,2.93,2.93,2.9,2.83,2.58,2.58,2.65,2.93
288,22.65,23.23,10.66,10.66,7.73,6.7,5.55,4.05,3.46,2.93,2.93,2.9,2.83,2.58,2.6,2.65,2.93
289,22.73,23.23,10.64,10.64,7.68,6.68,5.5,4.05,3.46,2.95,2.95,2.9,2.83,2.58,2.6,2.65,2.95
290,22.88,23.45,10.64,10.64,7.68,6.68,5.48,4.05,3.46,2.95,2.95,2.9,2.88,2.6,2.65,2.7,2.98
291,23.05,23.58,10.66,10.66,7.65,6.68,5.48,4.05,3.46,2.98,2.98,2.95,2.9,2.63,2.68,2.73,3
292,23.08,23.58,10.62,10.62,7.6,6.63,5.45,4.05,3.46,2.95,2.95,2.95,2.9,2.63,2.68,2.73,3.03
293,23.1,23.6,10.6,10.6,7.6,6.63,5.43,4.05,3.46,2.98,2.98,2.95,2.9,2.65,2.68,2.75,3.05
294,23.15,23.8,10.6,10.6,7.6,6.63,5.43,4.05,3.46,2.98,2.98,2.98,2.93,2.68,2.7,2.78,3.05
295,23.38,23.93,10.62,10.62,7.6,6.63,5.43,4.05,3.5,3,3,3,2.98,2.7,2.73,2.78,3.13
296,23.38,24.03,10.62,10.62,7.6,6.63,5.45,4.05,3.5,3,3,3,2.98,2.7,2.73,2.8,3.13
297,23.55,24.13,10.66,10.66,7.6,6.6,5.43,4.05,3.56,3,3,3.03,2.98,2.7,2.78,2.83,3.13
298,23.58,24.15,10.62,10.62,7.6,6.6,5.4,4.05,3.56,3,3,3.03,3,2.73,2.78,2.85,3.15
299,23.55,24.13,10.6,10.6,7.58,6.6,5.38,4.05,3.56,3,3,3.03,3,2.73,2.8,2.88,3.18
300,23.55,24.08,10.6,10.6,7.53,6.55,5.38,4.05,3.56,3,3,3.05,3.03,2.75,2.8,2.88,3.2
301,23.58,24.15,10.6,10.6,7.58,6.55,5.4,4.075,3.56,3.1,3.1,3.1,3.1,2.8,2.83,2.9,3.23
302,23.6,24.23,10.62,10.62,7.6,6.58,5.43,4.1,3.64,3.1,3.1,3.13,3.1,2.83,2.88,2.98,3.28
303,23.78,24.38,10.62,10.62,7.63,6.6,5.45,4.15,3.66,3.13,3.13,3.2,3.18,2.85,2.9,2.98,3.33
304,23.85,24.45,10.62,10.62,7.68,6.63,5.5,4.175,3.7,3.18,3.18,3.23,3.23,2.9,2.95,3.03,3.38
305,24.03,24.53,10.72,10.72,7.73,6.7,5.55,4.25,3.78,3.25,3.25,3.3,3.28,2.95,3.03,3.08,3.45
306,24.25,24.7,10.8,10.8,7.8,6.8,5.63,4.325,3.86,3.3,3.3,3.35,3.33,3.03,3.08,3.15,3.5
307,24.53,25.08,10.84,10.84,7.95,6.88,5.7,4.425,3.96,3.38,3.38,3.43,3.43,3.08,3.13,3.25,3.55
308,24.78,25.28,10.98,10.98,8.05,7.03,5.8,4.55,4.04,3.48,3.48,3.53,3.5,3.18,3.23,3.33,3.65
309,25,25.4,11.04,11.04,8.15,7.15,5.93,4.625,4.14,3.55,3.55,3.6,3.58,3.23,3.28,3.38,3.73
310,25.03,25.48,11.06,11.06,8.2,7.2,5.98,4.7,4.18,3.6,3.6,3.68,3.65,3.28,3.33,3.45,3.78
311,25.05,25.55,11.1,11.1,8.25,7.25,6.05,4.775,4.28,3.68,3.68,3.78,3.73,3.35,3.38,3.5,3.85
312,25.18,25.58,11.14,11.14,8.35,7.35,6.13,4.875,4.38,3.78,3.78,3.85,3.8,3.43,3.45,3.58,3.93
313,25.38,25.75,11.26,11.26,8.48,7.5,6.23,5,4.48,3.88,3.88,3.95,3.93,3.53,3.55,3.68,4
314,25.68,26.05,11.36,11.36,8.65,7.65,6.4,5.125,4.66,3.98,3.98,4.08,4.05,3.63,3.68,3.8,4.15
315,25.65,26.05,11.4,11.4,8.73,7.75,6.5,5.25,4.76,4.08,4.08,4.2,4.15,3.68,3.75,3.88,4.2
316,25.55,25.88,11.42,11.42,8.75,7.8,6.53,5.325,4.86,4.18,4.18,4.28,4.23,3.75,3.78,3.9,4.3
317,25.6,25.98,11.54,11.54,8.93,7.9,6.68,5.475,5,4.35,4.35,4.43,4.33,3.88,3.9,4,4.4
318,25.85,26.18,11.66,11.66,9.1,8.13,6.88,5.675,5.18,4.48,4.48,4.58,4.5,4.03,4.05,4.18,4.55
319,26,26.35,11.76,11.76,9.23,8.33,7.03,5.825,5.34,4.63,4.63,4.73,4.65,4.13,4.15,4.3,4.7
320,26.05,26.38,11.82,11.82,9.35,8.45,7.13,6,5.5,4.78,4.78,4.85,4.8,4.25,4.28,4.4,4.8
321,26.33,26.55,12.02,12.02,9.55,8.65,7.35,6.175,5.72,4.98,4.98,5.05,4.98,4.4,4.45,4.53,4.98
322,26.88,27.03,12.26,12.26,9.83,8.93,7.63,6.475,5.98,5.18,5.18,5.3,5.2,4.6,4.65,4.8,5.2
323,27.15,27.4,12.42,12.42,10.05,9.18,7.85,6.7,6.22,5.38,5.38,5.55,5.4,4.8,4.8,4.93,5.38
324,27.15,27.4,12.46,12.46,10.15,9.33,7.95,6.85,6.4,5.5,5.5,5.68,5.55,4.9,4.9,5.08,5.48
325,27.05,27.23,12.46,12.46,10.3,9.43,8.05,7.025,6.5,5.68,5.68,5.8,5.7,5,5,5.2,5.6
326,27.03,27.23,12.52,12.52,10.43,9.55,8.2,7.175,6.7,5.83,5.83,5.98,5.83,5.15,5.15,5.3,5.73
327,27.03,27.2,12.64,12.64,10.6,9.75,8.4,7.425,6.94,6.03,6.03,6.18,6.03,5.3,5.3,5.43,5.9
328,27.25,27.33,12.82,12.82,10.8,9.98,8.63,7.65,7.18,6.28,6.28,6.4,6.3,5.5,5.5,5.63,6.1
329,27.53,27.55,13.04,13.04,11.03,10.25,8.85,7.95,7.46,6.5,6.5,6.65,6.5,5.7,5.7,5.83,6.3
330,27.83,27.85,13.22,13.22,11.28,10.55,9.13,8.2,7.76,6.78,6.78,6.9,6.75,5.9,5.9,6.03,6.53
331,28.05,28.13,13.44,13.44,11.53,10.83,9.43,8.475,8.06,7.03,7.03,7.2,7,6.13,6.1,6.25,6.75
332,28.18,28.28,13.58,13.58,11.75,11.05,9.63,8.75,8.3,7.23,7.23,7.4,7.23,6.3,6.3,6.45,6.95
333,28.2,28.28,13.66,13.66,11.88,11.25,9.78,8.95,8.5,7.43,7.43,7.63,7.43,6.5,6.43,6.63,7.1
334,28.2,28.2,13.7,13.7,12.05,11.4,9.95,9.15,8.7,7.63,7.63,7.8,7.63,6.68,6.6,6.75,7.25
335,28.3,28.28,13.88,13.88,12.28,11.6,10.23,9.425,9,7.9,7.9,8.1,7.85,6.88,6.8,6.95,7.45
336,28.48,28.5,14.1,14.1,12.68,11.88,10.45,9.725,9.3,8.18,8.18,8.38,8.15,7.1,7.03,7.18,7.7
337,28.73,28.7,14.3,14.3,12.78,12.15,10.73,10.025,9.6,8.43,8.43,8.63,8.38,7.33,7.23,7.38,7.95
338,28.83,28.8,14.44,14.44,12.98,12.38,10.93,10.325,9.88,8.68,8.68,8.9,8.65,7.53,7.43,7.58,8.15
339,28.98,28.9,14.6,14.6,13.2,12.65,11.18,10.55,10.2,8.93,8.93,9.15,8.88,7.75,7.63,7.8,8.35
340,29.2,29.05,14.82,14.82,13.48,12.95,11.48,10.925,10.5,9.25,9.25,9.45,9.18,8,7.9,8.05,8.58
341,29.48,29.35,15.08,15.08,13.78,13.25,11.8,11.225,10.84,9.58,9.58,9.8,9.5,8.3,8.15,8.33,8.85
342,29.78,29.63,15.3,15.3,14.08,13.58,12.13,11.625,11.22,9.88,9.88,10.15,9.83,8.58,8.43,8.63,9.15
343,29.83,29.75,15.46,15.46,14.28,13.85,12.38,11.9,11.52,10.18,10.18,10.45,10.1,8.8,8.65,8.83,9.35
344,29.73,29.7,15.5,15.5,14.38,13.95,12.5,12.125,11.74,10.33,10.33,10.6,10.28,8.93,8.8,8.98,9.55
345,29.53,29.55,15.5,15.5,14.53,14.03,12.55,12.25,11.94,10.55,10.55,10.78,10.45,9.1,8.93,9.08,9.73
346,29.55,29.53,15.6,15.6,14.75,14.25,12.8,12.475,12.18,10.78,10.78,10.98,10.68,9.3,9.1,9.25,9.85
347,29.78,29.7,15.84,15.84,15,14.63,13.1,12.825,12.5,11.08,11.08,11.3,10.98,9.58,9.38,9.55,10.15
348,30.05,29.9,16.12,16.12,15.3,14.95,13.48,13.2,12.88,11.4,11.4,11.7,11.33,9.85,9.65,9.83,10.43
349,30.25,30.1,16.34,16.34,15.55,15.23,13.7,13.525,13.2,11.7,11.7,12.03,11.65,10.15,9.9,10.08,10.65
350,30.4,30.2,16.5,16.5,15.78,15.5,13.98,13.825,13.5,11.98,11.98,12.33,11.93,10.4,10.15,10.35,10.9
351,30.6,30.53,16.8,16.8,16.08,15.78,14.28,14.175,13.84,12.35,12.35,12.68,12.25,10.68,10.35,10.63,11.15
352,30.7,30.6,16.96,16.96,16.35,16.08,14.58,14.525,14.18,12.65,12.65,13,12.55,10.93,10.63,10.85,11.45
353,30.8,30.73,17.16,17.16,16.55,16.33,14.78,14.825,14.4,12.9,12.9,13.23,12.75,11.1,10.9,11.1,11.73
354,30.83,30.8,17.28,17.28,16.83,16.58,15.1,15.075,14.74,13.15,13.15,13.55,13.13,11.4,11.08,11.35,11.9
355,30.98,30.88,17.46,17.46,17.03,16.83,15.38,15.325,15.06,13.43,13.43,13.9,13.33,11.63,11.35,11.53,12.15
356,31,30.88,17.54,17.54,17.03,16.95,15.43,15.5,15.2,13.53,13.53,13.95,13.5,11.7,11.43,11.65,12.23
357,30.9,30.88,17.54,17.54,17.1,17.05,15.53,15.525,15.32,13.78,13.78,14.08,13.6,11.8,11.5,11.78,12.3
358,31.05,30.93,17.66,17.66,17.25,17.33,15.78,15.925,15.66,14.05,14.05,14.43,13.85,12.1,11.85,12.03,12.6
359,31.35,31.18,17.98,17.98,17.68,17.7,16.08,16.325,16.02,14.2,14.2,14.8,14.2,12.4,12.08,12.35,12.9
360,31.23,31.25,18.1,18.1,17.75,17.75,16.25,16.525,16.24,14.43,14.43,14.93,14.4,12.58,12.2,12.5,13
361,30.98,30.78,17.98,17.98,17.75,17.75,16.25,16.5,16.22,14.45,14.45,14.93,14.4,12.55,12.2,12.45,13
362,30.7,30.55,17.94,17.94,17.78,17.73,16.25,16.5,16.26,14.48,14.48,14.9,14.43,12.63,12.25,12.5,13
363,30.73,30.43,18.02,18.02,17.95,17.78,16.25,16.6,16.5,14.7,14.7,15,14.58,12.75,12.35,12.53,13.15
364,30.78,30.48,18.3,18.3,18.13,18.03,16.53,16.95,16.78,15.03,15.03,15.45,14.98,12.95,12.63,12.78,13.45
365,30.88,30.68,18.58,18.58,18.38,18.35,16.9,17.35,17.08,15.38,15.38,15.78,15.2,13.33,12.9,13.03,13.73
366,30.95,30.78,18.72,18.72,18.65,18.65,17.08,17.55,17.34,15.65,15.65,16.03,15.48,13.53,13.15,13.3,13.93
367,31.08,30.9,18.82,18.82,18.9,18.9,17.33,17.775,17.66,15.9,15.9,16.25,15.73,13.8,13.38,13.53,14.15
368,31.2,31.15,19.1,19.1,19.2,19.18,17.65,18.075,17.98,16.13,16.13,16.5,16,14,13.63,13.75,14.38
369,31.43,31.3,19.34,19.34,19.45,19.43,17.9,18.4,18.24,16.45,16.45,16.88,16.3,14.3,13.9,14.05,14.65
370,31.55,31.38,19.5,19.5,19.63,19.63,18.18,18.675,18.48,16.65,16.65,17.1,16.5,14.53,14.1,14.25,14.83
371,31.58,31.4,19.64,19.64,19.8,19.85,18.38,18.9,18.68,16.8,16.8,17.3,16.7,14.7,14.28,14.45,14.98
372,31.65,31.55,19.76,19.76,19.93,20.05,18.58,19.125,18.9,17.08,17.08,17.5,16.93,14.93,14.48,14.65,15.2
373,31.73,31.65,19.96,19.96,20.15,20.33,18.83,19.4,19.18,17.35,17.35,17.8,17.2,15.2,14.68,14.93,15.43
374,31.8,31.78,20.1,20.1,20.38,20.63,19.13,19.6,19.48,17.58,17.58,18.1,17.38,15.4,14.9,15.15,15.68
375,31.9,31.9,20.22,20.22,20.45,20.75,19.3,19.75,19.62,17.73,17.73,18.2,17.63,15.63,15.08,15.35,15.83
376,31.75,31.78,20.22,20.22,20.48,20.75,19.28,19.825,19.64,17.75,17.75,18.35,17.65,15.63,15.13,15.35,15.83
377,31.53,31.53,20.22,20.22,20.45,20.73,19.25,19.8,19.64,17.75,17.75,18.38,17.63,15.58,15.1,15.35,15.83
378,31.4,31.2,20.22,20.22,20.43,20.73,19.25,19.8,19.64,17.78,17.78,18.38,17.68,15.63,15.1,15.33,15.85
379,31.38,31.15,20.24,20.24,20.53,20.73,19.33,19.9,19.78,17.95,17.95,18.48,17.75,15.75,15.25,15.4,15.95
380,31.38,31.2,20.4,20.4,20.73,21.03,19.58,20.175,20.08,18.2,18.2,18.7,18.08,16,15.48,15.73,16.23
381,31.5,31.43,20.66,20.66,20.95,21.33,19.85,20.5,20.36,18.5,18.5,19,18.33,16.3,15.73,15.95,16.45
382,31.55,31.43,20.74,20.74,21.1,21.5,20.05,20.725,20.56,18.68,18.68,19.23,18.48,16.48,15.93,16.13,16.6
383,31.53,31.43,20.78,20.78,21.15,21.58,20.13,20.775,20.68,18.7,18.7,19.33,18.63,16.53,16.05,16.2,16.65
384,31.53,31.45,20.86,20.86,21.25,21.63,20.25,20.9,20.78,18.88,18.88,19.45,18.75,16.68,16.15,16.3,16.85
385,31.45,31.48,20.92,20.92,21.38,21.73,20.4,21,20.98,18.95,18.95,19.6,18.9,16.85,16.23,16.4,16.93
386,31.45,31.45,21.06,21.06,21.53,21.88,20.58,21.075,21,19.08,19.08,19.73,19.03,16.88,16.33,16.53,17
387,31.45,31.48,21.14,21.14,21.65,22.03,20.58,21.2,21.12,19.23,19.23,19.85,19.13,17,16.48,16.63,17.13
388,31.48,31.5,21.34,21.34,21.78,22.1,20.75,21.475,21.4,19.38,19.38,19.93,19.28,17.08,16.68,16.9,17.25
389,31.5,31.58,21.58,21.58,22,22.43,21,21.725,21.66,19.68,19.68,20.33,19.58,17.43,16.9,17.08,17.55
390,32.3,32.35,22.22,22.22,22.68,23.15,21.78,22.45,22.32,20.38,20.38,21.1,20.18,17.98,17.5,17.68,18.1
391,32.63,32.65,22.54,22.54,23.03,23.5,22.08,22.8,22.54,20.58,20.58,21.35,20.55,18.3,17.68,17.88,18.35
392,32.7,32.73,22.58,22.58,23.23,23.63,22.2,23.075,22.78,20.78,20.78,21.45,20.68,18.4,17.78,18,18.53
393,32.7,32.83,22.68,22.68,23.35,23.65,22.43,23.15,22.98,20.95,20.95,21.6,20.73,18.6,18,18.18,18.63
394,32.65,32.83,22.8,22.8,23.5,23.83,22.55,23.275,23.1,21.03,21.03,21.73,20.83,18.78,18.05,18.28,18.7
395,32.65,32.88,23,23,23.6,23.88,22.55,23.325,23.3,21.18,21.18,21.85,20.95,18.9,18.3,18.33,18.78
396,32.75,32.88,23.14,23.14,23.83,24.13,22.73,23.575,23.46,21.38,21.38,22.13,21.23,19.03,18.45,18.55,19.08
397,32.98,33.1,23.38,23.38,24,24.35,23.05,23.9,23.68,21.63,21.63,22.33,21.5,19.25,18.7,18.8,19.25
398,32.98,33.18,23.6,23.6,24.2,24.55,23.25,24.05,23.86,21.8,21.8,22.5,21.65,19.38,18.83,18.98,19.43
399,32.98,33.23,23.68,23.68,24.3,24.73,23.38,24.2,24.02,21.9,21.9,22.7,21.75,19.5,18.93,19.13,19.53
400,33.08,33.3,23.88,23.88,24.53,24.93,23.58,24.35,24.18,21.98,21.98,22.85,21.93,19.68,19.13,19.28,19.73
401,33.15,33.45,24.04,24.04,24.68,25.15,23.8,24.475,24.36,22.23,22.23,23.05,22.1,19.93,19.28,19.4,19.9
402,33.23,33.53,24.22,24.22,24.78,25.38,23.88,24.8,24.54,22.43,22.43,23.28,22.28,20.1,19.43,19.58,20.08
403,33.25,33.6,24.26,24.26,24.8,25.45,24.08,24.925,24.66,22.5,22.5,23.35,22.4,20.18,19.6,19.7,20.23
404,33.23,33.6,24.36,24.36,24.88,25.5,24.1,24.925,24.74,22.53,22.53,23.38,22.43,20.18,19.6,19.7,20.25
405,33.23,33.48,24.36,24.36,24.95,25.53,24.2,24.975,24.8,22.58,22.58,23.5,22.48,20.25,19.63,19.8,20.33
406,33.25,33.48,24.42,24.42,25.1,25.63,24.2,25.025,24.86,22.68,22.68,23.55,22.55,20.33,19.73,19.85,20.4
407,33.25,33.45,24.52,24.52,25.23,25.83,24.43,25.125,25,22.88,22.88,23.78,22.7,20.5,19.83,19.98,20.53
408,33.33,33.5,24.76,24.76,25.45,25.98,24.6,25.3,25.2,23.03,23.03,23.9,22.93,20.7,20.05,20.13,20.63
409,33.38,33.6,24.86,24.86,25.55,26.2,24.78,25.55,25.28,23.13,23.13,24.05,23.08,20.83,20.23,20.2,20.8
410,33.38,33.63,24.96,24.96,25.63,26.25,24.83,25.675,25.4,23.25,23.25,24.15,23.13,20.93,20.33,20.3,20.9
411,33.33,33.63,25,25,25.73,26.3,24.9,25.725,25.46,23.3,23.3,24.18,23.15,20.98,20.35,20.4,20.98
412,33.33,33.63,25.14,25.14,25.83,26.43,25.08,25.85,25.6,23.43,23.43,24.28,23.25,21.08,20.53,20.5,21.08
413,33.35,33.7,25.22,25.22,25.93,26.55,25.18,25.975,25.76,23.63,23.63,24.48,23.43,21.2,20.63,20.68,21.23
414,33.43,33.75,25.4,25.4,26.05,26.78,25.38,26.1,25.92,23.7,23.7,24.6,23.65,21.28,20.75,20.88,21.35
415,33.5,33.85,25.58,25.58,26.23,26.83,25.43,26.275,26.08,23.78,23.78,24.68,23.7,21.5,20.8,20.95,21.45
416,33.55,33.93,25.66,25.66,26.38,26.98,25.55,26.425,26.2,23.85,23.85,24.9,23.88,21.6,20.98,21.05,21.55
417,33.6,33.95,25.82,25.82,26.53,27.13,25.75,26.525,26.34,24.05,24.05,25.13,24,21.68,21.13,21.2,21.73
418,33.65,34.03,26,26,26.65,27.38,25.95,26.725,26.5,24.2,24.2,25.25,24.18,21.88,21.25,21.33,21.83
419,33.75,34.1,26.12,26.12,26.8,27.55,26.1,26.9,26.64,24.33,24.33,25.43,24.33,22,21.43,21.5,22.03
420,33.8,34.23,26.24,26.24,26.93,27.68,26.23,27.025,26.8,24.45,24.45,25.55,24.43,22.13,21.48,21.58,22.13
421,33.78,34.23,26.26,26.26,26.98,27.73,26.33,27.1,26.86,24.53,24.53,25.6,24.48,22.23,21.55,21.63,22.23
422,33.75,34.2,26.32,26.32,27.08,27.75,26.33,27.15,26.94,24.55,24.55,25.65,24.5,22.25,21.63,21.63,22.23
423,33.73,34.2,26.46,26.46,27.13,27.83,26.43,27.25,27.04,24.65,24.65,25.75,24.63,22.25,21.73,21.7,22.28
424,33.73,34.2,26.54,26.54,27.23,27.95,26.53,27.3,27.14,24.73,24.73,25.83,24.73,22.35,21.83,21.8,22.4
425,33.75,34.18,26.58,26.58,27.28,28,26.6,27.425,27.14,24.85,24.85,25.88,24.78,22.4,21.83,21.88,22.5
426,33.75,34.13,26.66,26.66,27.45,28.05,26.63,27.45,27.22,24.9,24.9,25.95,24.83,22.48,21.93,21.88,22.55
427,33.8,34.13,26.7,26.7,27.53,28.08,26.68,27.525,27.3,24.95,24.95,26.03,24.9,22.53,22.03,21.95,22.6
428,33.8,34.2,26.78,26.78,27.58,28.2,26.75,27.625,27.42,25.03,25.03,26.08,24.98,22.6,22.05,22.05,22.68
429,33.83,34.18,26.92,26.92,27.68,28.3,26.85,27.675,27.52,25.1,25.1,26.15,25.05,22.73,22.23,22.1,22.78
