wavelength,blank,S6 Preheat,S6 Post Heat,S6 Irrad 1 1,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 1 10
684,98.3,49.93333333,47.9,39.8,37.8,38.3,40.925,40.325,39.925,37.55,36.275,37.15,36.575
685,98.2,49.93333333,47.925,39.85,37.85,38.35,41,40.4,39.975,37.575,36.325,37.225,36.625
686,98.3,50.1,48.025,39.9,37.9,38.375,41.15,40.5,40.05,37.65,36.425,37.275,36.725
687,98.3,50.16666667,48.1,39.95,37.975,38.5,41.225,40.575,40.175,37.775,36.5,37.4,36.8
688,98.3,50.2,48.125,40.05,38.05,38.55,41.275,40.65,40.325,37.875,36.575,37.425,36.85
689,98.3,50.3,48.25,40.125,38.15,38.6,41.35,40.725,40.375,37.9,36.65,37.525,36.975
690,98.3,50.3,48.275,40.125,38.2,38.675,41.425,40.825,40.4,37.975,36.7,37.55,37.05
691,98.2,50.33333333,48.325,40.2,38.25,38.75,41.45,40.925,40.525,38.025,36.75,37.6,37.1
692,98.2,50.4,48.375,40.275,38.325,38.85,41.575,41,40.575,38.1,36.85,37.675,37.175
693,98.3,50.5,48.5,40.325,38.4,38.95,41.7,41.1,40.65,38.175,36.975,37.75,37.3
694,98.3,50.56666667,48.65,40.425,38.55,39,41.8,41.2,40.825,38.3,37.1,37.875,37.425
695,98.3,50.73333333,48.825,40.525,38.7,39.125,41.875,41.4,41,38.4,37.225,38,37.575
696,98.4,50.96666667,49.025,40.725,38.775,39.325,42.125,41.575,41.2,38.6,37.45,38.175,37.775
697,98.4,51.13333333,49.3,40.9,39,39.45,42.375,41.825,41.475,38.75,37.675,38.35,38.025
698,98.4,51.16666667,49.325,40.9,39.05,39.5,42.375,41.85,41.475,38.8,37.725,38.425,38.1
699,98.4,51.13333333,49.175,40.925,39,39.475,42.375,41.85,41.475,38.775,37.725,38.35,38.075
700,98.4,51.06666667,49.025,40.775,38.925,39.425,42.3,41.8,41.425,38.65,37.65,38.35,37.975
701,98.4,50.83333333,48.775,40.675,38.925,39.4,42.225,41.725,41.275,38.625,37.55,38.35,37.9
702,98.4,50.8,48.75,40.675,38.85,39.475,42.225,41.725,41.275,38.625,37.55,38.35,37.85
703,98.3,50.76666667,48.875,40.725,38.9,39.525,42.275,41.75,41.3,38.7,37.55,38.375,37.85
704,98.5,50.9,48.95,40.75,38.975,39.6,42.35,41.8,41.325,38.775,37.65,38.5,37.925
705,98.5,51,49,40.9,39.075,39.675,42.45,41.95,41.475,38.925,37.75,38.6,38.025
706,98.5,51.1,49.125,41,39.15,39.775,42.575,42.1,41.575,38.95,37.825,38.675,38.2
707,98.5,51.13333333,49.225,41.075,39.275,39.85,42.7,42.15,41.7,39.05,37.9,38.775,38.3
708,98.6,51.2,49.325,41.15,39.35,39.95,42.825,42.25,41.8,39.15,37.975,38.85,38.375
709,98.6,51.26666667,49.35,41.2,39.4,40.025,42.9,42.35,41.95,39.25,38.075,38.9,38.525
710,98.6,51.33333333,49.4,41.2,39.45,40.125,42.975,42.45,42.075,39.375,38.15,39,38.575
711,98.6,51.36666667,49.425,41.3,39.525,40.2,43.075,42.55,42.125,39.4,38.3,39.075,38.625
712,98.6,51.36666667,49.45,41.35,39.575,40.275,43.1,42.625,42.175,39.475,38.375,39.1,38.725
713,98.6,51.36666667,49.525,41.475,39.625,40.3,43.15,42.65,42.225,39.55,38.425,39.225,38.8
714,98.5,51.4,49.55,41.55,39.725,40.45,43.275,42.675,42.45,39.675,38.55,39.275,38.85
715,98.5,51.5,49.575,41.625,39.8,40.55,43.375,42.825,42.5,39.75,38.6,39.325,38.9
716,98.6,51.53333333,49.625,41.625,39.825,40.55,43.475,42.875,42.525,39.75,38.6,39.375,38.975
717,98.6,51.53333333,49.65,41.65,39.875,40.575,43.45,42.925,42.525,39.775,38.65,39.4,39
718,98.6,51.53333333,49.675,41.65,39.9,40.65,43.5,42.95,42.525,39.825,38.7,39.45,39.025
719,98.6,51.53333333,49.675,41.65,39.95,40.675,43.525,43.025,42.55,39.85,38.7,39.475,39.05
720,98.6,51.56666667,49.75,41.725,40.025,40.775,43.625,43.075,42.625,39.925,38.825,39.575,39.1
721,98.6,51.63333333,49.775,41.775,40.125,40.85,43.7,43.15,42.75,40,38.875,39.675,39.175
722,98.6,51.73333333,49.8,41.825,40.175,40.925,43.75,43.25,42.85,40.075,38.95,39.775,39.275
723,98.6,51.83333333,49.9,41.95,40.275,41,43.875,43.375,42.95,40.2,39.075,39.85,39.375
724,98.6,51.93333333,49.975,42.1,40.3,41.125,43.9,43.45,43.1,40.3,39.15,39.9,39.5
725,98.6,51.96666667,50.025,42.15,40.4,41.225,44.025,43.525,43.15,40.325,39.25,40,39.625
726,98.6,52.03333333,50.125,42.25,40.525,41.325,44.15,43.65,43.225,40.5,39.3,40.05,39.775
727,98.6,52.2,50.175,42.375,40.6,41.35,44.275,43.775,43.35,40.55,39.45,40.225,39.8
728,99,52.3,50.25,42.4,40.675,41.45,44.35,43.85,43.5,40.6,39.5,40.225,40
729,99.2,52.43333333,50.3,42.5,40.825,41.575,44.55,43.975,43.625,40.575,39.575,40.375,40.175
730,99.5,52.53333333,50.4,42.55,40.975,41.65,44.65,44.15,43.675,40.65,39.675,40.475,40.375
731,99.5,52.53333333,50.475,42.6,41.175,41.75,44.75,44.25,43.95,40.65,39.8,40.6,40.525
732,99.6,52.6,50.5,42.625,41.225,41.8,44.875,44.375,44.025,40.7,39.9,40.7,40.575
733,99.6,52.63333333,50.5,42.625,41.25,41.925,44.925,44.525,44.1,40.775,40.05,40.775,40.65
734,99.7,52.63333333,50.5,42.75,41.275,41.975,45,44.575,44.15,40.825,40.125,40.875,40.7
735,99.7,52.63333333,50.55,42.775,41.35,42.075,45.175,44.675,44.2,40.825,40.125,40.925,40.75
736,99.7,52.63333333,50.6,42.85,41.4,42.2,45.25,44.825,44.275,40.9,40.15,41,40.85
737,99.6,52.63333333,50.65,42.95,41.5,42.3,45.3,44.925,44.4,41.025,40.2,41.1,40.95
738,99.5,52.63333333,50.7,43.075,41.6,42.4,45.35,45.075,44.475,41.25,40.325,41.2,41.025
739,98.9,52.63333333,50.775,43.25,41.625,42.475,45.425,45.125,44.575,41.475,40.425,41.3,41.075
740,98.8,52.6,50.775,43.275,41.7,42.575,45.525,45.15,44.6,41.725,40.5,41.425,41.075
741,98.7,52.63333333,50.8,43.375,41.725,42.6,45.575,45.325,44.675,41.775,40.575,41.475,41.125
742,98.7,52.66666667,50.875,43.4,41.725,42.725,45.6,45.475,44.825,41.85,40.75,41.475,41.125
743,98.8,52.66666667,50.925,43.475,41.8,42.8,45.725,45.525,44.875,41.875,40.825,41.525,41.225
744,98.6,52.66666667,50.975,43.525,41.825,42.8,45.9,45.575,44.975,42,40.925,41.625,41.325
745,98.7,52.66666667,51.025,43.6,41.95,42.95,46,45.7,45.05,42.1,40.975,41.675,41.4
746,98.7,52.7,51.05,43.65,42.075,43.025,46.05,45.825,45.175,42.2,41.05,41.825,41.5
747,98.7,52.8,51.1,43.825,42.2,43.1,46.15,45.95,45.275,42.375,41.05,41.925,41.65
748,98.7,52.83333333,51.225,43.9,42.225,43.15,46.275,46.05,45.325,42.425,41.275,42.025,41.725
749,98.6,52.83333333,51.25,43.925,42.225,43.225,46.35,46.125,45.45,42.575,41.375,42.175,41.85
750,98.6,52.83333333,51.275,43.975,42.3,43.4,46.5,46.2,45.55,42.575,41.4,42.225,41.925
751,98.6,52.9,51.25,44,42.375,43.425,46.55,46.3,45.65,42.7,41.6,42.3,41.975
752,98.6,53.03333333,51.25,44.05,42.5,43.45,46.6,46.475,45.65,42.75,41.6,42.3,41.975
753,98.4,53,51.3,44.05,42.575,43.475,46.7,46.5,45.8,42.775,41.675,42.45,42.05
754,98.4,53,51.3,44.05,42.6,43.6,46.7,46.525,45.9,42.825,41.7,42.475,42.1
755,98.5,53.03333333,51.225,44.175,42.625,43.625,46.775,46.675,45.975,42.825,41.725,42.525,42.175
756,98.5,53,51.325,44.175,42.7,43.7,46.825,46.825,46.125,42.85,41.725,42.65,42.225
757,98.4,53.03333333,51.25,44.2,42.75,43.725,46.875,46.825,46.175,42.9,41.875,42.65,42.3
758,98.3,52.96666667,51.325,44.2,42.775,43.725,46.9,46.825,46.275,43.075,41.975,42.675,42.375
759,98.2,52.96666667,51.425,44.325,42.825,43.8,47.175,46.925,46.4,43.275,42.025,42.7,42.475
760,98.2,53,51.425,44.5,43.075,43.825,47.25,46.975,46.45,43.45,42.075,42.8,42.5
761,98.2,53.06666667,51.475,44.55,43.075,43.95,47.275,47.15,46.55,43.5,42.35,42.925,42.625
762,98.3,53.26666667,51.55,44.625,43.075,44.075,47.375,47.25,46.625,43.65,42.425,43.125,42.9
763,98.4,53.5,51.95,44.925,43.3,44.275,47.625,47.575,46.95,43.8,42.65,43.4,43.25
764,98.4,53.66666667,52.075,45.1,43.4,44.5,47.8,47.75,47.025,43.95,42.85,43.625,43.325
765,98.4,53.6,52,45.075,43.4,44.6,47.825,47.775,47.05,43.95,42.85,43.625,43.3
766,98.4,53.53333333,51.9,45.1,43.45,44.625,47.85,47.775,47,43.9,42.85,43.6,43.275
767,98.5,53.53333333,51.85,45.025,43.45,44.7,47.9,47.775,46.975,43.9,42.825,43.6,43.225
768,98.2,53.43333333,51.875,45,43.5,44.825,47.9,47.8,46.95,43.9,42.85,43.625,43.25
769,98.4,53.43333333,51.825,45.05,43.5,44.875,47.875,47.925,46.925,43.95,42.9,43.7,43.225
770,98.4,53.43333333,51.775,45,43.55,44.85,47.925,47.95,47,43.95,43.025,43.725,43.35
771,98.5,53.46666667,51.8,45,43.55,44.925,48.075,48.1,47.125,44.15,43.075,43.775,43.375
772,98.7,53.5,51.85,45.15,43.775,44.925,48.4,48.175,47.175,44.175,43.175,43.8,43.425
773,98.7,53.53333333,51.875,45.225,43.85,44.975,48.4,48.2,47.3,44.175,43.2,43.8,43.7
774,98.6,53.53333333,51.925,45.275,43.975,45,48.5,48.25,47.5,44.175,43.35,43.875,43.725
775,98.6,53.56666667,51.9,45.4,44,45.175,48.425,48.35,47.575,44.275,43.45,44.025,43.75
776,98.3,53.5,52.025,45.525,44,45.25,48.575,48.5,47.65,44.325,43.45,44.05,43.775
777,98.2,53.53333333,52.025,45.55,43.975,45.325,48.65,48.65,47.7,44.375,43.525,44.125,43.875
778,98.2,53.53333333,52.075,45.625,43.975,45.4,48.725,48.625,47.975,44.425,43.525,44.15,43.85
779,98.6,53.6,51.975,45.75,44.15,45.425,48.825,48.75,48,44.6,43.55,44.275,43.95
780,98.8,53.63333333,52.075,45.775,44.225,45.525,49.025,48.85,48,44.725,43.625,44.475,44.075
781,98.8,53.7,52.1,45.875,44.45,45.475,49.05,48.925,48.325,44.875,43.675,44.475,44.15
782,98.6,53.7,52.1,45.875,44.525,45.65,49.05,48.95,48.45,44.95,43.7,44.525,44.325
783,98.7,53.8,52.05,45.95,44.625,45.75,49.075,49.2,48.65,45.175,43.85,44.55,44.4
784,98.7,53.8,52.15,46.1,44.625,45.825,49.125,49.2,48.65,45.2,43.95,44.65,44.525
785,98.8,53.86666667,52.2,46.225,44.7,45.875,49.175,49.275,48.65,45.25,44.05,44.75,44.575
786,98.8,53.9,52.4,46.425,44.75,45.9,49.3,49.5,48.775,45.275,44.075,44.85,44.625
787,98.8,54.13333333,52.5,46.5,45.075,46.125,49.35,49.575,48.85,45.325,44.275,45.05,44.8
788,98.8,54.23333333,52.575,46.7,45.125,46.325,49.625,49.725,48.875,45.6,44.55,45.225,44.85
789,98.6,54.23333333,52.65,46.7,45.125,46.45,49.775,49.875,48.975,45.6,44.6,45.275,45.05
790,98.4,54.36666667,52.675,46.75,45.275,46.525,49.9,49.925,49.075,45.625,44.65,45.3,45.175
791,98.4,54.36666667,52.675,46.8,45.325,46.6,49.975,49.925,49.1,45.675,44.675,45.4,45.175
792,98.4,54.4,52.675,46.85,45.35,46.7,50.075,50,49.15,45.75,44.65,45.4,45.175
793,98.4,54.36666667,52.625,46.9,45.4,46.75,50.125,50,49.125,45.75,44.625,45.4,45.15
794,98.4,54.36666667,52.625,46.875,45.425,46.825,50.15,50,49.15,45.75,44.625,45.475,45.15
795,98.4,54.33333333,52.625,46.9,45.4,46.8,50.175,50.025,49.175,45.775,44.625,45.475,45.15
796,98.4,54.3,52.625,46.95,45.425,46.85,50.175,50.1,49.225,45.8,44.65,45.5,45.15
797,98.4,54.3,52.65,47,45.425,46.975,50.225,50.225,49.325,45.8,44.7,45.5,45.25
798,98.4,54.3,52.65,47.1,45.475,47,50.4,50.325,49.45,45.85,44.85,45.6,45.275
799,98.6,54.36666667,52.7,47.15,45.625,47.1,50.425,50.45,49.525,45.975,44.925,45.625,45.425
800,98.6,54.46666667,52.825,47.25,45.7,47.15,50.525,50.55,49.625,46.2,45.1,45.775,45.575
801,98.6,54.53333333,53,47.4,45.95,47.35,50.75,50.775,49.8,46.425,45.35,45.925,45.775
802,98.7,54.7,53.175,47.5,46.075,47.425,50.8,50.85,49.95,46.55,45.6,46,46.05
803,98.7,54.83333333,53.325,47.625,46.3,47.525,50.975,51.05,50.125,46.725,45.725,46.225,46.275
804,98.7,55,53.6,47.825,46.425,47.675,51.2,51.2,50.25,46.875,46,46.3,46.375
805,98.7,55.06666667,53.625,47.95,46.625,47.825,51.325,51.425,50.425,46.975,46.175,46.425,46.55
806,98.7,55.13333333,53.7,48.075,46.675,47.975,51.475,51.55,50.6,47.15,46.275,46.575,46.7
807,98.7,55.23333333,53.775,48.175,46.725,48.125,51.525,51.675,50.675,47.275,46.475,46.75,46.8
808,98.7,55.33333333,53.875,48.2,46.875,48.2,51.625,51.75,50.75,47.35,46.5,46.825,46.875
809,98.7,55.3,53.925,48.275,46.95,48.25,51.75,51.775,50.775,47.475,46.575,46.85,46.95
810,98.7,55.33333333,54,48.4,47,48.35,51.8,51.825,50.875,47.475,46.625,46.95,47
811,98.7,55.36666667,54.025,48.4,47.025,48.425,51.85,51.975,51.025,47.55,46.65,47.15,47.15
812,99,55.5,54.15,48.45,47.025,48.45,51.9,52,51.15,47.75,46.65,47.225,47.15
813,98.9,55.46666667,54.175,48.525,47.1,48.45,52.025,52.125,51.15,47.75,46.775,47.25,47.15
814,98.8,55.43333333,54.15,48.6,47.125,48.5,52.175,52.275,51.35,47.825,46.8,47.3,47.225
815,98.7,55.43333333,54.15,48.55,47.275,48.5,52.325,52.275,51.275,47.925,46.925,47.325,47.475
816,98.5,55.5,54.2,48.55,47.3,48.675,52.45,52.45,51.425,47.95,47,47.55,47.65
817,98.7,55.53333333,54.275,48.65,47.45,48.775,52.45,52.55,51.425,47.975,47.05,47.65,47.575
818,98.7,55.56666667,54.275,48.85,47.65,48.8,52.525,52.675,51.425,48.075,47.15,47.825,47.775
819,98.7,55.7,54.25,48.925,47.725,48.925,52.575,52.925,51.5,48.175,47.325,47.85,47.825
820,98.7,55.73333333,54.5,49.2,47.825,49.125,52.8,53,51.85,48.325,47.425,48.125,48.025
821,98.7,56.36666667,55.125,49.775,48.25,49.475,53.225,53.5,52.425,48.825,47.875,48.325,48.5
822,98.8,57.16666667,56.15,50.725,49.025,50.1,54.075,54.525,53.475,49.85,48.95,48.775,49.475
823,98.8,57.63333333,56.75,50.775,49.1,50.375,54.15,54.7,54,50.275,49.225,48.875,49.85
824,99,57.33333333,56.5,50.525,48.6,50.3,53.8,54.525,53.575,50.075,48.8,48.6,49.2
825,99,56.96666667,55.325,49.975,48.425,50.2,53.475,54.25,52.975,49,47.9,48.35,48.625
826,99.1,56.5,54.85,49.875,48.375,49.975,53.35,53.625,52.475,48.8,47.875,48.35,47.9
827,98.9,56.26666667,54.775,49.75,48.425,49.95,53.125,53.35,52.3,48.825,47.8,48.325,47.825
828,98.9,56.36666667,54.825,49.775,48.55,50.225,53.2,53.55,52.35,48.975,47.9,48.4,48.175
829,98.9,56.13333333,54.775,49.75,48.475,50.1,53.2,53.55,52.2,48.95,47.875,48.45,48.175
830,99,56.13333333,54.65,49.7,48.45,50,53.225,53.45,52.15,48.75,47.825,48.425,48.175
831,99,56,54.425,49.625,48.375,49.975,53.1,53.2,52.05,48.725,47.8,48.35,48.075
832,98.7,55.9,54.45,49.525,48.4,50,53.05,53.225,52.025,48.8,47.825,48.375,48.05
833,98.7,56.26666667,54.775,49.85,48.525,50,53.325,53.475,52.35,49,48.15,48.675,48.375
834,98.8,56.66666667,55.425,50.4,49,50.25,54.05,54.125,53.1,49.525,48.8,49.025,49.2
835,98.8,56.7,55.5,50.4,49.1,50.25,54.1,54.325,53.2,49.575,48.8,49.075,49.25
836,98.9,56.6,55.125,50.3,48.875,50.225,53.9,54.225,52.975,49.275,48.575,48.975,49.075
837,98.9,56.36666667,54.85,50.2,48.85,50.225,53.725,54.025,52.8,49.1,48.375,48.9,48.95
838,98.8,56.3,54.8,50.05,48.775,50.225,53.575,53.9,52.675,49.075,48.375,48.775,48.75
839,98.8,56.3,54.675,50,48.775,50.525,53.725,53.8,52.7,49.075,48.375,48.8,48.75
840,98.8,56.33333333,54.725,50.025,49,50.475,53.85,53.925,52.925,49.125,48.35,48.85,48.725
841,98.8,56.26666667,54.975,50.125,49.05,50.5,53.9,54.025,52.925,49.2,48.475,48.95,48.8
842,98.8,56.33333333,54.975,50.075,49.025,50.525,53.95,54.025,52.975,49.35,48.55,48.975,48.875
843,98.7,56.3,54.975,50.45,48.975,50.45,54.025,54.05,53,49.3,48.6,48.975,48.925
844,98.8,56.3,55.075,50.45,49.15,50.525,54,54.275,52.975,49.325,48.55,48.95,49
845,98.4,56.2,55.125,50.4,49.1,50.525,53.95,54.3,53.05,49.35,48.55,48.975,49
846,98.4,56.26666667,55.05,50.475,49.125,50.6,53.975,54.3,53.125,49.425,48.6,49.15,49
847,98.6,56.26666667,54.95,50.5,49.25,50.725,54.05,54.375,53.175,49.4,48.8,49.15,49.025
848,98.5,56.26666667,55,50.45,49.275,50.775,54.1,54.475,53.2,49.425,48.725,49.25,49.125
849,98.5,56.46666667,54.95,50.475,49.3,50.775,54.15,54.45,53.325,49.3,48.7,49.2,49.525
850,98.5,56.5,55.05,50.475,49.275,50.625,54.15,54.475,53.425,49.425,48.725,49.4,49.425
851,98.5,56.43333333,55.15,50.5,49.375,50.525,54.225,54.675,53.45,49.65,48.825,49.425,49.375
852,98.8,56.66666667,55.175,50.575,49.375,50.35,54.35,54.925,53.45,49.625,49,49.425,49.425
853,98.9,56.6,55.275,50.6,49.325,50.325,54.3,54.875,53.45,49.65,49.025,49.475,49.55
854,99.2,56.6,55.325,50.7,49.325,50.475,54.25,55.075,53.5,49.675,49.075,49.65,49.55
855,99.1,56.53333333,55.4,50.925,49.4,50.65,54.25,55,53.575,49.825,49.1,49.575,49.625
856,99.1,56.63333333,55.475,50.9,49.45,50.85,54.275,54.975,53.725,49.875,49.15,49.625,49.65
857,99.2,56.66666667,55.425,50.85,49.525,50.975,54.55,55,53.725,49.85,49.15,49.8,49.95
858,99.2,56.56666667,55.35,50.9,49.675,50.95,54.7,55.075,53.875,49.85,49.3,49.775,49.975
859,99.1,56.56666667,55.45,50.95,49.675,51.05,54.825,55.05,53.925,49.95,49.35,49.775,49.975
860,99.1,56.66666667,55.45,51.075,49.75,51.1,55.225,55.15,54.075,49.975,49.35,49.75,50.025
861,98.7,56.53333333,55.7,51.1,49.775,51.175,55.25,55.25,54.15,50.225,49.425,49.9,50.075
862,98.5,56.5,55.675,51.1,49.95,51.35,55.225,55.25,54.075,50.25,49.5,49.925,50.1
863,98.5,56.7,55.625,51.125,49.95,51.3,55.225,55.45,54.1,50.275,49.6,49.75,50.1
864,98.5,56.76666667,55.7,51.275,49.9,51.325,55.225,55.475,54.225,50.425,49.75,49.875,50.05
865,98.7,56.83333333,55.675,51.375,49.925,51.35,55.25,55.525,54.4,50.45,49.8,49.975,50.05
866,99.1,57,55.7,51.375,49.975,51.45,55.425,55.575,54.5,50.425,49.675,49.95,50.1
867,99.2,57.03333333,55.725,51.45,50,51.3,55.4,55.725,54.55,50.5,49.65,50.05,50.25
868,99,57.1,55.675,51.55,50.025,51.35,55.425,55.75,54.675,50.525,49.725,50.1,50.275
869,98.6,57.16666667,55.7,51.5,50.05,51.5,55.45,55.975,54.675,50.55,49.825,50.15,50.425
870,98.6,57.16666667,55.7,51.55,50.125,51.525,55.525,56.075,54.65,50.675,49.9,50.25,50.575
871,99.1,57.33333333,55.725,51.75,50.225,51.825,55.525,56.15,54.85,50.675,50.025,50.3,50.575
872,99.1,57.26666667,55.775,51.825,50.325,51.825,55.575,56.175,54.925,50.85,50.025,50.3,50.6
873,99,57.26666667,55.775,51.85,50.375,51.875,55.725,56.25,54.925,50.9,50.15,50.475,50.625
874,99.1,57.36666667,55.975,51.95,50.4,51.9,55.85,56.35,54.9,51,50.225,50.55,50.725
875,98.8,57.33333333,56.175,52.15,50.5,51.95,55.925,56.425,55,51.1,50.275,50.6,50.75
876,98.9,57.4,56.2,52.225,50.55,52.025,56,56.45,55.075,51.125,50.375,50.675,50.825
877,99,57.5,56.175,52.225,50.7,52.075,56.1,56.625,55.225,51.175,50.425,50.75,51.05
878,99,57.56666667,56.325,52.475,50.8,52.15,56.25,56.8,55.3,51.275,50.525,50.825,51.225
879,98.9,57.63333333,56.425,52.675,51.15,52.275,56.375,57.025,55.45,51.375,50.7,50.9,51.3
880,99.2,58,56.775,53.05,51.375,52.625,56.725,57.375,55.725,51.675,50.9,51.075,51.825
881,99.4,58.4,57.6,53.825,51.975,52.85,57.5,58.125,56.525,52.35,51.625,51.475,52.55
882,99.4,59.06666667,57.7,53.925,52.275,53.075,57.75,58.4,57.075,52.925,51.875,51.625,52.6
883,99.4,58.8,57.475,53.75,52.2,52.975,57.675,58.425,57.125,53,51.825,51.65,52.525
884,99.2,58.63333333,57.425,53.425,52.025,52.925,57.575,57.875,56.725,52.45,51.575,51.55,52.15
885,99.3,58.56666667,57.35,53.35,51.975,52.95,57.375,57.775,56.15,52.2,51.4,51.275,52
886,99.2,58.16666667,56.35,53.125,51.575,52.8,56.925,57.2,55.525,52.1,51.175,51.125,51.55
887,99.1,57.96666667,56.05,52.9,51.45,52.875,56.85,57.05,54.975,51.925,51.05,51.2,51.225
888,99.1,57.9,56.125,52.85,51.45,53.075,56.85,57.05,54.975,51.9,51.05,51.25,51.15
889,99.2,57.93333333,56.45,53,51.525,53.15,56.85,57.125,55.1,51.975,51.05,51.4,51.25
890,99.3,57.96666667,56.45,53.125,51.6,53.125,56.875,57.175,55.4,51.975,51.075,51.45,51.3
891,99.3,57.96666667,56.475,53.175,51.6,53.15,56.925,57.2,55.425,51.975,51.075,51.5,51.525
892,99.3,57.96666667,56.625,53.225,51.7,53.15,56.9,57.25,55.575,51.975,51.175,51.55,51.725
893,99.2,58,56.85,53.325,51.775,53.275,56.975,57.375,55.65,52.05,51.2,51.55,51.8
894,99.2,58.1,56.975,53.5,51.875,53.225,57.125,57.525,55.925,52.025,51.3,51.575,51.825
895,99.2,58.33333333,57.25,53.675,51.975,53.475,57.325,57.975,56.45,52.25,51.4,51.675,52.1
896,99.3,58.5,57.25,53.775,52.175,53.575,57.5,58.425,56.525,52.45,51.6,51.725,52.275
897,99.4,58.6,57.05,53.725,52.2,53.5,57.35,58.275,56.45,52.45,51.575,51.775,52.25
898,99.4,58.6,57.025,53.725,52.175,53.55,57.275,58.05,56.4,52.425,51.575,51.875,52.225
899,99.3,58.36666667,56.975,53.725,52.125,53.475,57.2,57.725,56.125,52.4,51.525,51.725,52.125
900,99.2,58.23333333,56.95,53.7,52.05,53.6,57.05,57.575,55.925,52.35,51.425,51.65,51.825
901,99.2,58.16666667,56.925,53.725,52.05,53.725,57.075,57.6,55.925,52.4,51.525,51.725,51.8
902,99.2,58.16666667,56.925,53.725,52.075,53.725,57.25,57.6,55.95,52.375,51.55,51.75,51.825
903,99.2,58.23333333,57.075,53.85,52.15,53.725,57.275,57.85,56.175,52.425,51.6,51.8,52.025
904,99.2,58.56666667,57.475,54.225,52.45,53.775,57.625,58.35,56.55,52.75,51.85,51.95,52.6
905,99.1,58.63333333,57.725,54.225,52.725,53.75,57.75,58.575,56.775,53.1,52.2,51.9,52.725
906,99,58.56666667,57.675,54.25,52.35,53.775,57.7,58.575,56.775,52.7,52.225,52,52.55
907,99.1,58.46666667,57.5,54.25,52.375,53.975,57.65,58.4,56.625,52.55,52.3,52.1,52.525
908,99,58.3,57.25,54.15,52.375,53.975,57.55,58.15,56.5,52.45,52.2,52.075,52.4
909,99,57.83333333,57.125,54.05,52.35,53.95,57.375,58.05,56.05,52.425,52.025,52,52.2
910,99,57.96666667,57.075,54.125,52.45,54.075,57.45,58.05,56,52.475,52.025,52,52.15
911,99.1,58.13333333,57.1,54.1,52.475,54.075,57.525,58.15,56.175,52.525,52.025,52.225,52.2
912,99.1,58.26666667,57.15,54.2,52.475,54.05,57.6,58.2,56.375,52.55,51.975,52.2,52.4
913,99.1,58.33333333,57.25,54.225,52.525,54,57.65,58.3,56.55,52.625,51.95,52.3,52.5
914,99.1,58.36666667,57.325,54.3,52.6,53.95,57.75,58.45,56.75,52.725,52,52.3,52.775
915,99.2,58.5,57.625,54.55,52.75,53.925,58.1,58.775,57.075,52.8,52.125,52.45,53.05
916,99.2,58.66666667,58.025,54.85,52.975,53.875,58.65,59.475,57.875,53.5,52.5,52.625,53.4
917,99.4,58.9,58.225,54.775,53.05,53.975,58.775,59.425,57.9,53.525,52.525,52.65,53.25
918,99.3,58.83333333,58.15,54.8,52.975,54.125,58.75,59.35,57.45,53.325,52.4,52.75,53.25
919,99.5,58.9,57.975,54.875,52.9,54.425,58.525,59.2,57.375,53.175,52.4,52.775,53.25
920,99.7,58.5,57.55,54.65,52.925,54.375,58.125,58.625,57.175,53.225,52.3,52.625,52.775
921,99.6,58.26666667,57.25,54.475,52.9,54.325,57.65,58.3,56.6,53.225,52.15,52.5,52.55
922,99.6,58.43333333,57.25,54.5,52.95,54.4,57.7,58.375,56.625,53.2,52.2,52.575,52.55
923,99.5,58.6,57.3,54.575,52.975,54.375,57.825,58.5,56.725,53.2,52.275,52.675,52.575
924,99.4,58.6,57.3,54.6,53,54.35,57.95,58.6,56.775,53.175,52.3,52.675,52.625
925,99.4,58.6,57.3,54.625,53.05,54.325,58.025,58.675,56.8,53.1,52.325,52.675,52.7
926,99.3,58.6,57.425,54.625,53.1,54.325,58.125,58.825,56.825,53.1,52.35,52.7,52.7
927,99.1,58.56666667,57.425,54.775,53.125,54.275,58.175,58.85,56.95,53.1,52.325,52.8,52.75
928,99.2,58.63333333,57.4,54.775,53.05,54.3,58.175,58.85,57.125,53.1,52.375,52.775,52.8
929,99.3,58.7,57.45,54.75,53.05,54.275,58.275,58.9,57.1,53.05,52.375,52.8,52.95
930,99.2,58.7,57.45,54.75,53.125,54.125,58.4,58.9,57.15,53.075,52.375,52.775,53
931,99.2,58.73333333,57.5,54.775,53.175,54.125,58.425,58.95,57.2,53.075,52.45,52.75,53.05
932,99.2,58.73333333,57.5,54.75,53.15,54.125,58.425,58.95,57.225,53.075,52.475,52.75,53
933,99.2,58.73333333,57.475,54.775,53.175,54.2,58.5,58.975,57.275,53.125,52.45,52.75,53.05
934,99.2,58.73333333,57.575,54.775,53.2,54.2,58.475,59.05,57.3,53.175,52.5,52.85,53.2
935,99.3,58.83333333,57.625,54.975,53.25,54.275,58.5,59.075,57.375,53.2,52.55,52.85,53.3
936,99.4,58.86666667,57.8,55,53.25,54.425,58.525,59.225,57.55,53.25,52.575,52.9,53.375
937,99.4,58.9,57.825,55.125,53.3,54.4,58.55,59.375,57.625,53.35,52.625,52.9,53.475
