S8 Irrad 1,,
S8 Irrad 1 1,"Date : 22/07/2021, 12:14:01",
Wavelength (nm),ABS,%T
888,0.247,56.6
889,0.247,56.6
890,0.247,56.6
891,0.247,56.6
892,0.246,56.8
893,0.245,56.8
894,0.245,56.9
895,0.244,57
896,0.244,57
897,0.243,57.2
898,0.243,57.2
899,0.243,57.2
900,0.244,57.1
901,0.244,57
902,0.243,57.1
903,0.243,57.2
904,0.242,57.3
905,0.242,57.3
906,0.242,57.2
907,0.242,57.3
908,0.242,57.3
909,0.241,57.4
910,0.241,57.4
911,0.241,57.4
912,0.241,57.4
913,0.241,57.4
914,0.241,57.4
915,0.24,57.6
916,0.237,57.9
917,0.238,57.8
918,0.239,57.7
919,0.237,58
920,0.238,57.8
921,0.239,57.7
922,0.239,57.7
923,0.239,57.7
924,0.239,57.7
925,0.239,57.7
926,0.239,57.7
927,0.239,57.7
928,0.239,57.7
929,0.239,57.7
930,0.239,57.7
931,0.239,57.7
932,0.238,57.8
933,0.238,57.8
934,0.236,58.1
935,0.235,58.2
936,0.235,58.2
937,0.235,58.2
938,0.234,58.3
939,0.235,58.3
940,0.235,58.3
941,0.235,58.3
942,0.234,58.3
943,0.234,58.3
944,0.234,58.3
945,0.234,58.3
946,0.234,58.4
947,0.234,58.4
948,0.233,58.5
949,0.233,58.5
950,0.24,57.6
951,0.249,56.4
952,0.251,56.1
953,0.251,56.1
954,0.255,55.6
955,0.255,55.6
956,0.257,55.3
957,0.261,54.8
958,0.262,54.7
959,0.264,54.4
960,0.265,54.3
961,0.266,54.3
962,0.267,54.1
963,0.267,54
964,0.268,53.9
965,0.27,53.7
966,0.272,53.5
967,0.274,53.2
968,0.275,53.1
969,0.276,52.9
970,0.281,52.4
971,0.283,52.1
972,0.281,52.3
973,0.28,52.5
974,0.28,52.5
975,0.28,52.5
976,0.279,52.6
977,0.278,52.7
978,0.278,52.7
979,0.275,53.1
980,0.266,54.2
981,0.257,55.3
982,0.247,56.6
983,0.245,56.9
984,0.243,57.2
985,0.251,56.2
986,0.255,55.5
987,0.263,54.6
988,0.266,54.2
989,0.269,53.9
990,0.269,53.9
991,0.269,53.8
992,0.268,53.9
993,0.261,54.8
994,0.245,56.9
995,0.242,57.3
996,0.241,57.4
997,0.239,57.7
998,0.239,57.7
999,0.244,57.1
"1,000.00",0.246,56.8
"1,001.00",0.252,56
"1,002.00",0.253,55.8
"1,003.00",0.256,55.5
"1,004.00",0.256,55.5
"1,005.00",0.256,55.4
"1,006.00",0.258,55.2
"1,007.00",0.258,55.2
"1,008.00",0.258,55.2
"1,009.00",0.259,55.1
"1,010.00",0.258,55.2
"1,011.00",0.258,55.2
"1,012.00",0.256,55.5
"1,013.00",0.255,55.6
"1,014.00",0.252,56
"1,015.00",0.25,56.2
"1,016.00",0.253,55.8
"1,017.00",0.253,55.8
"1,018.00",0.253,55.8
"1,019.00",0.254,55.8
"1,020.00",0.255,55.6
"1,021.00",0.256,55.4
"1,022.00",0.258,55.2
"1,023.00",0.26,55
"1,024.00",0.264,54.4
"1,025.00",0.266,54.2
"1,026.00",0.266,54.2
"1,027.00",0.266,54.2
"1,028.00",0.268,54
"1,029.00",0.269,53.9
"1,030.00",0.27,53.7
"1,031.00",0.27,53.7
"1,032.00",0.27,53.7
"1,033.00",0.272,53.5
"1,034.00",0.273,53.3
"1,035.00",0.274,53.3
"1,036.00",0.274,53.2
"1,037.00",0.274,53.2
"1,038.00",0.276,53
"1,039.00",0.276,52.9
"1,040.00",0.28,52.5
"1,041.00",0.281,52.4
"1,042.00",0.284,52
"1,043.00",0.287,51.6
"1,044.00",0.287,51.6
"1,045.00",0.289,51.4
"1,046.00",0.289,51.4
"1,047.00",0.289,51.4
"1,048.00",0.289,51.4
"1,049.00",0.289,51.4
"1,050.00",0.289,51.4
"1,051.00",0.288,51.5
"1,052.00",0.288,51.5
"1,053.00",0.289,51.5
"1,054.00",0.29,51.3
"1,055.00",0.29,51.3
"1,056.00",0.291,51.2
"1,057.00",0.293,50.9
"1,058.00",0.295,50.7
"1,059.00",0.3,50.2
"1,060.00",0.311,48.8
"1,061.00",0.312,48.8
"1,062.00",0.313,48.6
"1,063.00",0.314,48.6
"1,064.00",0.32,47.8
"1,065.00",0.321,47.8
"1,066.00",0.32,47.8
"1,067.00",0.319,48
"1,068.00",0.319,48
"1,069.00",0.32,47.8
"1,070.00",0.324,47.4
"1,071.00",0.324,47.4
"1,072.00",0.326,47.2
"1,073.00",0.326,47.2
"1,074.00",0.326,47.2
"1,075.00",0.329,46.9
"1,076.00",0.331,46.6
"1,077.00",0.333,46.4
"1,078.00",0.333,46.4
"1,079.00",0.337,46
"1,080.00",0.337,46
"1,081.00",0.337,46
"1,082.00",0.337,46
"1,083.00",0.337,46
"1,084.00",0.338,46
"1,085.00",0.338,46
"1,086.00",0.337,46
"1,087.00",0.336,46.1
"1,088.00",0.336,46.1
"1,089.00",0.336,46.1
"1,090.00",0.337,46
"1,091.00",0.339,45.9
"1,092.00",0.34,45.7
"1,093.00",0.342,45.5
"1,094.00",0.341,45.6
"1,095.00",0.339,45.8
"1,096.00",0.331,46.7
"1,097.00",0.335,46.2
"1,098.00",0.336,46.1
"1,099.00",0.353,44.3
"1,100.00",0.217,60.7
,,
,,
S8 Irrad 4,,
S8 Irrad 4 1,"Date : 22/07/2021, 12:46:16",
Wavelength (nm),ABS,%T
190.00,2.182,0.7
191.00,2.241,0.6
192.00,2.296,0.5
193.00,2.35,0.4
194.00,2.426,0.4
195.00,2.476,0.3
196.00,2.562,0.3
197.00,2.57,0.3
198.00,2.612,0.2
199.00,2.624,0.2
200.00,2.611,0.2
201.00,2.628,0.2
202.00,2.636,0.2
203.00,2.652,0.2
204.00,2.664,0.2
205.00,2.722,0.2
206.00,2.783,0.2
207.00,2.781,0.2
208.00,2.792,0.2
209.00,2.807,0.2
210.00,2.803,0.2
211.00,2.806,0.2
212.00,2.812,0.2
213.00,2.812,0.2
214.00,2.815,0.2
215.00,3,0.1
216.00,3,0
217.00,3,0
218.00,3,0
219.00,3,0
220.00,3,0
221.00,3,0
222.00,3,0
223.00,3,0
224.00,3,0.1
225.00,2.981,0.1
226.00,2.943,0.1
227.00,2.902,0.1
228.00,2.846,0.1
229.00,2.795,0.2
230.00,2.739,0.2
231.00,2.669,0.2
232.00,2.581,0.3
233.00,2.491,0.3
234.00,2.411,0.4
235.00,2.33,0.5
236.00,2.258,0.6
237.00,2.189,0.6
238.00,2.125,0.8
239.00,2.06,0.9
240.00,1.993,1
241.00,1.931,1.2
242.00,1.879,1.3
243.00,1.838,1.5
244.00,1.8,1.6
245.00,1.754,1.8
246.00,1.699,2
247.00,1.648,2.2
248.00,1.615,2.4
249.00,1.587,2.6
250.00,1.558,2.8
251.00,1.521,3
252.00,1.482,3.3
253.00,1.447,3.6
254.00,1.418,3.8
255.00,1.389,4.1
256.00,1.362,4.3
257.00,1.333,4.6
258.00,1.307,4.9
259.00,1.281,5.2
260.00,1.258,5.5
261.00,1.246,5.7
262.00,1.237,5.8
263.00,1.227,5.9
264.00,1.217,6.1
265.00,1.206,6.2
266.00,1.194,6.4
267.00,1.184,6.5
268.00,1.177,6.6
269.00,1.173,6.7
270.00,1.169,6.8
271.00,1.164,6.9
272.00,1.16,6.9
273.00,1.159,6.9
274.00,1.162,6.9
275.00,1.162,6.9
276.00,1.162,6.9
277.00,1.161,6.9
278.00,1.161,6.9
279.00,1.162,6.9
280.00,1.162,6.9
281.00,1.163,6.9
282.00,1.163,6.9
283.00,1.164,6.8
284.00,1.168,6.8
285.00,1.173,6.7
286.00,1.173,6.7
287.00,1.175,6.7
288.00,1.178,6.6
289.00,1.178,6.6
290.00,1.178,6.6
291.00,1.178,6.6
292.00,1.181,6.6
293.00,1.182,6.6
294.00,1.183,6.6
295.00,1.183,6.6
296.00,1.183,6.6
297.00,1.182,6.6
298.00,1.182,6.6
299.00,1.183,6.6
300.00,1.185,6.5
301.00,1.185,6.5
302.00,1.184,6.5
303.00,1.181,6.6
304.00,1.178,6.6
305.00,1.176,6.7
306.00,1.17,6.8
307.00,1.165,6.8
308.00,1.157,7
309.00,1.15,7.1
310.00,1.146,7.1
311.00,1.144,7.2
312.00,1.138,7.3
313.00,1.131,7.4
314.00,1.121,7.6
315.00,1.116,7.7
316.00,1.113,7.7
317.00,1.105,7.8
318.00,1.094,8
319.00,1.086,8.2
320.00,1.078,8.4
321.00,1.068,8.6
322.00,1.053,8.8
323.00,1.042,9.1
324.00,1.036,9.2
325.00,1.03,9.3
326.00,1.025,9.4
327.00,1.016,9.6
328.00,1.006,9.9
329.00,0.995,10.1
330.00,0.983,10.4
331.00,0.972,10.7
332.00,0.962,10.9
333.00,0.956,11.1
334.00,0.949,11.2
335.00,0.942,11.4
336.00,0.931,11.7
337.00,0.921,12
338.00,0.913,12.2
339.00,0.904,12.5
340.00,0.894,12.8
341.00,0.883,13.1
342.00,0.872,13.4
343.00,0.865,13.7
344.00,0.861,13.8
345.00,0.858,13.9
346.00,0.85,14.1
347.00,0.84,14.4
348.00,0.831,14.8
349.00,0.823,15
350.00,0.814,15.3
351.00,0.806,15.6
352.00,0.797,16
353.00,0.79,16.2
354.00,0.785,16.4
355.00,0.778,16.7
356.00,0.775,16.8
357.00,0.772,16.9
358.00,0.764,17.2
359.00,0.755,17.6
360.00,0.753,17.6
361.00,0.753,17.6
362.00,0.754,17.6
363.00,0.753,17.7
364.00,0.744,18
365.00,0.737,18.3
366.00,0.731,18.6
367.00,0.725,18.8
368.00,0.72,19.1
369.00,0.714,19.3
370.00,0.709,19.5
371.00,0.705,19.7
372.00,0.7,19.9
373.00,0.695,20.2
374.00,0.688,20.5
375.00,0.686,20.6
376.00,0.686,20.6
377.00,0.686,20.6
378.00,0.686,20.6
379.00,0.685,20.6
380.00,0.679,21
381.00,0.672,21.3
382.00,0.669,21.4
383.00,0.668,21.5
384.00,0.665,21.6
385.00,0.664,21.7
386.00,0.662,21.8
387.00,0.659,21.9
388.00,0.657,22
389.00,0.649,22.4
390.00,0.635,23.2
391.00,0.629,23.5
392.00,0.627,23.6
393.00,0.627,23.6
394.00,0.623,23.8
395.00,0.621,23.9
396.00,0.617,24.2
397.00,0.612,24.4
398.00,0.61,24.6
399.00,0.607,24.7
400.00,0.603,24.9
401.00,0.601,25.1
402.00,0.598,25.3
403.00,0.596,25.4
404.00,0.594,25.4
405.00,0.594,25.5
406.00,0.591,25.6
407.00,0.588,25.8
408.00,0.586,25.9
409.00,0.583,26.1
410.00,0.582,26.2
411.00,0.58,26.3
412.00,0.577,26.5
413.00,0.575,26.6
414.00,0.572,26.8
415.00,0.571,26.9
416.00,0.568,27
417.00,0.566,27.2
418.00,0.563,27.4
419.00,0.56,27.6
420.00,0.558,27.7
421.00,0.557,27.7
422.00,0.557,27.7
423.00,0.556,27.8
424.00,0.554,27.9
425.00,0.553,28
426.00,0.552,28
427.00,0.551,28.1
428.00,0.548,28.3
429.00,0.547,28.4
430.00,0.545,28.5
431.00,0.545,28.5
432.00,0.542,28.7
433.00,0.539,28.9
434.00,0.538,29
435.00,0.537,29
436.00,0.535,29.2
437.00,0.533,29.3
438.00,0.532,29.4
439.00,0.53,29.5
440.00,0.529,29.6
441.00,0.527,29.7
442.00,0.526,29.8
443.00,0.525,29.8
444.00,0.522,30
445.00,0.52,30.2
446.00,0.519,30.3
447.00,0.516,30.5
448.00,0.516,30.5
449.00,0.515,30.5
450.00,0.515,30.6
451.00,0.512,30.8
452.00,0.511,30.8
453.00,0.51,30.9
454.00,0.509,31
455.00,0.507,31.1
456.00,0.504,31.3
457.00,0.502,31.5
458.00,0.499,31.7
459.00,0.497,31.9
460.00,0.496,31.9
461.00,0.496,31.9
462.00,0.496,31.9
463.00,0.494,32
464.00,0.493,32.1
465.00,0.492,32.2
466.00,0.49,32.4
467.00,0.488,32.5
468.00,0.488,32.5
469.00,0.487,32.6
470.00,0.484,32.8
471.00,0.482,32.9
472.00,0.48,33.1
473.00,0.479,33.2
474.00,0.478,33.2
475.00,0.476,33.4
476.00,0.474,33.6
477.00,0.473,33.7
478.00,0.47,33.9
479.00,0.468,34
480.00,0.466,34.2
481.00,0.462,34.5
482.00,0.457,34.9
483.00,0.454,35.1
484.00,0.456,35
485.00,0.46,34.7
486.00,0.46,34.7
487.00,0.458,34.8
488.00,0.458,34.8
489.00,0.458,34.9
490.00,0.454,35.1
491.00,0.452,35.3
492.00,0.453,35.2
493.00,0.454,35.2
494.00,0.453,35.3
495.00,0.448,35.7
496.00,0.446,35.8
497.00,0.446,35.8
498.00,0.446,35.8
499.00,0.444,36
500.00,0.443,36
501.00,0.441,36.2
502.00,0.439,36.4
503.00,0.438,36.5
504.00,0.436,36.7
505.00,0.435,36.8
506.00,0.433,36.9
507.00,0.431,37
508.00,0.43,37.1
509.00,0.429,37.3
510.00,0.427,37.4
511.00,0.426,37.5
512.00,0.426,37.5
513.00,0.426,37.5
514.00,0.425,37.6
515.00,0.424,37.7
516.00,0.421,38
517.00,0.419,38.1
518.00,0.42,38.1
519.00,0.421,38
520.00,0.42,38
521.00,0.418,38.2
522.00,0.417,38.3
523.00,0.414,38.6
524.00,0.412,38.7
525.00,0.408,39
526.00,0.406,39.3
527.00,0.405,39.3
528.00,0.41,38.9
529.00,0.414,38.5
530.00,0.414,38.5
531.00,0.41,38.9
532.00,0.408,39.1
533.00,0.409,39
534.00,0.409,39
535.00,0.407,39.1
536.00,0.406,39.3
537.00,0.405,39.4
538.00,0.402,39.6
539.00,0.399,39.9
540.00,0.398,40
541.00,0.4,39.8
542.00,0.405,39.4
543.00,0.405,39.4
544.00,0.404,39.5
545.00,0.402,39.6
546.00,0.401,39.7
547.00,0.401,39.7
548.00,0.401,39.7
549.00,0.399,39.9
550.00,0.398,40
551.00,0.396,40.1
552.00,0.396,40.2
553.00,0.396,40.2
554.00,0.396,40.2
555.00,0.396,40.2
556.00,0.395,40.3
557.00,0.394,40.3
558.00,0.394,40.4
559.00,0.392,40.5
560.00,0.389,40.8
561.00,0.388,40.9
562.00,0.387,41
563.00,0.385,41.2
564.00,0.383,41.4
565.00,0.383,41.4
566.00,0.384,41.3
567.00,0.386,41.2
568.00,0.386,41.2
569.00,0.384,41.3
570.00,0.383,41.4
571.00,0.383,41.4
572.00,0.384,41.3
573.00,0.384,41.3
574.00,0.384,41.3
575.00,0.386,41.2
576.00,0.386,41.1
577.00,0.387,41
578.00,0.387,41
579.00,0.387,41
580.00,0.386,41.1
581.00,0.386,41.1
582.00,0.386,41.1
583.00,0.386,41.1
584.00,0.386,41.1
585.00,0.386,41.2
586.00,0.386,41.2
587.00,0.385,41.2
588.00,0.385,41.2
589.00,0.385,41.2
590.00,0.385,41.2
591.00,0.385,41.2
592.00,0.385,41.2
593.00,0.385,41.2
594.00,0.385,41.3
595.00,0.384,41.3
596.00,0.385,41.2
597.00,0.387,41
598.00,0.388,41
599.00,0.388,40.9
600.00,0.388,41
601.00,0.387,41
602.00,0.385,41.2
603.00,0.385,41.2
604.00,0.385,41.2
605.00,0.387,41
606.00,0.388,41
607.00,0.389,40.9
608.00,0.388,40.9
609.00,0.388,40.9
610.00,0.389,40.8
611.00,0.39,40.7
612.00,0.391,40.7
613.00,0.391,40.7
614.00,0.391,40.6
615.00,0.391,40.6
616.00,0.391,40.6
617.00,0.391,40.6
618.00,0.391,40.6
619.00,0.391,40.6
620.00,0.391,40.6
621.00,0.391,40.6
622.00,0.391,40.7
623.00,0.391,40.7
624.00,0.39,40.7
625.00,0.39,40.7
626.00,0.39,40.7
627.00,0.392,40.6
628.00,0.393,40.5
629.00,0.393,40.5
630.00,0.393,40.5
631.00,0.393,40.4
632.00,0.393,40.4
633.00,0.393,40.5
634.00,0.393,40.4
635.00,0.393,40.4
636.00,0.394,40.4
637.00,0.394,40.4
638.00,0.394,40.4
639.00,0.394,40.4
640.00,0.394,40.4
641.00,0.394,40.4
642.00,0.394,40.4
643.00,0.394,40.4
644.00,0.394,40.4
645.00,0.394,40.4
646.00,0.394,40.4
647.00,0.393,40.4
648.00,0.393,40.5
649.00,0.393,40.5
650.00,0.393,40.5
651.00,0.393,40.5
652.00,0.393,40.5
653.00,0.393,40.5
654.00,0.393,40.5
655.00,0.393,40.5
656.00,0.392,40.5
657.00,0.392,40.5
658.00,0.391,40.7
659.00,0.391,40.7
660.00,0.391,40.6
661.00,0.392,40.5
662.00,0.392,40.5
663.00,0.392,40.5
664.00,0.392,40.5
665.00,0.392,40.6
666.00,0.39,40.7
667.00,0.39,40.7
668.00,0.39,40.8
669.00,0.389,40.8
670.00,0.389,40.8
671.00,0.389,40.8
672.00,0.389,40.8
673.00,0.389,40.9
674.00,0.388,40.9
675.00,0.388,40.9
676.00,0.387,41
677.00,0.386,41.1
678.00,0.385,41.2
679.00,0.384,41.3
680.00,0.384,41.3
681.00,0.384,41.3
682.00,0.384,41.3
683.00,0.385,41.3
684.00,0.384,41.3
685.00,0.383,41.4
686.00,0.381,41.5
687.00,0.381,41.6
688.00,0.381,41.6
689.00,0.38,41.6
690.00,0.38,41.7
691.00,0.379,41.7
692.00,0.379,41.8
693.00,0.377,42
694.00,0.377,42
695.00,0.375,42.1
696.00,0.373,42.3
697.00,0.372,42.4
698.00,0.371,42.6
699.00,0.371,42.6
700.00,0.371,42.6
701.00,0.372,42.5
702.00,0.372,42.5
703.00,0.371,42.5
704.00,0.371,42.6
705.00,0.37,42.7
706.00,0.369,42.8
707.00,0.367,42.9
708.00,0.366,43
709.00,0.365,43.1
710.00,0.365,43.2
711.00,0.364,43.2
712.00,0.363,43.3
713.00,0.362,43.4
714.00,0.361,43.5
715.00,0.361,43.5
716.00,0.361,43.6
717.00,0.361,43.6
718.00,0.36,43.6
719.00,0.36,43.6
720.00,0.359,43.7
721.00,0.359,43.8
722.00,0.357,43.9
723.00,0.357,44
724.00,0.356,44
725.00,0.355,44.2
726.00,0.353,44.3
727.00,0.353,44.3
728.00,0.352,44.4
729.00,0.352,44.5
730.00,0.351,44.6
731.00,0.349,44.7
732.00,0.347,44.9
733.00,0.347,44.9
734.00,0.347,45
735.00,0.345,45.2
736.00,0.344,45.3
737.00,0.343,45.4
738.00,0.343,45.4
739.00,0.342,45.4
740.00,0.341,45.6
741.00,0.339,45.8
742.00,0.338,45.9
743.00,0.338,45.9
744.00,0.337,46
745.00,0.336,46.2
746.00,0.334,46.3
747.00,0.334,46.4
748.00,0.333,46.4
749.00,0.333,46.5
750.00,0.332,46.6
751.00,0.33,46.8
752.00,0.33,46.8
753.00,0.327,47.1
754.00,0.327,47
755.00,0.328,47
756.00,0.328,47
757.00,0.328,47
758.00,0.326,47.2
759.00,0.325,47.3
760.00,0.325,47.4
761.00,0.322,47.6
762.00,0.322,47.6
763.00,0.321,47.7
764.00,0.317,48.2
765.00,0.317,48.2
766.00,0.317,48.2
767.00,0.317,48.2
768.00,0.316,48.3
769.00,0.316,48.3
770.00,0.315,48.4
771.00,0.315,48.4
772.00,0.315,48.4
773.00,0.315,48.5
774.00,0.314,48.5
775.00,0.313,48.6
776.00,0.313,48.7
777.00,0.313,48.6
778.00,0.313,48.6
779.00,0.312,48.7
780.00,0.311,48.8
781.00,0.311,48.9
782.00,0.311,48.9
783.00,0.309,49
784.00,0.308,49.2
785.00,0.306,49.4
786.00,0.306,49.4
787.00,0.304,49.6
788.00,0.303,49.8
789.00,0.3,50.1
790.00,0.3,50.1
791.00,0.299,50.2
792.00,0.299,50.3
793.00,0.299,50.3
794.00,0.299,50.3
795.00,0.299,50.3
796.00,0.298,50.3
797.00,0.297,50.4
798.00,0.297,50.4
799.00,0.297,50.5
800.00,0.295,50.7
801.00,0.293,50.9
802.00,0.293,51
803.00,0.291,51.2
804.00,0.29,51.3
805.00,0.288,51.5
806.00,0.287,51.6
807.00,0.287,51.7
808.00,0.285,51.9
809.00,0.284,51.9
810.00,0.284,51.9
811.00,0.284,52
812.00,0.284,52
813.00,0.284,52
814.00,0.282,52.3
815.00,0.282,52.3
816.00,0.282,52.3
817.00,0.279,52.6
818.00,0.278,52.7
819.00,0.278,52.7
820.00,0.278,52.8
821.00,0.276,52.9
822.00,0.27,53.7
823.00,0.264,54.4
824.00,0.264,54.4
825.00,0.268,54
826.00,0.271,53.6
827.00,0.271,53.6
828.00,0.271,53.6
829.00,0.272,53.5
830.00,0.272,53.5
831.00,0.272,53.4
832.00,0.272,53.5
833.00,0.271,53.6
834.00,0.267,54
835.00,0.265,54.3
836.00,0.266,54.1
837.00,0.267,54
838.00,0.267,54
839.00,0.267,54
840.00,0.266,54.2
841.00,0.266,54.2
842.00,0.266,54.2
843.00,0.266,54.2
844.00,0.266,54.2
845.00,0.265,54.3
846.00,0.265,54.3
847.00,0.265,54.3
848.00,0.264,54.4
849.00,0.265,54.4
850.00,0.26,54.9
851.00,0.261,54.9
852.00,0.262,54.6
853.00,0.261,54.8
854.00,0.258,55.2
855.00,0.258,55.2
856.00,0.258,55.2
857.00,0.257,55.3
858.00,0.257,55.3
859.00,0.257,55.3
860.00,0.258,55.2
861.00,0.258,55.3
862.00,0.257,55.4
863.00,0.257,55.4
864.00,0.256,55.4
865.00,0.256,55.5
866.00,0.258,55.3
867.00,0.258,55.3
868.00,0.256,55.5
869.00,0.254,55.8
870.00,0.254,55.7
871.00,0.254,55.7
872.00,0.254,55.7
873.00,0.254,55.7
874.00,0.253,55.9
875.00,0.253,55.9
876.00,0.252,56
877.00,0.252,56
878.00,0.252,56
879.00,0.251,56.1
880.00,0.251,56.1
881.00,0.247,56.6
882.00,0.244,57
883.00,0.247,56.6
884.00,0.248,56.5
885.00,0.247,56.6
886.00,0.247,56.6
887.00,0.248,56.5
888.00,0.248,56.5
889.00,0.248,56.5
890.00,0.247,56.6
891.00,0.246,56.7
892.00,0.246,56.8
893.00,0.245,56.9
894.00,0.245,56.9
895.00,0.244,57
896.00,0.243,57.1
897.00,0.243,57.1
898.00,0.243,57.1
899.00,0.243,57.1
900.00,0.243,57.1
901.00,0.243,57.2
902.00,0.242,57.3
903.00,0.242,57.3
904.00,0.241,57.4
905.00,0.241,57.5
906.00,0.241,57.3
907.00,0.242,57.3
908.00,0.242,57.2
909.00,0.242,57.3
910.00,0.24,57.6
911.00,0.239,57.6
912.00,0.239,57.6
913.00,0.239,57.6
914.00,0.239,57.7
915.00,0.238,57.7
916.00,0.238,57.9
917.00,0.236,58.1
918.00,0.237,58
919.00,0.237,57.9
920.00,0.236,58
921.00,0.236,58
922.00,0.236,58
923.00,0.236,58.1
924.00,0.236,58.1
925.00,0.235,58.2
926.00,0.234,58.4
927.00,0.234,58.3
928.00,0.234,58.3
929.00,0.234,58.3
930.00,0.234,58.3
931.00,0.235,58.2
932.00,0.235,58.2
933.00,0.234,58.3
934.00,0.234,58.3
935.00,0.234,58.3
936.00,0.234,58.3
937.00,0.233,58.4
938.00,0.232,58.6
939.00,0.232,58.7
940.00,0.232,58.6
941.00,0.233,58.5
942.00,0.232,58.6
943.00,0.232,58.6
944.00,0.231,58.7
945.00,0.231,58.7
946.00,0.231,58.7
947.00,0.231,58.8
948.00,0.231,58.8
949.00,0.229,59
950.00,0.237,57.9
951.00,0.246,56.8
952.00,0.251,56.1
953.00,0.251,56.1
954.00,0.251,56.1
955.00,0.251,56.1
956.00,0.254,55.7
957.00,0.257,55.3
958.00,0.26,55
959.00,0.261,54.9
960.00,0.263,54.6
961.00,0.265,54.3
962.00,0.266,54.2
963.00,0.266,54.2
964.00,0.268,54
965.00,0.268,53.9
966.00,0.269,53.8
967.00,0.272,53.5
968.00,0.272,53.4
969.00,0.276,53
970.00,0.279,52.7
971.00,0.281,52.4
972.00,0.28,52.5
973.00,0.28,52.5
974.00,0.279,52.5
975.00,0.277,52.9
976.00,0.276,53
977.00,0.275,53.1
978.00,0.274,53.2
979.00,0.269,53.8
980.00,0.258,55.2
981.00,0.249,56.3
982.00,0.249,56.3
983.00,0.244,57.1
984.00,0.246,56.8
985.00,0.247,56.6
986.00,0.249,56.3
987.00,0.258,55.2
988.00,0.263,54.5
989.00,0.267,54.1
990.00,0.268,54
991.00,0.268,54
992.00,0.266,54.3
993.00,0.259,55.1
994.00,0.252,56
995.00,0.248,56.5
996.00,0.245,56.8
997.00,0.241,57.3
998.00,0.24,57.5
999.00,0.241,57.4
"1,000.00",0.245,56.9
"1,001.00",0.248,56.5
"1,002.00",0.249,56.4
"1,003.00",0.253,55.8
"1,004.00",0.255,55.6
"1,005.00",0.255,55.6
"1,006.00",0.255,55.6
"1,007.00",0.255,55.6
"1,008.00",0.255,55.6
"1,009.00",0.256,55.5
"1,010.00",0.256,55.5
"1,011.00",0.256,55.5
"1,012.00",0.255,55.6
"1,013.00",0.254,55.7
"1,014.00",0.254,55.7
"1,015.00",0.254,55.8
"1,016.00",0.253,55.8
"1,017.00",0.254,55.7
"1,018.00",0.254,55.7
"1,019.00",0.255,55.7
"1,020.00",0.255,55.6
"1,021.00",0.257,55.3
"1,022.00",0.259,55
"1,023.00",0.262,54.7
"1,024.00",0.262,54.7
"1,025.00",0.263,54.6
"1,026.00",0.263,54.6
"1,027.00",0.264,54.4
"1,028.00",0.265,54.3
"1,029.00",0.267,54
"1,030.00",0.268,54
"1,031.00",0.268,54
"1,032.00",0.269,53.8
"1,033.00",0.27,53.7
"1,034.00",0.272,53.5
"1,035.00",0.271,53.5
"1,036.00",0.273,53.3
"1,037.00",0.275,53.1
"1,038.00",0.277,52.9
"1,039.00",0.278,52.7
"1,040.00",0.281,52.4
"1,041.00",0.282,52.2
"1,042.00",0.286,51.8
"1,043.00",0.286,51.8
"1,044.00",0.286,51.8
"1,045.00",0.286,51.8
"1,046.00",0.286,51.7
"1,047.00",0.286,51.7
"1,048.00",0.291,51.2
"1,049.00",0.29,51.3
"1,050.00",0.289,51.3
"1,051.00",0.292,51.1
"1,052.00",0.29,51.2
"1,053.00",0.291,51.2
"1,054.00",0.29,51.2
"1,055.00",0.291,51.2
"1,056.00",0.291,51.2
"1,057.00",0.292,51.1
"1,058.00",0.299,50.2
"1,059.00",0.306,49.4
"1,060.00",0.31,49
"1,061.00",0.314,48.6
"1,062.00",0.316,48.3
"1,063.00",0.317,48.2
"1,064.00",0.316,48.3
"1,065.00",0.316,48.3
"1,066.00",0.317,48.2
"1,067.00",0.322,47.6
"1,068.00",0.322,47.6
"1,069.00",0.328,47
"1,070.00",0.328,47
"1,071.00",0.33,46.8
"1,072.00",0.33,46.8
"1,073.00",0.328,47
"1,074.00",0.326,47.2
"1,075.00",0.337,46
"1,076.00",0.339,45.9
"1,077.00",0.339,45.8
"1,078.00",0.339,45.8
"1,079.00",0.341,45.6
"1,080.00",0.336,46.1
"1,081.00",0.336,46.1
"1,082.00",0.337,46
"1,083.00",0.337,46
"1,084.00",0.339,45.8
"1,085.00",0.337,46
"1,086.00",0.337,46
"1,087.00",0.337,46.1
"1,088.00",0.337,46
"1,089.00",0.337,46
"1,090.00",0.338,45.9
"1,091.00",0.34,45.7
"1,092.00",0.34,45.7
"1,093.00",0.341,45.6
"1,094.00",0.345,45.2
"1,095.00",0.344,45.3
"1,096.00",0.348,44.9
"1,097.00",0.357,44
"1,098.00",0.357,44
"1,099.00",0.364,43.3
"1,100.00",0.274,53.2
,,
,,
S8 Irrad 4,,
S8 Irrad 4 2,"Date : 22/07/2021, 12:47:28",
Wavelength (nm),ABS,%T
190.00,2.168,0.7
191.00,2.247,0.6
192.00,2.335,0.5
193.00,2.41,0.4
194.00,2.484,0.3
195.00,2.539,0.3
196.00,2.555,0.3
197.00,2.562,0.3
198.00,2.601,0.3
199.00,2.655,0.2
200.00,2.659,0.2
201.00,2.658,0.2
202.00,2.66,0.2
203.00,2.664,0.2
204.00,2.707,0.2
205.00,2.719,0.2
206.00,2.745,0.2
