S8 Irrad 1,,
S8 Irrad 1 1,"Date : 22/07/2021, 12:14:01",
Wavelength (nm),ABS,%T
431,0.557,27.8
432,0.554,27.9
433,0.552,28
434,0.551,28.1
435,0.549,28.3
436,0.548,28.3
437,0.546,28.5
438,0.545,28.5
439,0.543,28.7
440,0.54,28.8
441,0.539,28.9
442,0.538,29
443,0.537,29
444,0.535,29.2
445,0.533,29.3
446,0.532,29.4
447,0.53,29.5
448,0.529,29.6
449,0.528,29.7
450,0.527,29.7
451,0.526,29.8
452,0.525,29.9
453,0.524,29.9
454,0.522,30.1
455,0.52,30.2
456,0.519,30.3
457,0.516,30.5
458,0.514,30.6
459,0.512,30.8
460,0.512,30.8
461,0.511,30.8
462,0.51,30.9
463,0.508,31
464,0.507,31.1
465,0.506,31.2
466,0.505,31.3
467,0.504,31.3
468,0.504,31.4
469,0.502,31.5
470,0.501,31.6
471,0.498,31.8
472,0.496,31.9
473,0.494,32.1
474,0.493,32.1
475,0.492,32.2
476,0.49,32.4
477,0.489,32.5
478,0.486,32.7
479,0.484,32.8
480,0.481,33
481,0.477,33.3
482,0.473,33.6
483,0.472,33.8
484,0.473,33.7
485,0.475,33.5
486,0.475,33.5
487,0.473,33.7
488,0.473,33.7
489,0.472,33.7
490,0.469,33.9
491,0.468,34.1
492,0.468,34.1
493,0.467,34.1
494,0.466,34.2
495,0.464,34.3
496,0.461,34.6
497,0.459,34.7
498,0.458,34.9
499,0.457,34.9
500,0.455,35.1
501,0.454,35.2
502,0.452,35.3
503,0.45,35.5
504,0.449,35.5
505,0.448,35.6
506,0.446,35.8
507,0.446,35.8
508,0.443,36.1
509,0.442,36.2
510,0.441,36.2
511,0.44,36.3
512,0.439,36.4
513,0.439,36.4
514,0.437,36.5
515,0.436,36.6
516,0.433,36.9
517,0.432,37
518,0.431,37
519,0.432,37
520,0.432,37
521,0.431,37.1
522,0.428,37.3
523,0.425,37.6
524,0.424,37.6
525,0.421,37.9
526,0.418,38.2
527,0.418,38.2
528,0.42,38.1
529,0.422,37.9
530,0.422,37.8
531,0.421,37.9
532,0.419,38.1
533,0.419,38.1
534,0.419,38.1
535,0.418,38.2
536,0.418,38.2
537,0.416,38.4
538,0.413,38.6
539,0.409,39
540,0.409,39
541,0.409,39
542,0.414,38.5
543,0.414,38.5
544,0.413,38.7
545,0.41,38.9
546,0.409,39
547,0.409,39
548,0.409,39
549,0.409,39
550,0.407,39.2
551,0.404,39.4
552,0.404,39.5
553,0.403,39.5
554,0.403,39.5
555,0.403,39.6
556,0.402,39.6
557,0.401,39.7
558,0.4,39.8
559,0.399,39.9
560,0.393,40.4
561,0.39,40.7
562,0.389,40.8
563,0.387,41
564,0.386,41.1
565,0.386,41.1
566,0.386,41.1
567,0.387,41.1
568,0.387,41
569,0.386,41.1
570,0.385,41.2
571,0.385,41.2
572,0.385,41.2
573,0.387,41.1
574,0.386,41.1
575,0.386,41.1
576,0.387,41
577,0.387,41
578,0.387,41
579,0.387,41
580,0.386,41.1
581,0.385,41.2
582,0.385,41.2
583,0.385,41.2
584,0.385,41.2
585,0.384,41.3
586,0.384,41.3
587,0.384,41.3
588,0.384,41.3
589,0.383,41.4
590,0.384,41.3
591,0.384,41.4
592,0.383,41.4
593,0.383,41.4
594,0.382,41.5
595,0.382,41.5
596,0.382,41.5
597,0.384,41.3
598,0.385,41.3
599,0.385,41.2
600,0.384,41.3
601,0.383,41.4
602,0.382,41.5
603,0.381,41.6
604,0.382,41.5
605,0.383,41.4
606,0.383,41.4
607,0.383,41.4
608,0.383,41.4
609,0.383,41.4
610,0.383,41.4
611,0.384,41.3
612,0.385,41.2
613,0.385,41.2
614,0.385,41.2
615,0.385,41.2
616,0.385,41.3
617,0.385,41.3
618,0.384,41.3
619,0.384,41.3
620,0.384,41.3
621,0.384,41.3
622,0.384,41.3
623,0.384,41.3
624,0.383,41.4
625,0.383,41.4
626,0.383,41.4
627,0.383,41.4
628,0.384,41.3
629,0.384,41.3
630,0.385,41.2
631,0.385,41.2
632,0.385,41.2
633,0.384,41.3
634,0.384,41.3
635,0.384,41.3
636,0.384,41.3
637,0.384,41.3
638,0.384,41.3
639,0.384,41.3
640,0.384,41.3
641,0.384,41.3
642,0.383,41.4
643,0.383,41.4
644,0.383,41.4
645,0.383,41.4
646,0.383,41.4
647,0.383,41.4
648,0.383,41.4
649,0.383,41.4
650,0.383,41.4
651,0.382,41.5
652,0.382,41.5
653,0.382,41.5
654,0.382,41.5
655,0.382,41.5
656,0.381,41.6
657,0.38,41.7
658,0.379,41.8
659,0.379,41.8
660,0.379,41.8
661,0.379,41.7
662,0.38,41.7
663,0.38,41.7
664,0.38,41.7
665,0.379,41.8
666,0.379,41.8
667,0.379,41.8
668,0.378,41.9
669,0.377,42
670,0.377,42
671,0.377,42
672,0.377,42
673,0.376,42
674,0.376,42.1
675,0.375,42.2
676,0.374,42.2
677,0.374,42.3
678,0.372,42.5
679,0.37,42.6
680,0.37,42.6
681,0.37,42.6
682,0.37,42.6
683,0.37,42.6
684,0.37,42.6
685,0.37,42.6
686,0.369,42.7
687,0.369,42.8
688,0.368,42.9
689,0.367,42.9
690,0.367,43
691,0.366,43
692,0.365,43.1
693,0.364,43.3
694,0.363,43.3
695,0.362,43.4
696,0.361,43.6
697,0.36,43.7
698,0.358,43.8
699,0.358,43.8
700,0.358,43.8
701,0.359,43.8
702,0.359,43.8
703,0.358,43.8
704,0.358,43.9
705,0.357,43.9
706,0.356,44
707,0.356,44
708,0.355,44.1
709,0.355,44.2
710,0.354,44.3
711,0.354,44.3
712,0.353,44.3
713,0.352,44.5
714,0.35,44.7
715,0.349,44.7
716,0.349,44.8
717,0.349,44.8
718,0.349,44.8
719,0.347,45
720,0.347,45
721,0.346,45.1
722,0.346,45.1
723,0.344,45.3
724,0.343,45.3
725,0.343,45.4
726,0.342,45.5
727,0.342,45.5
728,0.34,45.7
729,0.34,45.7
730,0.341,45.6
731,0.341,45.6
732,0.339,45.8
733,0.339,45.8
734,0.339,45.8
735,0.339,45.8
736,0.338,45.9
737,0.337,46
738,0.336,46.1
739,0.333,46.4
740,0.332,46.6
741,0.33,46.8
742,0.33,46.8
743,0.33,46.8
744,0.328,47
745,0.328,47
746,0.328,47
747,0.326,47.2
748,0.325,47.3
749,0.325,47.3
750,0.325,47.4
751,0.324,47.4
752,0.323,47.5
753,0.321,47.7
754,0.321,47.8
755,0.321,47.8
756,0.321,47.8
757,0.319,47.9
758,0.317,48.2
759,0.317,48.2
760,0.317,48.2
761,0.317,48.2
762,0.317,48.2
763,0.317,48.2
764,0.315,48.4
765,0.314,48.5
766,0.313,48.6
767,0.313,48.6
768,0.312,48.8
769,0.311,48.9
770,0.311,48.9
771,0.311,48.9
772,0.311,48.9
773,0.311,48.9
774,0.311,48.9
775,0.31,49
776,0.309,49.1
777,0.306,49.4
778,0.305,49.6
779,0.304,49.6
780,0.304,49.6
781,0.304,49.7
782,0.304,49.7
783,0.303,49.7
784,0.303,49.8
785,0.303,49.8
786,0.302,49.9
787,0.299,50.2
788,0.298,50.3
789,0.297,50.4
790,0.295,50.7
791,0.295,50.7
792,0.294,50.8
793,0.294,50.9
794,0.293,50.9
795,0.293,50.9
796,0.293,50.9
797,0.292,51
798,0.292,51.1
799,0.291,51.1
800,0.291,51.2
801,0.29,51.3
802,0.289,51.4
803,0.287,51.6
804,0.287,51.6
805,0.285,51.9
806,0.284,52
807,0.284,52
808,0.284,52
809,0.283,52.1
810,0.283,52.2
811,0.282,52.2
812,0.281,52.3
813,0.28,52.4
814,0.28,52.5
815,0.279,52.6
816,0.279,52.6
817,0.278,52.8
818,0.277,52.9
819,0.276,53
820,0.276,52.9
821,0.275,53.1
822,0.269,53.8
823,0.267,54.1
824,0.268,54
825,0.268,54
826,0.268,53.9
827,0.269,53.9
828,0.269,53.8
829,0.269,53.8
830,0.27,53.7
831,0.27,53.7
832,0.27,53.7
833,0.27,53.8
834,0.269,53.8
835,0.267,54.1
836,0.267,54.1
837,0.267,54.1
838,0.267,54
839,0.268,53.9
840,0.268,54
841,0.267,54
842,0.267,54.1
843,0.267,54.1
844,0.267,54.1
845,0.267,54
846,0.267,54.1
847,0.267,54.1
848,0.267,54.1
849,0.267,54.1
850,0.263,54.6
851,0.264,54.4
852,0.263,54.5
853,0.264,54.5
854,0.263,54.5
855,0.263,54.5
856,0.264,54.5
857,0.262,54.7
858,0.263,54.6
859,0.263,54.5
860,0.263,54.6
861,0.262,54.6
862,0.262,54.7
863,0.26,55
864,0.259,55.1
865,0.257,55.3
866,0.258,55.3
867,0.258,55.3
868,0.257,55.3
869,0.257,55.3
870,0.257,55.3
871,0.256,55.4
872,0.255,55.6
873,0.255,55.6
874,0.255,55.6
875,0.254,55.7
876,0.253,55.8
877,0.252,56
878,0.252,56
879,0.25,56.2
880,0.249,56.3
881,0.247,56.7
882,0.245,56.9
883,0.246,56.8
884,0.247,56.6
885,0.246,56.8
886,0.244,57
887,0.244,57
888,0.245,56.9
889,0.245,56.9
890,0.245,56.8
891,0.246,56.8
892,0.245,56.9
893,0.245,56.9
894,0.245,56.9
895,0.243,57.1
896,0.243,57.2
897,0.242,57.3
898,0.242,57.3
899,0.242,57.2
900,0.243,57.2
901,0.243,57.1
902,0.242,57.3
903,0.242,57.3
904,0.241,57.4
905,0.241,57.4
906,0.24,57.5
907,0.24,57.6
908,0.24,57.6
909,0.24,57.5
910,0.24,57.5
911,0.24,57.5
912,0.241,57.4
913,0.241,57.4
914,0.241,57.5
915,0.239,57.7
916,0.238,57.8
917,0.238,57.8
918,0.238,57.8
919,0.238,57.8
920,0.237,57.9
921,0.238,57.8
922,0.238,57.8
923,0.239,57.7
924,0.239,57.7
925,0.239,57.7
926,0.238,57.8
927,0.238,57.8
928,0.238,57.8
929,0.238,57.9
930,0.238,57.9
931,0.238,57.8
932,0.237,57.9
933,0.237,57.9
934,0.237,57.9
935,0.235,58.3
936,0.235,58.3
937,0.235,58.3
938,0.234,58.3
939,0.234,58.3
940,0.235,58.2
941,0.234,58.3
942,0.234,58.4
943,0.234,58.4
944,0.234,58.4
945,0.234,58.4
946,0.234,58.4
947,0.234,58.4
948,0.233,58.4
949,0.233,58.4
950,0.24,57.6
951,0.248,56.5
952,0.25,56.2
953,0.251,56.1
954,0.252,56
955,0.255,55.6
956,0.257,55.4
957,0.26,55
958,0.261,54.8
959,0.263,54.6
960,0.264,54.4
961,0.266,54.2
962,0.267,54.1
963,0.267,54.1
964,0.268,53.9
965,0.27,53.7
966,0.271,53.6
967,0.273,53.4
968,0.275,53.1
969,0.277,52.9
970,0.282,52.3
971,0.283,52.1
972,0.283,52.2
973,0.282,52.3
974,0.281,52.4
975,0.278,52.7
976,0.276,52.9
977,0.276,52.9
978,0.272,53.4
979,0.271,53.6
980,0.262,54.7
981,0.253,55.8
982,0.253,55.9
983,0.251,56.1
984,0.243,57.1
985,0.249,56.3
986,0.255,55.5
987,0.263,54.6
988,0.268,53.9
989,0.269,53.8
990,0.27,53.7
991,0.271,53.6
992,0.269,53.9
993,0.264,54.4
994,0.246,56.8
995,0.243,57.2
996,0.236,58.1
997,0.238,57.9
998,0.238,57.9
999,0.243,57.2
"1,000.00",0.246,56.8
"1,001.00",0.252,56
"1,002.00",0.255,55.6
"1,003.00",0.256,55.5
"1,004.00",0.256,55.5
"1,005.00",0.257,55.4
"1,006.00",0.257,55.4
"1,007.00",0.258,55.3
"1,008.00",0.258,55.3
"1,009.00",0.258,55.2
"1,010.00",0.258,55.2
"1,011.00",0.258,55.3
"1,012.00",0.255,55.6
"1,013.00",0.255,55.6
"1,014.00",0.254,55.8
"1,015.00",0.25,56.3
"1,016.00",0.25,56.3
"1,017.00",0.25,56.2
"1,018.00",0.252,56
"1,019.00",0.253,55.8
"1,020.00",0.253,55.8
"1,021.00",0.255,55.6
"1,022.00",0.256,55.5
"1,023.00",0.257,55.3
"1,024.00",0.262,54.7
"1,025.00",0.263,54.6
"1,026.00",0.264,54.5
"1,027.00",0.266,54.2
"1,028.00",0.267,54.1
"1,029.00",0.268,54
"1,030.00",0.268,54
"1,031.00",0.268,54
"1,032.00",0.269,53.8
"1,033.00",0.271,53.6
"1,034.00",0.273,53.4
"1,035.00",0.273,53.3
"1,036.00",0.273,53.3
"1,037.00",0.273,53.3
"1,038.00",0.274,53.2
"1,039.00",0.278,52.8
"1,040.00",0.279,52.6
"1,041.00",0.282,52.3
"1,042.00",0.285,51.8
"1,043.00",0.285,51.8
"1,044.00",0.285,51.8
"1,045.00",0.285,51.9
"1,046.00",0.285,51.9
"1,047.00",0.288,51.6
"1,048.00",0.288,51.5
"1,049.00",0.291,51.2
"1,050.00",0.289,51.4
"1,051.00",0.29,51.3
"1,052.00",0.29,51.3
"1,053.00",0.288,51.6
"1,054.00",0.288,51.6
"1,055.00",0.287,51.6
"1,056.00",0.288,51.5
"1,057.00",0.291,51.2
"1,058.00",0.295,50.8
"1,059.00",0.3,50.1
"1,060.00",0.309,49
"1,061.00",0.314,48.5
"1,062.00",0.315,48.4
"1,063.00",0.315,48.4
"1,064.00",0.316,48.3
"1,065.00",0.318,48.1
"1,066.00",0.32,47.8
"1,067.00",0.319,48
"1,068.00",0.317,48.2
"1,069.00",0.324,47.4
"1,070.00",0.323,47.5
"1,071.00",0.327,47.1
"1,072.00",0.327,47.1
"1,073.00",0.327,47.1
"1,074.00",0.326,47.2
"1,075.00",0.328,47
"1,076.00",0.329,46.9
"1,077.00",0.334,46.4
"1,078.00",0.334,46.4
"1,079.00",0.334,46.4
"1,080.00",0.338,46
"1,081.00",0.338,46
"1,082.00",0.337,46
"1,083.00",0.333,46.4
"1,084.00",0.335,46.2
"1,085.00",0.335,46.3
"1,086.00",0.334,46.4
"1,087.00",0.334,46.3
"1,088.00",0.332,46.5
"1,089.00",0.335,46.3
"1,090.00",0.336,46.1
"1,091.00",0.344,45.3
"1,092.00",0.346,45.1
"1,093.00",0.348,44.9
"1,094.00",0.348,44.9
"1,095.00",0.348,44.9
"1,096.00",0.348,44.9
"1,097.00",0.34,45.7
"1,098.00",0.344,45.3
"1,099.00",0.372,42.4
"1,100.00",0.183,65.6
,,
,,
S8 Irrad 3,,
S8 Irrad 3 4,"Date : 22/07/2021, 12:38:41",
Wavelength (nm),ABS,%T
190,2.179,0.7
191,2.205,0.6
192,2.336,0.5
193,2.379,0.4
194,2.384,0.4
195,2.426,0.4
196,2.438,0.4
197,2.516,0.3
198,2.548,0.3
199,2.553,0.3
200,2.6,0.3
201,2.607,0.2
202,2.642,0.2
203,2.701,0.2
204,2.699,0.2
205,2.718,0.2
206,2.727,0.2
207,2.76,0.2
208,2.761,0.2
209,2.761,0.2
210,2.766,0.2
211,2.766,0.2
212,2.77,0.2
213,2.775,0.2
214,2.799,0.2
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.933,0.1
225,2.813,0.2
226,2.725,0.2
227,2.652,0.2
228,2.581,0.3
229,2.521,0.3
230,2.46,0.3
231,2.394,0.4
232,2.318,0.5
233,2.24,0.6
234,2.169,0.7
235,2.1,0.8
236,2.038,0.9
237,1.982,1
238,1.928,1.2
239,1.876,1.3
240,1.823,1.5
241,1.772,1.7
242,1.728,1.9
243,1.694,2
244,1.661,2.2
245,1.624,2.4
246,1.578,2.6
247,1.538,2.9
248,1.507,3.1
249,1.48,3.3
250,1.452,3.5
251,1.42,3.8
252,1.386,4.1
253,1.357,4.4
254,1.332,4.7
255,1.307,4.9
256,1.283,5.2
257,1.258,5.5
258,1.233,5.8
259,1.211,6.2
260,1.191,6.4
261,1.178,6.6
262,1.167,6.8
263,1.156,7
264,1.146,7.1
265,1.138,7.3
266,1.128,7.4
267,1.121,7.6
268,1.115,7.7
269,1.111,7.7
270,1.107,7.8
271,1.101,7.9
272,1.099,8
273,1.099,8
274,1.101,7.9
275,1.1,7.9
276,1.099,8
277,1.099,8
278,1.099,8
279,1.1,7.9
280,1.101,7.9
281,1.101,7.9
282,1.101,7.9
283,1.103,7.9
284,1.105,7.8
285,1.106,7.8
286,1.106,7.8
287,1.107,7.8
288,1.109,7.8
289,1.11,7.8
290,1.11,7.8
291,1.112,7.7
292,1.112,7.7
293,1.114,7.7
294,1.114,7.7
295,1.114,7.7
296,1.114,7.7
297,1.115,7.7
298,1.115,7.7
299,1.117,7.6
300,1.117,7.6
301,1.115,7.7
302,1.112,7.7
303,1.112,7.7
304,1.112,7.7
305,1.108,7.8
306,1.101,7.9
307,1.093,8.1
308,1.088,8.2
309,1.082,8.3
310,1.079,8.3
311,1.075,8.4
312,1.07,8.5
313,1.064,8.6
314,1.056,8.8
315,1.052,8.9
316,1.051,8.9
317,1.043,9.1
318,1.035,9.2
319,1.027,9.4
320,1.021,9.5
321,1.012,9.7
322,0.999,10
323,0.99,10.2
324,0.986,10.3
325,0.981,10.5
326,0.974,10.6
327,0.967,10.8
328,0.959,11
329,0.95,11.2
330,0.94,11.5
331,0.93,11.7
332,0.922,12
333,0.917,12.1
334,0.911,12.3
335,0.903,12.5
336,0.894,12.8
337,0.886,13
338,0.879,13.2
339,0.871,13.4
340,0.862,13.7
341,0.853,14
342,0.844,14.3
343,0.838,14.5
344,0.834,14.6
345,0.832,14.7
346,0.825,15
347,0.816,15.3
348,0.808,15.6
349,0.802,15.8
350,0.795,16
351,0.788,16.3
352,0.78,16.6
353,0.775,16.8
354,0.768,17.1
355,0.762,17.3
356,0.762,17.3
357,0.762,17.3
358,0.761,17.4
359,0.749,17.8
360,0.747,17.9
361,0.747,17.9
362,0.745,18
363,0.736,18.4
364,0.734,18.4
365,0.731,18.6
366,0.724,18.9
367,0.719,19.1
368,0.712,19.4
369,0.706,19.7
370,0.701,19.9
371,0.698,20
372,0.695,20.2
373,0.691,20.4
374,0.687,20.6
375,0.686,20.6
376,0.686,20.6
377,0.687,20.6
378,0.685,20.6
379,0.683,20.7
380,0.678,21
381,0.673,21.2
382,0.671,21.3
383,0.67,21.4
384,0.667,21.5
385,0.666,21.6
386,0.664,21.7
387,0.661,21.8
388,0.658,22
389,0.655,22.1
390,0.643,22.8
391,0.635,23.2
392,0.631,23.4
393,0.628,23.5
394,0.625,23.7
395,0.623,23.8
396,0.619,24
397,0.616,24.2
398,0.613,24.4
399,0.611,24.5
400,0.608,24.7
401,0.606,24.8
402,0.604,24.9
403,0.602,25
404,0.602,25
405,0.6,25.1
406,0.597,25.3
407,0.596,25.4
408,0.592,25.6
409,0.59,25.7
410,0.588,25.8
411,0.586,25.9
412,0.585,26
413,0.584,26.1
414,0.582,26.2
415,0.578,26.4
416,0.576,26.5
417,0.574,26.7
418,0.572,26.8
419,0.57,26.9
420,0.568,27
421,0.567,27.1
422,0.566,27.2
423,0.564,27.3
424,0.563,27.4
425,0.562,27.4
426,0.559,27.6
427,0.559,27.6
428,0.558,27.6
429,0.557,27.8
430,0.555,27.9
431,0.553,28
432,0.551,28.1
433,0.55,28.2
434,0.548,28.3
435,0.547,28.4
436,0.547,28.4
437,0.544,28.6
438,0.543,28.7
439,0.541,28.8
440,0.539,28.9
441,0.538,29
442,0.536,29.1
443,0.536,29.1
444,0.534,29.2
445,0.533,29.3
446,0.531,29.4
447,0.53,29.5
448,0.529,29.6
449,0.527,29.7
450,0.527,29.7
451,0.525,29.9
452,0.522,30
453,0.522,30
454,0.52,30.2
455,0.52,30.2
456,0.518,30.3
457,0.516,30.5
458,0.513,30.7
459,0.511,30.8
460,0.51,30.9
461,0.509,31
462,0.508,31.1
463,0.507,31.1
464,0.505,31.3
465,0.503,31.4
466,0.502,31.4
467,0.502,31.5
468,0.501,31.6
469,0.5,31.6
470,0.498,31.8
471,0.496,31.9
472,0.493,32.2
473,0.492,32.2
474,0.491,32.3
475,0.491,32.3
476,0.488,32.5
477,0.486,32.6
478,0.485,32.7
479,0.483,32.9
480,0.481,33.1
481,0.476,33.4
482,0.472,33.7
483,0.471,33.8
484,0.472,33.7
485,0.474,33.6
486,0.474,33.6
487,0.472,33.7
488,0.472,33.8
489,0.471,33.8
490,0.468,34
491,0.466,34.2
492,0.466,34.2
493,0.466,34.2
494,0.464,34.3
495,0.461,34.6
496,0.459,34.7
497,0.459,34.8
498,0.457,34.9
499,0.455,35
500,0.454,35.1
501,0.453,35.2
502,0.451,35.4
503,0.449,35.5
504,0.448,35.6
505,0.446,35.8
506,0.446,35.8
507,0.445,35.9
508,0.442,36.1
509,0.441,36.2
510,0.44,36.3
511,0.439,36.4
512,0.438,36.4
513,0.437,36.5
514,0.435,36.7
515,0.434,36.8
516,0.431,37
517,0.431,37
518,0.431,37
519,0.431,37
520,0.43,37.1
521,0.428,37.3
522,0.427,37.4
523,0.424,37.7
524,0.424,37.7
525,0.421,37.9
526,0.418,38.2
527,0.417,38.3
528,0.419,38.1
529,0.421,37.9
530,0.421,37.9
531,0.42,38
532,0.417,38.2
533,0.418,38.2
534,0.417,38.2
535,0.417,38.3
536,0.417,38.3
537,0.415,38.5
538,0.41,38.9
539,0.407,39.2
540,0.406,39.2
541,0.407,39.2
542,0.408,39.1
543,0.41,38.9
544,0.41,38.9
545,0.409,39
546,0.408,39.1
547,0.408,39.1
548,0.408,39.1
549,0.407,39.1
550,0.405,39.4
551,0.402,39.6
552,0.402,39.6
553,0.402,39.7
554,0.402,39.7
555,0.401,39.7
556,0.4,39.8
557,0.399,39.9
558,0.398,40
559,0.397,40.1
560,0.392,40.5
561,0.39,40.8
562,0.389,40.8
563,0.387,41
564,0.386,41.1
565,0.386,41.1
566,0.387,41.1
567,0.387,41
568,0.386,41.1
569,0.386,41.1
570,0.385,41.2
571,0.385,41.2
572,0.385,41.2
573,0.385,41.2
574,0.385,41.2
575,0.385,41.2
576,0.386,41.2
577,0.386,41.2
578,0.386,41.1
579,0.386,41.1
580,0.385,41.2
581,0.384,41.3
582,0.384,41.3
583,0.383,41.4
584,0.383,41.4
585,0.383,41.4
586,0.383,41.4
587,0.383,41.4
588,0.383,41.4
589,0.382,41.5
590,0.382,41.5
591,0.382,41.5
592,0.382,41.5
593,0.381,41.6
594,0.381,41.6
595,0.38,41.7
596,0.381,41.6
597,0.382,41.5
598,0.383,41.4
599,0.383,41.4
600,0.383,41.4
601,0.382,41.5
602,0.38,41.7
603,0.378,41.8
604,0.379,41.8
605,0.381,41.6
606,0.381,41.6
607,0.383,41.4
608,0.382,41.5
609,0.382,41.5
610,0.382,41.5
611,0.382,41.5
612,0.383,41.4
613,0.383,41.4
614,0.383,41.4
615,0.383,41.4
616,0.383,41.4
617,0.382,41.5
618,0.382,41.5
619,0.382,41.5
620,0.382,41.5
621,0.382,41.5
622,0.382,41.5
623,0.382,41.5
624,0.381,41.6
625,0.381,41.6
626,0.381,41.6
627,0.382,41.5
628,0.382,41.5
629,0.383,41.4
630,0.383,41.4
631,0.382,41.5
632,0.382,41.5
633,0.382,41.5
634,0.382,41.5
635,0.382,41.5
636,0.382,41.5
637,0.382,41.5
638,0.382,41.5
639,0.382,41.5
640,0.382,41.5
641,0.382,41.5
642,0.381,41.6
643,0.381,41.6
644,0.381,41.6
645,0.381,41.6
646,0.381,41.6
647,0.381,41.6
648,0.38,41.7
649,0.38,41.7
650,0.38,41.7
651,0.379,41.7
652,0.379,41.7
653,0.379,41.7
654,0.379,41.8
655,0.378,41.9
656,0.378,41.9
657,0.377,42
658,0.376,42.1
659,0.376,42.1
660,0.376,42
661,0.377,42
662,0.378,41.9
663,0.378,41.9
664,0.377,42
665,0.377,42
666,0.375,42.1
667,0.375,42.2
668,0.374,42.2
669,0.374,42.3
670,0.374,42.3
671,0.374,42.3
672,0.374,42.3
673,0.374,42.3
674,0.373,42.3
675,0.373,42.4
676,0.371,42.5
677,0.371,42.5
678,0.37,42.7
679,0.368,42.8
680,0.368,42.8
681,0.368,42.8
682,0.368,42.8
683,0.368,42.8
684,0.368,42.9
685,0.367,43
686,0.366,43
687,0.365,43.1
688,0.365,43.2
689,0.364,43.2
690,0.364,43.3
691,0.363,43.3
692,0.363,43.4
693,0.361,43.5
694,0.361,43.6
695,0.36,43.7
696,0.358,43.8
697,0.357,43.9
698,0.356,44
699,0.356,44
700,0.356,44
701,0.356,44
702,0.356,44
703,0.356,44.1
704,0.355,44.1
705,0.355,44.2
706,0.354,44.2
707,0.353,44.4
708,0.352,44.4
709,0.351,44.6
710,0.351,44.6
711,0.35,44.7
712,0.349,44.8
713,0.348,44.8
714,0.347,45
715,0.346,45.1
716,0.345,45.2
717,0.345,45.2
718,0.345,45.2
719,0.345,45.2
720,0.344,45.3
721,0.344,45.3
722,0.343,45.4
723,0.342,45.5
724,0.341,45.6
725,0.34,45.7
726,0.338,45.9
727,0.338,45.9
728,0.338,45.9
729,0.337,46
730,0.337,46
731,0.337,46.1
732,0.335,46.2
733,0.335,46.2
734,0.334,46.4
735,0.334,46.4
736,0.332,46.6
737,0.332,46.6
738,0.33,46.8
739,0.329,46.9
740,0.328,46.9
741,0.328,47
742,0.328,47
743,0.328,47
744,0.327,47.1
745,0.326,47.2
746,0.325,47.3
747,0.324,47.4
748,0.323,47.5
749,0.323,47.6
750,0.32,47.9
751,0.32,47.9
752,0.319,47.9
753,0.319,47.9
754,0.319,47.9
755,0.319,47.9
756,0.318,48.1
757,0.317,48.2
758,0.317,48.2
759,0.316,48.3
760,0.316,48.3
761,0.315,48.4
762,0.315,48.4
763,0.315,48.5
764,0.313,48.6
765,0.312,48.8
766,0.31,49
767,0.31,48.9
768,0.31,48.9
769,0.31,48.9
770,0.31,48.9
771,0.31,49
772,0.309,49
773,0.308,49.1
774,0.308,49.2
775,0.305,49.5
776,0.305,49.5
777,0.305,49.6
778,0.304,49.7
779,0.303,49.7
780,0.303,49.8
781,0.303,49.8
782,0.302,49.8
783,0.303,49.8
784,0.3,50.1
785,0.3,50.1
786,0.299,50.2
787,0.297,50.4
788,0.297,50.5
789,0.297,50.5
790,0.296,50.6
791,0.295,50.7
792,0.294,50.8
793,0.293,51
794,0.292,51.1
795,0.292,51.1
796,0.292,51.1
797,0.292,51.1
798,0.291,51.1
799,0.291,51.2
800,0.29,51.3
801,0.289,51.4
802,0.288,51.5
803,0.287,51.7
804,0.286,51.7
805,0.285,51.8
806,0.284,52
807,0.284,52
808,0.283,52.2
809,0.282,52.2
810,0.282,52.2
811,0.282,52.3
812,0.282,52.3
813,0.279,52.5
814,0.279,52.6
815,0.279,52.6
816,0.279,52.6
817,0.279,52.6
818,0.278,52.7
819,0.278,52.7
820,0.276,53
821,0.273,53.3
822,0.268,53.9
823,0.266,54.2
824,0.267,54.1
825,0.27,53.8
826,0.27,53.7
827,0.272,53.4
828,0.271,53.6
829,0.271,53.5
830,0.271,53.6
831,0.271,53.6
832,0.271,53.6
833,0.27,53.8
834,0.268,54
835,0.266,54.2
836,0.266,54.1
837,0.266,54.1
838,0.267,54.1
839,0.267,54.1
840,0.266,54.2
841,0.265,54.3
842,0.266,54.2
843,0.268,54
844,0.268,54
845,0.268,54
846,0.268,54
847,0.267,54
848,0.267,54
849,0.267,54
850,0.264,54.5
851,0.264,54.4
852,0.263,54.5
853,0.264,54.5
854,0.263,54.5
855,0.263,54.5
856,0.263,54.5
857,0.262,54.7
858,0.262,54.7
859,0.262,54.7
860,0.262,54.8
861,0.261,54.8
862,0.261,54.9
863,0.26,55
864,0.259,55.1
865,0.259,55.1
866,0.26,55
867,0.26,55
868,0.259,55.1
869,0.257,55.3
870,0.256,55.4
871,0.255,55.6
872,0.255,55.6
873,0.254,55.7
874,0.254,55.7
875,0.254,55.7
876,0.254,55.7
877,0.253,55.8
878,0.252,55.9
879,0.251,56.2
880,0.249,56.4
881,0.245,56.8
882,0.243,57.1
883,0.245,56.9
884,0.246,56.8
885,0.246,56.8
886,0.247,56.7
887,0.247,56.7
