wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat
328,0.8916,1.19375,1.20275,1.26,1.26075,1.2495,1.21625,0.9595,0.96675,1.0005,1.06475,1.11625,1.1436,1.20275,1.2125,0.4524,0.5645
329,0.8846,1.17725,1.18675,1.24425,1.245,1.23425,1.2005,0.9505,0.9575,0.98925,1.05275,1.10125,1.1276,1.1865,1.19475,0.4494,0.5605
330,0.8788,1.1605,1.17025,1.22825,1.22975,1.219,1.18575,0.941,0.94725,0.97725,1.04,1.086,1.1108,1.1695,1.178,0.4452,0.55625
331,0.8716,1.14425,1.15425,1.2125,1.2145,1.20375,1.17075,0.9315,0.938,0.9665,1.02675,1.07125,1.0938,1.15375,1.1605,0.4422,0.552
332,0.8668,1.12975,1.13975,1.1985,1.201,1.19025,1.15825,0.92475,0.93025,0.95675,1.0165,1.0585,1.0808,1.14,1.1455,0.4402,0.55025
333,0.8648,1.11725,1.129,1.18875,1.191,1.1805,1.14825,0.9205,0.9245,0.95,1.0095,1.0475,1.0702,1.1285,1.13475,0.4404,0.55
334,0.8632,1.106,1.118,1.17675,1.1805,1.1705,1.139,0.91575,0.91875,0.94325,1.0015,1.03825,1.0594,1.11625,1.12275,0.441,0.55025
335,0.8578,1.09225,1.10425,1.164,1.168,1.15825,1.127,0.90875,0.9105,0.93525,0.99125,1.0255,1.046,1.10325,1.10925,0.4408,0.5485
336,0.851,1.07775,1.089,1.14925,1.15425,1.144,1.1135,0.90025,0.90175,0.92475,0.98075,1.0115,1.0314,1.088,1.0935,0.4376,0.545
337,0.8452,1.064,1.07625,1.135,1.14075,1.13175,1.10125,0.89225,0.89375,0.915,0.97025,0.99925,1.018,1.07425,1.07925,0.4352,0.54125
338,0.8402,1.0515,1.06375,1.12325,1.129,1.12,1.09,0.886,0.8865,0.907,0.96125,0.9875,1.0052,1.06175,1.06575,0.4338,0.54
339,0.8352,1.03825,1.05075,1.111,1.117,1.10775,1.07875,0.879,0.87875,0.89825,0.95225,0.97625,0.9926,1.04825,1.05275,0.4328,0.538
340,0.829,1.0235,1.0365,1.096,1.1035,1.0945,1.0655,0.87125,0.87025,0.888,0.94025,0.96275,0.9786,1.03375,1.03775,0.431,0.53475
341,0.8222,1.0085,1.02175,1.0815,1.089,1.0795,1.0525,0.86175,0.861,0.8775,0.92825,0.94875,0.9642,1.01925,1.022,0.4272,0.53025
342,0.8156,0.99375,1.00775,1.0665,1.0745,1.065,1.039,0.85275,0.85175,0.8665,0.9165,0.93525,0.95,1.0045,1.007,0.4238,0.52625
343,0.8114,0.98125,0.99575,1.055,1.06325,1.0535,1.02825,0.8465,0.8455,0.859,0.90675,0.9245,0.9384,0.993,0.99475,0.4226,0.52525
344,0.8098,0.9735,0.988,1.049,1.05625,1.047,1.02025,0.84475,0.8415,0.855,0.90325,0.917,0.9312,0.98575,0.9865,0.423,0.52675
345,0.81,0.9675,0.9795,1.04075,1.0495,1.04225,1.01275,0.84425,0.8385,0.85275,0.90075,0.91125,0.9234,0.97725,0.97925,0.4246,0.52975
346,0.8068,0.95925,0.97125,1.0305,1.04075,1.0335,1.00525,0.83925,0.83175,0.84525,0.89275,0.90475,0.914,0.9675,0.9695,0.4254,0.52975
347,0.7998,0.94575,0.959,1.0185,1.028,1.02075,0.9945,0.83,0.824,0.8355,0.88275,0.8925,0.9028,0.9555,0.95725,0.4232,0.5265
348,0.7928,0.93225,0.94625,1.00575,1.016,1.00825,0.9825,0.82025,0.81525,0.82625,0.8715,0.88,0.89,0.943,0.9435,0.421,0.522
349,0.7868,0.9205,0.93425,0.99425,1.00475,0.99725,0.97225,0.8135,0.8085,0.8175,0.86225,0.86925,0.879,0.932,0.931,0.419,0.5195
350,0.7822,0.909,0.92375,0.98325,0.99425,0.98575,0.9625,0.8065,0.802,0.8095,0.8545,0.8595,0.8694,0.92075,0.919,0.4174,0.517
351,0.7748,0.89675,0.91175,0.9715,0.98425,0.9745,0.9515,0.79825,0.79425,0.802,0.8445,0.84825,0.859,0.909,0.90725,0.414,0.51425
352,0.7702,0.88725,0.902,0.9615,0.97375,0.9645,0.94125,0.7915,0.7865,0.794,0.83625,0.83825,0.8486,0.8985,0.89725,0.4128,0.5125
353,0.7654,0.87825,0.895,0.95375,0.964,0.95525,0.931,0.787,0.781,0.78725,0.83025,0.82975,0.841,0.88975,0.88725,0.412,0.5115
354,0.763,0.8675,0.8825,0.944,0.955,0.9455,0.92475,0.78375,0.7745,0.78025,0.8215,0.822,0.8314,0.88175,0.87725,0.4106,0.511
355,0.7576,0.85725,0.875,0.93425,0.945,0.9385,0.91625,0.778,0.76875,0.77475,0.81325,0.814,0.8216,0.87225,0.86925,0.41,0.509
356,0.756,0.8555,0.86925,0.93125,0.9415,0.93425,0.91275,0.775,0.76825,0.771,0.8115,0.81,0.8174,0.86925,0.86225,0.4102,0.50875
357,0.756,0.8525,0.8665,0.92725,0.93825,0.9295,0.9105,0.7745,0.767,0.7685,0.8095,0.809,0.8154,0.86125,0.86025,0.4102,0.51
358,0.7528,0.84075,0.859,0.91675,0.9265,0.9205,0.9005,0.7685,0.764,0.76125,0.802,0.798,0.8052,0.8525,0.85075,0.4098,0.50825
359,0.7446,0.82925,0.84725,0.9065,0.9175,0.90825,0.8895,0.75975,0.75275,0.75225,0.7935,0.78625,0.7952,0.847,0.83775,0.407,0.50425
360,0.7424,0.826,0.842,0.9005,0.91475,0.904,0.88675,0.75775,0.751,0.74975,0.789,0.78175,0.7896,0.8415,0.8345,0.4064,0.50525
361,0.7446,0.82625,0.84175,0.9005,0.91375,0.9045,0.88675,0.7575,0.751,0.75,0.78975,0.7825,0.7898,0.84025,0.8345,0.4116,0.509
362,0.746,0.82625,0.8415,0.899,0.9125,0.9035,0.88625,0.758,0.75075,0.75175,0.79,0.78225,0.789,0.83925,0.8345,0.4144,0.5125
363,0.744,0.82375,0.83575,0.894,0.908,0.90325,0.882,0.75475,0.746,0.75075,0.789,0.77975,0.7824,0.8325,0.831,0.4156,0.51225
364,0.7378,0.812,0.82475,0.887,0.89775,0.89325,0.87075,0.749,0.7415,0.74425,0.782,0.77075,0.775,0.82275,0.81875,0.4148,0.512
365,0.7308,0.802,0.818,0.876,0.889,0.885,0.8625,0.744,0.73575,0.73675,0.7725,0.7615,0.7676,0.8135,0.81025,0.413,0.5105
366,0.7282,0.795,0.8105,0.86825,0.88075,0.876,0.856,0.73875,0.7295,0.729,0.7675,0.756,0.761,0.80575,0.80225,0.4116,0.50925
367,0.725,0.78925,0.803,0.86075,0.87375,0.86875,0.849,0.7345,0.7235,0.723,0.762,0.75075,0.753,0.7985,0.79425,0.41,0.50775
368,0.719,0.7815,0.79575,0.85325,0.86525,0.8605,0.8425,0.72925,0.71675,0.7175,0.75375,0.74225,0.7452,0.79225,0.78775,0.4074,0.50575
369,0.714,0.77325,0.7885,0.845,0.8565,0.8525,0.835,0.72275,0.7115,0.71175,0.7465,0.73525,0.7392,0.78425,0.78,0.4058,0.503
370,0.7102,0.7675,0.78225,0.83775,0.851,0.84625,0.829,0.71825,0.707,0.70675,0.74075,0.72875,0.733,0.7785,0.773,0.4046,0.50125
371,0.707,0.76175,0.77725,0.83275,0.84575,0.84025,0.8245,0.71475,0.7035,0.70225,0.73625,0.72375,0.7282,0.77425,0.76775,0.4042,0.50075
372,0.7046,0.75625,0.7715,0.82575,0.8405,0.8345,0.81825,0.71025,0.7005,0.6975,0.731,0.7185,0.7234,0.768,0.7625,0.4032,0.499
373,0.6994,0.7495,0.765,0.819,0.83325,0.82675,0.81175,0.70325,0.69575,0.692,0.72475,0.71225,0.7172,0.76075,0.75525,0.402,0.49875
374,0.697,0.742,0.76,0.81225,0.82625,0.8195,0.80475,0.69825,0.691,0.68575,0.719,0.70725,0.7106,0.75525,0.748,0.4004,0.4975
375,0.694,0.739,0.754,0.80675,0.8215,0.814,0.8015,0.697,0.68925,0.6835,0.715,0.7045,0.7078,0.75175,0.744,0.3988,0.496
376,0.6942,0.73675,0.75325,0.80675,0.82,0.8135,0.80075,0.69675,0.6885,0.68325,0.715,0.70275,0.707,0.75025,0.74275,0.4002,0.498
377,0.6942,0.7365,0.75325,0.8075,0.82025,0.81375,0.80125,0.69725,0.68975,0.6835,0.7155,0.70325,0.707,0.7505,0.7425,0.4032,0.5015
378,0.6944,0.736,0.753,0.80625,0.82,0.8145,0.8005,0.6975,0.6895,0.684,0.71575,0.7035,0.7072,0.7505,0.74025,0.4068,0.503
379,0.6942,0.733,0.7505,0.803,0.81675,0.81225,0.79775,0.695,0.6875,0.68325,0.7145,0.70125,0.7036,0.746,0.7385,0.4074,0.5035
380,0.69,0.72825,0.74325,0.79575,0.81,0.804,0.79,0.691,0.68325,0.67775,0.7085,0.6955,0.697,0.73975,0.73225,0.4068,0.5035
381,0.6848,0.721,0.73675,0.7885,0.803,0.7975,0.7835,0.68525,0.679,0.67125,0.702,0.68825,0.6908,0.7325,0.726,0.4044,0.502
382,0.683,0.716,0.73325,0.78325,0.79775,0.793,0.77975,0.681,0.6755,0.66775,0.69725,0.68325,0.6874,0.72875,0.72025,0.4038,0.50125
383,0.682,0.714,0.72975,0.782,0.795,0.7905,0.77825,0.67975,0.6745,0.66625,0.69625,0.6815,0.6842,0.728,0.71625,0.4036,0.501
384,0.6804,0.71175,0.7275,0.77875,0.7915,0.78775,0.77425,0.6785,0.6725,0.66475,0.694,0.67975,0.682,0.7245,0.71425,0.4036,0.5015
385,0.679,0.70775,0.72375,0.77375,0.79025,0.785,0.771,0.6755,0.66975,0.663,0.6905,0.67775,0.6784,0.7225,0.71075,0.4034,0.502
386,0.676,0.705,0.721,0.77225,0.788,0.782,0.7695,0.67475,0.66725,0.66025,0.68725,0.67575,0.6778,0.7195,0.707,0.4038,0.50225
387,0.6748,0.702,0.7185,0.76975,0.7835,0.77875,0.7665,0.672,0.6645,0.6575,0.687,0.6735,0.675,0.716,0.70625,0.4036,0.502
388,0.671,0.7,0.715,0.7675,0.77825,0.773,0.7625,0.6695,0.662,0.65575,0.6825,0.66775,0.6704,0.71225,0.70225,0.4032,0.50175
389,0.6664,0.692,0.7085,0.75825,0.77225,0.768,0.756,0.665,0.6575,0.64875,0.67775,0.66275,0.664,0.70625,0.69425,0.4022,0.5015
390,0.6532,0.67625,0.6955,0.7455,0.7575,0.75275,0.742,0.652,0.64475,0.63575,0.662,0.64925,0.6508,0.691,0.6805,0.394,0.4905
391,0.6472,0.67075,0.68725,0.73775,0.75275,0.74725,0.73675,0.64575,0.638,0.62925,0.65575,0.64225,0.6466,0.68625,0.67325,0.3908,0.48675
392,0.6454,0.66825,0.68525,0.73525,0.75025,0.74475,0.73225,0.6405,0.63425,0.62675,0.65325,0.63725,0.6424,0.682,0.672,0.3906,0.48575
393,0.6438,0.66575,0.68275,0.73025,0.74475,0.74,0.72975,0.6375,0.63125,0.62575,0.64875,0.6355,0.6386,0.679,0.67,0.3892,0.4855
394,0.6414,0.663,0.681,0.72625,0.7435,0.738,0.728,0.6355,0.62875,0.623,0.64675,0.633,0.6368,0.677,0.665,0.3892,0.486
395,0.6382,0.6605,0.67875,0.72375,0.73825,0.7365,0.7265,0.633,0.62725,0.62175,0.64625,0.632,0.6324,0.6745,0.66275,0.3888,0.486
396,0.6354,0.655,0.673,0.72075,0.7335,0.73175,0.71975,0.6305,0.6225,0.6175,0.64325,0.6275,0.6302,0.6695,0.6585,0.3884,0.4845
397,0.6312,0.651,0.66775,0.71575,0.7285,0.72575,0.71575,0.626,0.61975,0.613,0.6375,0.6215,0.6256,0.66525,0.65425,0.386,0.482
398,0.6272,0.64725,0.66425,0.7125,0.725,0.7215,0.71175,0.62275,0.6165,0.6105,0.63375,0.619,0.6222,0.66175,0.65025,0.385,0.482
399,0.625,0.644,0.6625,0.70975,0.72275,0.71875,0.71,0.6205,0.614,0.607,0.63175,0.61625,0.6196,0.65975,0.64725,0.3844,0.4815
400,0.6224,0.64125,0.65875,0.70575,0.7185,0.71525,0.70475,0.61725,0.61075,0.6035,0.62775,0.61375,0.617,0.65775,0.6435,0.3838,0.48075
401,0.6194,0.63725,0.655,0.701,0.715,0.712,0.701,0.614,0.60775,0.59975,0.6235,0.611,0.613,0.65325,0.63875,0.3822,0.4795
402,0.6156,0.6335,0.65225,0.69675,0.71175,0.7085,0.697,0.6105,0.60625,0.596,0.62175,0.60625,0.6102,0.64925,0.6355,0.3814,0.479
403,0.6154,0.63125,0.65,0.695,0.70775,0.70525,0.69475,0.6085,0.60525,0.59475,0.61825,0.6035,0.6078,0.648,0.6335,0.3804,0.478
404,0.6134,0.63125,0.649,0.69475,0.70725,0.705,0.69325,0.60725,0.60375,0.593,0.618,0.60325,0.6066,0.647,0.63275,0.3808,0.478
405,0.6134,0.62925,0.64825,0.6935,0.70725,0.7035,0.692,0.60675,0.60275,0.59275,0.6165,0.6025,0.6056,0.6465,0.63225,0.382,0.47825
406,0.612,0.628,0.647,0.692,0.70475,0.70275,0.6905,0.6055,0.60025,0.59125,0.6155,0.60225,0.6044,0.64425,0.62925,0.382,0.478
407,0.61,0.62425,0.64375,0.689,0.702,0.69975,0.68725,0.603,0.59875,0.588,0.61225,0.6,0.6022,0.641,0.62775,0.382,0.47775
408,0.607,0.6215,0.63925,0.6845,0.6975,0.696,0.6855,0.60025,0.59425,0.5855,0.609,0.59675,0.5988,0.63825,0.62325,0.3818,0.477
409,0.605,0.61875,0.637,0.6815,0.694,0.69425,0.68175,0.59775,0.5925,0.582,0.606,0.5925,0.5972,0.6355,0.6205,0.3808,0.47675
410,0.603,0.61725,0.6355,0.6795,0.692,0.692,0.68,0.59675,0.5915,0.581,0.60475,0.591,0.595,0.63375,0.6195,0.3804,0.47675
411,0.602,0.617,0.63525,0.6785,0.69125,0.6905,0.679,0.5955,0.5895,0.58025,0.60325,0.5895,0.5938,0.633,0.6185,0.3802,0.477
412,0.5996,0.61475,0.6335,0.67575,0.68775,0.688,0.67675,0.59325,0.5875,0.57825,0.60125,0.58775,0.5918,0.63025,0.616,0.3798,0.477
413,0.5978,0.61125,0.63025,0.67375,0.68625,0.68425,0.6735,0.59075,0.58625,0.576,0.59875,0.585,0.5888,0.62675,0.61325,0.3802,0.47675
414,0.595,0.6095,0.627,0.6725,0.68275,0.681,0.67075,0.58775,0.584,0.57225,0.59575,0.58375,0.5862,0.62475,0.6115,0.3792,0.476
415,0.5924,0.60775,0.6255,0.668,0.682,0.67875,0.6685,0.58675,0.58125,0.5715,0.595,0.5805,0.584,0.62375,0.60775,0.3776,0.47525
416,0.5908,0.60375,0.622,0.6655,0.67825,0.67675,0.6665,0.5845,0.57825,0.5685,0.593,0.578,0.5818,0.62225,0.60475,0.3774,0.4745
417,0.5878,0.6,0.62,0.6635,0.6755,0.6735,0.6635,0.58175,0.57625,0.5665,0.589,0.57625,0.5796,0.61925,0.602,0.377,0.47375
418,0.585,0.5975,0.61675,0.66,0.67225,0.67075,0.66075,0.57825,0.57425,0.56325,0.586,0.57275,0.5766,0.6165,0.59925,0.376,0.47325
419,0.583,0.59475,0.614,0.65725,0.66925,0.66775,0.6575,0.57625,0.57175,0.56025,0.58325,0.57,0.5744,0.61375,0.59675,0.3752,0.47175
420,0.5812,0.59225,0.61225,0.65525,0.668,0.666,0.65475,0.57425,0.56975,0.55825,0.58175,0.56775,0.5716,0.61175,0.59475,0.3744,0.47125
421,0.5806,0.5915,0.61125,0.6535,0.6665,0.665,0.6535,0.573,0.569,0.55725,0.58025,0.567,0.571,0.6105,0.59325,0.3744,0.47125
422,0.579,0.59175,0.611,0.65275,0.66475,0.6645,0.65325,0.57275,0.5675,0.5565,0.57975,0.56625,0.5694,0.60975,0.59275,0.3746,0.4715
