wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat
791,0.3138,0.3245,0.31875,0.33375,0.34925,0.3355,0.33425,0.30575,0.29575,0.29975,0.306,0.31975,0.3218,0.3325,0.32375,0.2082,0.24
792,0.3134,0.3245,0.31875,0.333,0.34725,0.3345,0.334,0.3055,0.29475,0.299,0.305,0.3195,0.3204,0.33175,0.32275,0.2082,0.239
793,0.3132,0.324,0.318,0.3325,0.3465,0.33425,0.33325,0.30475,0.29425,0.2985,0.3045,0.319,0.3202,0.33,0.32225,0.2082,0.23875
794,0.3118,0.32325,0.318,0.33175,0.346,0.33375,0.33325,0.3045,0.29325,0.2985,0.30425,0.31875,0.3198,0.3295,0.3215,0.2084,0.238
795,0.3116,0.32225,0.3175,0.33125,0.3455,0.333,0.33275,0.30425,0.29325,0.298,0.304,0.31875,0.3196,0.3295,0.3205,0.2084,0.238
796,0.3116,0.3215,0.31675,0.331,0.34575,0.33275,0.33225,0.30425,0.29275,0.29775,0.304,0.318,0.3182,0.32925,0.32025,0.2084,0.23825
797,0.311,0.321,0.31675,0.3305,0.34575,0.33225,0.3315,0.30375,0.2925,0.2965,0.30375,0.31625,0.3178,0.32875,0.31925,0.2084,0.23825
798,0.311,0.32025,0.3155,0.33,0.34525,0.33075,0.3305,0.303,0.29225,0.2965,0.30325,0.31575,0.3172,0.32875,0.31775,0.2084,0.2385
799,0.3104,0.318,0.3145,0.33,0.34475,0.33025,0.33025,0.302,0.292,0.296,0.302,0.314,0.3152,0.32775,0.3165,0.2082,0.23825
800,0.3096,0.317,0.31275,0.329,0.34425,0.32925,0.3285,0.301,0.2915,0.2945,0.30075,0.3125,0.3138,0.3265,0.315,0.2078,0.238
801,0.3088,0.31575,0.3115,0.328,0.34275,0.32775,0.3265,0.29925,0.29075,0.29325,0.29975,0.31075,0.3118,0.32575,0.3135,0.2068,0.23775
802,0.3078,0.31425,0.31025,0.3255,0.34075,0.32675,0.3245,0.29775,0.28975,0.292,0.29825,0.3095,0.3104,0.324,0.31225,0.2058,0.23725
803,0.3068,0.31225,0.30925,0.32475,0.33925,0.325,0.3225,0.2965,0.28825,0.2905,0.29675,0.308,0.309,0.32275,0.31,0.2048,0.23625
804,0.306,0.3105,0.307,0.3235,0.33825,0.323,0.32125,0.295,0.28775,0.289,0.295,0.3065,0.307,0.3215,0.30825,0.2044,0.235
805,0.305,0.3095,0.306,0.32175,0.337,0.32225,0.32075,0.2945,0.28675,0.2875,0.2935,0.30525,0.3062,0.32075,0.30775,0.2038,0.23425
806,0.3044,0.30825,0.30525,0.321,0.33575,0.3215,0.319,0.29325,0.28575,0.2865,0.293,0.30375,0.305,0.31925,0.30575,0.2032,0.23375
807,0.3032,0.30675,0.3035,0.31925,0.33475,0.31975,0.3175,0.29225,0.28475,0.286,0.2925,0.30225,0.3036,0.31775,0.30475,0.2024,0.23275
808,0.303,0.305,0.30325,0.3185,0.33375,0.319,0.31675,0.2915,0.28375,0.285,0.291,0.3015,0.303,0.317,0.303,0.202,0.2325
809,0.302,0.30475,0.3025,0.317,0.33325,0.31775,0.316,0.29,0.28325,0.2845,0.29025,0.3005,0.3022,0.316,0.3025,0.202,0.23225
810,0.3016,0.3045,0.302,0.317,0.33275,0.31725,0.3155,0.28975,0.28325,0.28425,0.29,0.299,0.3022,0.3155,0.30175,0.2012,0.23175
811,0.3008,0.3035,0.30075,0.31675,0.33125,0.317,0.3145,0.28925,0.283,0.28425,0.28925,0.298,0.3014,0.3145,0.30125,0.201,0.23175
812,0.3006,0.302,0.3005,0.316,0.3305,0.317,0.31375,0.288,0.28275,0.284,0.288,0.29725,0.3006,0.31375,0.3,0.2014,0.231
813,0.3006,0.3005,0.2995,0.31525,0.3305,0.3155,0.313,0.28775,0.28125,0.284,0.288,0.297,0.2998,0.3135,0.29925,0.2012,0.23
814,0.3006,0.30075,0.29925,0.31475,0.33,0.3155,0.31225,0.28825,0.28075,0.283,0.2875,0.29625,0.2992,0.31325,0.298,0.2006,0.229
815,0.3002,0.30025,0.2985,0.3145,0.3295,0.31425,0.31125,0.28775,0.2805,0.282,0.28725,0.29575,0.2984,0.3125,0.29625,0.2006,0.229
816,0.2998,0.29925,0.29775,0.31375,0.32825,0.31425,0.31025,0.2875,0.28025,0.282,0.28675,0.29525,0.2978,0.3105,0.29575,0.2002,0.2285
817,0.2992,0.299,0.297,0.31375,0.3275,0.31425,0.31025,0.28625,0.2795,0.2805,0.28625,0.294,0.2976,0.30975,0.29525,0.2,0.228
818,0.2988,0.29825,0.2965,0.3135,0.3275,0.31325,0.3095,0.2855,0.27875,0.28,0.28325,0.2935,0.2956,0.30825,0.29425,0.1996,0.2275
819,0.2968,0.29725,0.296,0.31175,0.326,0.3105,0.30875,0.2845,0.27725,0.2795,0.283,0.29175,0.2952,0.308,0.2935,0.1998,0.227
820,0.295,0.29425,0.296,0.309,0.325,0.30675,0.3085,0.283,0.27675,0.27925,0.28125,0.29075,0.2944,0.30675,0.29325,0.1992,0.22625
821,0.2914,0.2915,0.29175,0.30775,0.3235,0.3055,0.3055,0.28175,0.275,0.27625,0.2795,0.289,0.2912,0.3045,0.29,0.198,0.22425
822,0.288,0.28725,0.28675,0.30325,0.31875,0.30125,0.30125,0.27675,0.27,0.26975,0.27425,0.2835,0.285,0.30125,0.28425,0.193,0.21925
823,0.284,0.281,0.28175,0.301,0.3145,0.296,0.2955,0.2725,0.2675,0.2635,0.27025,0.27575,0.2796,0.2995,0.27925,0.189,0.2155
824,0.2852,0.28125,0.28175,0.3005,0.31575,0.29675,0.2955,0.27225,0.26825,0.264,0.274,0.27575,0.2806,0.29925,0.28,0.1898,0.21775
825,0.2858,0.28675,0.28275,0.30075,0.31925,0.299,0.29875,0.273,0.2695,0.26675,0.2765,0.27675,0.2822,0.302,0.2825,0.194,0.22025
826,0.2876,0.288,0.287,0.30175,0.31925,0.29975,0.30075,0.27375,0.2695,0.269,0.27625,0.27975,0.2844,0.29925,0.284,0.1966,0.22125
827,0.2886,0.29,0.28825,0.30175,0.3195,0.30075,0.30175,0.27525,0.271,0.27175,0.277,0.2815,0.287,0.298,0.2855,0.1982,0.22175
828,0.2888,0.28775,0.2875,0.30125,0.31725,0.3,0.3,0.27575,0.271,0.2715,0.27675,0.2815,0.286,0.29675,0.28525,0.197,0.2205
829,0.2886,0.288,0.28725,0.30125,0.31725,0.29925,0.2995,0.277,0.271,0.27175,0.27725,0.2815,0.286,0.29725,0.2845,0.1964,0.22125
830,0.2888,0.28775,0.28825,0.3015,0.31725,0.30025,0.30025,0.27725,0.2715,0.27225,0.27725,0.28225,0.2858,0.29725,0.285,0.1962,0.22125
831,0.2888,0.28825,0.28875,0.30125,0.317,0.3005,0.30075,0.27725,0.2715,0.2725,0.27725,0.2825,0.2864,0.296,0.2855,0.1974,0.22075
832,0.2894,0.2885,0.28875,0.30025,0.31625,0.30075,0.3015,0.27775,0.271,0.27275,0.2775,0.2825,0.2868,0.2955,0.28575,0.1986,0.22075
833,0.289,0.2865,0.28825,0.3,0.31425,0.2995,0.3005,0.2765,0.2705,0.27225,0.27575,0.281,0.2856,0.294,0.28525,0.1978,0.22
834,0.2868,0.28525,0.28575,0.2985,0.31225,0.29625,0.298,0.2745,0.26875,0.2685,0.2715,0.2785,0.2818,0.2935,0.2805,0.1948,0.21875
835,0.286,0.282,0.28225,0.29625,0.3115,0.295,0.2955,0.2725,0.267,0.266,0.27,0.276,0.2786,0.29275,0.278,0.193,0.21775
836,0.2864,0.282,0.28225,0.29625,0.312,0.29575,0.296,0.273,0.267,0.2665,0.27075,0.27625,0.2786,0.29275,0.278,0.1938,0.21875
837,0.2864,0.282,0.283,0.29625,0.312,0.2965,0.29625,0.2735,0.267,0.268,0.27075,0.2765,0.28,0.29175,0.27925,0.1948,0.21875
838,0.2866,0.28375,0.285,0.296,0.31225,0.29725,0.29725,0.274,0.2675,0.26875,0.272,0.27625,0.2812,0.29125,0.27925,0.1958,0.21875
839,0.2866,0.2835,0.28525,0.296,0.312,0.29725,0.29725,0.27425,0.26775,0.2685,0.2725,0.276,0.2816,0.2905,0.2795,0.197,0.219
840,0.2864,0.283,0.28375,0.29475,0.311,0.2965,0.297,0.2735,0.2675,0.268,0.2725,0.27575,0.2808,0.29,0.27875,0.1972,0.21825
841,0.2864,0.28175,0.28325,0.2945,0.31075,0.29525,0.29625,0.2735,0.26675,0.26625,0.2725,0.27475,0.2796,0.289,0.279,0.1968,0.218
842,0.2854,0.28175,0.282,0.2935,0.31075,0.29525,0.29575,0.27325,0.267,0.26675,0.27175,0.27425,0.2792,0.28975,0.2785,0.1968,0.21825
843,0.2854,0.281,0.2815,0.29325,0.31075,0.29575,0.29525,0.2735,0.2675,0.267,0.2715,0.27425,0.2784,0.28975,0.278,0.1962,0.218
844,0.2854,0.281,0.282,0.293,0.3095,0.295,0.295,0.273,0.267,0.26675,0.2705,0.27375,0.2778,0.289,0.27775,0.1966,0.218
845,0.2856,0.281,0.28125,0.292,0.3095,0.29375,0.295,0.273,0.26725,0.2665,0.2705,0.274,0.277,0.289,0.278,0.1974,0.218
846,0.285,0.28125,0.281,0.29275,0.30975,0.29275,0.295,0.27275,0.267,0.2665,0.26925,0.27275,0.2774,0.28775,0.27825,0.1966,0.218
847,0.2848,0.28125,0.281,0.293,0.30875,0.291,0.2945,0.27175,0.266,0.267,0.26875,0.26775,0.2776,0.2865,0.27825,0.1974,0.218
848,0.2852,0.2815,0.281,0.2925,0.31,0.29175,0.292,0.27275,0.266,0.26675,0.2675,0.26875,0.2764,0.28625,0.2775,0.1974,0.21775
849,0.2848,0.2815,0.28125,0.29225,0.30775,0.2915,0.2915,0.2725,0.266,0.26625,0.26775,0.26875,0.2758,0.28575,0.2745,0.1974,0.2175
850,0.2858,0.27975,0.28075,0.2915,0.3075,0.29075,0.2925,0.2725,0.264,0.264,0.26775,0.26875,0.274,0.28575,0.27425,0.198,0.21525
851,0.286,0.2795,0.28025,0.2915,0.3075,0.29125,0.2905,0.27175,0.26425,0.26375,0.26675,0.26875,0.274,0.286,0.27375,0.1976,0.2165
852,0.285,0.2795,0.279,0.29075,0.30675,0.29025,0.29075,0.27175,0.2635,0.264,0.267,0.2685,0.2732,0.28475,0.2735,0.1968,0.2155
853,0.2852,0.2785,0.2785,0.28975,0.3065,0.29025,0.29025,0.2715,0.26425,0.263,0.265,0.2675,0.2732,0.283,0.2715,0.1958,0.215
854,0.2818,0.27825,0.2775,0.28775,0.3065,0.291,0.29175,0.2715,0.26325,0.26075,0.26475,0.2675,0.2724,0.283,0.2715,0.1968,0.2155
855,0.2812,0.27475,0.27825,0.2875,0.3065,0.28925,0.29125,0.271,0.26325,0.261,0.265,0.2665,0.2716,0.28275,0.271,0.1964,0.214
856,0.2814,0.2735,0.278,0.2865,0.30425,0.28925,0.2915,0.2705,0.26325,0.2605,0.26525,0.26525,0.2708,0.28275,0.26925,0.1952,0.214
857,0.2814,0.272,0.27775,0.28725,0.3045,0.28975,0.29125,0.27,0.26225,0.26025,0.265,0.265,0.271,0.282,0.26925,0.1952,0.21325
858,0.2814,0.271,0.276,0.28725,0.303,0.2895,0.29125,0.26925,0.26225,0.26,0.26475,0.26375,0.27,0.282,0.26725,0.1944,0.2125
859,0.2804,0.27075,0.27625,0.286,0.303,0.28875,0.29,0.26825,0.26225,0.259,0.2645,0.264,0.2692,0.28125,0.26725,0.1944,0.21225
860,0.2804,0.27175,0.27525,0.2855,0.303,0.28775,0.2895,0.26875,0.262,0.259,0.263,0.26425,0.268,0.28075,0.26725,0.1952,0.21075
861,0.2802,0.2715,0.274,0.285,0.30025,0.28625,0.28775,0.2675,0.2615,0.25925,0.26075,0.26375,0.2676,0.28025,0.26725,0.1944,0.21125
862,0.2798,0.27125,0.27325,0.28375,0.29975,0.28625,0.28775,0.26675,0.26125,0.259,0.25975,0.26275,0.268,0.28,0.2665,0.1944,0.21125
863,0.279,0.2705,0.27175,0.2835,0.2995,0.28625,0.2875,0.26725,0.26,0.2585,0.25875,0.26325,0.2676,0.2785,0.26625,0.1944,0.211
864,0.2778,0.26875,0.27025,0.28325,0.29975,0.28575,0.287,0.26625,0.259,0.258,0.25875,0.261,0.2672,0.2785,0.26625,0.194,0.21025
865,0.2776,0.268,0.27025,0.28325,0.30025,0.28525,0.28525,0.266,0.2585,0.25725,0.25925,0.26075,0.2672,0.2785,0.2655,0.1938,0.21
866,0.2774,0.26825,0.27,0.2825,0.2995,0.28325,0.28425,0.2655,0.25925,0.25825,0.259,0.2605,0.2664,0.278,0.26525,0.1934,0.2095
867,0.2766,0.268,0.27,0.2815,0.299,0.2835,0.284,0.2655,0.25925,0.25825,0.25875,0.25975,0.2662,0.27675,0.26475,0.1926,0.2095
868,0.2768,0.267,0.26975,0.28175,0.29775,0.2835,0.284,0.2635,0.25875,0.25725,0.25875,0.25925,0.2654,0.27625,0.26475,0.193,0.20925
869,0.2764,0.26625,0.26925,0.2805,0.29825,0.28325,0.284,0.2635,0.2575,0.25575,0.259,0.25875,0.265,0.27525,0.264,0.1926,0.20875
870,0.2762,0.2665,0.26825,0.2805,0.2975,0.283,0.28325,0.263,0.2555,0.25575,0.259,0.25825,0.2646,0.27475,0.26325,0.1926,0.20825
871,0.276,0.26525,0.2685,0.27975,0.29575,0.28275,0.283,0.26225,0.2545,0.25625,0.25775,0.25825,0.2642,0.2735,0.262,0.1922,0.20825
872,0.2756,0.265,0.268,0.279,0.2955,0.28275,0.28275,0.2615,0.25425,0.2555,0.2575,0.2575,0.2634,0.27325,0.261,0.1922,0.208
873,0.2738,0.264,0.268,0.27825,0.2945,0.28075,0.28175,0.26125,0.254,0.255,0.25675,0.25675,0.2626,0.272,0.26075,0.1912,0.208
874,0.273,0.26375,0.26775,0.27825,0.29475,0.27975,0.2815,0.261,0.254,0.2545,0.25625,0.25625,0.2622,0.27225,0.26,0.1912,0.20725
875,0.2732,0.2635,0.26775,0.27825,0.294,0.27975,0.28075,0.26025,0.254,0.25325,0.25625,0.256,0.2614,0.272,0.2585,0.191,0.20575
876,0.2726,0.262,0.26725,0.27775,0.29375,0.27925,0.27925,0.25975,0.2535,0.2525,0.255,0.2555,0.2612,0.272,0.25825,0.1906,0.20575
877,0.2726,0.262,0.266,0.2765,0.293,0.27875,0.2795,0.2585,0.25275,0.252,0.25425,0.25375,0.2604,0.27025,0.25825,0.1898,0.2045
878,0.2722,0.26175,0.265,0.274,0.29275,0.27775,0.2785,0.2585,0.252,0.252,0.25425,0.25325,0.2594,0.27,0.258,0.1896,0.20375
879,0.2714,0.261,0.26375,0.273,0.29125,0.27675,0.27725,0.25675,0.2505,0.251,0.25375,0.25225,0.2588,0.26925,0.257,0.1886,0.203
880,0.2696,0.25825,0.262,0.27325,0.29075,0.2755,0.27625,0.256,0.24925,0.2495,0.2515,0.25075,0.2568,0.2685,0.255,0.187,0.20275
881,0.2656,0.25625,0.2585,0.2715,0.289,0.27225,0.27375,0.25225,0.24625,0.24675,0.249,0.249,0.2534,0.2665,0.25175,0.1838,0.20025
882,0.2606,0.2525,0.255,0.2705,0.288,0.2675,0.2725,0.2475,0.24475,0.24225,0.246,0.2475,0.2484,0.26575,0.24675,0.18,0.19975
883,0.2598,0.252,0.2545,0.269,0.28725,0.26675,0.27175,0.2465,0.2455,0.243,0.2465,0.24675,0.2476,0.266,0.2465,0.1794,0.20475
884,0.259,0.25175,0.255,0.2685,0.28725,0.26675,0.272,0.247,0.24675,0.24425,0.24675,0.24625,0.2528,0.2655,0.247,0.1808,0.2045
885,0.259,0.25575,0.25575,0.269,0.28675,0.26825,0.2715,0.247,0.24625,0.24575,0.2475,0.24725,0.2536,0.26575,0.25125,0.1824,0.20425
886,0.2594,0.2565,0.258,0.26925,0.28675,0.269,0.2735,0.2465,0.247,0.24625,0.2485,0.24725,0.255,0.26375,0.25275,0.1832,0.2035
887,0.2622,0.25725,0.26,0.2695,0.28675,0.2705,0.2735,0.249,0.24725,0.24875,0.2505,0.2465,0.2558,0.26275,0.25525,0.185,0.19975
888,0.263,0.25675,0.26125,0.2685,0.2855,0.27,0.2735,0.25025,0.247,0.24875,0.2505,0.246,0.256,0.26075,0.25525,0.1872,0.194
889,0.2632,0.25675,0.26175,0.26775,0.2855,0.2685,0.273,0.25,0.247,0.24875,0.2505,0.24575,0.2556,0.26075,0.2545,0.1874,0.19375
890,0.2634,0.2565,0.2615,0.26775,0.2855,0.269,0.2725,0.25025,0.24675,0.24825,0.24975,0.246,0.2558,0.2605,0.25375,0.1876,0.194
891,0.2638,0.256,0.25975,0.26725,0.285,0.2685,0.272,0.25,0.24675,0.2475,0.2495,0.246,0.255,0.261,0.252,0.1874,0.1945
892,0.2636,0.2555,0.259,0.26675,0.285,0.2685,0.27175,0.2505,0.246,0.247,0.249,0.246,0.2538,0.26025,0.251,0.1872,0.19425
893,0.2634,0.255,0.25875,0.26625,0.28475,0.2685,0.2715,0.25025,0.2455,0.246,0.24825,0.2455,0.2536,0.26025,0.24975,0.1868,0.1945
894,0.263,0.2545,0.25825,0.2665,0.28375,0.26825,0.27125,0.25025,0.2455,0.24575,0.248,0.245,0.2524,0.25975,0.249,0.1866,0.195
895,0.2612,0.25375,0.25575,0.2655,0.28375,0.26725,0.27025,0.24925,0.24375,0.245,0.246,0.24475,0.2512,0.26,0.24775,0.1848,0.19525
896,0.2604,0.2525,0.25425,0.26525,0.283,0.2665,0.2705,0.24875,0.24325,0.24425,0.246,0.244,0.249,0.26025,0.24725,0.1844,0.195
897,0.2604,0.2505,0.2535,0.264,0.283,0.26675,0.26975,0.24775,0.24175,0.244,0.246,0.24425,0.2482,0.26025,0.24675,0.1848,0.196
898,0.2606,0.251,0.25375,0.264,0.28325,0.26725,0.2695,0.24775,0.242,0.243,0.2435,0.2445,0.2488,0.2605,0.24725,0.184,0.19625
899,0.2604,0.25075,0.2545,0.26375,0.28275,0.26625,0.2695,0.24775,0.242,0.244,0.244,0.24375,0.2502,0.26,0.2485,0.1844,0.196
900,0.2626,0.252,0.25425,0.26375,0.2815,0.266,0.26925,0.2475,0.243,0.24475,0.245,0.24375,0.2512,0.25825,0.24875,0.1858,0.1955
901,0.2628,0.25225,0.25525,0.26375,0.28125,0.26525,0.26925,0.24775,0.2435,0.245,0.24475,0.24375,0.2516,0.2565,0.249,0.1864,0.1935
902,0.2616,0.2515,0.2555,0.26375,0.28125,0.2645,0.26925,0.2475,0.2425,0.24375,0.2445,0.2435,0.2508,0.25575,0.2485,0.1864,0.192
903,0.261,0.25125,0.25475,0.26375,0.2815,0.2645,0.26925,0.24725,0.2425,0.24325,0.24425,0.24275,0.2506,0.2555,0.24725,0.1862,0.19175
904,0.2594,0.25025,0.25375,0.26325,0.2815,0.264,0.26875,0.24625,0.242,0.24175,0.24275,0.24175,0.2496,0.25575,0.246,0.1854,0.1915
905,0.2586,0.24725,0.252,0.26275,0.281,0.26175,0.268,0.246,0.2415,0.241,0.2415,0.2415,0.2464,0.2555,0.245,0.1842,0.1925
906,0.2596,0.246,0.2525,0.26125,0.28025,0.26225,0.26725,0.24575,0.24225,0.2405,0.24225,0.24175,0.2466,0.256,0.24425,0.1846,0.194
907,0.2596,0.246,0.25325,0.261,0.281,0.26275,0.26775,0.244,0.242,0.241,0.24375,0.24225,0.2466,0.2565,0.24375,0.1854,0.1935
908,0.2582,0.246,0.253,0.26075,0.281,0.263,0.26825,0.2435,0.24175,0.24175,0.243,0.24175,0.2468,0.255,0.24425,0.1856,0.193
909,0.2584,0.248,0.25375,0.2605,0.28075,0.264,0.26875,0.2435,0.2415,0.24175,0.24375,0.2415,0.2492,0.25475,0.24525,0.1862,0.1925
910,0.259,0.2485,0.255,0.26025,0.28,0.26325,0.267,0.244,0.241,0.241,0.244,0.241,0.25,0.2535,0.24575,0.1868,0.19
911,0.259,0.24875,0.25425,0.26,0.279,0.263,0.267,0.24375,0.241,0.24075,0.24275,0.241,0.2492,0.25275,0.2445,0.1864,0.18925
912,0.2588,0.24875,0.25375,0.26,0.27875,0.26275,0.26675,0.24375,0.24125,0.2405,0.24225,0.24025,0.2482,0.25275,0.244,0.186,0.18925
913,0.2584,0.2485,0.253,0.25975,0.27875,0.26275,0.26575,0.244,0.241,0.24025,0.24225,0.24,0.2468,0.2525,0.24375,0.186,0.1895
914,0.2576,0.24775,0.25125,0.25975,0.27825,0.262,0.26525,0.244,0.24075,0.23975,0.242,0.23975,0.2462,0.25275,0.243,0.1854,0.1895
915,0.2568,0.2465,0.251,0.2595,0.2785,0.261,0.2645,0.24375,0.239,0.23925,0.2405,0.23875,0.2448,0.25275,0.242,0.1846,0.18975
916,0.2548,0.2455,0.249,0.25925,0.277,0.2605,0.26425,0.242,0.23775,0.23825,0.23875,0.2365,0.241,0.25275,0.24,0.1818,0.19
917,0.2544,0.24325,0.24675,0.26025,0.27775,0.25825,0.26225,0.2415,0.23825,0.2375,0.23875,0.236,0.2408,0.25275,0.2385,0.1818,0.19075
918,0.2552,0.24325,0.24575,0.25975,0.27775,0.25825,0.26225,0.24075,0.23875,0.23775,0.2395,0.236,0.241,0.2525,0.237,0.1814,0.1905
919,0.2542,0.24475,0.246,0.2585,0.2765,0.25875,0.26225,0.24075,0.238,0.23775,0.239,0.237,0.2412,0.25225,0.2365,0.181,0.189
920,0.254,0.2445,0.24625,0.25725,0.276,0.25775,0.26275,0.2405,0.2375,0.23675,0.23925,0.23525,0.242,0.2515,0.237,0.1814,0.18875
921,0.2548,0.2455,0.2475,0.25775,0.2745,0.25875,0.263,0.241,0.238,0.23775,0.2395,0.23675,0.2432,0.2505,0.239,0.183,0.1875
922,0.2548,0.2465,0.24925,0.2575,0.27375,0.258,0.263,0.24075,0.238,0.2385,0.23925,0.23575,0.2436,0.249,0.24075,0.1838,0.1835
923,0.2546,0.246,0.2495,0.25675,0.2735,0.258,0.26275,0.24075,0.23825,0.2385,0.23775,0.23525,0.2436,0.24775,0.24025,0.1838,0.18375
924,0.2546,0.2455,0.249,0.25675,0.27375,0.258,0.262,0.24075,0.23825,0.238,0.23775,0.2345,0.244,0.24775,0.24,0.1842,0.184
925,0.2548,0.24525,0.24875,0.2565,0.27325,0.258,0.26325,0.24075,0.238,0.2375,0.23775,0.23475,0.2442,0.24775,0.23975,0.184,0.18475
926,0.2544,0.24525,0.249,0.25625,0.27375,0.258,0.263,0.241,0.23775,0.23725,0.2375,0.23475,0.2438,0.2485,0.23975,0.184,0.18475
927,0.2548,0.2445,0.2485,0.256,0.275,0.25825,0.26275,0.242,0.2375,0.2375,0.23725,0.23475,0.243,0.2485,0.2395,0.1832,0.1845
928,0.255,0.24475,0.2485,0.2555,0.27475,0.25875,0.26325,0.24125,0.23725,0.23725,0.237,0.2355,0.243,0.2485,0.23875,0.1834,0.18525
929,0.2548,0.244,0.249,0.256,0.27475,0.25875,0.2635,0.24075,0.23725,0.23625,0.237,0.2355,0.2432,0.24875,0.239,0.1834,0.186
930,0.2548,0.2445,0.24775,0.25525,0.2745,0.2585,0.2635,0.24075,0.23725,0.23625,0.237,0.23525,0.2428,0.248,0.239,0.1832,0.18575
931,0.255,0.2445,0.24775,0.255,0.2745,0.258,0.26325,0.24175,0.23725,0.2365,0.237,0.235,0.243,0.24825,0.23925,0.1832,0.18575
932,0.255,0.24425,0.2475,0.255,0.2745,0.25775,0.262,0.24175,0.2365,0.23675,0.23675,0.23325,0.2424,0.2485,0.23875,0.1834,0.1865
933,0.2546,0.24325,0.2475,0.254,0.274,0.25825,0.261,0.24125,0.2365,0.236,0.2355,0.23325,0.2422,0.24825,0.2385,0.1836,0.187
934,0.2542,0.243,0.2475,0.254,0.27375,0.258,0.26125,0.24125,0.236,0.23625,0.23525,0.23325,0.2412,0.2485,0.238,0.184,0.18725
935,0.2536,0.24275,0.2475,0.25425,0.27325,0.257,0.26125,0.241,0.23475,0.236,0.2355,0.23325,0.2402,0.24775,0.2375,0.1834,0.187
936,0.2526,0.24275,0.247,0.25425,0.27325,0.2565,0.261,0.241,0.2345,0.236,0.23625,0.233,0.2392,0.2475,0.23725,0.1832,0.18675
937,0.2524,0.24175,0.246,0.2535,0.27275,0.256,0.2605,0.241,0.2345,0.23525,0.2355,0.23275,0.2392,0.2475,0.23625,0.183,0.18675
938,0.2522,0.241,0.24525,0.25275,0.27275,0.25575,0.26025,0.241,0.234,0.2345,0.23575,0.23275,0.2388,0.2475,0.236,0.182,0.18775
939,0.252,0.23875,0.24425,0.25225,0.27225,0.255,0.26,0.24025,0.23425,0.2345,0.2355,0.2325,0.239,0.247,0.23525,0.1812,0.188
940,0.2516,0.238,0.24375,0.25175,0.2725,0.25475,0.2595,0.24025,0.234,0.2345,0.23525,0.233,0.239,0.247,0.235,0.1812,0.188
941,0.2512,0.23825,0.243,0.2515,0.272,0.25475,0.2595,0.24,0.2335,0.23475,0.23525,0.23325,0.2386,0.24575,0.234,0.1812,0.1875
942,0.2514,0.238,0.243,0.2515,0.27175,0.25475,0.25925,0.23975,0.233,0.2345,0.2345,0.23275,0.239,0.2455,0.23425,0.1814,0.18625
943,0.2512,0.23825,0.243,0.2515,0.27125,0.2545,0.259,0.239,0.23325,0.2345,0.23425,0.23275,0.2384,0.2455,0.234,0.182,0.185
944,0.25,0.2385,0.24275,0.25075,0.271,0.25425,0.2585,0.23825,0.23325,0.23375,0.234,0.232,0.2386,0.24425,0.23375,0.1822,0.184
945,0.2498,0.238,0.2425,0.2505,0.2705,0.254,0.2585,0.23775,0.233,0.23325,0.234,0.2305,0.2384,0.243,0.233,0.1818,0.18375
946,0.25,0.23725,0.24175,0.25,0.26975,0.254,0.258,0.2365,0.23275,0.23275,0.234,0.2305,0.2384,0.24225,0.233,0.1814,0.18325
947,0.2496,0.2375,0.24225,0.25025,0.26975,0.25375,0.2575,0.236,0.23275,0.2325,0.23375,0.23,0.2374,0.243,0.23325,0.1804,0.183
948,0.2492,0.237,0.24225,0.24975,0.2695,0.25275,0.25725,0.23575,0.23175,0.2325,0.23275,0.2295,0.237,0.2425,0.23275,0.1804,0.183
949,0.248,0.23725,0.24225,0.2495,0.26875,0.2525,0.256,0.23575,0.231,0.2315,0.2325,0.229,0.2366,0.2425,0.23225,0.1806,0.183
950,0.2562,0.2475,0.2505,0.25875,0.27875,0.2625,0.266,0.2435,0.24,0.239,0.24125,0.23725,0.2464,0.2515,0.2415,0.1858,0.19025
951,0.2654,0.257,0.26225,0.26925,0.2905,0.2745,0.27775,0.254,0.2485,0.24825,0.25075,0.2465,0.2544,0.26125,0.25125,0.191,0.20025
952,0.2672,0.25975,0.26475,0.27225,0.2945,0.27875,0.281,0.25725,0.25,0.25175,0.25325,0.24975,0.257,0.26325,0.253,0.1932,0.204
953,0.2678,0.2615,0.266,0.27475,0.29475,0.27925,0.28175,0.25725,0.2505,0.25275,0.25575,0.24975,0.2582,0.267,0.25375,0.1948,0.2055
954,0.2686,0.2615,0.26775,0.27575,0.2965,0.281,0.28375,0.25825,0.25225,0.253,0.256,0.251,0.2594,0.26725,0.25625,0.1948,0.2055
955,0.27,0.263,0.26975,0.27775,0.29825,0.28225,0.2855,0.2605,0.2545,0.25375,0.2575,0.25325,0.261,0.268,0.258,0.1962,0.20625
956,0.2734,0.265,0.27225,0.28075,0.30025,0.28675,0.28775,0.26275,0.25625,0.25625,0.26,0.2555,0.2642,0.26925,0.2605,0.1988,0.2065
957,0.2752,0.26825,0.276,0.284,0.3035,0.29,0.29125,0.26425,0.25975,0.25925,0.26125,0.25775,0.2662,0.2725,0.2635,0.1996,0.20825
