wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat,blank
213,2.5904,2.93725,2.9472500000000004,2.9619999999999997,3.0,3.0,2.9712500000000004,2.8135,2.80125,2.80475,2.8497500000000002,2.89075,2.9074,2.91125,2.9589999999999996,1.3805,1.38175,0.012
214,2.58,2.9480000000000004,2.95125,2.9777500000000003,3.0,3.0,2.9764999999999997,2.8205,2.81725,2.81525,2.8587499999999997,2.9,2.9194,2.94025,2.96875,1.3315,1.33225,0.011
215,2.7594000000000003,3.0,3.0,3.0,3.0,3.0,3.0,2.9987500000000002,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.3192499999999998,1.3185,0.011
216,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.2885,1.289,0.011
217,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.24275,1.2425000000000002,0.009
218,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.197,1.1974999999999998,0.009
219,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.15625,1.1557499999999998,0.009
220,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.116,1.116,0.009
221,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0797499999999998,1.07975,0.007
222,2.9916,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0485000000000002,1.0477499999999997,0.007
223,2.4046,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.009,1.007,0.007
224,2.1844,3.0,3.0,3.0,3.0,3.0,3.0,2.76725,2.96225,3.0,3.0,3.0,3.0,3.0,3.0,0.98225,0.98075,0.006
225,2.0662000000000003,3.0,3.0,3.0,3.0,3.0,3.0,2.626,2.8385000000000002,2.9842500000000003,3.0,3.0,3.0,3.0,3.0,0.963,0.9615,0.006
226,1.9777999999999998,3.0,3.0,3.0,3.0,3.0,3.0,2.5255,2.7529999999999997,2.923,3.0,3.0,3.0,3.0,3.0,0.949,0.9472499999999999,0.006
227,1.9032,3.0,3.0,3.0,3.0,3.0,3.0,2.4325,2.68225,2.87475,3.0,3.0,3.0,3.0,3.0,0.9384999999999999,0.93675,0.006
228,1.8448,3.0,3.0,3.0,3.0,3.0,3.0,2.35575,2.614,2.8207500000000003,3.0,3.0,3.0,3.0,3.0,0.935,0.9339999999999999,0.005
229,1.8028,3.0,3.0,3.0,3.0,3.0,3.0,2.295,2.5555,2.7689999999999997,2.974,3.0,3.0,3.0,3.0,0.9375,0.93675,0.005
230,1.7658,3.0,3.0,3.0,3.0,3.0,3.0,2.2407500000000002,2.4939999999999998,2.7104999999999997,2.9307499999999997,3.0,3.0,3.0,3.0,0.9449999999999998,0.943,0.002
231,1.7304000000000002,3.0,3.0,3.0,3.0,3.0,3.0,2.184,2.4295,2.64325,2.8695,3.0,3.0,3.0,3.0,0.9532499999999999,0.9492499999999999,0.002
232,1.6916,3.0,3.0,3.0,3.0,3.0,3.0,2.1155,2.35075,2.557,2.7857499999999997,3.0,3.0,3.0,3.0,0.962,0.95875,0.002
233,1.654,3.0,3.0,3.0,3.0,3.0,3.0,2.04975,2.2695,2.4697500000000003,2.69975,3.0,3.0,3.0,3.0,0.971,0.9682499999999999,0.003
234,1.6218,3.0,3.0,3.0,3.0,3.0,3.0,1.99,2.196,2.38875,2.615,3.0,3.0,3.0,3.0,0.9802500000000001,0.9784999999999999,0.003
235,1.5902,3.0,3.0,3.0,3.0,3.0,3.0,1.93175,2.12475,2.3065,2.5282500000000003,3.0,3.0,3.0,3.0,0.992,0.9904999999999999,0.004
236,1.566,3.0,3.0,3.0,3.0,3.0,3.0,1.88175,2.0625,2.235,2.45125,3.0,3.0,3.0,3.0,1.004,1.002,0.004
237,1.5446,3.0,3.0,3.0,3.0,3.0,3.0,1.83775,2.00475,2.16775,2.3765,2.9922500000000003,3.0,3.0,3.0,1.01575,1.01325,0.005
238,1.5256,3.0,3.0,3.0,3.0,3.0,3.0,1.7965,1.94975,2.10425,2.30375,2.95275,3.0,3.0,3.0,1.02725,1.0245,0.005
239,1.5052,3.0,3.0,3.0,3.0,3.0,3.0,1.75525,1.8969999999999998,2.04125,2.2319999999999998,2.8955,3.0,3.0,3.0,1.036,1.033,0.005
240,1.483,3.0,3.0,3.0,3.0,3.0,3.0,1.7135,1.8415,1.975,2.156,2.8285,3.0,3.0,3.0,1.0405,1.03925,0.005
241,1.4614,3.0,3.0,3.0,3.0,3.0,3.0,1.67275,1.79125,1.91425,2.0855,2.758,2.9832,3.0,3.0,1.04125,1.0405,0.005
242,1.4418,3.0,3.0,3.0,3.0,3.0,3.0,1.6372499999999999,1.746,1.86175,2.02475,2.696,2.9465999999999997,3.0,3.0,1.0422500000000001,1.0415,0.004
243,1.4272,3.0,3.0,3.0,3.0,3.0,3.0,1.6095,1.711,1.81975,1.97875,2.635,2.9040000000000004,3.0,3.0,1.0462500000000001,1.04325,0.004
244,1.4106,3.0,3.0,3.0,3.0,3.0,3.0,1.5852499999999998,1.678,1.78225,1.9362500000000002,2.574,2.8532,3.0,3.0,1.047,1.04425,0.004
245,1.3887999999999998,3.0,3.0,3.0,3.0,3.0,3.0,1.5542500000000001,1.6395,1.7389999999999999,1.8847500000000001,2.4965,2.776,2.949,3.0,1.042,1.038,0.004
246,1.3603999999999998,2.9744999999999995,3.0,3.0,3.0,3.0,3.0,1.512,1.5925,1.68475,1.82225,2.4,2.6848,2.87425,3.0,1.0237499999999997,1.0205,0.004
247,1.3324000000000003,2.9395,3.0,3.0,3.0,3.0,3.0,1.47725,1.5514999999999999,1.6345,1.76925,2.3192500000000003,2.6029999999999998,2.8120000000000003,2.9505,1.00325,1.003,0.003
248,1.3132,2.9199999999999995,3.0,3.0,3.0,3.0,3.0,1.45275,1.521,1.60075,1.73125,2.2560000000000002,2.541,2.76175,2.90625,0.99025,0.9907499999999999,0.003
249,1.2938000000000003,2.87075,3.0,3.0,3.0,3.0,3.0,1.4315,1.4940000000000002,1.5735,1.69825,2.2039999999999997,2.48,2.70125,2.84875,0.9804999999999999,0.97825,0.003
250,1.2719999999999998,2.8015,2.95925,3.0,3.0,3.0,3.0,1.40775,1.4655,1.54575,1.665,2.1475,2.4114000000000004,2.62675,2.77725,0.9644999999999999,0.96275,0.002
251,1.2468,2.72225,2.8955,2.9485,2.9977500000000004,3.0,2.9907500000000002,1.37825,1.43275,1.50925,1.6257499999999998,2.08025,2.3338,2.5422499999999997,2.6905,0.9424999999999999,0.9395,0.002
252,1.2192,2.635,2.82425,2.8834999999999997,2.94225,2.991,2.9419999999999997,1.3470000000000002,1.3985,1.472,1.583,2.01075,2.2514000000000003,2.45575,2.59675,0.9167500000000001,0.91325,0.003
253,1.1926,2.55675,2.7520000000000002,2.8215,2.88175,2.93625,2.8945,1.31825,1.36825,1.43725,1.5465,1.948,2.1768,2.37525,2.5105000000000004,0.8905,0.8907499999999999,0.003
254,1.1698,2.482,2.6799999999999997,2.75475,2.82675,2.87775,2.8459999999999996,1.295,1.343,1.40925,1.5170000000000001,1.897,2.1142000000000003,2.3062500000000004,2.435,0.8695,0.86875,0.003
255,1.149,2.4052499999999997,2.60075,2.67975,2.7515,2.80425,2.7754999999999996,1.2705,1.31725,1.3810000000000002,1.4857500000000001,1.84525,2.0517999999999996,2.237,2.3592500000000003,0.85,0.849,0.004
256,1.1282,2.3287500000000003,2.51625,2.5965000000000003,2.6664999999999996,2.7225,2.6942500000000003,1.24625,1.2925,1.355,1.45675,1.79675,1.9908000000000001,2.1685,2.28375,0.82875,0.8284999999999999,0.004
257,1.107,2.249,2.4275,2.5067500000000003,2.5785,2.6305,2.605,1.222,1.26775,1.327,1.427,1.74675,1.9308,2.0985,2.2075,0.80425,0.8057500000000001,0.004
258,1.0852,2.17325,2.344,2.424,2.4935,2.542,2.519,1.199,1.2422499999999999,1.3007499999999999,1.3987500000000002,1.70025,1.8732,2.0337499999999995,2.1342499999999998,0.7827500000000001,0.7850000000000001,0.004
259,1.0632,2.0985,2.26075,2.3347499999999997,2.4019999999999997,2.447,2.427,1.1764999999999999,1.2200000000000002,1.27475,1.3707500000000001,1.65475,1.8184,1.9725,2.06475,0.7605000000000001,0.7635000000000001,0.004
260,1.0446000000000002,2.0347500000000003,2.18575,2.2590000000000003,2.3225,2.36425,2.345,1.157,1.199,1.252,1.34575,1.61525,1.7716,1.9177499999999998,2.00325,0.74125,0.74425,0.002
261,1.035,1.984,2.128,2.20425,2.26175,2.29825,2.27875,1.1455000000000002,1.187,1.2382499999999999,1.3325,1.5877500000000002,1.736,1.8767500000000001,1.9585,0.73,0.7330000000000001,0.003
262,1.0277999999999998,1.9445000000000001,2.0795,2.157,2.206,2.242,2.2220000000000004,1.1417499999999998,1.1749999999999998,1.2300000000000002,1.32075,1.5659999999999998,1.7080000000000002,1.8419999999999999,1.921,0.7262500000000001,0.7282500000000001,0.003
263,1.0186,1.9064999999999999,2.0324999999999998,2.1085,2.153,2.186,2.16325,1.13325,1.16475,1.2220000000000002,1.3127499999999999,1.5465,1.6805999999999996,1.80925,1.8857499999999998,0.72325,0.722,0.003
264,1.0095999999999998,1.8672500000000003,1.9825,2.057,2.0945,2.12875,2.10075,1.1219999999999999,1.15375,1.21075,1.3,1.5255,1.6532,1.7762499999999999,1.84925,0.71275,0.71275,0.003
265,1.0016,1.8257500000000002,1.92975,2.001,2.0355,2.06475,2.0360000000000005,1.1127500000000001,1.145,1.20075,1.28775,1.503,1.625,1.742,1.81125,0.7025,0.70375,0.003
266,0.9927999999999999,1.785,1.8785,1.9457499999999999,1.97675,2.0035,1.974,1.1035,1.1355,1.18975,1.2755,1.4815,1.5966,1.70825,1.773,0.6924999999999999,0.696,0.005
267,0.9853999999999999,1.7485,1.83375,1.8965,1.9272500000000001,1.9477499999999999,1.9187499999999997,1.09525,1.127,1.17975,1.26475,1.4625,1.5724,1.68,1.7392500000000002,0.6825,0.6867500000000001,0.005
268,0.9812,1.7190000000000003,1.79725,1.858,1.88475,1.90275,1.873,1.0907499999999999,1.121,1.1727500000000002,1.258,1.44725,1.5532,1.65875,1.7120000000000002,0.6765000000000001,0.681,0.006
269,0.978,1.69425,1.7655,1.8262500000000002,1.8479999999999999,1.8645,1.8335,1.088,1.117,1.169,1.2530000000000001,1.4355,1.5374000000000003,1.63925,1.69075,0.6715,0.6767500000000001,0.006
270,0.9742,1.672,1.7377500000000001,1.7962500000000001,1.8152499999999998,1.83,1.7970000000000002,1.08375,1.11325,1.1652500000000001,1.2485000000000002,1.42575,1.523,1.62175,1.6704999999999999,0.6675,0.6727500000000001,0.006
271,0.97,1.65075,1.7102499999999998,1.76625,1.78375,1.7955,1.7635,1.07875,1.1075,1.1595,1.24275,1.41575,1.5093999999999999,1.6047500000000001,1.6512499999999999,0.66225,0.6667500000000001,0.006
272,0.9672000000000001,1.63125,1.68575,1.74,1.756,1.764,1.7305,1.075,1.1047500000000001,1.15575,1.23875,1.4057499999999998,1.4971999999999999,1.59075,1.63375,0.6567500000000001,0.6625000000000001,0.006
273,0.9682000000000001,1.61925,1.66925,1.7222499999999998,1.73575,1.74275,1.7077499999999999,1.077,1.10525,1.1555,1.2397500000000001,1.40225,1.4914,1.5837500000000002,1.62375,0.656,0.66225,0.006
274,0.9693999999999999,1.61025,1.656,1.7085,1.7185,1.725,1.6895,1.07925,1.1065,1.158,1.2415,1.4017499999999998,1.4872,1.57675,1.6165,0.656,0.6645000000000001,0.006
275,0.9686,1.59975,1.6407500000000002,1.69275,1.7005,1.7065000000000001,1.6697499999999998,1.079,1.10575,1.15875,1.2415,1.4005,1.4818,1.56825,1.6090000000000002,0.656,0.6635,0.006
276,0.968,1.58875,1.62575,1.6752500000000001,1.682,1.6864999999999999,1.64875,1.078,1.1047500000000001,1.1582499999999998,1.241,1.3957499999999998,1.4762,1.5605000000000002,1.59925,0.6545,0.6615,0.007
277,0.9672000000000001,1.5787499999999999,1.61125,1.6590000000000003,1.66625,1.6685,1.6307500000000001,1.07725,1.1045,1.15775,1.24025,1.3922499999999998,1.4716,1.554,1.58975,0.651,0.659,0.008
278,0.9672000000000001,1.5707499999999999,1.6015,1.6472499999999999,1.6540000000000001,1.65475,1.61625,1.07775,1.1045,1.15775,1.24125,1.3915,1.4672,1.5505000000000002,1.58325,0.648,0.658,0.008
279,0.9673999999999999,1.565,1.5917500000000002,1.6380000000000001,1.6415,1.6425,1.60325,1.0787499999999999,1.106,1.16,1.2432500000000002,1.3904999999999998,1.4654,1.5465,1.58125,0.64725,0.6577500000000001,0.008
280,0.9663999999999999,1.5605000000000002,1.58275,1.63,1.6309999999999998,1.63,1.58975,1.0785,1.1062500000000002,1.16,1.2435,1.3904999999999998,1.4637999999999998,1.5407499999999998,1.5745,0.646,0.6567500000000001,0.008
281,0.9666,1.5554999999999999,1.57375,1.6205,1.62025,1.6167500000000001,1.57825,1.078,1.106,1.16075,1.2437500000000001,1.3897499999999998,1.4618,1.5374999999999999,1.56875,0.643,0.6555,0.008
282,0.9667999999999999,1.54925,1.56675,1.6105,1.6122500000000002,1.60425,1.5655000000000001,1.0782500000000002,1.10575,1.161,1.2435,1.38875,1.4600000000000002,1.53525,1.56575,0.63975,0.6515,0.008
283,0.9676,1.54725,1.5635,1.607,1.6067500000000001,1.5995,1.5607499999999999,1.0795,1.107,1.1624999999999999,1.245,1.389,1.46,1.5350000000000001,1.5625,0.63975,0.65075,0.008
284,0.968,1.546,1.5627499999999999,1.6065,1.6044999999999998,1.59775,1.5562500000000001,1.081,1.109,1.16625,1.2494999999999998,1.3887500000000002,1.4592,1.53525,1.5627499999999999,0.6395000000000001,0.65075,0.008
285,0.9692000000000001,1.54325,1.56075,1.60175,1.598,1.593,1.5494999999999999,1.081,1.11025,1.16925,1.2497500000000001,1.38925,1.4589999999999999,1.5334999999999999,1.5622500000000001,0.63825,0.6495,0.008
286,0.9694,1.541,1.55275,1.5942500000000002,1.59125,1.585,1.5434999999999999,1.081,1.1105,1.17,1.2502499999999999,1.3895,1.4587999999999999,1.5312499999999998,1.55975,0.6355,0.6467499999999999,0.006
287,0.9696,1.53825,1.5492499999999998,1.5919999999999999,1.58925,1.5805000000000002,1.5385,1.08275,1.1115,1.1704999999999999,1.25325,1.39025,1.458,1.531,1.559,0.634,0.64525,0.006
288,0.9718,1.5372499999999998,1.54875,1.5915,1.5879999999999999,1.5795000000000001,1.53625,1.086,1.11375,1.17375,1.25725,1.39225,1.4588,1.5315,1.5595,0.63425,0.6447499999999999,0.007
289,0.9725999999999999,1.5365000000000002,1.547,1.5899999999999999,1.58525,1.5747499999999999,1.531,1.0867499999999999,1.1155000000000002,1.175,1.26,1.39325,1.4594,1.53175,1.55875,0.63325,0.6435000000000001,0.008
290,0.9724,1.5334999999999999,1.5425,1.58475,1.57725,1.56875,1.5257500000000002,1.08675,1.11575,1.1755,1.2605,1.39275,1.4587999999999999,1.5299999999999998,1.55625,0.63025,0.6405000000000001,0.008
291,0.9722,1.5310000000000001,1.53925,1.58025,1.5735000000000001,1.564,1.5225,1.08675,1.1165,1.1755,1.26075,1.393,1.4582000000000002,1.5294999999999999,1.55525,0.6275,0.6372500000000001,0.01
292,0.9732,1.5310000000000001,1.5382500000000001,1.58,1.5732500000000003,1.5635,1.5185,1.0895000000000001,1.11825,1.178,1.2647499999999998,1.394,1.4592,1.5299999999999998,1.555,0.62725,0.637,0.01
293,0.9745999999999999,1.5305,1.5375,1.57875,1.572,1.5617500000000002,1.517,1.0902500000000002,1.12,1.17975,1.2662499999999999,1.3945,1.4592,1.5292499999999998,1.55425,0.627,0.6365,0.01
294,0.975,1.52875,1.53275,1.5747499999999999,1.567,1.559,1.51375,1.089,1.12025,1.1795,1.2662499999999999,1.3942499999999998,1.458,1.5282499999999999,1.55225,0.6234999999999999,0.6355000000000001,0.01
295,0.9734,1.5265,1.5292500000000002,1.5715000000000001,1.56425,1.5545,1.50775,1.0890000000000002,1.1195,1.17975,1.2657500000000002,1.394,1.4566,1.5265,1.5492499999999998,0.6215,0.631,0.01
296,0.9735999999999999,1.52325,1.527,1.5705,1.5625,1.5525,1.505,1.0895000000000001,1.11925,1.17975,1.266,1.3935000000000002,1.4558,1.52375,1.5482500000000001,0.6194999999999999,0.6305,0.01
297,0.9725999999999999,1.5194999999999999,1.52475,1.5679999999999998,1.5595,1.54775,1.5037500000000001,1.0902500000000002,1.12025,1.18,1.2655,1.39325,1.4516,1.52175,1.54675,0.61725,0.62825,0.01
298,0.9738,1.5184999999999997,1.52325,1.5655000000000001,1.5574999999999999,1.544,1.5015,1.0902500000000002,1.121,1.18,1.268,1.393,1.4502,1.521,1.5457500000000002,0.61725,0.62725,0.01
299,0.9746,1.5175,1.5195,1.564,1.5562500000000001,1.5430000000000001,1.4995,1.0907499999999999,1.1225,1.1805,1.26975,1.39275,1.4498,1.52075,1.54425,0.61775,0.6275000000000001,0.01
300,0.9747999999999999,1.5139999999999998,1.5174999999999998,1.56175,1.552,1.5405,1.496,1.0907499999999999,1.12225,1.1825,1.2702499999999999,1.3925,1.4494,1.5187499999999998,1.54175,0.6185,0.62775,0.011
301,0.9747999999999999,1.508,1.512,1.55575,1.5470000000000002,1.5354999999999999,1.49175,1.0907499999999999,1.121,1.182,1.26775,1.39075,1.4462,1.5125,1.537,0.6174999999999999,0.6272500000000001,0.011
302,0.9742,1.50225,1.5070000000000001,1.5482500000000001,1.54175,1.5279999999999998,1.48425,1.0895,1.11875,1.18125,1.2654999999999998,1.3852499999999999,1.4392,1.5085,1.5345,0.6154999999999999,0.62675,0.011
303,0.9738,1.497,1.499,1.54475,1.538,1.5242499999999999,1.47925,1.0890000000000002,1.11775,1.1797499999999999,1.2639999999999998,1.3820000000000001,1.4362,1.50325,1.5262499999999999,0.61275,0.624,0.01
304,0.9736,1.49275,1.49275,1.5395,1.5307499999999998,1.5187499999999998,1.47325,1.0875,1.1155000000000002,1.177,1.26075,1.3790000000000002,1.4316,1.49825,1.521,0.61125,0.62225,0.01
305,0.9708,1.484,1.48475,1.52925,1.5195,1.51025,1.465,1.0825,1.112,1.174,1.2555,1.37175,1.4218,1.4895,1.5105,0.61025,0.61925,0.01
306,0.9671999999999998,1.47425,1.476,1.521,1.51075,1.5,1.457,1.0775000000000001,1.1075,1.1672500000000001,1.24925,1.3630000000000002,1.4143999999999999,1.48025,1.5007499999999998,0.607,0.6152500000000001,0.01
307,0.9642,1.46375,1.46675,1.51125,1.50375,1.4905000000000002,1.448,1.07225,1.1005,1.1615,1.2429999999999999,1.3535,1.4044,1.47025,1.49,0.60125,0.61075,0.009
308,0.9596,1.4520000000000002,1.4552500000000002,1.501,1.4932500000000002,1.47925,1.4387500000000002,1.06625,1.0955,1.1540000000000001,1.23475,1.34425,1.3936,1.45975,1.4787499999999998,0.597,0.6054999999999999,0.01
309,0.9568,1.4425,1.4455,1.49125,1.48425,1.47,1.4295,1.062,1.08975,1.1465,1.2277500000000001,1.3345,1.3838,1.4502499999999998,1.468,0.59475,0.60225,0.01
310,0.9561999999999999,1.4344999999999999,1.438,1.4847500000000002,1.47825,1.46275,1.4224999999999999,1.061,1.0865,1.142,1.2237500000000001,1.32775,1.3768,1.44275,1.4595000000000002,0.59325,0.602,0.008
311,0.9549999999999998,1.4245,1.4297499999999999,1.47625,1.4695,1.4545000000000001,1.4147499999999997,1.0572499999999998,1.083,1.1395,1.218,1.3207499999999999,1.3687999999999998,1.4335,1.45025,0.5927499999999999,0.60125,0.008
312,0.9527999999999999,1.415,1.42,1.4669999999999999,1.46075,1.44625,1.40625,1.053,1.07775,1.1334999999999997,1.2117499999999999,1.3122500000000001,1.3588,1.4235000000000002,1.4395000000000002,0.592,0.5992500000000001,0.008
313,0.9484,1.4025,1.4075,1.455,1.4492500000000001,1.4352500000000001,1.3954999999999997,1.048,1.07125,1.1265,1.2045,1.302,1.3468,1.4107500000000002,1.427,0.5895,0.5954999999999999,0.007
314,0.9440000000000002,1.3872499999999999,1.3929999999999998,1.4415,1.435,1.42125,1.3820000000000001,1.04,1.06375,1.1167500000000001,1.1945000000000001,1.289,1.3332000000000002,1.3972499999999999,1.4115,0.58475,0.591,0.007
315,0.9428000000000001,1.3765,1.3832499999999999,1.43275,1.427,1.41275,1.37425,1.0385,1.05975,1.1115000000000002,1.1885,1.28025,1.3235999999999999,1.387,1.4012499999999999,0.5842499999999999,0.5912499999999999,0.008
316,0.9427999999999999,1.3685,1.3755000000000002,1.4260000000000002,1.4207500000000002,1.407,1.36675,1.038,1.0585,1.109,1.18425,1.2730000000000001,1.3148,1.37825,1.393,0.587,0.59275,0.008
317,0.9386000000000001,1.35575,1.3632500000000003,1.4120000000000001,1.409,1.3955,1.3547500000000001,1.0322500000000001,1.05075,1.101,1.17525,1.2614999999999998,1.3012000000000001,1.3637500000000002,1.3805,0.58575,0.592,0.007
318,0.9338,1.33975,1.3462500000000002,1.397,1.3935,1.38,1.3407499999999999,1.02275,1.0415,1.089,1.1635,1.24675,1.286,1.348,1.3635,0.582,0.5875,0.007
319,0.93,1.32525,1.33225,1.3832499999999999,1.3805,1.3665,1.3277500000000002,1.0165,1.03425,1.081,1.1540000000000001,1.234,1.2718,1.3342500000000002,1.3487500000000001,0.5792499999999999,0.58475,0.007
320,0.9272,1.312,1.31925,1.371,1.3689999999999998,1.35525,1.31775,1.012,1.0282499999999999,1.07275,1.14675,1.22225,1.2595999999999998,1.32125,1.3352499999999998,0.579,0.5842499999999999,0.008
321,0.9204000000000001,1.2967499999999998,1.30375,1.35625,1.3535,1.34225,1.3035,1.004,1.0190000000000001,1.063,1.134,1.209,1.2428,1.3045,1.3175000000000001,0.57575,0.5794999999999999,0.008
