Heat Sweep RT,,
Heat Sweep RT 2,"Date : 20/07/2021, 10:44:07",
Wavelength (nm),ABS,%T
657.00,0.309,49.1
658.00,0.308,49.2
659.00,0.308,49.2
660.00,0.309,49.1
661.00,0.31,48.9
662.00,0.311,48.8
663.00,0.311,48.8
664.00,0.311,48.8
665.00,0.31,49
666.00,0.309,49.1
667.00,0.308,49.3
668.00,0.307,49.3
669.00,0.307,49.3
670.00,0.307,49.3
671.00,0.307,49.3
672.00,0.307,49.3
673.00,0.306,49.4
674.00,0.306,49.4
675.00,0.305,49.5
676.00,0.305,49.6
677.00,0.304,49.7
678.00,0.302,49.9
679.00,0.302,49.9
680.00,0.301,49.9
681.00,0.301,49.9
682.00,0.303,49.8
683.00,0.303,49.8
684.00,0.303,49.8
685.00,0.302,49.8
686.00,0.302,49.8
687.00,0.301,50
688.00,0.301,50
689.00,0.301,50
690.00,0.301,50
691.00,0.3,50.1
692.00,0.299,50.2
693.00,0.299,50.2
694.00,0.298,50.3
695.00,0.296,50.5
696.00,0.294,50.8
697.00,0.292,51
698.00,0.292,51
699.00,0.292,51
700.00,0.295,50.7
701.00,0.297,50.5
702.00,0.297,50.4
703.00,0.297,50.4
704.00,0.297,50.4
705.00,0.297,50.5
706.00,0.296,50.5
707.00,0.295,50.7
708.00,0.295,50.7
709.00,0.294,50.8
710.00,0.294,50.8
711.00,0.294,50.8
712.00,0.293,50.9
713.00,0.293,50.9
714.00,0.293,50.9
715.00,0.293,51
716.00,0.293,51
717.00,0.293,51
718.00,0.293,51
719.00,0.293,51
720.00,0.292,51
721.00,0.292,51.1
722.00,0.292,51.1
723.00,0.291,51.1
724.00,0.29,51.2
725.00,0.29,51.3
726.00,0.29,51.3
727.00,0.289,51.4
728.00,0.289,51.4
729.00,0.289,51.4
730.00,0.289,51.4
731.00,0.289,51.4
732.00,0.288,51.5
733.00,0.288,51.5
734.00,0.288,51.5
735.00,0.288,51.5
736.00,0.288,51.5
737.00,0.287,51.6
738.00,0.287,51.7
739.00,0.287,51.7
740.00,0.286,51.8
741.00,0.285,51.9
742.00,0.285,51.9
743.00,0.285,51.9
744.00,0.285,51.9
745.00,0.285,51.9
746.00,0.285,51.9
747.00,0.284,51.9
748.00,0.284,52.1
749.00,0.284,52.1
750.00,0.283,52.1
751.00,0.283,52.1
752.00,0.282,52.2
753.00,0.282,52.2
754.00,0.283,52.1
755.00,0.285,51.9
756.00,0.283,52.1
757.00,0.283,52.1
758.00,0.283,52.2
759.00,0.283,52.1
760.00,0.283,52.1
761.00,0.282,52.2
762.00,0.282,52.3
763.00,0.28,52.5
764.00,0.279,52.7
765.00,0.278,52.7
766.00,0.28,52.5
767.00,0.28,52.5
768.00,0.282,52.2
769.00,0.282,52.3
770.00,0.282,52.3
771.00,0.281,52.3
772.00,0.281,52.3
773.00,0.279,52.6
774.00,0.279,52.6
775.00,0.279,52.6
776.00,0.279,52.6
777.00,0.279,52.6
778.00,0.279,52.6
779.00,0.278,52.7
780.00,0.278,52.7
781.00,0.278,52.7
782.00,0.278,52.7
783.00,0.278,52.7
784.00,0.276,52.9
785.00,0.276,53
786.00,0.276,53
787.00,0.276,53
788.00,0.275,53.1
789.00,0.274,53.3
790.00,0.274,53.3
791.00,0.274,53.2
792.00,0.274,53.2
793.00,0.275,53.1
794.00,0.275,53.1
795.00,0.276,53
796.00,0.276,53
797.00,0.276,53
798.00,0.275,53
799.00,0.275,53.1
800.00,0.275,53.1
801.00,0.274,53.3
802.00,0.272,53.5
803.00,0.271,53.6
804.00,0.269,53.8
805.00,0.269,53.9
806.00,0.268,54
807.00,0.267,54.1
808.00,0.266,54.1
809.00,0.266,54.1
810.00,0.266,54.2
811.00,0.266,54.1
812.00,0.266,54.2
813.00,0.266,54.2
814.00,0.266,54.2
815.00,0.266,54.2
816.00,0.266,54.2
817.00,0.265,54.3
818.00,0.262,54.6
819.00,0.262,54.7
820.00,0.262,54.7
821.00,0.26,55
822.00,0.25,56.2
823.00,0.247,56.6
824.00,0.25,56.2
825.00,0.254,55.8
826.00,0.26,54.9
827.00,0.262,54.7
828.00,0.26,55
829.00,0.26,54.9
830.00,0.262,54.7
831.00,0.264,54.5
832.00,0.265,54.4
833.00,0.263,54.6
834.00,0.259,55.1
835.00,0.257,55.4
836.00,0.259,55.1
837.00,0.261,54.8
838.00,0.263,54.6
839.00,0.265,54.3
840.00,0.265,54.4
841.00,0.261,54.9
842.00,0.261,54.9
843.00,0.261,54.9
844.00,0.261,54.9
845.00,0.265,54.3
846.00,0.264,54.4
847.00,0.261,54.8
848.00,0.261,54.8
849.00,0.261,54.8
850.00,0.26,54.9
851.00,0.26,54.9
852.00,0.261,54.9
853.00,0.262,54.7
854.00,0.259,55.1
855.00,0.261,54.8
856.00,0.261,54.8
857.00,0.261,54.8
858.00,0.261,54.9
859.00,0.263,54.6
860.00,0.264,54.5
861.00,0.263,54.6
862.00,0.26,54.9
863.00,0.259,55
864.00,0.259,55.1
865.00,0.26,55
866.00,0.259,55.1
867.00,0.259,55.1
868.00,0.259,55.1
869.00,0.257,55.3
870.00,0.255,55.5
871.00,0.255,55.5
872.00,0.255,55.5
873.00,0.255,55.5
874.00,0.255,55.5
875.00,0.255,55.5
876.00,0.255,55.6
877.00,0.255,55.6
878.00,0.253,55.9
879.00,0.252,56
880.00,0.248,56.5
881.00,0.243,57.1
882.00,0.242,57.3
883.00,0.243,57.2
884.00,0.243,57.2
885.00,0.244,57
886.00,0.25,56.3
887.00,0.256,55.5
888.00,0.256,55.5
889.00,0.255,55.5
890.00,0.255,55.6
891.00,0.253,55.9
892.00,0.252,55.9
893.00,0.252,56
894.00,0.251,56.1
895.00,0.248,56.5
896.00,0.248,56.6
897.00,0.248,56.5
898.00,0.249,56.4
899.00,0.25,56.2
900.00,0.251,56.1
901.00,0.251,56.1
902.00,0.251,56.2
903.00,0.25,56.2
904.00,0.249,56.4
905.00,0.243,57.1
906.00,0.243,57.2
907.00,0.242,57.2
908.00,0.244,57
909.00,0.25,56.3
910.00,0.25,56.2
911.00,0.25,56.2
912.00,0.25,56.2
913.00,0.249,56.3
914.00,0.248,56.5
915.00,0.245,56.9
916.00,0.241,57.4
917.00,0.241,57.4
918.00,0.241,57.4
919.00,0.241,57.4
920.00,0.245,56.9
921.00,0.251,56.1
922.00,0.251,56.1
923.00,0.251,56.1
924.00,0.249,56.3
925.00,0.249,56.4
926.00,0.248,56.5
927.00,0.247,56.6
928.00,0.247,56.6
929.00,0.247,56.6
930.00,0.247,56.6
931.00,0.247,56.6
932.00,0.247,56.6
933.00,0.247,56.6
934.00,0.247,56.7
935.00,0.247,56.7
936.00,0.247,56.7
937.00,0.246,56.7
938.00,0.244,57.1
939.00,0.243,57.1
940.00,0.243,57.1
941.00,0.243,57.2
942.00,0.245,56.9
943.00,0.246,56.8
944.00,0.245,56.9
945.00,0.245,56.9
946.00,0.245,56.9
947.00,0.244,57
948.00,0.244,57
949.00,0.243,57.1
950.00,0.249,56.3
951.00,0.255,55.6
952.00,0.255,55.6
953.00,0.259,55.1
954.00,0.26,54.9
955.00,0.262,54.7
956.00,0.265,54.4
957.00,0.268,54
958.00,0.268,53.9
959.00,0.269,53.9
960.00,0.27,53.7
961.00,0.271,53.6
962.00,0.271,53.6
963.00,0.271,53.6
964.00,0.273,53.4
965.00,0.273,53.3
966.00,0.274,53.2
967.00,0.275,53.1
968.00,0.277,52.8
969.00,0.279,52.6
970.00,0.283,52.2
971.00,0.283,52.1
972.00,0.283,52.1
973.00,0.28,52.5
974.00,0.28,52.5
975.00,0.279,52.6
976.00,0.279,52.6
977.00,0.279,52.6
978.00,0.276,53
979.00,0.274,53.3
980.00,0.272,53.5
981.00,0.264,54.4
982.00,0.262,54.6
983.00,0.257,55.4
984.00,0.257,55.3
985.00,0.258,55.2
986.00,0.269,53.8
987.00,0.273,53.3
988.00,0.277,52.8
989.00,0.277,52.8
990.00,0.277,52.9
991.00,0.274,53.2
992.00,0.27,53.7
993.00,0.268,53.9
994.00,0.262,54.7
995.00,0.254,55.7
996.00,0.253,55.9
997.00,0.253,55.8
998.00,0.254,55.7
999.00,0.254,55.7
"1,000.00",0.259,55.1
"1,001.00",0.263,54.6
"1,002.00",0.266,54.2
"1,003.00",0.267,54.1
"1,004.00",0.267,54.1
"1,005.00",0.267,54.1
"1,006.00",0.267,54.1
"1,007.00",0.266,54.2
"1,008.00",0.266,54.2
"1,009.00",0.266,54.2
"1,010.00",0.266,54.2
"1,011.00",0.265,54.3
"1,012.00",0.266,54.2
"1,013.00",0.266,54.3
"1,014.00",0.266,54.2
"1,015.00",0.264,54.5
"1,016.00",0.264,54.5
"1,017.00",0.264,54.5
"1,018.00",0.264,54.5
"1,019.00",0.264,54.4
"1,020.00",0.265,54.4
"1,021.00",0.266,54.2
"1,022.00",0.267,54.1
"1,023.00",0.271,53.6
"1,024.00",0.271,53.5
"1,025.00",0.273,53.3
"1,026.00",0.275,53.1
"1,027.00",0.278,52.8
"1,028.00",0.277,52.8
"1,029.00",0.278,52.8
"1,030.00",0.278,52.8
"1,031.00",0.278,52.8
"1,032.00",0.278,52.8
"1,033.00",0.279,52.6
"1,034.00",0.28,52.5
"1,035.00",0.28,52.5
"1,036.00",0.28,52.5
"1,037.00",0.282,52.3
"1,038.00",0.282,52.2
"1,039.00",0.283,52.1
"1,040.00",0.286,51.8
"1,041.00",0.287,51.7
"1,042.00",0.289,51.4
"1,043.00",0.291,51.2
"1,044.00",0.291,51.2
"1,045.00",0.291,51.2
"1,046.00",0.292,51.1
"1,047.00",0.293,51
"1,048.00",0.293,50.9
"1,049.00",0.293,50.9
"1,050.00",0.293,50.9
"1,051.00",0.293,50.9
"1,052.00",0.297,50.5
"1,053.00",0.297,50.4
"1,054.00",0.296,50.6
"1,055.00",0.296,50.6
"1,056.00",0.296,50.6
"1,057.00",0.296,50.6
"1,058.00",0.301,50
"1,059.00",0.302,49.9
"1,060.00",0.309,49
"1,061.00",0.313,48.6
"1,062.00",0.315,48.4
"1,063.00",0.315,48.4
"1,064.00",0.315,48.5
"1,065.00",0.314,48.6
"1,066.00",0.314,48.6
"1,067.00",0.315,48.4
"1,068.00",0.316,48.4
"1,069.00",0.316,48.3
"1,070.00",0.317,48.2
"1,071.00",0.319,47.9
"1,072.00",0.319,48
"1,073.00",0.319,48
"1,074.00",0.321,47.8
"1,075.00",0.322,47.6
"1,076.00",0.327,47.1
"1,077.00",0.328,47
"1,078.00",0.326,47.2
"1,079.00",0.326,47.2
"1,080.00",0.326,47.2
"1,081.00",0.326,47.2
"1,082.00",0.326,47.2
"1,083.00",0.329,46.9
"1,084.00",0.328,46.9
"1,085.00",0.328,46.9
"1,086.00",0.328,46.9
"1,087.00",0.328,47
"1,088.00",0.328,47
"1,089.00",0.33,46.8
"1,090.00",0.33,46.8
"1,091.00",0.332,46.5
"1,092.00",0.335,46.3
"1,093.00",0.334,46.3
"1,094.00",0.335,46.3
"1,095.00",0.335,46.2
"1,096.00",0.335,46.2
"1,097.00",0.336,46.1
"1,098.00",0.337,46
"1,099.00",0.34,45.7
"1,100.00",0.128,74.5
,,
,,
Heat Sweep 150C,,
Heat Sweep 150C 1,"Date : 20/07/2021, 17:28:39",
Wavelength (nm),ABS,%T
190.00,1.735,1.8
191.00,1.763,1.7
192.00,1.788,1.6
193.00,1.791,1.6
194.00,1.809,1.6
195.00,1.81,1.5
196.00,1.817,1.5
197.00,1.821,1.5
198.00,1.822,1.5
199.00,1.822,1.5
200.00,1.819,1.5
201.00,1.807,1.6
202.00,1.796,1.6
203.00,1.784,1.6
204.00,1.762,1.7
205.00,1.737,1.8
206.00,1.703,2
207.00,1.662,2.2
208.00,1.619,2.4
209.00,1.566,2.7
210.00,1.517,3
211.00,1.464,3.4
212.00,1.414,3.9
213.00,1.364,4.3
214.00,1.313,4.9
215.00,1.301,5
216.00,1.261,5.5
217.00,1.218,6.1
218.00,1.174,6.7
219.00,1.131,7.4
220.00,1.092,8.1
221.00,1.06,8.7
222.00,1.031,9.3
223.00,0.995,10.1
224.00,0.971,10.7
225.00,0.953,11.1
226.00,0.939,11.5
227.00,0.931,11.7
228.00,0.931,11.7
229.00,0.939,11.5
230.00,0.943,11.4
231.00,0.949,11.2
232.00,0.958,11
233.00,0.967,10.8
234.00,0.979,10.5
235.00,0.99,10.2
236.00,1.002,10
237.00,1.012,9.7
238.00,1.023,9.5
239.00,1.03,9.3
240.00,1.034,9.2
241.00,1.035,9.2
242.00,1.037,9.2
243.00,1.04,9.1
244.00,1.04,9.1
245.00,1.027,9.4
246.00,1.009,9.8
247.00,0.993,10.2
248.00,0.982,10.4
249.00,0.969,10.7
250.00,0.951,11.2
251.00,0.926,11.9
252.00,0.899,12.6
253.00,0.877,13.3
254.00,0.858,13.9
255.00,0.835,14.6
256.00,0.813,15.4
257.00,0.789,16.2
258.00,0.768,17.1
259.00,0.749,17.8
260.00,0.735,18.4
261.00,0.727,18.8
262.00,0.719,19.1
263.00,0.712,19.4
264.00,0.703,19.8
265.00,0.694,20.2
266.00,0.683,20.7
267.00,0.676,21.1
268.00,0.672,21.3
269.00,0.668,21.5
270.00,0.663,21.8
271.00,0.656,22.1
272.00,0.654,22.2
273.00,0.654,22.2
274.00,0.655,22.1
275.00,0.655,22.2
276.00,0.651,22.3
277.00,0.65,22.4
278.00,0.649,22.4
279.00,0.649,22.4
280.00,0.646,22.6
281.00,0.643,22.7
282.00,0.641,22.9
283.00,0.641,22.9
284.00,0.641,22.9
285.00,0.64,22.9
286.00,0.637,23.1
287.00,0.637,23.1
288.00,0.637,23.1
289.00,0.635,23.2
290.00,0.633,23.3
291.00,0.631,23.4
292.00,0.631,23.4
293.00,0.63,23.4
294.00,0.625,23.7
295.00,0.624,23.8
296.00,0.622,23.9
297.00,0.622,23.9
298.00,0.622,23.9
299.00,0.622,23.9
300.00,0.622,23.9
301.00,0.621,23.9
302.00,0.617,24.1
303.00,0.617,24.1
304.00,0.617,24.2
305.00,0.614,24.3
306.00,0.611,24.5
307.00,0.607,24.7
308.00,0.604,24.9
309.00,0.603,24.9
310.00,0.603,24.9
311.00,0.602,25
312.00,0.602,25
313.00,0.598,25.2
314.00,0.596,25.4
315.00,0.597,25.3
316.00,0.598,25.2
317.00,0.594,25.4
318.00,0.591,25.7
319.00,0.59,25.7
320.00,0.59,25.7
321.00,0.584,26.1
322.00,0.577,26.5
323.00,0.575,26.6
324.00,0.578,26.4
325.00,0.58,26.3
326.00,0.58,26.3
327.00,0.579,26.3
328.00,0.577,26.5
329.00,0.573,26.7
330.00,0.569,27
331.00,0.565,27.3
332.00,0.564,27.3
333.00,0.565,27.3
334.00,0.566,27.2
335.00,0.564,27.3
336.00,0.561,27.5
337.00,0.559,27.6
338.00,0.559,27.6
339.00,0.556,27.8
340.00,0.552,28
341.00,0.548,28.3
342.00,0.545,28.5
343.00,0.545,28.5
344.00,0.547,28.4
345.00,0.549,28.3
346.00,0.549,28.3
347.00,0.545,28.5
348.00,0.541,28.8
349.00,0.54,28.9
350.00,0.536,29.1
351.00,0.534,29.2
352.00,0.531,29.4
353.00,0.529,29.6
354.00,0.527,29.7
355.00,0.527,29.7
356.00,0.528,29.6
357.00,0.528,29.6
358.00,0.528,29.6
359.00,0.527,29.7
360.00,0.532,29.4
361.00,0.536,29.1
362.00,0.537,29
363.00,0.537,29.1
364.00,0.535,29.2
365.00,0.532,29.4
366.00,0.53,29.5
367.00,0.528,29.6
368.00,0.526,29.8
369.00,0.523,30
370.00,0.521,30.1
371.00,0.521,30.1
372.00,0.52,30.2
373.00,0.517,30.4
374.00,0.515,30.6
375.00,0.514,30.6
376.00,0.516,30.5
377.00,0.522,30.1
378.00,0.525,29.8
379.00,0.525,29.8
380.00,0.524,29.9
381.00,0.522,30.1
382.00,0.521,30.2
383.00,0.522,30
384.00,0.522,30
385.00,0.522,30
386.00,0.522,30
387.00,0.523,30
388.00,0.522,30
389.00,0.52,30.2
390.00,0.508,31.1
391.00,0.505,31.3
392.00,0.503,31.4
393.00,0.503,31.4
394.00,0.503,31.4
395.00,0.503,31.4
396.00,0.502,31.5
397.00,0.499,31.7
398.00,0.499,31.7
399.00,0.499,31.7
400.00,0.499,31.7
401.00,0.498,31.8
402.00,0.497,31.8
403.00,0.495,32
404.00,0.496,31.9
405.00,0.497,31.9
406.00,0.497,31.8
407.00,0.497,31.9
408.00,0.496,31.9
409.00,0.495,32
410.00,0.496,31.9
411.00,0.496,31.9
412.00,0.496,31.9
413.00,0.496,31.9
414.00,0.495,32
415.00,0.495,32
416.00,0.493,32.1
417.00,0.492,32.2
418.00,0.49,32.4
419.00,0.489,32.4
420.00,0.489,32.4
421.00,0.49,32.4
422.00,0.49,32.4
423.00,0.49,32.4
424.00,0.49,32.4
425.00,0.49,32.4
426.00,0.49,32.4
427.00,0.49,32.4
428.00,0.49,32.4
429.00,0.489,32.4
430.00,0.489,32.4
431.00,0.489,32.4
432.00,0.489,32.4
433.00,0.489,32.4
434.00,0.489,32.5
435.00,0.488,32.5
436.00,0.487,32.6
437.00,0.486,32.7
438.00,0.486,32.7
439.00,0.486,32.7
440.00,0.485,32.8
441.00,0.484,32.8
442.00,0.485,32.8
443.00,0.484,32.8
444.00,0.484,32.8
445.00,0.483,32.9
446.00,0.483,32.9
447.00,0.483,32.9
448.00,0.483,32.9
449.00,0.483,32.9
450.00,0.482,32.9
451.00,0.482,33
452.00,0.481,33.1
453.00,0.481,33.1
454.00,0.48,33.1
455.00,0.479,33.2
456.00,0.478,33.2
457.00,0.477,33.3
458.00,0.475,33.5
459.00,0.474,33.6
460.00,0.474,33.6
461.00,0.474,33.6
462.00,0.474,33.6
463.00,0.473,33.6
464.00,0.472,33.7
465.00,0.471,33.8
466.00,0.471,33.8
467.00,0.47,33.9
468.00,0.469,34
469.00,0.468,34.1
470.00,0.467,34.1
471.00,0.466,34.2
472.00,0.465,34.3
473.00,0.464,34.4
474.00,0.463,34.4
475.00,0.462,34.5
476.00,0.46,34.7
477.00,0.459,34.8
478.00,0.458,34.8
479.00,0.457,34.9
480.00,0.453,35.2
481.00,0.448,35.6
482.00,0.445,35.9
483.00,0.444,36
484.00,0.448,35.6
485.00,0.45,35.5
486.00,0.448,35.7
487.00,0.447,35.7
488.00,0.448,35.7
489.00,0.447,35.7
490.00,0.444,36
491.00,0.443,36
492.00,0.443,36
493.00,0.443,36
494.00,0.441,36.3
495.00,0.438,36.5
496.00,0.436,36.7
497.00,0.436,36.7
498.00,0.435,36.7
499.00,0.435,36.7
500.00,0.434,36.8
501.00,0.433,36.9
502.00,0.432,37
503.00,0.43,37.1
504.00,0.429,37.2
505.00,0.428,37.3
506.00,0.427,37.4
507.00,0.426,37.5
508.00,0.424,37.7
509.00,0.424,37.7
510.00,0.423,37.7
511.00,0.423,37.8
512.00,0.422,37.9
513.00,0.421,37.9
514.00,0.42,38
515.00,0.417,38.3
516.00,0.415,38.5
517.00,0.415,38.5
518.00,0.415,38.5
519.00,0.415,38.5
520.00,0.414,38.5
521.00,0.413,38.6
522.00,0.412,38.8
523.00,0.408,39.1
524.00,0.406,39.3
525.00,0.403,39.5
526.00,0.402,39.6
527.00,0.403,39.5
528.00,0.406,39.3
529.00,0.409,39
530.00,0.406,39.2
531.00,0.404,39.4
532.00,0.403,39.5
533.00,0.405,39.4
534.00,0.405,39.4
535.00,0.404,39.4
536.00,0.403,39.5
537.00,0.4,39.8
538.00,0.396,40.2
539.00,0.393,40.4
540.00,0.393,40.4
541.00,0.395,40.3
542.00,0.396,40.1
543.00,0.397,40.1
544.00,0.396,40.2
545.00,0.395,40.3
546.00,0.394,40.4
547.00,0.393,40.5
548.00,0.392,40.5
549.00,0.39,40.7
550.00,0.389,40.9
551.00,0.387,41
552.00,0.387,41
553.00,0.387,41
554.00,0.387,41
555.00,0.386,41.1
556.00,0.385,41.2
557.00,0.384,41.3
558.00,0.383,41.4
559.00,0.382,41.5
560.00,0.377,42
561.00,0.376,42.1
562.00,0.375,42.2
563.00,0.373,42.4
564.00,0.371,42.5
565.00,0.371,42.6
566.00,0.371,42.6
567.00,0.371,42.6
568.00,0.37,42.7
569.00,0.369,42.8
570.00,0.368,42.9
571.00,0.367,43
572.00,0.367,43
573.00,0.367,43
574.00,0.367,43
575.00,0.366,43
576.00,0.367,42.9
577.00,0.367,43
578.00,0.366,43
579.00,0.366,43.1
580.00,0.365,43.2
581.00,0.363,43.3
582.00,0.363,43.4
583.00,0.362,43.4
584.00,0.362,43.5
585.00,0.36,43.6
586.00,0.359,43.7
587.00,0.359,43.7
588.00,0.359,43.8
589.00,0.358,43.8
590.00,0.358,43.9
591.00,0.358,43.9
592.00,0.356,44
593.00,0.355,44.1
594.00,0.354,44.3
595.00,0.354,44.3
596.00,0.354,44.3
597.00,0.354,44.2
598.00,0.355,44.2
599.00,0.355,44.2
600.00,0.353,44.4
601.00,0.35,44.6
602.00,0.349,44.7
603.00,0.349,44.8
604.00,0.35,44.7
605.00,0.35,44.7
606.00,0.35,44.7
607.00,0.349,44.7
608.00,0.348,44.9
609.00,0.348,44.9
610.00,0.348,44.9
611.00,0.348,44.9
612.00,0.348,44.8
613.00,0.348,44.8
614.00,0.347,44.9
615.00,0.347,45
616.00,0.346,45.1
617.00,0.345,45.2
618.00,0.344,45.3
619.00,0.344,45.3
620.00,0.344,45.3
621.00,0.343,45.4
622.00,0.342,45.5
623.00,0.342,45.5
624.00,0.34,45.7
625.00,0.339,45.8
626.00,0.339,45.8
627.00,0.34,45.7
628.00,0.34,45.7
629.00,0.34,45.7
630.00,0.34,45.7
631.00,0.339,45.8
632.00,0.338,46
633.00,0.338,46
634.00,0.337,46
635.00,0.337,46
636.00,0.337,46.1
637.00,0.336,46.1
638.00,0.335,46.2
639.00,0.335,46.2
640.00,0.334,46.3
641.00,0.334,46.3
642.00,0.333,46.4
643.00,0.333,46.5
644.00,0.333,46.5
645.00,0.332,46.5
646.00,0.331,46.6
647.00,0.331,46.6
648.00,0.33,46.7
649.00,0.33,46.8
650.00,0.33,46.8
651.00,0.329,46.9
652.00,0.329,46.9
653.00,0.329,46.9
654.00,0.328,47
655.00,0.327,47.1
656.00,0.326,47.2
657.00,0.325,47.3
658.00,0.324,47.4
659.00,0.324,47.4
660.00,0.324,47.4
661.00,0.325,47.4
662.00,0.325,47.4
663.00,0.324,47.4
664.00,0.324,47.4
665.00,0.324,47.4
666.00,0.323,47.5
667.00,0.323,47.6
668.00,0.322,47.7
669.00,0.321,47.7
670.00,0.321,47.7
671.00,0.321,47.8
672.00,0.321,47.8
673.00,0.32,47.8
674.00,0.32,47.9
675.00,0.319,47.9
676.00,0.319,48
677.00,0.318,48
678.00,0.318,48.1
679.00,0.318,48.1
680.00,0.318,48.1
681.00,0.317,48.1
682.00,0.317,48.1
683.00,0.317,48.1
684.00,0.317,48.2
685.00,0.317,48.2
686.00,0.317,48.2
687.00,0.316,48.3
688.00,0.316,48.4
689.00,0.315,48.4
690.00,0.315,48.4
691.00,0.315,48.4
692.00,0.314,48.5
693.00,0.314,48.6
694.00,0.313,48.6
695.00,0.312,48.8
696.00,0.31,49
697.00,0.308,49.2
698.00,0.308,49.2
699.00,0.308,49.2
700.00,0.308,49.1
701.00,0.309,49.1
702.00,0.309,49.1
703.00,0.309,49.1
704.00,0.309,49.1
705.00,0.308,49.2
706.00,0.307,49.3
707.00,0.307,49.3
708.00,0.307,49.3
709.00,0.307,49.3
710.00,0.306,49.4
711.00,0.306,49.5
712.00,0.305,49.6
713.00,0.304,49.7
714.00,0.304,49.7
715.00,0.304,49.7
716.00,0.304,49.7
717.00,0.304,49.7
718.00,0.304,49.7
719.00,0.304,49.7
720.00,0.303,49.7
721.00,0.303,49.7
722.00,0.303,49.8
723.00,0.303,49.8
724.00,0.302,49.8
725.00,0.302,49.8
726.00,0.301,50
727.00,0.301,50
728.00,0.3,50.1
729.00,0.297,50.5
730.00,0.296,50.6
731.00,0.295,50.7
732.00,0.294,50.8
733.00,0.294,50.8
734.00,0.294,50.8
735.00,0.293,50.9
736.00,0.293,50.9
737.00,0.293,50.9
738.00,0.293,50.9
739.00,0.293,50.9
740.00,0.293,50.9
741.00,0.294,50.9
742.00,0.294,50.9
743.00,0.294,50.9
744.00,0.294,50.9
745.00,0.293,50.9
746.00,0.293,50.9
747.00,0.293,50.9
748.00,0.292,51
749.00,0.292,51
750.00,0.292,51
751.00,0.291,51.1
752.00,0.291,51.1
753.00,0.291,51.1
754.00,0.292,51.1
755.00,0.292,51.1
756.00,0.291,51.2
757.00,0.291,51.2
758.00,0.291,51.2
759.00,0.291,51.2
760.00,0.291,51.2
761.00,0.291,51.2
762.00,0.29,51.3
763.00,0.288,51.5
764.00,0.288,51.5
765.00,0.288,51.5
766.00,0.288,51.6
767.00,0.288,51.5
768.00,0.288,51.5
769.00,0.288,51.5
770.00,0.288,51.6
771.00,0.288,51.6
772.00,0.288,51.6
773.00,0.289,51.5
774.00,0.288,51.5
775.00,0.288,51.5
776.00,0.288,51.6
777.00,0.288,51.6
778.00,0.287,51.6
779.00,0.286,51.8
780.00,0.286,51.8
781.00,0.286,51.8
782.00,0.285,51.9
783.00,0.285,51.9
784.00,0.285,51.9
785.00,0.282,52.2
786.00,0.284,52
787.00,0.282,52.2
788.00,0.282,52.2
789.00,0.281,52.4
790.00,0.281,52.4
791.00,0.279,52.5
792.00,0.279,52.7
793.00,0.278,52.7
794.00,0.278,52.7
795.00,0.278,52.7
796.00,0.278,52.7
797.00,0.279,52.6
798.00,0.279,52.6
799.00,0.279,52.5
800.00,0.279,52.6
801.00,0.279,52.6
802.00,0.279,52.6
803.00,0.278,52.7
804.00,0.277,52.8
805.00,0.277,52.8
806.00,0.277,52.9
807.00,0.276,53
808.00,0.276,53
809.00,0.275,53.1
810.00,0.274,53.2
811.00,0.274,53.2
812.00,0.274,53.2
813.00,0.274,53.2
814.00,0.274,53.2
815.00,0.274,53.2
816.00,0.273,53.3
817.00,0.274,53.3
818.00,0.274,53.3
819.00,0.272,53.5
820.00,0.27,53.7
821.00,0.269,53.8
822.00,0.267,54
823.00,0.267,54.1
824.00,0.269,53.8
825.00,0.269,53.8
826.00,0.269,53.8
827.00,0.269,53.9
828.00,0.268,53.9
829.00,0.268,53.9
830.00,0.269,53.8
831.00,0.269,53.8
832.00,0.269,53.9
833.00,0.269,53.9
834.00,0.268,54
835.00,0.267,54.1
836.00,0.267,54
837.00,0.267,54.1
838.00,0.267,54.1
839.00,0.267,54.1
840.00,0.267,54.1
841.00,0.267,54.1
842.00,0.267,54.1
843.00,0.267,54.1
844.00,0.267,54.1
845.00,0.267,54.1
846.00,0.266,54.2
847.00,0.266,54.2
848.00,0.266,54.1
849.00,0.266,54.2
850.00,0.266,54.2
851.00,0.266,54.2
852.00,0.266,54.2
853.00,0.266,54.2
854.00,0.265,54.3
855.00,0.265,54.3
856.00,0.266,54.2
857.00,0.265,54.3
858.00,0.265,54.4
859.00,0.265,54.4
860.00,0.265,54.4
861.00,0.262,54.8
862.00,0.261,54.8
863.00,0.261,54.8
864.00,0.261,54.8
865.00,0.261,54.8
866.00,0.261,54.8
867.00,0.261,54.8
868.00,0.262,54.7
869.00,0.262,54.7
870.00,0.262,54.7
871.00,0.262,54.7
872.00,0.262,54.7
873.00,0.262,54.7
874.00,0.262,54.8
875.00,0.26,54.9
876.00,0.26,54.9
877.00,0.26,54.9
878.00,0.26,54.9
879.00,0.26,55
880.00,0.259,55.1
881.00,0.257,55.3
882.00,0.257,55.4
883.00,0.255,55.6
884.00,0.255,55.6
885.00,0.255,55.6
886.00,0.255,55.6
887.00,0.254,55.7
888.00,0.254,55.7
889.00,0.254,55.7
890.00,0.254,55.7
891.00,0.255,55.6
892.00,0.255,55.6
893.00,0.255,55.5
