Heat Sweep RT,,
Heat Sweep RT 2,"Date : 20/07/2021, 10:44:07",
Wavelength (nm),ABS,%T
998.00,0.248,56.5
999.00,0.246,56.7
"1,000.00",0.248,56.4
"1,001.00",0.249,56.4
"1,002.00",0.254,55.7
"1,003.00",0.255,55.6
"1,004.00",0.255,55.6
"1,005.00",0.255,55.6
"1,006.00",0.255,55.7
"1,007.00",0.255,55.6
"1,008.00",0.255,55.6
"1,009.00",0.255,55.6
"1,010.00",0.256,55.5
"1,011.00",0.256,55.5
"1,012.00",0.256,55.5
"1,013.00",0.252,55.9
"1,014.00",0.252,56
"1,015.00",0.252,56
"1,016.00",0.252,56
"1,017.00",0.251,56.1
"1,018.00",0.251,56.1
"1,019.00",0.252,56
"1,020.00",0.252,56
"1,021.00",0.253,55.8
"1,022.00",0.256,55.5
"1,023.00",0.258,55.2
"1,024.00",0.26,55
"1,025.00",0.261,54.9
"1,026.00",0.261,54.8
"1,027.00",0.266,54.2
"1,028.00",0.266,54.2
"1,029.00",0.268,54
"1,030.00",0.268,54
"1,031.00",0.268,54
"1,032.00",0.268,54
"1,033.00",0.269,53.9
"1,034.00",0.269,53.8
"1,035.00",0.269,53.9
"1,036.00",0.269,53.8
"1,037.00",0.274,53.2
"1,038.00",0.275,53
"1,039.00",0.277,52.8
"1,040.00",0.277,52.8
"1,041.00",0.278,52.7
"1,042.00",0.28,52.5
"1,043.00",0.28,52.4
"1,044.00",0.28,52.4
"1,045.00",0.28,52.4
"1,046.00",0.28,52.4
"1,047.00",0.281,52.4
"1,048.00",0.282,52.3
"1,049.00",0.282,52.3
"1,050.00",0.282,52.2
"1,051.00",0.283,52.1
"1,052.00",0.284,52
"1,053.00",0.284,52
"1,054.00",0.284,52
"1,055.00",0.284,52
"1,056.00",0.284,51.9
"1,057.00",0.285,51.9
"1,058.00",0.288,51.5
"1,059.00",0.291,51.2
"1,060.00",0.298,50.3
"1,061.00",0.301,50
"1,062.00",0.304,49.7
"1,063.00",0.306,49.4
"1,064.00",0.306,49.4
"1,065.00",0.306,49.4
"1,066.00",0.307,49.3
"1,067.00",0.308,49.2
"1,068.00",0.308,49.2
"1,069.00",0.308,49.2
"1,070.00",0.309,49
"1,071.00",0.31,49
"1,072.00",0.313,48.7
"1,073.00",0.312,48.8
"1,074.00",0.312,48.7
"1,075.00",0.313,48.6
"1,076.00",0.322,47.7
"1,077.00",0.322,47.7
"1,078.00",0.322,47.7
"1,079.00",0.319,48
"1,080.00",0.316,48.3
"1,081.00",0.315,48.4
"1,082.00",0.315,48.4
"1,083.00",0.316,48.3
"1,084.00",0.316,48.3
"1,085.00",0.317,48.2
"1,086.00",0.317,48.2
"1,087.00",0.317,48.2
"1,088.00",0.317,48.2
"1,089.00",0.32,47.9
"1,090.00",0.32,47.9
"1,091.00",0.32,47.8
"1,092.00",0.325,47.3
"1,093.00",0.325,47.3
"1,094.00",0.324,47.5
"1,095.00",0.324,47.4
"1,096.00",0.324,47.4
"1,097.00",0.325,47.3
"1,098.00",0.327,47.1
"1,099.00",0.328,47
"1,100.00",0.239,57.7
,,
,,
Heat Sweep 230,,
Heat Sweep 230 2,"Date : 21/07/2021, 12:52:17",
Wavelength (nm),ABS,%T
190.00,1.683,2.1
191.00,1.727,1.9
192.00,1.766,1.7
193.00,1.785,1.6
194.00,1.787,1.6
195.00,1.79,1.6
196.00,1.791,1.6
197.00,1.799,1.6
198.00,1.807,1.6
199.00,1.808,1.6
200.00,1.802,1.6
201.00,1.791,1.6
202.00,1.783,1.6
203.00,1.778,1.7
204.00,1.761,1.7
205.00,1.737,1.8
206.00,1.709,2
207.00,1.672,2.1
208.00,1.634,2.3
209.00,1.584,2.6
210.00,1.533,2.9
211.00,1.481,3.3
212.00,1.431,3.7
213.00,1.384,4.1
214.00,1.333,4.6
215.00,1.32,4.8
216.00,1.295,5.1
217.00,1.244,5.7
218.00,1.198,6.3
219.00,1.157,7
220.00,1.117,7.6
221.00,1.081,8.3
222.00,1.049,8.9
223.00,1.009,9.8
224.00,0.982,10.4
225.00,0.962,10.9
226.00,0.947,11.3
227.00,0.936,11.6
228.00,0.93,11.7
229.00,0.936,11.6
230.00,0.944,11.4
231.00,0.949,11.2
232.00,0.961,10.9
233.00,0.97,10.7
234.00,0.981,10.4
235.00,0.992,10.2
236.00,1.004,9.9
237.00,1.018,9.6
238.00,1.03,9.3
239.00,1.038,9.2
240.00,1.044,9
241.00,1.046,9
242.00,1.046,9
243.00,1.049,8.9
244.00,1.05,8.9
245.00,1.047,9
246.00,1.027,9.4
247.00,1.006,9.9
248.00,0.993,10.2
249.00,0.98,10.5
250.00,0.967,10.8
251.00,0.944,11.4
252.00,0.918,12.1
253.00,0.894,12.8
254.00,0.874,13.4
255.00,0.855,14
256.00,0.834,14.7
257.00,0.808,15.5
258.00,0.785,16.4
259.00,0.762,17.3
260.00,0.746,18
261.00,0.733,18.5
262.00,0.728,18.7
263.00,0.726,18.8
264.00,0.717,19.2
265.00,0.707,19.6
266.00,0.696,20.1
267.00,0.686,20.6
268.00,0.68,20.9
269.00,0.675,21.1
270.00,0.671,21.4
271.00,0.666,21.6
272.00,0.66,21.9
273.00,0.66,21.9
274.00,0.663,21.7
275.00,0.662,21.8
276.00,0.661,21.8
277.00,0.657,22
278.00,0.657,22.1
279.00,0.656,22.1
280.00,0.655,22.2
281.00,0.652,22.3
282.00,0.651,22.3
283.00,0.649,22.4
284.00,0.649,22.5
285.00,0.647,22.5
286.00,0.647,22.6
287.00,0.643,22.8
288.00,0.641,22.8
289.00,0.642,22.8
290.00,0.637,23.1
291.00,0.635,23.2
292.00,0.635,23.2
293.00,0.634,23.2
294.00,0.632,23.4
295.00,0.629,23.5
296.00,0.628,23.5
297.00,0.627,23.6
298.00,0.628,23.6
299.00,0.628,23.6
300.00,0.628,23.6
301.00,0.627,23.6
302.00,0.627,23.6
303.00,0.626,23.7
304.00,0.625,23.7
305.00,0.623,23.8
306.00,0.616,24.2
307.00,0.61,24.5
308.00,0.606,24.8
309.00,0.603,25
310.00,0.603,24.9
311.00,0.603,24.9
312.00,0.603,25
313.00,0.6,25.1
314.00,0.595,25.4
315.00,0.594,25.5
316.00,0.598,25.2
317.00,0.598,25.2
318.00,0.594,25.4
319.00,0.591,25.6
320.00,0.591,25.6
321.00,0.588,25.9
322.00,0.579,26.4
323.00,0.574,26.6
324.00,0.575,26.6
325.00,0.578,26.5
326.00,0.579,26.4
327.00,0.579,26.4
328.00,0.577,26.5
329.00,0.573,26.8
330.00,0.568,27
331.00,0.564,27.3
332.00,0.562,27.4
333.00,0.562,27.4
334.00,0.563,27.3
335.00,0.563,27.4
336.00,0.559,27.6
337.00,0.556,27.8
338.00,0.556,27.8
339.00,0.554,27.9
340.00,0.551,28.2
341.00,0.546,28.4
342.00,0.542,28.7
343.00,0.541,28.8
344.00,0.542,28.7
345.00,0.545,28.5
346.00,0.546,28.4
347.00,0.544,28.6
348.00,0.54,28.9
349.00,0.538,29
350.00,0.537,29
351.00,0.533,29.3
352.00,0.532,29.4
353.00,0.53,29.5
354.00,0.53,29.5
355.00,0.527,29.7
356.00,0.528,29.7
357.00,0.528,29.6
358.00,0.528,29.7
359.00,0.522,30.1
360.00,0.522,30
361.00,0.531,29.5
362.00,0.539,28.9
363.00,0.539,28.9
364.00,0.537,29
365.00,0.534,29.2
366.00,0.532,29.4
367.00,0.53,29.5
368.00,0.527,29.7
369.00,0.523,30
370.00,0.521,30.1
371.00,0.521,30.1
372.00,0.519,30.3
373.00,0.516,30.5
374.00,0.514,30.6
375.00,0.512,30.7
376.00,0.513,30.7
377.00,0.519,30.3
378.00,0.525,29.9
379.00,0.525,29.8
380.00,0.523,30
381.00,0.52,30.2
382.00,0.52,30.2
383.00,0.52,30.2
384.00,0.52,30.2
385.00,0.52,30.2
386.00,0.52,30.2
387.00,0.52,30.2
388.00,0.52,30.2
389.00,0.518,30.3
390.00,0.504,31.3
391.00,0.5,31.6
392.00,0.499,31.7
393.00,0.499,31.7
394.00,0.499,31.7
395.00,0.499,31.7
396.00,0.498,31.8
397.00,0.497,31.9
398.00,0.497,31.9
399.00,0.496,31.9
400.00,0.493,32.2
401.00,0.491,32.3
402.00,0.49,32.4
403.00,0.488,32.5
404.00,0.488,32.5
405.00,0.488,32.5
406.00,0.49,32.4
407.00,0.49,32.3
408.00,0.488,32.5
409.00,0.487,32.6
410.00,0.487,32.6
411.00,0.488,32.5
412.00,0.488,32.5
413.00,0.486,32.7
414.00,0.485,32.8
415.00,0.484,32.8
416.00,0.483,32.9
417.00,0.481,33.1
418.00,0.48,33.1
419.00,0.478,33.2
420.00,0.478,33.3
421.00,0.478,33.3
422.00,0.478,33.3
423.00,0.478,33.3
424.00,0.478,33.3
425.00,0.478,33.3
426.00,0.478,33.3
427.00,0.478,33.3
428.00,0.478,33.3
429.00,0.478,33.3
430.00,0.478,33.3
431.00,0.478,33.3
432.00,0.477,33.3
433.00,0.477,33.3
434.00,0.476,33.4
435.00,0.475,33.5
436.00,0.474,33.5
437.00,0.473,33.7
438.00,0.472,33.7
439.00,0.47,33.9
440.00,0.469,33.9
441.00,0.469,33.9
442.00,0.469,34
443.00,0.469,34
444.00,0.468,34
445.00,0.468,34
446.00,0.467,34.1
447.00,0.466,34.2
448.00,0.466,34.2
449.00,0.466,34.2
450.00,0.466,34.2
451.00,0.466,34.2
452.00,0.464,34.3
453.00,0.464,34.3
454.00,0.464,34.3
455.00,0.463,34.4
456.00,0.462,34.5
457.00,0.46,34.6
458.00,0.458,34.8
459.00,0.456,35
460.00,0.455,35
461.00,0.456,35
462.00,0.457,34.9
463.00,0.457,34.9
464.00,0.456,35
465.00,0.455,35.1
466.00,0.454,35.1
467.00,0.453,35.2
468.00,0.453,35.3
469.00,0.453,35.3
470.00,0.451,35.4
471.00,0.45,35.5
472.00,0.447,35.7
473.00,0.446,35.8
474.00,0.446,35.8
475.00,0.445,35.9
476.00,0.444,36
477.00,0.442,36.1
478.00,0.441,36.2
479.00,0.439,36.4
480.00,0.437,36.6
481.00,0.433,36.9
482.00,0.428,37.3
483.00,0.425,37.6
484.00,0.426,37.5
485.00,0.431,37.1
486.00,0.432,37
487.00,0.43,37.1
488.00,0.43,37.1
489.00,0.43,37.1
490.00,0.428,37.3
491.00,0.426,37.5
492.00,0.427,37.4
493.00,0.428,37.3
494.00,0.428,37.3
495.00,0.425,37.6
496.00,0.422,37.8
497.00,0.422,37.9
498.00,0.422,37.9
499.00,0.422,37.9
500.00,0.421,37.9
501.00,0.42,38
502.00,0.419,38.1
503.00,0.418,38.2
504.00,0.417,38.3
505.00,0.416,38.4
506.00,0.414,38.5
507.00,0.412,38.7
508.00,0.41,38.9
509.00,0.409,39
510.00,0.408,39.1
511.00,0.408,39.1
512.00,0.408,39.1
513.00,0.407,39.1
514.00,0.407,39.2
515.00,0.405,39.4
516.00,0.402,39.6
517.00,0.401,39.7
518.00,0.401,39.7
519.00,0.402,39.7
520.00,0.402,39.7
521.00,0.4,39.8
522.00,0.399,39.9
523.00,0.395,40.3
524.00,0.391,40.6
525.00,0.389,40.8
526.00,0.387,41.1
527.00,0.386,41.2
528.00,0.39,40.7
529.00,0.395,40.3
530.00,0.395,40.3
531.00,0.391,40.6
532.00,0.389,40.8
533.00,0.391,40.7
534.00,0.391,40.6
535.00,0.39,40.8
536.00,0.389,40.8
537.00,0.387,41
538.00,0.384,41.3
539.00,0.378,41.8
540.00,0.377,42
541.00,0.378,41.9
542.00,0.382,41.5
543.00,0.383,41.4
544.00,0.383,41.4
545.00,0.382,41.5
546.00,0.381,41.6
547.00,0.38,41.7
548.00,0.381,41.6
549.00,0.38,41.7
550.00,0.377,42
551.00,0.375,42.2
552.00,0.374,42.2
553.00,0.374,42.3
554.00,0.374,42.3
555.00,0.372,42.4
556.00,0.372,42.5
557.00,0.371,42.6
558.00,0.369,42.7
559.00,0.368,42.8
560.00,0.364,43.3
561.00,0.362,43.5
562.00,0.361,43.6
563.00,0.36,43.7
564.00,0.358,43.8
565.00,0.356,44.1
566.00,0.356,44.1
567.00,0.356,44.1
568.00,0.356,44.1
569.00,0.354,44.3
570.00,0.352,44.5
571.00,0.352,44.5
572.00,0.352,44.5
573.00,0.352,44.5
574.00,0.352,44.5
575.00,0.352,44.5
576.00,0.352,44.5
577.00,0.352,44.4
578.00,0.352,44.5
579.00,0.351,44.5
580.00,0.35,44.7
581.00,0.349,44.8
582.00,0.348,44.9
583.00,0.347,45
584.00,0.347,45
585.00,0.346,45.1
586.00,0.345,45.2
587.00,0.344,45.3
588.00,0.343,45.4
589.00,0.342,45.5
590.00,0.342,45.5
591.00,0.342,45.5
592.00,0.342,45.5
593.00,0.339,45.8
594.00,0.338,45.9
595.00,0.337,46.1
596.00,0.337,46.1
597.00,0.338,46
598.00,0.34,45.7
599.00,0.34,45.7
600.00,0.338,46
601.00,0.336,46.1
602.00,0.334,46.4
603.00,0.331,46.6
604.00,0.331,46.7
605.00,0.332,46.5
606.00,0.334,46.4
607.00,0.334,46.4
608.00,0.332,46.6
609.00,0.331,46.6
610.00,0.332,46.6
611.00,0.332,46.5
612.00,0.333,46.5
613.00,0.332,46.5
614.00,0.332,46.6
615.00,0.331,46.6
616.00,0.33,46.8
617.00,0.329,46.9
618.00,0.329,46.9
619.00,0.328,47
620.00,0.328,47
621.00,0.327,47.1
622.00,0.326,47.2
623.00,0.325,47.4
624.00,0.323,47.5
625.00,0.322,47.6
626.00,0.322,47.7
627.00,0.322,47.7
628.00,0.323,47.5
629.00,0.323,47.5
630.00,0.323,47.5
631.00,0.323,47.6
632.00,0.321,47.7
633.00,0.321,47.8
634.00,0.32,47.8
635.00,0.32,47.8
636.00,0.32,47.8
637.00,0.32,47.9
638.00,0.32,47.9
639.00,0.319,47.9
640.00,0.318,48
641.00,0.318,48.1
642.00,0.317,48.2
643.00,0.316,48.3
644.00,0.315,48.4
645.00,0.315,48.4
646.00,0.315,48.5
647.00,0.314,48.6
648.00,0.313,48.6
649.00,0.313,48.7
650.00,0.312,48.8
651.00,0.312,48.8
652.00,0.311,48.8
653.00,0.311,48.9
654.00,0.311,48.9
655.00,0.311,48.9
656.00,0.31,49
657.00,0.308,49.2
658.00,0.306,49.4
659.00,0.306,49.4
660.00,0.307,49.3
661.00,0.309,49.1
662.00,0.309,49.1
663.00,0.309,49.1
664.00,0.308,49.2
665.00,0.308,49.2
666.00,0.307,49.3
667.00,0.306,49.5
668.00,0.305,49.6
669.00,0.305,49.6
670.00,0.305,49.6
671.00,0.305,49.6
672.00,0.304,49.6
673.00,0.304,49.7
674.00,0.304,49.7
675.00,0.303,49.7
676.00,0.302,49.9
677.00,0.301,50
678.00,0.3,50.1
679.00,0.299,50.2
680.00,0.299,50.3
681.00,0.299,50.3
682.00,0.299,50.2
683.00,0.299,50.2
684.00,0.3,50.2
685.00,0.299,50.2
686.00,0.299,50.2
687.00,0.299,50.3
688.00,0.298,50.3
689.00,0.298,50.4
690.00,0.298,50.4
691.00,0.297,50.5
692.00,0.297,50.5
693.00,0.296,50.6
694.00,0.295,50.7
695.00,0.293,50.9
696.00,0.292,51
697.00,0.291,51.2
698.00,0.289,51.4
699.00,0.289,51.3
700.00,0.291,51.1
701.00,0.294,50.8
702.00,0.294,50.8
703.00,0.294,50.8
704.00,0.293,50.9
705.00,0.293,50.9
706.00,0.292,51.1
707.00,0.291,51.2
708.00,0.29,51.2
709.00,0.29,51.3
710.00,0.29,51.3
711.00,0.29,51.3
712.00,0.289,51.4
713.00,0.289,51.4
714.00,0.289,51.4
715.00,0.288,51.5
716.00,0.287,51.6
717.00,0.287,51.6
718.00,0.288,51.6
719.00,0.288,51.6
720.00,0.288,51.6
721.00,0.288,51.6
722.00,0.287,51.6
723.00,0.287,51.7
724.00,0.287,51.7
725.00,0.286,51.7
726.00,0.286,51.8
727.00,0.285,51.9
728.00,0.285,51.9
729.00,0.284,52
730.00,0.284,52.1
731.00,0.283,52.1
732.00,0.283,52.1
733.00,0.283,52.2
734.00,0.282,52.2
735.00,0.282,52.2
736.00,0.282,52.2
737.00,0.282,52.2
738.00,0.281,52.4
739.00,0.28,52.5
740.00,0.279,52.5
741.00,0.279,52.6
742.00,0.279,52.6
743.00,0.279,52.6
744.00,0.279,52.6
745.00,0.278,52.7
746.00,0.278,52.7
747.00,0.278,52.7
748.00,0.278,52.7
749.00,0.277,52.8
750.00,0.277,52.9
751.00,0.277,52.9
752.00,0.277,52.9
753.00,0.277,52.9
754.00,0.277,52.8
755.00,0.277,52.9
756.00,0.277,52.9
757.00,0.277,52.9
758.00,0.276,53
759.00,0.276,53
760.00,0.276,53
761.00,0.275,53
762.00,0.276,53
763.00,0.274,53.2
764.00,0.271,53.6
765.00,0.271,53.6
766.00,0.272,53.4
767.00,0.273,53.3
768.00,0.275,53.1
769.00,0.275,53.1
770.00,0.272,53.4
771.00,0.272,53.4
772.00,0.273,53.4
773.00,0.273,53.4
774.00,0.273,53.4
775.00,0.274,53.3
776.00,0.274,53.3
777.00,0.271,53.6
778.00,0.271,53.5
779.00,0.271,53.6
780.00,0.272,53.4
781.00,0.27,53.7
782.00,0.27,53.7
783.00,0.271,53.6
784.00,0.271,53.6
785.00,0.27,53.7
786.00,0.27,53.7
787.00,0.27,53.7
788.00,0.269,53.9
789.00,0.268,53.9
790.00,0.269,53.9
791.00,0.269,53.9
792.00,0.269,53.9
793.00,0.269,53.8
794.00,0.27,53.8
795.00,0.27,53.8
796.00,0.27,53.8
797.00,0.27,53.8
798.00,0.269,53.8
799.00,0.268,53.9
800.00,0.268,54
801.00,0.268,54
802.00,0.265,54.3
803.00,0.264,54.4
804.00,0.263,54.6
805.00,0.261,54.8
806.00,0.26,55
807.00,0.259,55.1
808.00,0.258,55.2
809.00,0.258,55.1
810.00,0.258,55.2
811.00,0.258,55.2
812.00,0.258,55.2
813.00,0.258,55.2
814.00,0.258,55.2
815.00,0.259,55.1
816.00,0.259,55.1
817.00,0.259,55.1
818.00,0.258,55.2
819.00,0.256,55.4
820.00,0.254,55.7
821.00,0.252,56
822.00,0.246,56.7
823.00,0.241,57.3
824.00,0.241,57.4
825.00,0.245,56.9
826.00,0.251,56.2
827.00,0.254,55.8
828.00,0.252,55.9
829.00,0.252,56
830.00,0.253,55.8
831.00,0.254,55.7
832.00,0.255,55.5
833.00,0.255,55.6
834.00,0.249,56.3
835.00,0.247,56.6
836.00,0.249,56.4
837.00,0.252,56
838.00,0.252,55.9
839.00,0.253,55.9
840.00,0.253,55.9
841.00,0.253,55.9
842.00,0.251,56.1
843.00,0.252,56
844.00,0.251,56
845.00,0.253,55.9
846.00,0.253,55.9
847.00,0.253,55.9
848.00,0.253,55.9
849.00,0.253,55.9
850.00,0.253,55.9
851.00,0.253,55.9
852.00,0.253,55.9
853.00,0.253,55.9
854.00,0.252,56
855.00,0.252,56
856.00,0.252,56
857.00,0.252,56
858.00,0.252,56
859.00,0.253,55.8
860.00,0.251,56.1
861.00,0.251,56.1
862.00,0.249,56.3
863.00,0.249,56.4
864.00,0.249,56.4
865.00,0.249,56.4
866.00,0.251,56.1
867.00,0.25,56.2
868.00,0.249,56.3
869.00,0.248,56.5
870.00,0.247,56.6
871.00,0.246,56.7
872.00,0.246,56.7
873.00,0.246,56.8
874.00,0.246,56.8
875.00,0.246,56.8
876.00,0.246,56.8
877.00,0.245,56.8
878.00,0.245,56.8
879.00,0.242,57.3
880.00,0.242,57.3
881.00,0.237,58
882.00,0.233,58.5
883.00,0.234,58.4
884.00,0.234,58.4
885.00,0.236,58
886.00,0.242,57.2
887.00,0.244,57.1
888.00,0.243,57.1
889.00,0.243,57.1
890.00,0.243,57.1
891.00,0.243,57.1
892.00,0.243,57.2
893.00,0.243,57.2
894.00,0.243,57.2
895.00,0.24,57.5
896.00,0.24,57.6
897.00,0.237,58
898.00,0.237,57.9
899.00,0.24,57.5
900.00,0.242,57.3
901.00,0.242,57.2
902.00,0.242,57.3
903.00,0.241,57.4
904.00,0.24,57.6
905.00,0.239,57.7
906.00,0.238,57.7
907.00,0.237,57.9
908.00,0.238,57.9
909.00,0.238,57.8
910.00,0.239,57.7
911.00,0.239,57.7
912.00,0.239,57.7
913.00,0.239,57.7
914.00,0.238,57.8
915.00,0.238,57.9
916.00,0.236,58.1
917.00,0.235,58.2
918.00,0.236,58.1
919.00,0.236,58.1
920.00,0.236,58
921.00,0.239,57.7
922.00,0.239,57.7
923.00,0.239,57.7
924.00,0.239,57.7
925.00,0.238,57.8
926.00,0.238,57.8
927.00,0.238,57.9
928.00,0.238,57.8
929.00,0.238,57.8
930.00,0.236,58
931.00,0.237,58
932.00,0.237,57.9
933.00,0.237,57.9
934.00,0.237,57.9
935.00,0.236,58
936.00,0.236,58
937.00,0.236,58.1
938.00,0.235,58.1
939.00,0.234,58.4
940.00,0.234,58.4
941.00,0.234,58.3
942.00,0.235,58.1
943.00,0.236,58.1
944.00,0.236,58.1
945.00,0.235,58.2
946.00,0.235,58.2
947.00,0.235,58.2
948.00,0.235,58.2
949.00,0.235,58.2
950.00,0.24,57.5
951.00,0.246,56.7
952.00,0.249,56.4
953.00,0.251,56.1
954.00,0.252,56
955.00,0.253,55.8
956.00,0.255,55.5
957.00,0.258,55.2
958.00,0.259,55.1
959.00,0.261,54.8
960.00,0.263,54.6
961.00,0.263,54.5
962.00,0.263,54.5
963.00,0.264,54.4
964.00,0.265,54.3
965.00,0.266,54.2
966.00,0.267,54.1
967.00,0.269,53.8
968.00,0.27,53.7
969.00,0.273,53.3
970.00,0.276,53
971.00,0.276,52.9
972.00,0.276,53
973.00,0.276,53
974.00,0.275,53.1
975.00,0.274,53.2
976.00,0.274,53.2
977.00,0.274,53.3
978.00,0.273,53.4
979.00,0.268,54
980.00,0.262,54.7
981.00,0.26,54.9
982.00,0.249,56.4
983.00,0.246,56.7
984.00,0.245,56.8
985.00,0.249,56.4
986.00,0.256,55.5
987.00,0.258,55.2
988.00,0.264,54.5
989.00,0.267,54.1
990.00,0.269,53.9
991.00,0.268,53.9
992.00,0.268,54
993.00,0.265,54.3
994.00,0.257,55.3
995.00,0.256,55.4
996.00,0.253,55.8
997.00,0.253,55.9
998.00,0.252,55.9
999.00,0.252,55.9
"1,000.00",0.252,56
"1,001.00",0.252,55.9
"1,002.00",0.255,55.6
"1,003.00",0.256,55.5
"1,004.00",0.257,55.4
"1,005.00",0.257,55.3
"1,006.00",0.257,55.3
"1,007.00",0.258,55.3
"1,008.00",0.258,55.3
"1,009.00",0.258,55.2
"1,010.00",0.259,55.1
"1,011.00",0.257,55.4
"1,012.00",0.257,55.4
"1,013.00",0.258,55.3
"1,014.00",0.258,55.3
"1,015.00",0.256,55.5
"1,016.00",0.256,55.5
"1,017.00",0.255,55.6
"1,018.00",0.253,55.9
"1,019.00",0.253,55.9
"1,020.00",0.253,55.8
"1,021.00",0.257,55.3
"1,022.00",0.259,55.1
"1,023.00",0.262,54.7
"1,024.00",0.263,54.6
"1,025.00",0.265,54.3
"1,026.00",0.265,54.3
"1,027.00",0.267,54.1
"1,028.00",0.267,54
"1,029.00",0.267,54
"1,030.00",0.268,53.9
"1,031.00",0.268,53.9
"1,032.00",0.269,53.9
"1,033.00",0.269,53.8
"1,034.00",0.272,53.5
"1,035.00",0.272,53.4
"1,036.00",0.274,53.2
"1,037.00",0.277,52.9
"1,038.00",0.28,52.5
"1,039.00",0.28,52.5
"1,040.00",0.281,52.3
"1,041.00",0.283,52.1
"1,042.00",0.283,52.1
"1,043.00",0.283,52.1
"1,044.00",0.284,52
"1,045.00",0.284,52
"1,046.00",0.284,52
"1,047.00",0.285,51.9
"1,048.00",0.285,51.9
"1,049.00",0.285,51.8
"1,050.00",0.286,51.7
"1,051.00",0.287,51.7
"1,052.00",0.288,51.6
"1,053.00",0.288,51.6
"1,054.00",0.288,51.5
"1,055.00",0.288,51.5
"1,056.00",0.288,51.5
"1,057.00",0.288,51.5
"1,058.00",0.291,51.2
"1,059.00",0.296,50.6
"1,060.00",0.298,50.4
"1,061.00",0.303,49.7
"1,062.00",0.307,49.3
"1,063.00",0.308,49.2
"1,064.00",0.308,49.2
"1,065.00",0.309,49.1
"1,066.00",0.312,48.8
"1,067.00",0.313,48.7
"1,068.00",0.315,48.5
"1,069.00",0.315,48.4
"1,070.00",0.318,48.1
"1,071.00",0.317,48.1
"1,072.00",0.315,48.5
"1,073.00",0.317,48.2
"1,074.00",0.318,48.1
"1,075.00",0.318,48.1
"1,076.00",0.319,48
"1,077.00",0.319,47.9
"1,078.00",0.318,48.1
"1,079.00",0.318,48.1
"1,080.00",0.316,48.3
"1,081.00",0.322,47.6
"1,082.00",0.322,47.6
"1,083.00",0.322,47.6
"1,084.00",0.322,47.6
"1,085.00",0.322,47.6
"1,086.00",0.322,47.7
"1,087.00",0.322,47.7
"1,088.00",0.322,47.6
"1,089.00",0.323,47.6
"1,090.00",0.323,47.5
"1,091.00",0.324,47.4
"1,092.00",0.332,46.5
"1,093.00",0.332,46.5
"1,094.00",0.332,46.6
"1,095.00",0.331,46.7
"1,096.00",0.329,46.9
"1,097.00",0.333,46.5
"1,098.00",0.332,46.6
"1,099.00",0.331,46.7
"1,100.00",0.192,64.3
,,
,,
Heat Sweep 230,,
Heat Sweep 230 3,"Date : 21/07/2021, 12:53:53",
Wavelength (nm),ABS,%T
190.00,1.685,2.1
191.00,1.726,1.9
192.00,1.743,1.8
193.00,1.757,1.7
194.00,1.772,1.7
195.00,1.778,1.7
196.00,1.801,1.6
197.00,1.801,1.6
198.00,1.803,1.6
199.00,1.807,1.6
200.00,1.804,1.6
201.00,1.785,1.6
202.00,1.781,1.7
203.00,1.777,1.7
204.00,1.758,1.7
205.00,1.735,1.8
206.00,1.706,2
207.00,1.67,2.1
208.00,1.631,2.3
209.00,1.581,2.6
210.00,1.53,2.9
211.00,1.479,3.3
212.00,1.427,3.7
213.00,1.381,4.2
214.00,1.332,4.7
215.00,1.315,4.8
216.00,1.284,5.2
217.00,1.24,5.8
218.00,1.197,6.3
219.00,1.156,7
220.00,1.115,7.7
221.00,1.079,8.3
222.00,1.047,9
223.00,1.006,9.9
224.00,0.98,10.5
225.00,0.961,10.9
226.00,0.945,11.3
227.00,0.934,11.6
228.00,0.93,11.7
229.00,0.934,11.6
230.00,0.942,11.4
231.00,0.951,11.2
232.00,0.962,10.9
233.00,0.971,10.7
234.00,0.981,10.4
235.00,0.992,10.2
236.00,1.005,9.9
237.00,1.017,9.6
238.00,1.029,9.3
239.00,1.038,9.2
240.00,1.044,9
241.00,1.045,9
242.00,1.045,9
243.00,1.048,9
244.00,1.048,9
245.00,1.046,9
246.00,1.027,9.4
247.00,1.005,9.9
248.00,0.993,10.2
249.00,0.98,10.5
250.00,0.966,10.8
251.00,0.945,11.3
252.00,0.918,12.1
253.00,0.893,12.8
254.00,0.873,13.4
255.00,0.854,14
256.00,0.833,14.7
257.00,0.807,15.6
258.00,0.785,16.4
259.00,0.762,17.3
260.00,0.745,18
261.00,0.733,18.5
262.00,0.727,18.7
263.00,0.724,18.9
264.00,0.719,19.1
265.00,0.707,19.6
266.00,0.696,20.1
267.00,0.685,20.6
268.00,0.679,21
269.00,0.674,21.2
270.00,0.671,21.3
271.00,0.665,21.6
272.00,0.659,21.9
273.00,0.658,22
274.00,0.66,21.9
275.00,0.66,21.9
276.00,0.659,21.9
277.00,0.655,22.1
278.00,0.653,22.2
279.00,0.653,22.3
280.00,0.652,22.3
281.00,0.65,22.4
282.00,0.649,22.5
283.00,0.647,22.6
284.00,0.647,22.6
285.00,0.646,22.6
286.00,0.645,22.6
287.00,0.64,22.9
288.00,0.639,22.9
289.00,0.639,23
290.00,0.637,23.1
291.00,0.635,23.2
292.00,0.635,23.2
293.00,0.634,23.2
294.00,0.633,23.3
