wavelength,S10 Irrad 1,S10 Irrad 2,S10 Irrad 3,S10 Irrad 4,S10 Irrad 5,S10 Irrad 6,S10 Irrad 7,S10 Irrad 8,S10 Postheat,S10 Preheat,blank
367,0.6877500000000001,0.70875,0.71075,0.746,0.713,0.7124999999999999,0.7064999999999999,0.684,0.526,0.494,0.011
368,0.6835,0.70175,0.7047499999999999,0.7390000000000001,0.7055,0.70525,0.6992499999999999,0.679,0.52375,0.4905,0.011
369,0.6779999999999999,0.697,0.698,0.7316,0.6992499999999999,0.6992499999999999,0.692,0.674,0.52075,0.48674999999999996,0.011
370,0.6737500000000001,0.6925,0.6944999999999999,0.7276,0.69425,0.6935,0.688,0.669,0.52,0.48575,0.011
371,0.671,0.68925,0.6910000000000001,0.7236,0.692,0.6900000000000001,0.6835,0.666,0.51925,0.48575,0.011
372,0.6677500000000001,0.6855,0.6859999999999999,0.7183999999999999,0.68775,0.685,0.681,0.664,0.5175,0.4845,0.01
373,0.6637500000000001,0.6805,0.68025,0.7125999999999999,0.6815,0.6795,0.6745,0.661,0.517,0.4815,0.011
374,0.66075,0.67525,0.675,0.7061999999999999,0.6757500000000001,0.673,0.6692500000000001,0.655,0.51475,0.48075,0.011
375,0.6577500000000001,0.6735000000000001,0.67275,0.703,0.67225,0.67075,0.6660000000000001,0.651,0.5137499999999999,0.48075,0.011
376,0.65825,0.6735,0.672,0.7031999999999999,0.6725,0.6712500000000001,0.6657500000000001,0.651,0.51575,0.48075,0.011
377,0.6615,0.67425,0.6732500000000001,0.7034,0.674,0.6720000000000002,0.6667500000000001,0.653,0.52025,0.484,0.01
378,0.6625,0.6745000000000001,0.6737500000000001,0.704,0.6747500000000001,0.6715,0.667,0.653,0.52375,0.48949999999999994,0.01
379,0.661,0.6735,0.6712500000000001,0.7018,0.6735,0.6695000000000001,0.66675,0.653,0.52425,0.49025,0.01
380,0.6580000000000001,0.66925,0.6675000000000001,0.6974,0.6675,0.66425,0.661,0.648,0.524,0.49,0.011
381,0.65275,0.665,0.662,0.6918,0.66225,0.658,0.6555,0.643,0.52225,0.48725,0.011
382,0.65,0.6607500000000001,0.6595,0.6883999999999999,0.6585000000000001,0.6547499999999999,0.652,0.639,0.52125,0.48624999999999996,0.011
383,0.649,0.66025,0.657,0.6868000000000001,0.65725,0.65375,0.6507499999999999,0.638,0.5217499999999999,0.48649999999999993,0.012
384,0.64825,0.6585000000000001,0.65575,0.6824,0.6555,0.65225,0.6495000000000001,0.636,0.522,0.48649999999999993,0.011
385,0.647,0.65725,0.65375,0.6809999999999999,0.654,0.6505,0.6472500000000001,0.634,0.5217499999999999,0.48649999999999993,0.011
386,0.6455,0.65625,0.6512500000000001,0.678,0.6515,0.64975,0.64625,0.632,0.5217499999999999,0.48675,0.011
387,0.644,0.655,0.65025,0.6776000000000001,0.65075,0.648,0.644,0.63,0.52275,0.48725,0.011
388,0.64175,0.6515000000000001,0.6475,0.6736000000000001,0.6485,0.6425,0.64,0.628,0.52275,0.48725,0.011
389,0.63775,0.6475,0.642,0.6678000000000001,0.64175,0.6355,0.636,0.624,0.5217499999999999,0.48549999999999993,0.011
390,0.6267499999999999,0.634,0.628,0.6542,0.6272500000000001,0.62125,0.62125,0.61,0.5109999999999999,0.4744999999999999,0.01
391,0.62,0.6272500000000001,0.62175,0.6494,0.622,0.6174999999999999,0.6154999999999999,0.602,0.5095,0.4705,0.012
392,0.61825,0.6255000000000001,0.62,0.6456,0.61875,0.61575,0.61275,0.601,0.50725,0.47,0.012
393,0.6154999999999999,0.6227499999999999,0.6154999999999999,0.64,0.6165,0.612,0.61225,0.598,0.50575,0.46875,0.012
394,0.61325,0.6194999999999999,0.61475,0.6392,0.6165,0.6094999999999999,0.6094999999999999,0.597,0.50625,0.46875,0.012
395,0.61275,0.619,0.61325,0.6384000000000001,0.6145,0.60725,0.607,0.596,0.506,0.46925,0.011
396,0.6092500000000001,0.6162500000000001,0.6094999999999999,0.6346,0.60975,0.6047499999999999,0.60375,0.591,0.50525,0.4685,0.011
397,0.60575,0.6135,0.60475,0.629,0.6064999999999999,0.60025,0.599,0.587,0.50375,0.4675,0.011
