wavelength,blank,S9 Preheat,S9 Postheat,S9 Postheat Day 1,S9 Irrad 1,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15
481,0.424,0.3825,0.4392,0.438333333,0.495,0.5,0.5124,0.5255,0.5255,0.52675,0.5345,0.5265,0.527,0.53725,0.53025,0.5385,0.54225,0.555,0.559,0.54375
482,0.421,0.379,0.4334,0.434,0.48875,0.49475,0.5072,0.52125,0.52025,0.522,0.52925,0.5205,0.52225,0.53275,0.52525,0.534,0.53625,0.55075,0.5545,0.54
483,0.419,0.3765,0.4306,0.430666667,0.4845,0.492,0.5038,0.519,0.5175,0.5185,0.5255,0.5175,0.52,0.529,0.522,0.53125,0.53275,0.54725,0.55225,0.537
484,0.42,0.378,0.4326,0.431333333,0.4855,0.494,0.5064,0.521,0.5185,0.52025,0.52675,0.51925,0.52125,0.53,0.523,0.53225,0.53425,0.54925,0.55425,0.53875
485,0.424,0.381,0.4368,0.434666667,0.4905,0.49625,0.5094,0.5235,0.52125,0.5245,0.53175,0.52375,0.523,0.5335,0.527,0.535,0.53925,0.553,0.5565,0.54175
486,0.423,0.381,0.4362,0.435333333,0.49125,0.495,0.5088,0.52175,0.52125,0.52425,0.5315,0.5235,0.52275,0.534,0.52775,0.53575,0.53975,0.5535,0.557,0.541
487,0.421,0.37925,0.4344,0.433333333,0.4885,0.49275,0.5058,0.52025,0.5195,0.5225,0.52925,0.52075,0.5205,0.53175,0.52625,0.534,0.53725,0.5505,0.55575,0.53925
488,0.421,0.37875,0.4338,0.433333333,0.48825,0.49275,0.5062,0.52025,0.51925,0.52175,0.52925,0.5205,0.5205,0.53175,0.52575,0.53325,0.53725,0.5505,0.5555,0.53975
489,0.42,0.379,0.4338,0.433333333,0.48825,0.4925,0.506,0.52,0.51875,0.52175,0.52925,0.5205,0.52025,0.53175,0.52525,0.53325,0.53725,0.55075,0.5555,0.539
490,0.418,0.377,0.4306,0.431,0.4855,0.4895,0.5036,0.5175,0.5155,0.519,0.52625,0.5175,0.518,0.5295,0.524,0.53075,0.534,0.54825,0.5515,0.5365
491,0.416,0.3755,0.4276,0.428333333,0.48225,0.487,0.5004,0.51525,0.51275,0.5155,0.52225,0.51525,0.516,0.52625,0.52025,0.52775,0.531,0.5455,0.54925,0.534
492,0.416,0.3755,0.4278,0.428,0.483,0.48775,0.5012,0.51525,0.513,0.51575,0.52275,0.51675,0.5165,0.52625,0.52075,0.52775,0.5315,0.54575,0.55,0.53475
493,0.416,0.376,0.429,0.429,0.48375,0.48775,0.5014,0.51525,0.51325,0.516,0.524,0.5175,0.51675,0.52725,0.5215,0.52875,0.53175,0.54675,0.55025,0.53475
494,0.414,0.37525,0.4268,0.428333333,0.482,0.48575,0.499,0.51325,0.51175,0.515,0.5225,0.51575,0.51525,0.52625,0.521,0.52775,0.531,0.5455,0.54875,0.53275
495,0.412,0.37225,0.4246,0.424666667,0.4785,0.482,0.496,0.5105,0.50925,0.51075,0.51875,0.51225,0.5125,0.523,0.519,0.525,0.52725,0.54325,0.54575,0.52925
496,0.41,0.37,0.4202,0.422333333,0.47575,0.47925,0.4936,0.50775,0.507,0.50775,0.51575,0.5095,0.51,0.51975,0.5165,0.5215,0.52425,0.5395,0.543,0.527
497,0.408,0.36925,0.4196,0.421333333,0.474,0.478,0.4926,0.507,0.50625,0.50675,0.515,0.50875,0.509,0.519,0.5155,0.52075,0.52275,0.5385,0.5425,0.52625
498,0.408,0.3685,0.4188,0.420333333,0.47375,0.477,0.4922,0.50675,0.5055,0.50675,0.514,0.5085,0.5075,0.51825,0.514,0.52075,0.5225,0.5375,0.54225,0.52575
499,0.406,0.36825,0.418,0.42,0.47275,0.47625,0.4912,0.50475,0.50375,0.50475,0.51325,0.507,0.50725,0.51775,0.5135,0.52025,0.52175,0.537,0.54175,0.52475
500,0.405,0.36675,0.4164,0.418333333,0.471,0.4745,0.491,0.50375,0.50325,0.50425,0.512,0.506,0.505,0.51725,0.51175,0.51825,0.52125,0.536,0.5405,0.52325
501,0.404,0.36525,0.414,0.417333333,0.47,0.47325,0.4884,0.502,0.501,0.50225,0.5095,0.50375,0.5035,0.51475,0.51025,0.51725,0.519,0.53475,0.53875,0.5215
502,0.402,0.36375,0.4118,0.415666667,0.46775,0.47025,0.4854,0.50075,0.49925,0.5005,0.5085,0.50125,0.502,0.51225,0.508,0.51425,0.517,0.5325,0.53725,0.51875
503,0.401,0.362,0.4096,0.414333333,0.4665,0.4685,0.4844,0.49975,0.49825,0.49825,0.50625,0.49975,0.5005,0.51025,0.50675,0.5135,0.51575,0.5305,0.53525,0.51725
504,0.399,0.36075,0.4084,0.412666667,0.465,0.46725,0.4826,0.499,0.4965,0.498,0.50525,0.49825,0.49875,0.5095,0.5055,0.512,0.51425,0.52975,0.53375,0.5155
505,0.398,0.36,0.4072,0.411,0.46325,0.466,0.481,0.49775,0.49575,0.49625,0.5045,0.49625,0.498,0.5075,0.50375,0.51025,0.5125,0.529,0.533,0.51475
506,0.396,0.3585,0.4064,0.409,0.462,0.4645,0.48,0.496,0.494,0.495,0.503,0.49475,0.49675,0.50625,0.50225,0.509,0.51075,0.528,0.532,0.5135
507,0.396,0.35675,0.4042,0.408,0.45925,0.4625,0.478,0.4945,0.4925,0.49325,0.5005,0.49325,0.4945,0.50425,0.50075,0.50675,0.509,0.5265,0.5295,0.51125
508,0.394,0.35525,0.4026,0.406333333,0.4575,0.4605,0.4764,0.493,0.491,0.49125,0.499,0.49125,0.494,0.5025,0.4985,0.50525,0.5065,0.52425,0.528,0.50975
509,0.392,0.354,0.4008,0.404,0.45575,0.4595,0.4744,0.49175,0.48975,0.4895,0.4975,0.49,0.49225,0.5015,0.49775,0.50375,0.50625,0.523,0.52725,0.50825
510,0.392,0.353,0.3994,0.403333333,0.45475,0.45825,0.474,0.49025,0.489,0.4885,0.49675,0.48875,0.49125,0.50075,0.49625,0.50275,0.50475,0.52225,0.526,0.50675
511,0.39,0.35225,0.3982,0.403,0.4535,0.45725,0.473,0.49,0.48725,0.4875,0.496,0.48825,0.49075,0.499,0.496,0.502,0.5045,0.5215,0.525,0.50575
512,0.389,0.35125,0.3972,0.401666667,0.453,0.4565,0.4722,0.4895,0.4865,0.487,0.49525,0.488,0.4905,0.49825,0.49475,0.501,0.5035,0.521,0.52425,0.50525
513,0.389,0.35125,0.397,0.401333333,0.45275,0.4555,0.4714,0.48875,0.48625,0.486,0.4945,0.4875,0.49,0.49825,0.49425,0.50075,0.5035,0.51975,0.52375,0.50425
514,0.389,0.34975,0.3958,0.400666667,0.45075,0.45275,0.4696,0.48725,0.485,0.48475,0.493,0.4865,0.48825,0.49625,0.4925,0.49775,0.50175,0.519,0.52225,0.503
515,0.387,0.348,0.3934,0.398,0.44925,0.45075,0.4672,0.48475,0.4825,0.48225,0.49125,0.484,0.4865,0.4945,0.491,0.497,0.499,0.51725,0.5205,0.50125
516,0.386,0.3455,0.3898,0.396,0.44625,0.44875,0.4648,0.483,0.4805,0.4805,0.48875,0.48125,0.4845,0.4925,0.488,0.495,0.49625,0.51525,0.51925,0.49975
517,0.383,0.34475,0.3886,0.394333333,0.44475,0.44825,0.4636,0.482,0.47925,0.47975,0.487,0.4805,0.4835,0.4905,0.487,0.4925,0.496,0.514,0.51675,0.49875
518,0.383,0.3445,0.3888,0.394333333,0.4445,0.4485,0.464,0.482,0.479,0.47975,0.4875,0.48075,0.48375,0.491,0.4875,0.4925,0.496,0.51425,0.517,0.4985
519,0.383,0.34575,0.389,0.394666667,0.44525,0.4485,0.4646,0.48175,0.47975,0.47975,0.4875,0.48175,0.484,0.4915,0.488,0.49325,0.49725,0.51425,0.5175,0.499
520,0.383,0.345,0.3888,0.394666667,0.44475,0.44775,0.464,0.48125,0.4795,0.4795,0.4875,0.48175,0.484,0.4905,0.48775,0.4935,0.497,0.514,0.51725,0.49825
521,0.381,0.3425,0.3872,0.393,0.443,0.4455,0.4618,0.4795,0.47825,0.478,0.4855,0.48025,0.4825,0.48875,0.487,0.49175,0.495,0.51325,0.5165,0.49625
522,0.378,0.3405,0.3834,0.39,0.4405,0.4425,0.4592,0.4775,0.47475,0.4745,0.48175,0.47725,0.4805,0.486,0.48425,0.489,0.49125,0.51075,0.51475,0.4935
523,0.375,0.338,0.381,0.387,0.438,0.43975,0.4558,0.475,0.4705,0.47075,0.4795,0.47325,0.4775,0.483,0.48175,0.4855,0.48775,0.50825,0.51075,0.49125
524,0.373,0.3355,0.3776,0.385333333,0.435,0.438,0.453,0.47225,0.46975,0.468,0.47675,0.471,0.47525,0.48,0.4795,0.483,0.48625,0.50525,0.508,0.48775
525,0.371,0.33325,0.3754,0.383,0.43325,0.4355,0.451,0.47125,0.468,0.46625,0.47425,0.4685,0.47325,0.47825,0.47725,0.481,0.4835,0.5035,0.50525,0.48575
526,0.37,0.3305,0.3718,0.381,0.4315,0.43375,0.4498,0.469,0.4665,0.46475,0.47325,0.46625,0.4705,0.47625,0.47375,0.47925,0.48125,0.50125,0.504,0.4835
527,0.369,0.33,0.3718,0.38,0.42975,0.43325,0.4492,0.4685,0.46625,0.4645,0.47275,0.46625,0.4705,0.476,0.4735,0.479,0.481,0.501,0.503,0.48325
528,0.371,0.332,0.3746,0.382666667,0.4325,0.4365,0.451,0.471,0.46825,0.4665,0.47675,0.47025,0.4725,0.47925,0.47575,0.48025,0.48425,0.50275,0.50575,0.48525
529,0.374,0.33625,0.3772,0.386333333,0.437,0.4395,0.455,0.473,0.47125,0.4705,0.48,0.474,0.47425,0.48175,0.4805,0.48275,0.48825,0.50675,0.509,0.489
530,0.374,0.336,0.3776,0.386,0.43625,0.438,0.4546,0.47275,0.471,0.47025,0.4795,0.47325,0.47475,0.48225,0.48075,0.48325,0.4885,0.507,0.50875,0.48875
531,0.37,0.33375,0.3742,0.382333333,0.43225,0.42525,0.4504,0.4685,0.46725,0.4655,0.47625,0.469,0.4725,0.478,0.477,0.47975,0.4845,0.5035,0.50675,0.48575
532,0.369,0.33175,0.373,0.380333333,0.43175,0.429,0.4502,0.46725,0.46625,0.4645,0.475,0.4685,0.47175,0.4755,0.476,0.47925,0.48225,0.50225,0.5045,0.48425
533,0.369,0.33175,0.3728,0.380333333,0.432,0.4325,0.4504,0.46725,0.46625,0.465,0.4745,0.469,0.472,0.47675,0.476,0.4795,0.4825,0.5025,0.5045,0.48425
534,0.369,0.3315,0.3726,0.380333333,0.432,0.4335,0.4492,0.46725,0.46625,0.465,0.4745,0.4695,0.472,0.4765,0.476,0.4795,0.48275,0.50225,0.5045,0.48375
535,0.368,0.33075,0.3706,0.379333333,0.431,0.433,0.4486,0.4665,0.464,0.46325,0.474,0.4685,0.471,0.476,0.47525,0.47775,0.481,0.50175,0.5025,0.483
536,0.366,0.329,0.369,0.378333333,0.4305,0.43175,0.4474,0.4655,0.46275,0.463,0.4725,0.46625,0.471,0.47425,0.4745,0.47625,0.48,0.50075,0.50125,0.4825
537,0.365,0.32825,0.3688,0.377,0.4295,0.43,0.4462,0.46375,0.462,0.462,0.4715,0.466,0.46875,0.4735,0.4725,0.4765,0.4795,0.4985,0.5,0.48075
538,0.362,0.32475,0.3642,0.373666667,0.42525,0.427,0.4428,0.46025,0.45925,0.4595,0.4695,0.462,0.46725,0.472,0.471,0.47425,0.4765,0.496,0.497,0.47725
539,0.357,0.3205,0.3588,0.369666667,0.421,0.424,0.4386,0.45675,0.4555,0.455,0.46575,0.45775,0.46275,0.4665,0.46625,0.4695,0.4725,0.4925,0.49275,0.474
540,0.356,0.32,0.358,0.367,0.4205,0.42325,0.437,0.45675,0.4545,0.45375,0.46375,0.45675,0.46275,0.46525,0.464,0.4675,0.47125,0.4915,0.492,0.4725
541,0.356,0.3215,0.3598,0.368666667,0.42075,0.4245,0.4396,0.458,0.45575,0.4565,0.4645,0.459,0.46275,0.46625,0.466,0.46875,0.4725,0.49375,0.494,0.47325
542,0.359,0.3225,0.363,0.371666667,0.4245,0.4265,0.442,0.45925,0.45675,0.45825,0.46775,0.461,0.4645,0.4685,0.46825,0.471,0.47575,0.49525,0.49625,0.475
543,0.36,0.323,0.3638,0.373,0.42625,0.4275,0.4424,0.4595,0.458,0.45825,0.4685,0.4615,0.465,0.47025,0.46975,0.4725,0.47675,0.49625,0.49675,0.476
544,0.359,0.3225,0.3616,0.371,0.42625,0.427,0.4418,0.459,0.45775,0.45775,0.468,0.461,0.4655,0.4695,0.46875,0.4715,0.476,0.4955,0.49625,0.47575
545,0.357,0.321,0.3606,0.369333333,0.42425,0.426,0.4406,0.458,0.45575,0.457,0.4665,0.45975,0.46475,0.46675,0.46775,0.4695,0.475,0.49425,0.494,0.47375
546,0.356,0.31975,0.3592,0.368666667,0.423,0.425,0.4396,0.458,0.45525,0.455,0.46475,0.4595,0.4645,0.4655,0.46725,0.46925,0.473,0.49275,0.493,0.472
547,0.356,0.32,0.3586,0.368666667,0.42325,0.42475,0.4394,0.458,0.4555,0.455,0.46475,0.4595,0.46425,0.466,0.467,0.46925,0.47275,0.493,0.493,0.47225
548,0.356,0.31975,0.3586,0.368333333,0.42375,0.42475,0.4392,0.458,0.4555,0.45525,0.46475,0.45875,0.464,0.46575,0.467,0.4685,0.4725,0.49325,0.4925,0.472
549,0.355,0.31825,0.3566,0.367333333,0.4225,0.42425,0.438,0.456,0.45425,0.454,0.46325,0.4585,0.46325,0.46475,0.46525,0.4675,0.472,0.49225,0.491,0.4705
550,0.352,0.31575,0.3542,0.364666667,0.421,0.42175,0.4358,0.455,0.4525,0.45175,0.46175,0.456,0.46175,0.4625,0.464,0.4655,0.4705,0.49,0.489,0.46875
551,0.351,0.31425,0.3512,0.362666667,0.419,0.42,0.433,0.45325,0.45075,0.4505,0.46025,0.454,0.46025,0.46075,0.46075,0.464,0.468,0.48825,0.48675,0.4665
552,0.35,0.31325,0.3504,0.361333333,0.41825,0.419,0.4328,0.4525,0.44975,0.45,0.4595,0.453,0.4595,0.46025,0.46,0.46375,0.46775,0.48775,0.4865,0.46575
553,0.349,0.31275,0.3504,0.360333333,0.41825,0.41875,0.4328,0.45225,0.44975,0.44975,0.46,0.453,0.45925,0.45975,0.46,0.46325,0.46775,0.488,0.4865,0.46575
554,0.349,0.31275,0.3492,0.36,0.419,0.4185,0.4324,0.452,0.4495,0.4495,0.46,0.45325,0.45875,0.45975,0.46,0.463,0.46775,0.488,0.48625,0.465
555,0.347,0.31125,0.3478,0.359,0.41775,0.41775,0.4314,0.451,0.4495,0.44875,0.45925,0.4525,0.45875,0.4585,0.4595,0.462,0.467,0.48725,0.4845,0.464
556,0.347,0.31,0.3462,0.358333333,0.417,0.4175,0.4304,0.4505,0.448,0.447,0.45825,0.452,0.45775,0.458,0.4585,0.46125,0.46675,0.4865,0.483,0.4625
557,0.345,0.30875,0.3444,0.356666667,0.4165,0.4165,0.4296,0.449,0.4475,0.4465,0.45775,0.451,0.457,0.45675,0.45725,0.461,0.466,0.48575,0.48225,0.46125
558,0.343,0.308,0.3438,0.355666667,0.41625,0.41575,0.4286,0.44825,0.44625,0.446,0.457,0.44975,0.4565,0.4565,0.45675,0.45975,0.465,0.485,0.48125,0.45975
559,0.342,0.306,0.342,0.353666667,0.41575,0.415,0.428,0.44825,0.4455,0.44525,0.45625,0.4485,0.4565,0.45525,0.4555,0.4585,0.4635,0.4845,0.48,0.4585
560,0.337,0.30225,0.3372,0.349666667,0.41225,0.41075,0.4256,0.445,0.444,0.44275,0.453,0.44575,0.45375,0.45325,0.45275,0.45625,0.463,0.481,0.47575,0.45425
561,0.336,0.3005,0.3356,0.348,0.4105,0.4085,0.4236,0.44225,0.443,0.44075,0.452,0.44375,0.45225,0.45175,0.451,0.45475,0.46175,0.47975,0.474,0.4515
562,0.335,0.30025,0.3344,0.348,0.41,0.407,0.4228,0.44125,0.44275,0.44,0.4505,0.44275,0.4515,0.45125,0.44975,0.45375,0.46175,0.47875,0.4725,0.45025
563,0.333,0.29925,0.3324,0.347333333,0.40925,0.40475,0.422,0.44025,0.442,0.439,0.45,0.44125,0.4505,0.4505,0.4485,0.45325,0.46,0.4775,0.47075,0.449
564,0.331,0.2975,0.3304,0.345333333,0.40775,0.40325,0.4202,0.4395,0.44075,0.43775,0.44875,0.4395,0.44975,0.44925,0.4475,0.45225,0.4585,0.47725,0.46875,0.44675
565,0.329,0.2955,0.3292,0.342666667,0.40725,0.40375,0.4198,0.439,0.44025,0.43725,0.44875,0.4395,0.44925,0.4485,0.447,0.452,0.4585,0.477,0.4685,0.4465
566,0.329,0.296,0.3296,0.342666667,0.40825,0.405,0.4198,0.43875,0.4405,0.4375,0.44925,0.44,0.44925,0.44925,0.448,0.45225,0.45925,0.47725,0.469,0.44675
567,0.329,0.296,0.3296,0.342666667,0.40825,0.40525,0.4204,0.43875,0.441,0.43825,0.44925,0.44025,0.44975,0.44975,0.44825,0.4525,0.45975,0.47725,0.469,0.44675
568,0.329,0.2955,0.3288,0.342333333,0.40825,0.4045,0.4196,0.43825,0.44075,0.438,0.44925,0.44025,0.4495,0.44975,0.44825,0.4525,0.45925,0.47725,0.46825,0.4455
569,0.328,0.29425,0.3268,0.341,0.40775,0.40375,0.4188,0.438,0.43975,0.4375,0.44875,0.4395,0.4495,0.44925,0.44675,0.4515,0.4585,0.4765,0.4675,0.44425
570,0.327,0.29275,0.3248,0.34,0.4065,0.403,0.4184,0.43675,0.439,0.43675,0.4475,0.439,0.4485,0.44825,0.44575,0.45075,0.4575,0.4755,0.46675,0.4435
571,0.326,0.29225,0.3242,0.338666667,0.4065,0.40375,0.418,0.437,0.43875,0.43625,0.44775,0.43875,0.44825,0.448,0.44525,0.45025,0.45725,0.4755,0.46575,0.443
572,0.326,0.29125,0.3244,0.338333333,0.4075,0.404,0.4182,0.437,0.439,0.43675,0.44775,0.439,0.44825,0.4475,0.446,0.45,0.4575,0.47575,0.466,0.44275
573,0.326,0.291,0.3244,0.338,0.408,0.40425,0.4184,0.437,0.44,0.437,0.44875,0.4395,0.4485,0.448,0.446,0.45025,0.4575,0.476,0.4655,0.44275
574,0.325,0.29075,0.3238,0.337333333,0.408,0.40475,0.4188,0.437,0.44,0.4375,0.4485,0.44,0.44925,0.44775,0.44625,0.451,0.458,0.47575,0.46575,0.443
575,0.325,0.29075,0.3238,0.337333333,0.40875,0.40525,0.4188,0.43725,0.44025,0.4375,0.449,0.44025,0.4495,0.4485,0.4465,0.4515,0.458,0.4755,0.46575,0.443
576,0.325,0.291,0.3238,0.337333333,0.4105,0.406,0.419,0.4385,0.4405,0.4385,0.4495,0.4415,0.44975,0.44875,0.44675,0.4515,0.4585,0.47625,0.46575,0.4425
577,0.324,0.291,0.3234,0.337333333,0.41125,0.40675,0.42,0.43825,0.44075,0.43825,0.44975,0.4415,0.44975,0.4495,0.4475,0.45225,0.45925,0.47675,0.46575,0.4425
578,0.324,0.2905,0.3224,0.336333333,0.4115,0.407,0.42,0.43825,0.44075,0.43825,0.45,0.4415,0.45,0.4495,0.448,0.452,0.45925,0.47625,0.46475,0.4425
579,0.323,0.2895,0.3218,0.336,0.4115,0.40675,0.4198,0.43775,0.44075,0.438,0.44975,0.44125,0.45,0.449,0.4475,0.45125,0.459,0.47625,0.4645,0.44125
580,0.322,0.28825,0.3206,0.334666667,0.411,0.40625,0.419,0.43725,0.43975,0.43775,0.44975,0.441,0.44975,0.44825,0.447,0.45075,0.45825,0.4755,0.46325,0.4405
581,0.321,0.28675,0.3188,0.333666667,0.41025,0.4065,0.4186,0.43725,0.439,0.43775,0.4495,0.4405,0.4495,0.44775,0.4465,0.45025,0.4575,0.47525,0.46275,0.43875
582,0.32,0.28575,0.3176,0.332666667,0.41025,0.40625,0.4184,0.437,0.43875,0.43725,0.44925,0.4395,0.44925,0.4475,0.446,0.4495,0.4575,0.47525,0.46175,0.43825
583,0.319,0.28525,0.3166,0.331333333,0.41025,0.40625,0.4182,0.43675,0.43825,0.4365,0.449,0.43925,0.449,0.44675,0.44475,0.44975,0.45675,0.4745,0.46125,0.437
584,0.318,0.28375,0.3156,0.33,0.41025,0.40625,0.4174,0.43675,0.43825,0.43625,0.449,0.43925,0.44875,0.44675,0.44475,0.44925,0.4565,0.47375,0.4605,0.43675
585,0.317,0.28275,0.3148,0.328666667,0.41025,0.4055,0.4174,0.43625,0.438,0.43575,0.4485,0.43925,0.4485,0.446,0.44425,0.449,0.45625,0.47375,0.4595,0.4355
586,0.316,0.282,0.3138,0.327333333,0.40975,0.40525,0.4166,0.43525,0.43725,0.43575,0.44775,0.43825,0.4485,0.4455,0.4435,0.448,0.45575,0.473,0.45875,0.4345
587,0.315,0.28075,0.3124,0.326333333,0.4095,0.40525,0.416,0.43525,0.437,0.43525,0.44775,0.438,0.448,0.44475,0.4435,0.44775,0.45525,0.47275,0.458,0.43325
588,0.314,0.27975,0.3114,0.326333333,0.4095,0.40525,0.4154,0.4345,0.43675,0.435,0.4475,0.438,0.44775,0.4445,0.443,0.44775,0.4545,0.47275,0.4575,0.4325
589,0.314,0.27925,0.3112,0.325333333,0.40975,0.40525,0.416,0.4345,0.43675,0.43525,0.4475,0.438,0.44725,0.44425,0.44275,0.44725,0.45475,0.47275,0.457,0.432
590,0.314,0.27875,0.3108,0.325333333,0.41075,0.40575,0.4166,0.43475,0.43675,0.4355,0.448,0.438,0.44775,0.4445,0.443,0.44725,0.455,0.47275,0.45675,0.432
591,0.313,0.278,0.3102,0.324666667,0.4115,0.406,0.4168,0.43475,0.43675,0.4355,0.4475,0.438,0.448,0.444,0.443,0.44725,0.45525,0.473,0.4565,0.43175
592,0.312,0.27725,0.3092,0.323333333,0.4115,0.406,0.4166,0.4345,0.43675,0.43525,0.4475,0.438,0.448,0.44375,0.4425,0.44725,0.45525,0.473,0.456,0.4305
593,0.311,0.2755,0.3068,0.321333333,0.41125,0.4055,0.4158,0.43425,0.436,0.43475,0.447,0.43725,0.4475,0.4435,0.44175,0.44625,0.4545,0.472,0.45475,0.42925
594,0.309,0.27525,0.3058,0.320666667,0.4105,0.40525,0.4148,0.43375,0.43525,0.434,0.447,0.4365,0.447,0.44275,0.4405,0.44575,0.4535,0.47125,0.454,0.42825
595,0.309,0.27425,0.304,0.319333333,0.40975,0.40475,0.4148,0.4325,0.43525,0.43375,0.447,0.43575,0.447,0.44175,0.44,0.445,0.4525,0.4705,0.45275,0.42675
596,0.308,0.274,0.3038,0.319333333,0.4115,0.405,0.415,0.43275,0.43525,0.43375,0.44725,0.43625,0.447,0.44175,0.44,0.445,0.4525,0.47075,0.4525,0.4265
597,0.308,0.274,0.3046,0.319666667,0.413,0.40675,0.4158,0.434,0.436,0.435,0.4485,0.43675,0.44825,0.443,0.441,0.44575,0.45325,0.47125,0.45325,0.4265
598,0.308,0.27475,0.3058,0.320666667,0.4145,0.409,0.4172,0.43475,0.437,0.436,0.44975,0.4395,0.4485,0.444,0.443,0.447,0.455,0.472,0.45425,0.428
599,0.308,0.275,0.3058,0.320666667,0.4155,0.409,0.4178,0.43475,0.43725,0.43625,0.4505,0.43975,0.44875,0.44475,0.4435,0.4475,0.45525,0.4725,0.45425,0.428
600,0.307,0.27425,0.3044,0.319666667,0.4145,0.409,0.4174,0.43475,0.43675,0.4355,0.4495,0.43875,0.44875,0.44425,0.44275,0.447,0.455,0.472,0.4535,0.427
601,0.305,0.27175,0.3018,0.317,0.414,0.40775,0.4156,0.4335,0.4355,0.43425,0.44875,0.4375,0.448,0.44275,0.441,0.4455,0.4535,0.47025,0.45075,0.42475
602,0.303,0.27,0.299,0.314666667,0.41225,0.40675,0.4146,0.43275,0.4345,0.433,0.4475,0.436,0.44675,0.44125,0.43925,0.44425,0.452,0.469,0.449,0.42225
603,0.303,0.2685,0.2988,0.313,0.412,0.40575,0.4142,0.43225,0.434,0.433,0.447,0.4345,0.44675,0.4405,0.43825,0.444,0.4515,0.4685,0.44775,0.4215
604,0.302,0.2685,0.2984,0.312666667,0.412,0.406,0.414,0.43275,0.434,0.433,0.44725,0.43475,0.44675,0.44025,0.4385,0.44375,0.4515,0.46825,0.44775,0.4215
605,0.303,0.2695,0.2988,0.313666667,0.41525,0.40875,0.4154,0.43375,0.4345,0.434,0.4495,0.43625,0.44775,0.44125,0.43975,0.446,0.453,0.4695,0.44875,0.4215
606,0.303,0.26975,0.2996,0.314,0.41625,0.40975,0.4158,0.43475,0.435,0.4345,0.45025,0.43925,0.4485,0.44225,0.44075,0.446,0.4535,0.471,0.4495,0.42175
607,0.303,0.269,0.2994,0.314333333,0.4165,0.40975,0.416,0.4345,0.4355,0.4345,0.45025,0.43875,0.449,0.44225,0.44125,0.4465,0.45325,0.47125,0.44925,0.42175
608,0.301,0.26825,0.2968,0.313,0.416,0.409,0.4156,0.434,0.435,0.434,0.45,0.4385,0.44875,0.44175,0.44075,0.44575,0.453,0.47075,0.44775,0.42125
609,0.301,0.26725,0.2966,0.312,0.416,0.40925,0.4156,0.4345,0.435,0.434,0.4495,0.438,0.4485,0.4415,0.44075,0.44525,0.4525,0.47,0.44675,0.4205
610,0.301,0.268,0.2966,0.312,0.41725,0.41,0.4158,0.43475,0.435,0.4345,0.44975,0.438,0.4485,0.44175,0.44075,0.4455,0.453,0.47025,0.44675,0.42075
611,0.301,0.268,0.2966,0.312333333,0.41975,0.41125,0.4164,0.435,0.43525,0.43525,0.45,0.439,0.44875,0.443,0.442,0.446,0.4535,0.471,0.4475,0.42075
612,0.301,0.26775,0.2966,0.312333333,0.42,0.4115,0.4172,0.435,0.4355,0.43575,0.45,0.4395,0.44925,0.44325,0.442,0.446,0.4535,0.4715,0.4475,0.42075
613,0.301,0.2665,0.2964,0.312,0.42,0.412,0.4174,0.435,0.4355,0.43575,0.4505,0.4395,0.44925,0.44325,0.442,0.446,0.45375,0.471,0.4475,0.42025
614,0.3,0.2655,0.2958,0.311,0.42025,0.41225,0.4176,0.4345,0.4355,0.43575,0.4505,0.4395,0.44925,0.44325,0.44175,0.44575,0.45325,0.4705,0.4465,0.41925
615,0.299,0.2645,0.2948,0.31,0.42,0.412,0.4168,0.4345,0.43575,0.4355,0.4505,0.43925,0.44925,0.4425,0.441,0.44575,0.45325,0.47025,0.44575,0.41825
616,0.299,0.26375,0.2938,0.308666667,0.41975,0.412,0.4166,0.43425,0.435,0.4355,0.4505,0.4385,0.44925,0.44225,0.44075,0.44575,0.45225,0.46975,0.445,0.4175
617,0.298,0.263,0.292,0.308,0.42,0.41175,0.4166,0.43425,0.435,0.4355,0.4505,0.43825,0.44925,0.442,0.4405,0.44525,0.45225,0.4695,0.44475,0.4165
618,0.296,0.2625,0.2918,0.307,0.4205,0.41175,0.4166,0.43425,0.435,0.435,0.4505,0.43825,0.449,0.44175,0.43975,0.4445,0.452,0.46925,0.44375,0.4155
619,0.295,0.26175,0.2906,0.306333333,0.4205,0.41175,0.4166,0.43425,0.435,0.43475,0.45025,0.43825,0.44875,0.44125,0.4395,0.44425,0.452,0.469,0.44325,0.4155
620,0.295,0.2615,0.29,0.305666667,0.42075,0.41175,0.4164,0.434,0.43475,0.43475,0.45025,0.438,0.44875,0.4405,0.4395,0.44425,0.4515,0.469,0.44175,0.41475
621,0.295,0.26025,0.2892,0.305,0.421,0.412,0.4162,0.434,0.43475,0.43475,0.45,0.43775,0.44875,0.4405,0.43925,0.444,0.45125,0.46875,0.4415,0.41325
622,0.294,0.26,0.2888,0.304333333,0.42125,0.412,0.4158,0.43375,0.4345,0.43475,0.45,0.43775,0.4485,0.4405,0.43875,0.4435,0.4505,0.468,0.44075,0.413
