wavelength,blank,S8 Preheat,S8 Postheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
471,98.3,35.95,48.52,30.98,31.25,31.85,32.75,30.875,31.7,31.56,28.825,29.9,29.975,28.8,25.9,25.325,25.275,25.975,30.2,31.68571429,31.57916667,31.228,30.9125
472,98.2,36.05,48.54,31.18,31.425,32.075,32.85,31.05,31.85,31.6,28.925,30,30.025,28.9,25.975,25.425,25.325,26.05,30.2,31.77142857,31.64583333,31.312,30.9875
473,98.2,36.075,48.64,31.28,31.55,32.15,33.025,31.125,31.95,31.7,29.025,30.05,30.15,29.025,26.125,25.5,25.425,26.175,30.3,31.85714286,31.72083333,31.396,31.0625
474,98.2,36.25,48.72,31.36,31.575,32.2,33.125,31.275,32.1,31.8,29.125,30.175,30.225,29.075,26.175,25.575,25.525,26.275,30.4,31.97142857,31.84166667,31.532,31.1875
475,98.3,36.35,48.82,31.52,31.7,32.3,33.275,31.4,32.2,31.82,29.225,30.25,30.3,29.175,26.25,25.625,25.625,26.3,30.7,32.08571429,31.95833333,31.636,31.3
476,98.2,36.45,48.84,31.68,31.8,32.45,33.375,31.525,32.25,32.06,29.325,30.425,30.4,29.3,26.375,25.725,25.725,26.375,30.8,32.17142857,32.04166667,31.736,31.4
477,98.2,36.5,48.96,31.82,31.975,32.6,33.525,31.65,32.375,32.14,29.425,30.55,30.575,29.375,26.425,25.8,25.875,26.5,30.8,32.27142857,32.125,31.816,31.4875
478,98.2,36.625,49.04,31.92,32.075,32.725,33.675,31.825,32.525,32.26,29.55,30.575,30.625,29.45,26.525,25.875,25.925,26.525,30.9,32.38571429,32.2375,31.932,31.6125
479,98.2,36.825,49.06,32,32.175,32.875,33.825,31.975,32.675,32.44,29.75,30.675,30.75,29.6,26.6,25.975,26,26.675,31,32.5,32.3375,32.04,31.725
480,98.2,37,49.24,32.24,32.4,33.025,34.05,32.125,32.925,32.56,29.85,30.8,30.9,29.8,26.725,26.1,26.125,26.8,31.2,32.65714286,32.48333333,32.164,31.85
481,98.2,37.35,49.48,32.48,32.75,33.35,34.375,32.45,33.225,32.92,30.15,31.15,31.2,30.075,27,26.325,26.35,27.025,31.5,32.87142857,32.74583333,32.448,32.175
482,98.2,37.725,49.84,32.86,33.1,33.65,34.775,32.825,33.6,33.26,30.4,31.475,31.55,30.45,27.25,26.575,26.675,27.35,31.9,33.12857143,33.02916667,32.756,32.4875
483,98.3,37.875,50.02,33.08,33.3,33.825,35,33,33.825,33.42,30.55,31.675,31.775,30.575,27.425,26.675,26.9,27.45,32.1,33.31428571,33.225,32.96,32.7125
484,98.4,37.725,49.96,32.98,33.225,33.675,34.85,32.9,33.7,33.34,30.425,31.55,31.7,30.425,27.325,26.525,26.825,27.325,32,33.21428571,33.15,32.872,32.6375
485,98.3,37.45,49.62,32.84,33,33.55,34.525,32.6,33.35,33.04,30.325,31.35,31.4,30.2,27.1,26.425,26.55,27.2,31.7,33.02857143,32.94583333,32.632,32.35
486,98.2,37.45,49.52,32.8,33.025,33.6,34.5,32.625,33.325,33,30.325,31.35,31.35,30.175,27.15,26.45,26.525,27.225,31.6,33.15714286,33.01666667,32.66,32.325
487,98.2,37.575,49.62,32.92,33.2,33.725,34.65,32.8,33.45,33.16,30.475,31.425,31.45,30.25,27.2,26.5,26.6,27.325,31.8,33.24285714,33.0875,32.736,32.4
488,98.2,37.575,49.66,32.94,33.225,33.75,34.675,32.8,33.45,33.22,30.5,31.425,31.45,30.25,27.225,26.5,26.625,27.325,31.8,33.24285714,33.09166667,32.744,32.425
489,98.2,37.575,49.66,32.96,33.225,33.775,34.725,32.8,33.45,33.22,30.525,31.425,31.475,30.25,27.25,26.575,26.625,27.35,31.8,33.22857143,33.08333333,32.744,32.4125
490,97.9,37.8,49.66,33.2,33.4,34,34.875,33,33.65,33.34,30.725,31.55,31.6,30.475,27.4,26.775,26.725,27.475,31.9,33.5,33.29166667,32.936,32.575
491,98,37.975,49.9,33.36,33.55,34.15,35.1,33.2,33.85,33.54,30.875,31.7,31.8,30.65,27.525,26.825,26.825,27.6,32.1,33.61428571,33.425,33.088,32.7625
492,98.1,37.875,49.88,33.38,33.55,34.15,35.025,33.2,33.8,33.5,30.85,31.65,31.75,30.575,27.5,26.8,26.825,27.525,32.1,33.58571429,33.4125,33.064,32.725
493,98,37.8,49.76,33.38,33.5,34.2,34.975,33.175,33.75,33.4,30.875,31.575,31.675,30.475,27.5,26.825,26.8,27.475,31.9,33.57142857,33.4,33.032,32.6875
494,97.8,37.825,49.74,33.52,33.675,34.325,35.05,33.2,33.775,33.5,30.975,31.7,31.725,30.575,27.625,27.025,26.85,27.5,32.1,33.7,33.48333333,33.084,32.7
495,98,38.025,50,33.72,33.875,34.575,35.4,33.45,34.1,33.76,31.225,31.875,31.875,30.7,27.825,27.1,27.1,27.7,32.2,33.84285714,33.65416667,33.264,32.85
496,98,38.25,50.2,34,33.975,34.775,35.575,33.575,34.35,33.96,31.3,32.025,32.1,30.95,27.925,27.175,27.225,27.9,32.4,34.01428571,33.80833333,33.44,33.0875
497,98,38.375,50.22,34.02,34.05,34.825,35.625,33.7,34.35,34,31.375,32.075,32.225,31.05,27.95,27.225,27.275,27.9,32.5,34.1,33.875,33.536,33.1875
498,98,38.425,50.24,34.06,34.05,34.975,35.625,33.7,34.375,34.02,31.425,32.125,32.225,31.075,28,27.25,27.325,27.9,32.5,34.1,33.9125,33.552,33.2125
499,97.9,38.475,50.22,34.2,34.075,35.025,35.7,33.8,34.45,34.06,31.5,32.15,32.25,31.15,28.05,27.25,27.35,27.975,32.5,34.21428571,34,33.632,33.275
500,98,38.6,50.36,34.3,34.175,35.2,35.8,33.85,34.575,34.16,31.625,32.25,32.3,31.2,28.075,27.325,27.375,28.025,32.7,34.3,34.1,33.752,33.3625
501,97.9,38.725,50.36,34.44,34.3,35.3,35.925,34.075,34.625,34.26,31.75,32.35,32.475,31.325,28.125,27.425,27.425,28.125,32.7,34.4,34.2,33.836,33.4875
502,98,38.875,50.52,34.54,34.525,35.425,36.175,34.225,34.85,34.44,31.875,32.525,32.575,31.4,28.25,27.55,27.6,28.2,32.8,34.48571429,34.28333333,33.924,33.575
503,98,39.075,50.66,34.7,34.65,35.575,36.325,34.35,34.975,34.58,31.95,32.625,32.725,31.575,28.3,27.575,27.675,28.325,33,34.61428571,34.3875,34.056,33.7
504,98,39.2,50.74,34.72,34.75,35.625,36.425,34.4,35.025,34.66,32.025,32.725,32.775,31.6,28.375,27.575,27.725,28.425,33,34.68571429,34.49583333,34.14,33.8
505,98,39.25,50.8,34.8,34.85,35.775,36.525,34.475,35.075,34.74,32.05,32.85,32.775,31.725,28.425,27.675,27.8,28.45,33.1,34.78571429,34.5875,34.248,33.8875
506,98,39.375,50.88,34.96,35.025,35.875,36.675,34.6,35.2,34.86,32.125,32.95,32.9,31.8,28.575,27.75,27.85,28.525,33.2,34.9,34.7125,34.368,34.025
507,98,39.55,50.98,35.12,35.125,35.95,36.8,34.75,35.3,35,32.3,33.125,33.025,31.95,28.675,27.825,27.95,28.625,33.3,35.05714286,34.85833333,34.516,34.175
508,98,39.725,51.08,35.22,35.275,36.15,36.9,34.9,35.45,35.14,32.425,33.175,33.175,32.1,28.775,27.9,28.05,28.7,33.4,35.17142857,34.98333333,34.632,34.325
509,98,39.8,51.2,35.36,35.35,36.25,37,35.025,35.55,35.2,32.45,33.275,33.25,32.125,28.825,27.975,28.15,28.775,33.6,35.22857143,35.09583333,34.744,34.4375
510,98,39.85,51.3,35.44,35.425,36.325,37.1,35.075,35.65,35.32,32.55,33.3,33.275,32.225,28.9,28.025,28.225,28.85,33.7,35.3,35.1375,34.792,34.4625
511,97.9,39.9,51.3,35.48,35.5,36.4,37.2,35.2,35.7,35.36,32.575,33.375,33.4,32.225,29,28.1,28.25,28.875,33.7,35.35714286,35.17916667,34.836,34.5375
512,97.9,39.95,51.3,35.52,35.55,36.45,37.225,35.225,35.7,35.4,32.6,33.375,33.4,32.275,29,28.1,28.275,28.925,33.7,35.38571429,35.19166667,34.868,34.5375
513,97.9,40.025,51.32,35.54,35.6,36.525,37.225,35.25,35.725,35.4,32.7,33.425,33.425,32.325,29,28.15,28.275,28.925,33.8,35.41428571,35.25833333,34.896,34.5875
514,97.8,40.125,51.36,35.66,35.7,36.675,37.35,35.35,35.825,35.5,32.775,33.475,33.475,32.35,29.1,28.225,28.325,28.95,33.8,35.52857143,35.3125,34.956,34.6375
515,97.9,40.325,51.58,35.88,35.85,36.8,37.5,35.575,36.05,35.66,32.95,33.625,33.65,32.55,29.2,28.35,28.5,29.125,34,35.7,35.49583333,35.152,34.825
516,97.9,40.475,51.72,36.06,36.075,37.025,37.775,35.75,36.225,35.88,33.125,33.75,33.725,32.75,29.325,28.5,28.625,29.275,34.1,35.82857143,35.63333333,35.308,35.0125
517,97.9,40.65,51.84,36.1,36.125,37.05,37.875,35.825,36.275,35.94,33.15,33.8,33.825,32.8,29.4,28.525,28.7,29.325,34.2,35.88571429,35.7,35.392,35.0875
518,97.9,40.6,51.8,36.1,36.15,37.05,37.8,35.825,36.225,35.9,33.15,33.8,33.825,32.775,29.375,28.525,28.7,29.3,34.2,35.88571429,35.70416667,35.392,35.0875
519,97.9,40.575,51.76,36.06,36.075,37.05,37.7,35.8,36.15,35.82,33.15,33.825,33.8,32.75,29.375,28.5,28.65,29.275,34.1,35.87142857,35.6875,35.352,35.025
520,97.9,40.55,51.76,36.04,36.125,37.1,37.75,35.8,36.15,35.84,33.2,33.825,33.8,32.675,29.375,28.525,28.675,29.3,34.1,35.94285714,35.73333333,35.404,35.025
521,97.9,40.7,51.86,36.22,36.175,37.275,37.9,35.95,36.275,35.94,33.25,33.925,33.825,32.8,29.45,28.525,28.725,29.375,34.2,36.07142857,35.875,35.512,35.1375
522,97.9,40.85,52.04,36.46,36.425,37.45,38.075,36.175,36.45,36.12,33.4,34.1,34.05,32.95,29.575,28.65,28.85,29.525,34.5,36.12857143,35.94583333,35.596,35.25
523,97.9,41.15,52.32,36.7,36.575,37.675,38.375,36.4,36.75,36.36,33.575,34.275,34.275,33.15,29.775,28.85,29.075,29.625,34.8,36.31428571,36.13333333,35.796,35.5125
524,97.9,41.375,52.46,36.82,36.75,37.75,38.525,36.525,36.975,36.5,33.7,34.5,34.425,33.35,29.975,28.95,29.2,29.825,35,36.51428571,36.325,36.02,35.725
525,98,41.575,52.62,37.06,36.95,37.975,38.775,36.725,37.1,36.66,33.875,34.6,34.525,33.475,30.05,29.075,29.3,29.9,35.1,36.65714286,36.4625,36.16,35.8625
526,98,41.8,52.76,37.22,37.15,38.2,39.025,36.9,37.275,36.8,34.075,34.825,34.675,33.6,30.125,29.175,29.375,30.05,35.3,36.78571429,36.6125,36.32,36.075
527,98,41.8,52.82,37.26,37.225,38.275,39.075,36.9,37.225,36.82,34.1,34.825,34.7,33.65,30.175,29.175,29.4,30.075,35.3,36.87142857,36.7,36.412,36.1625
528,98.1,41.725,52.7,37,37,38.125,38.75,36.625,37.025,36.58,33.95,34.575,34.55,33.375,30.125,29.025,29.325,29.9,35.1,36.72857143,36.525,36.232,35.925
529,98.1,41.325,52.32,36.78,36.8,37.975,38.325,36.35,36.65,36.3,33.8,34.35,34.275,33.05,29.975,28.925,29.025,29.725,34.7,36.64285714,36.42083333,36.04,35.6625
530,97.4,41.35,52.08,36.8,36.875,37.95,38.3,36.375,36.65,36.34,33.8,34.3,34.175,33.05,29.95,28.925,29,29.725,34.7,36.72857143,36.47083333,36.056,35.65
531,97.4,41.725,52.36,37.16,37.05,38.075,38.65,36.575,36.85,36.5,34.025,34.55,34.375,33.275,30.05,29.125,29.275,29.975,35.1,36.95714286,36.675,36.284,35.9375
532,97.5,41.8,52.5,37.22,37.075,38.225,38.85,36.675,37,36.62,34.125,34.625,34.45,33.375,30.1,29.15,29.3,30.025,35.3,37,36.72916667,36.372,36.0625
533,97.5,41.775,52.52,37.22,37.075,38.225,38.825,36.675,36.95,36.58,34.1,34.55,34.475,33.375,30.1,29.15,29.275,30.025,35.3,36.94285714,36.71666667,36.356,36.025
534,97.5,41.775,52.5,37.26,37.075,38.225,38.75,36.7,36.9,36.56,34.1,34.55,34.45,33.375,30.15,29.15,29.275,29.95,35.2,37.01428571,36.76666667,36.384,36.025
535,97.4,41.825,52.5,37.34,37.225,38.325,38.825,36.775,37.025,36.6,34.15,34.675,34.5,33.45,30.225,29.225,29.325,30.025,35.3,37.17142857,36.85833333,36.484,36.1
536,97.5,41.875,52.64,37.38,37.3,38.325,38.95,36.825,37.1,36.68,34.175,34.75,34.525,33.475,30.275,29.325,29.35,30.075,35.3,37.18571429,36.9125,36.532,36.1625
537,97.6,42.075,52.74,37.5,37.325,38.525,39.1,36.925,37.15,36.74,34.175,34.825,34.625,33.55,30.3,29.35,29.425,30.1,35.3,37.24285714,36.97916667,36.608,36.225
538,97.6,42.4,52.98,37.7,37.65,38.85,39.325,37.275,37.4,36.96,34.4,35.05,34.925,33.7,30.525,29.575,29.625,30.325,35.6,37.52857143,37.225,36.88,36.4875
539,97.6,42.725,53.34,38.04,38.025,39.175,39.6,37.575,37.775,37.3,34.625,35.325,35.25,34,30.725,29.75,29.9,30.575,35.9,37.71428571,37.46666667,37.152,36.8
540,97.7,42.875,53.48,38.14,38.05,39.15,39.825,37.675,37.775,37.36,34.675,35.375,35.325,34.125,30.75,29.8,29.95,30.625,36.1,37.71428571,37.50416667,37.196,36.9
541,97.7,42.6,53.28,38.08,37.925,39.125,39.625,37.475,37.725,37.22,34.55,35.225,35.125,34.025,30.675,29.725,29.85,30.525,36,37.67142857,37.47916667,37.164,36.85
542,97.7,42.325,53.08,37.88,37.7,38.85,39.2,37.15,37.45,36.9,34.425,34.95,34.9,33.8,30.575,29.6,29.65,30.3,35.9,37.62857143,37.40833333,37.02,36.6625
543,97.6,42.3,52.96,37.82,37.625,38.775,39.15,37.075,37.225,36.76,34.45,34.925,34.8,33.7,30.425,29.575,29.55,30.3,35.7,37.65714286,37.39583333,36.996,36.5375
544,97.6,42.35,53.06,37.86,37.7,38.875,39.225,37.15,37.3,36.76,34.425,34.9,34.8,33.8,30.475,29.6,29.675,30.35,35.8,37.74285714,37.45,37.036,36.625
545,97.6,42.525,53.24,37.96,37.8,38.975,39.325,37.325,37.5,36.94,34.45,35,34.875,33.825,30.525,29.65,29.775,30.5,35.9,37.82857143,37.56666667,37.156,36.7625
546,97.6,42.725,53.34,38.12,37.875,39.025,39.45,37.45,37.5,37.1,34.525,35,34.95,33.925,30.625,29.75,29.85,30.5,35.9,37.88571429,37.60833333,37.24,36.875
547,97.6,42.75,53.32,38.12,37.875,39.075,39.45,37.45,37.5,37,34.6,35.025,35,33.925,30.65,29.725,29.85,30.525,35.9,37.88571429,37.5875,37.22,36.8625
548,97.6,42.725,53.32,38.1,37.875,39.075,39.45,37.425,37.475,36.96,34.625,35.025,34.875,33.925,30.675,29.75,29.775,30.525,35.9,37.97142857,37.66666667,37.248,36.85
549,97.5,42.85,53.38,38.22,37.975,39.175,39.6,37.475,37.5,37.08,34.7,35.075,34.925,34,30.775,29.775,29.825,30.6,36.1,38.14285714,37.80416667,37.412,36.9875
550,97.5,43.05,53.58,38.34,38.075,39.35,39.7,37.625,37.625,37.14,34.8,35.3,35.1,34.1,30.875,29.9,30,30.725,36.2,38.27142857,37.94166667,37.56,37.1625
551,97.5,43.2,53.72,38.56,38.25,39.525,39.9,37.825,37.775,37.3,34.9,35.4,35.225,34.3,30.925,29.975,30.075,30.85,36.4,38.38571429,38.1,37.72,37.35
552,97.7,43.275,53.92,38.62,38.3,39.575,39.975,37.825,37.85,37.3,34.925,35.4,35.225,34.3,30.975,30.025,30.15,30.925,36.5,38.47142857,38.1625,37.82,37.4375
553,97.8,43.325,53.94,38.62,38.325,39.65,39.975,37.825,37.8,37.3,34.9,35.375,35.2,34.3,30.975,30.025,30.15,30.875,36.5,38.44285714,38.1625,37.808,37.4375
554,97.8,43.325,53.94,38.62,38.35,39.65,39.95,37.825,37.75,37.3,34.9,35.35,35.225,34.3,31,30.025,30.15,30.875,36.5,38.52857143,38.23333333,37.856,37.4875
555,97.7,43.4,53.96,38.7,38.35,39.7,40,37.9,37.75,37.3,34.9,35.45,35.25,34.35,31.05,30.1,30.2,30.95,36.6,38.62857143,38.30416667,37.948,37.575
556,97.7,43.475,54.04,38.74,38.45,39.75,40.1,37.95,37.775,37.34,34.95,35.45,35.3,34.375,31.125,30.15,30.25,30.975,36.7,38.77142857,38.46666667,38.08,37.7375
557,97.7,43.6,54.14,38.84,38.575,39.85,40.15,38.025,37.825,37.38,35,35.475,35.325,34.425,31.125,30.225,30.275,31.025,36.8,38.8,38.5125,38.132,37.8
558,97.8,43.775,54.28,38.9,38.65,39.9,40.2,38.1,37.85,37.38,35.05,35.55,35.375,34.475,31.25,30.275,30.325,31.05,36.9,38.94285714,38.675,38.304,37.95
559,97.8,43.925,54.36,39,38.75,40,40.3,38.1,37.925,37.44,35.1,35.6,35.4,34.525,31.25,30.275,30.375,31.15,37.1,39.04285714,38.77916667,38.404,38.0625
560,98,44.55,54.84,39.34,39.2,40.4,40.65,38.55,38.15,37.64,35.225,35.775,35.625,34.725,31.475,30.575,30.675,31.375,37.4,39.05714286,38.79166667,38.44,38.0875
561,98,44.75,54.96,39.52,39.4,40.7,40.8,38.85,38.25,37.68,35.35,35.85,35.7,34.75,31.75,30.8,30.9,31.475,37.6,39.1,38.77916667,38.444,38.1
562,97.9,44.9,55,39.6,39.575,40.8,40.9,38.95,38.325,37.72,35.375,35.875,35.725,34.825,31.825,30.875,31,31.575,37.6,39.18571429,38.86666667,38.576,38.3375
563,97.9,45.1,55.22,39.68,39.775,40.975,41.075,39.1,38.4,37.82,35.425,35.975,35.825,34.9,31.925,31.025,31.175,31.65,37.7,39.28571429,39,38.708,38.475
564,98,45.275,55.42,39.84,39.85,41.075,41.275,39.25,38.45,37.88,35.475,36,35.9,34.975,31.975,31.075,31.225,31.725,37.9,39.48571429,39.275,39.024,38.8
565,98,45.35,55.46,39.96,39.875,41.075,41.225,39.225,38.45,37.88,35.475,36,35.875,35,32,31.1,31.25,31.75,38,39.54285714,39.29166667,39.036,38.8375
566,98,45.325,55.38,39.96,39.8,41.025,41.125,39.2,38.35,37.68,35.475,35.975,35.775,35,32,31.1,31.225,31.775,38,39.55714286,39.3375,39.076,38.875
567,97.9,45.35,55.32,39.94,39.725,41,41.025,39.15,38.3,37.66,35.475,35.9,35.725,34.975,31.975,31.05,31.2,31.725,38,39.62857143,39.37916667,39.108,38.9
568,97.9,45.4,55.36,39.98,39.8,41.05,41.025,39.175,38.275,37.66,35.475,35.9,35.675,34.975,31.975,31.1,31.2,31.725,38,39.71428571,39.40416667,39.12,38.9125
569,97.9,45.5,55.54,40.06,39.825,41.1,41.125,39.225,38.3,37.66,35.475,35.95,35.75,35.025,32.025,31.125,31.25,31.775,38.2,39.77142857,39.4625,39.172,38.9625
570,97.9,45.65,55.64,40.08,39.875,41.175,41.2,39.3,38.3,37.68,35.475,35.95,35.825,35.05,32.075,31.175,31.3,31.8,38.3,39.9,39.5875,39.304,39.1
571,97.8,45.75,55.66,40.1,39.975,41.175,41.2,39.325,38.275,37.74,35.475,35.95,35.8,35.1,32.075,31.175,31.4,31.8,38.4,39.91428571,39.625,39.328,39.1375
572,97.8,45.75,55.66,40.12,39.875,41.175,41.15,39.275,38.2,37.66,35.45,35.9,35.8,35.125,32.075,31.2,31.35,31.8,38.4,39.95714286,39.675,39.376,39.25
573,97.8,45.75,55.64,40.12,39.875,41.125,41.15,39.225,38.075,37.62,35.4,35.825,35.675,35.025,32,31.15,31.325,31.8,38.4,39.95714286,39.68333333,39.404,39.25
574,97.9,45.75,55.66,40.14,39.875,41.125,41.1,39.2,38.075,37.58,35.375,35.775,35.65,35.025,31.975,31.125,31.275,31.8,38.4,39.98571429,39.70416667,39.42,39.2625
575,97.9,45.725,55.66,40.08,39.85,41.1,41.05,39.2,38,37.42,35.325,35.725,35.575,35,31.975,31.125,31.275,31.8,38.4,40.02857143,39.71666667,39.436,39.275
576,97.9,45.7,55.64,40.06,39.825,41.05,40.95,39.175,37.9,37.34,35.25,35.625,35.5,34.925,31.975,31.125,31.225,31.8,38.4,40.02857143,39.725,39.456,39.3
577,97.9,45.7,55.6,40.06,39.825,41.025,40.9,39.05,37.825,37.28,35.25,35.6,35.375,34.875,31.975,31.15,31.225,31.75,38.5,40.07142857,39.7625,39.468,39.3125
578,97.9,45.725,55.66,40.08,39.8,41.025,40.875,39.05,37.8,37.26,35.15,35.575,35.375,34.875,31.95,31.15,31.225,31.8,38.6,40.22857143,39.87916667,39.568,39.4
579,97.9,45.925,55.74,40.1,39.85,41,40.875,39.05,37.8,37.22,35.125,35.575,35.4,34.85,31.975,31.2,31.25,31.8,38.6,40.27142857,39.94583333,39.652,39.475
580,97.9,46.075,55.9,40.16,39.85,41.05,40.95,39.05,37.8,37.22,35.125,35.625,35.4,34.9,31.975,31.2,31.275,31.825,38.8,40.4,40.09583333,39.808,39.6125
581,97.9,46.125,55.92,40.26,39.875,41.15,41,39.075,37.75,37.22,35.075,35.6,35.425,34.925,32.05,31.2,31.3,31.825,38.8,40.45714286,40.2,39.92,39.7
582,97.9,46.3,56,40.28,39.9,41.15,41.025,39.1,37.725,37.22,35.075,35.6,35.4,34.975,32.075,31.2,31.3,31.875,38.8,40.52857143,40.2375,39.948,39.75
583,98,46.4,56.08,40.38,40,41.175,41.05,39.1,37.7,37.22,35.1,35.6,35.4,35,32.1,31.275,31.325,31.925,38.9,40.61428571,40.29166667,40.024,39.825
584,98,46.4,56.16,40.38,40,41.2,41.075,39.125,37.7,37.2,35.075,35.6,35.425,35,32.125,31.275,31.375,31.975,39.1,40.7,40.39583333,40.136,39.95
585,98,46.55,56.22,40.4,40.05,41.275,41.125,39.175,37.65,37.2,35.05,35.6,35.375,35.075,32.15,31.275,31.425,31.975,39.1,40.78571429,40.50833333,40.252,40.075
586,98,46.675,56.36,40.42,40.075,41.275,41.15,39.175,37.65,37.2,35,35.6,35.4,35.075,32.175,31.3,31.45,32.05,39.2,40.88571429,40.60416667,40.344,40.15
587,98.1,46.775,56.52,40.44,40.15,41.275,41.15,39.2,37.625,37.22,35,35.625,35.4,35.125,32.225,31.325,31.5,32.1,39.3,40.95714286,40.67083333,40.412,40.25
588,98.1,46.85,56.54,40.46,40.2,41.3,41.2,39.225,37.6,37.22,34.95,35.625,35.45,35.15,32.25,31.375,31.525,32.125,39.5,41.05714286,40.75833333,40.5,40.3625
589,98.2,46.9,56.58,40.52,40.225,41.325,41.175,39.225,37.475,37.12,34.95,35.6,35.375,35.125,32.275,31.4,31.55,32.125,39.5,41.08571429,40.80416667,40.54,40.3875
590,98.1,46.925,56.58,40.54,40.15,41.3,41.175,39.2,37.45,37.06,34.875,35.525,35.35,35.125,32.25,31.4,31.55,32.125,39.5,41.11428571,40.8375,40.58,40.4375
591,98,46.925,56.56,40.54,40.125,41.325,41.175,39.125,37.375,37,34.875,35.5,35.325,35.15,32.25,31.4,31.55,32.125,39.5,41.2,40.90833333,40.656,40.475
592,98,47.025,56.64,40.56,40.125,41.325,41.175,39.15,37.35,36.98,34.825,35.5,35.3,35.15,32.25,31.425,31.55,32.125,39.7,41.25714286,40.97083333,40.704,40.55
593,98.1,47.225,56.8,40.64,40.175,41.35,41.2,39.225,37.35,36.98,34.825,35.5,35.3,35.2,32.25,31.45,31.65,32.2,39.8,41.41428571,41.08333333,40.86,40.7
594,98.1,47.35,56.9,40.7,40.3,41.45,41.3,39.325,37.325,36.98,34.825,35.5,35.325,35.25,32.35,31.475,31.675,32.3,39.9,41.51428571,41.225,40.996,40.85
595,98,47.525,56.96,40.72,40.35,41.475,41.3,39.325,37.35,37,34.8,35.55,35.375,35.3,32.375,31.575,31.725,32.325,40,41.55714286,41.29166667,41.048,40.9375
596,98,47.525,57.02,40.72,40.325,41.4,41.25,39.275,37.35,36.92,34.725,35.5,35.375,35.25,32.375,31.575,31.7,32.325,40,41.55714286,41.31666667,41.068,40.9375
597,98,47.45,56.96,40.64,40.225,41.25,41.075,39.175,37.125,36.74,34.6,35.35,35.25,35.175,32.375,31.475,31.6,32.275,40,41.55714286,41.29583333,41.032,40.8875
598,98,47.275,56.76,40.46,40.025,41.175,41,39.025,36.95,36.62,34.525,35.175,35,35.025,32.3,31.425,31.575,32.25,40,41.55714286,41.25416667,40.984,40.8
599,97.9,47.3,56.74,40.46,40,41.15,40.925,38.925,36.9,36.56,34.525,35.1,35,35.025,32.275,31.4,31.55,32.25,40,41.62857143,41.3,41.02,40.8
600,97.9,47.45,56.82,40.54,40.1,41.2,40.975,38.975,36.9,36.56,34.525,35.1,35,35.05,32.3,31.475,31.625,32.25,40.1,41.75714286,41.44583333,41.14,40.9625
601,98.1,47.675,57.1,40.68,40.225,41.3,41.1,39.025,36.95,36.56,34.525,35.225,35.1,35.175,32.35,31.625,31.725,32.35,40.3,41.97142857,41.64166667,41.392,41.2125
602,98.1,47.9,57.34,40.8,40.325,41.45,41.25,39.175,36.95,36.68,34.525,35.3,35.125,35.3,32.45,31.65,31.825,32.4,40.5,42.07142857,41.7875,41.564,41.4
603,98.1,48.05,57.4,40.84,40.375,41.55,41.3,39.225,37,36.72,34.55,35.325,35.175,35.375,32.5,31.725,31.875,32.475,40.7,42.2,41.92083333,41.676,41.575
604,98.2,48.05,57.42,40.76,40.375,41.5,41.275,39.225,36.95,36.74,34.475,35.325,35.175,35.3,32.5,31.7,31.875,32.475,40.7,42.18571429,41.92083333,41.688,41.5875
605,98.1,48,57.38,40.76,40.275,41.3,41.125,39,36.7,36.52,34.425,35.2,35.125,35.225,32.375,31.625,31.875,32.4,40.7,42.18571429,41.90833333,41.672,41.55
606,98,47.9,57.16,40.7,40.2,41.275,41.025,38.925,36.575,36.3,34.35,35.1,35,35.1,32.3,31.6,31.8,32.4,40.5,42.17142857,41.9,41.652,41.5
607,98,47.925,57.22,40.7,40.15,41.175,40.975,38.925,36.55,36.26,34.35,35.075,34.925,35.025,32.35,31.625,31.8,32.4,40.6,42.28571429,41.98333333,41.704,41.5375
608,98,48.075,57.28,40.7,40.175,41.25,41,38.95,36.55,36.3,34.325,35.075,34.9,35.175,32.425,31.625,31.825,32.45,40.8,42.37142857,42.06666667,41.776,41.6
609,98,48.075,57.38,40.7,40.2,41.25,41,38.95,36.525,36.34,34.325,35.025,34.9,35.175,32.45,31.625,31.85,32.45,40.9,42.38571429,42.075,41.792,41.65
610,98,48.075,57.38,40.64,40.175,41.25,40.925,38.925,36.425,36.26,34.25,34.975,34.9,35.125,32.425,31.6,31.85,32.45,40.9,42.38571429,42.1,41.812,41.6625
611,98,48.025,57.3,40.62,40.1,41.2,40.775,38.8,36.225,36.06,34.175,34.85,34.725,35.075,32.4,31.6,31.775,32.45,40.9,42.44285714,42.15,41.84,41.6875
612,98,48.1,57.34,40.56,40.05,41.1,40.75,38.725,36.175,35.98,34.175,34.75,34.625,35.075,32.4,31.6,31.75,32.45,40.9,42.52857143,42.1875,41.856,41.6875
613,98,48.125,57.38,40.56,40.075,41.1,40.725,38.725,36.15,35.98,34.1,34.75,34.625,35.075,32.4,31.575,31.75,32.475,40.9,42.6,42.25833333,41.94,41.7625
